variant,country,year,totalsurvivors_under_one_yearage
estimates,308,1950,2.316
estimates,308,1951,2.452
estimates,308,1952,2.71
estimates,308,1953,2.94
estimates,308,1954,3.143
estimates,308,1955,3.317
estimates,308,1956,3.461
estimates,308,1957,3.573
estimates,308,1958,3.65
estimates,308,1959,3.689
estimates,308,1960,3.683
estimates,308,1961,3.632
estimates,308,1962,3.535
estimates,308,1963,3.396
estimates,308,1964,3.229
estimates,308,1965,3.048
estimates,308,1966,2.876
estimates,308,1967,2.729
estimates,308,1968,2.619
estimates,308,1969,2.55
estimates,308,1970,2.521
estimates,308,1971,2.522
estimates,308,1972,2.538
estimates,308,1973,2.553
estimates,308,1974,2.567
estimates,308,1975,2.579
estimates,308,1976,2.596
estimates,308,1977,2.625
estimates,308,1978,2.67
estimates,308,1979,2.729
estimates,308,1980,2.799
estimates,308,1981,2.874
estimates,308,1982,2.949
estimates,308,1983,3.012
estimates,308,1984,3.06
estimates,308,1985,3.082
estimates,308,1986,3.071
estimates,308,1987,3.028
estimates,308,1988,2.955
estimates,308,1989,2.856
estimates,308,1990,2.739
estimates,308,1991,2.614
estimates,308,1992,2.489
estimates,308,1993,2.374
estimates,308,1994,2.275
estimates,308,1995,2.193
estimates,308,1996,2.127
estimates,308,1997,2.073
estimates,308,1998,2.025
estimates,308,1999,1.983
estimates,308,2000,1.948
estimates,308,2001,1.922
estimates,308,2002,1.908
estimates,308,2003,1.904
estimates,308,2004,1.91
estimates,308,2005,1.922
estimates,308,2006,1.941
estimates,308,2007,1.963
estimates,308,2008,1.984
estimates,308,2009,2.002
estimates,308,2010,2.016
estimates,308,2011,2.025
estimates,308,2012,2.03
estimates,308,2013,2.03
estimates,308,2014,2.026
estimates,308,2015,2.014
medium_variant,308,2015,2.014
medium_variant,308,2016,1.998
medium_variant,308,2017,1.973
medium_variant,308,2018,1.944
medium_variant,308,2019,1.908
medium_variant,308,2020,1.868
medium_variant,308,2021,1.824
medium_variant,308,2022,1.778
medium_variant,308,2023,1.729
medium_variant,308,2024,1.683
medium_variant,308,2025,1.638
medium_variant,308,2026,1.596
medium_variant,308,2027,1.557
medium_variant,308,2028,1.522
medium_variant,308,2029,1.491
medium_variant,308,2030,1.465
medium_variant,308,2031,1.444
medium_variant,308,2032,1.428
medium_variant,308,2033,1.416
medium_variant,308,2034,1.406
medium_variant,308,2035,1.4
medium_variant,308,2036,1.395
medium_variant,308,2037,1.391
medium_variant,308,2038,1.389
medium_variant,308,2039,1.385
medium_variant,308,2040,1.38
medium_variant,308,2041,1.373
medium_variant,308,2042,1.365
medium_variant,308,2043,1.354
medium_variant,308,2044,1.341
medium_variant,308,2045,1.326
medium_variant,308,2046,1.308
medium_variant,308,2047,1.287
medium_variant,308,2048,1.265
medium_variant,308,2049,1.242
medium_variant,308,2050,1.217
medium_variant,308,2051,1.191
medium_variant,308,2052,1.164
medium_variant,308,2053,1.139
medium_variant,308,2054,1.113
medium_variant,308,2055,1.089
medium_variant,308,2056,1.066
medium_variant,308,2057,1.045
medium_variant,308,2058,1.025
medium_variant,308,2059,1.007
medium_variant,308,2060,0.99
medium_variant,308,2061,0.977
medium_variant,308,2062,0.965
medium_variant,308,2063,0.954
medium_variant,308,2064,0.945
medium_variant,308,2065,0.936
medium_variant,308,2066,0.929
medium_variant,308,2067,0.922
medium_variant,308,2068,0.915
medium_variant,308,2069,0.908
medium_variant,308,2070,0.902
medium_variant,308,2071,0.894
medium_variant,308,2072,0.886
medium_variant,308,2073,0.877
medium_variant,308,2074,0.867
medium_variant,308,2075,0.857
medium_variant,308,2076,0.845
medium_variant,308,2077,0.833
medium_variant,308,2078,0.82
medium_variant,308,2079,0.807
medium_variant,308,2080,0.793
medium_variant,308,2081,0.779
medium_variant,308,2082,0.765
medium_variant,308,2083,0.751
medium_variant,308,2084,0.738
medium_variant,308,2085,0.724
medium_variant,308,2086,0.711
medium_variant,308,2087,0.699
medium_variant,308,2088,0.687
medium_variant,308,2089,0.676
medium_variant,308,2090,0.666
medium_variant,308,2091,0.656
medium_variant,308,2092,0.648
medium_variant,308,2093,0.64
medium_variant,308,2094,0.632
medium_variant,308,2095,0.625
medium_variant,308,2096,0.619
medium_variant,308,2097,0.613
medium_variant,308,2098,0.609
medium_variant,308,2099,0.604
