variant,country,year,totalsurvivors_under_one_yearage
estimates,112,1950,147.487
estimates,112,1951,151.458
estimates,112,1952,159.059
estimates,112,1953,165.878
estimates,112,1954,171.873
estimates,112,1955,176.997
estimates,112,1956,181.182
estimates,112,1957,184.379
estimates,112,1958,186.505
estimates,112,1959,187.42
estimates,112,1960,187
estimates,112,1961,185.162
estimates,112,1962,181.902
estimates,112,1963,177.363
estimates,112,1964,171.857
estimates,112,1965,165.836
estimates,112,1966,159.811
estimates,112,1967,154.236
estimates,112,1968,149.492
estimates,112,1969,145.827
estimates,112,1970,143.336
estimates,112,1971,141.927
estimates,112,1972,141.274
estimates,112,1973,141.109
estimates,112,1974,141.35
estimates,112,1975,142.051
estimates,112,1976,143.345
estimates,112,1977,145.274
estimates,112,1978,147.753
estimates,112,1979,150.577
estimates,112,1980,153.48
estimates,112,1981,156.177
estimates,112,1982,158.373
estimates,112,1983,159.794
estimates,112,1984,160.225
estimates,112,1985,159.444
estimates,112,1986,157.319
estimates,112,1987,153.978
estimates,112,1988,149.614
estimates,112,1989,144.377
estimates,112,1990,138.403
estimates,112,1991,131.827
estimates,112,1992,124.895
estimates,112,1993,117.912
estimates,112,1994,111.182
estimates,112,1995,105.014
estimates,112,1996,99.654
estimates,112,1997,95.189
estimates,112,1998,91.685
estimates,112,1999,89.228
estimates,112,2000,87.89
estimates,112,2001,87.686
estimates,112,2002,88.44
estimates,112,2003,89.932
estimates,112,2004,91.989
estimates,112,2005,94.436
estimates,112,2006,97.124
estimates,112,2007,99.911
estimates,112,2008,102.636
estimates,112,2009,105.131
estimates,112,2010,107.257
estimates,112,2011,108.932
estimates,112,2012,110.177
estimates,112,2013,111.008
estimates,112,2014,111.396
estimates,112,2015,111.313
medium_variant,112,2015,111.313
medium_variant,112,2016,110.752
medium_variant,112,2017,109.765
medium_variant,112,2018,108.424
medium_variant,112,2019,106.786
medium_variant,112,2020,104.891
medium_variant,112,2021,102.768
medium_variant,112,2022,100.47
medium_variant,112,2023,98.075
medium_variant,112,2024,95.671
medium_variant,112,2025,93.341
medium_variant,112,2026,91.149
medium_variant,112,2027,89.133
medium_variant,112,2028,87.346
medium_variant,112,2029,85.846
medium_variant,112,2030,84.703
medium_variant,112,2031,83.967
medium_variant,112,2032,83.62
medium_variant,112,2033,83.631
medium_variant,112,2034,83.972
medium_variant,112,2035,84.617
medium_variant,112,2036,85.536
medium_variant,112,2037,86.659
medium_variant,112,2038,87.896
medium_variant,112,2039,89.165
medium_variant,112,2040,90.385
medium_variant,112,2041,91.496
medium_variant,112,2042,92.463
medium_variant,112,2043,93.252
medium_variant,112,2044,93.816
medium_variant,112,2045,94.113
medium_variant,112,2046,94.121
medium_variant,112,2047,93.866
medium_variant,112,2048,93.381
medium_variant,112,2049,92.689
medium_variant,112,2050,91.809
medium_variant,112,2051,90.761
medium_variant,112,2052,89.585
medium_variant,112,2053,88.33
medium_variant,112,2054,87.048
medium_variant,112,2055,85.785
medium_variant,112,2056,84.573
medium_variant,112,2057,83.432
medium_variant,112,2058,82.386
medium_variant,112,2059,81.465
medium_variant,112,2060,80.701
medium_variant,112,2061,80.112
medium_variant,112,2062,79.69
medium_variant,112,2063,79.421
medium_variant,112,2064,79.298
medium_variant,112,2065,79.318
medium_variant,112,2066,79.476
medium_variant,112,2067,79.746
medium_variant,112,2068,80.099
medium_variant,112,2069,80.5
medium_variant,112,2070,80.923
medium_variant,112,2071,81.344
medium_variant,112,2072,81.744
medium_variant,112,2073,82.1
medium_variant,112,2074,82.387
medium_variant,112,2075,82.578
medium_variant,112,2076,82.655
medium_variant,112,2077,82.622
medium_variant,112,2078,82.481
medium_variant,112,2079,82.235
medium_variant,112,2080,81.883
medium_variant,112,2081,81.427
medium_variant,112,2082,80.887
medium_variant,112,2083,80.286
medium_variant,112,2084,79.643
medium_variant,112,2085,78.979
medium_variant,112,2086,78.308
medium_variant,112,2087,77.643
medium_variant,112,2088,77
medium_variant,112,2089,76.399
medium_variant,112,2090,75.852
medium_variant,112,2091,75.37
medium_variant,112,2092,74.958
medium_variant,112,2093,74.617
medium_variant,112,2094,74.35
medium_variant,112,2095,74.154
medium_variant,112,2096,74.033
medium_variant,112,2097,73.986
medium_variant,112,2098,74.012
medium_variant,112,2099,74.111
