variant,country,year,totalsurvivors_under_one_yearage
estimates,316,1950,1.689
estimates,316,1951,1.705
estimates,316,1952,1.74
estimates,316,1953,1.789
estimates,316,1954,1.849
estimates,316,1955,1.921
estimates,316,1956,2.003
estimates,316,1957,2.093
estimates,316,1958,2.19
estimates,316,1959,2.286
estimates,316,1960,2.374
estimates,316,1961,2.448
estimates,316,1962,2.502
estimates,316,1963,2.532
estimates,316,1964,2.539
estimates,316,1965,2.531
estimates,316,1966,2.515
estimates,316,1967,2.503
estimates,316,1968,2.504
estimates,316,1969,2.518
estimates,316,1970,2.549
estimates,316,1971,2.594
estimates,316,1972,2.643
estimates,316,1973,2.692
estimates,316,1974,2.738
estimates,316,1975,2.777
estimates,316,1976,2.807
estimates,316,1977,2.828
estimates,316,1978,2.845
estimates,316,1979,2.857
estimates,316,1980,2.87
estimates,316,1981,2.891
estimates,316,1982,2.924
estimates,316,1983,2.971
estimates,316,1984,3.029
estimates,316,1985,3.093
estimates,316,1986,3.154
estimates,316,1987,3.205
estimates,316,1988,3.241
estimates,316,1989,3.262
estimates,316,1990,3.27
estimates,316,1991,3.273
estimates,316,1992,3.278
estimates,316,1993,3.291
estimates,316,1994,3.312
estimates,316,1995,3.336
estimates,316,1996,3.36
estimates,316,1997,3.376
estimates,316,1998,3.378
estimates,316,1999,3.366
estimates,316,2000,3.337
estimates,316,2001,3.291
estimates,316,2002,3.233
estimates,316,2003,3.167
estimates,316,2004,3.099
estimates,316,2005,3.032
estimates,316,2006,2.971
estimates,316,2007,2.919
estimates,316,2008,2.879
estimates,316,2009,2.85
estimates,316,2010,2.836
estimates,316,2011,2.834
estimates,316,2012,2.841
estimates,316,2013,2.853
estimates,316,2014,2.87
estimates,316,2015,2.887
medium_variant,316,2015,2.887
medium_variant,316,2016,2.906
medium_variant,316,2017,2.924
medium_variant,316,2018,2.941
medium_variant,316,2019,2.955
medium_variant,316,2020,2.966
medium_variant,316,2021,2.974
medium_variant,316,2022,2.978
medium_variant,316,2023,2.979
medium_variant,316,2024,2.979
medium_variant,316,2025,2.974
medium_variant,316,2026,2.967
medium_variant,316,2027,2.957
medium_variant,316,2028,2.945
medium_variant,316,2029,2.932
medium_variant,316,2030,2.918
medium_variant,316,2031,2.902
medium_variant,316,2032,2.887
medium_variant,316,2033,2.87
medium_variant,316,2034,2.854
medium_variant,316,2035,2.838
medium_variant,316,2036,2.823
medium_variant,316,2037,2.809
medium_variant,316,2038,2.797
medium_variant,316,2039,2.785
medium_variant,316,2040,2.774
medium_variant,316,2041,2.766
medium_variant,316,2042,2.757
medium_variant,316,2043,2.75
medium_variant,316,2044,2.743
medium_variant,316,2045,2.737
medium_variant,316,2046,2.731
medium_variant,316,2047,2.725
medium_variant,316,2048,2.719
medium_variant,316,2049,2.712
medium_variant,316,2050,2.706
medium_variant,316,2051,2.698
medium_variant,316,2052,2.69
medium_variant,316,2053,2.681
medium_variant,316,2054,2.671
medium_variant,316,2055,2.661
medium_variant,316,2056,2.651
medium_variant,316,2057,2.639
medium_variant,316,2058,2.628
medium_variant,316,2059,2.614
medium_variant,316,2060,2.601
medium_variant,316,2061,2.587
medium_variant,316,2062,2.574
medium_variant,316,2063,2.56
medium_variant,316,2064,2.548
medium_variant,316,2065,2.535
medium_variant,316,2066,2.523
medium_variant,316,2067,2.51
medium_variant,316,2068,2.498
medium_variant,316,2069,2.488
medium_variant,316,2070,2.477
medium_variant,316,2071,2.467
medium_variant,316,2072,2.457
medium_variant,316,2073,2.449
medium_variant,316,2074,2.439
medium_variant,316,2075,2.431
medium_variant,316,2076,2.422
medium_variant,316,2077,2.414
medium_variant,316,2078,2.405
medium_variant,316,2079,2.397
medium_variant,316,2080,2.389
medium_variant,316,2081,2.381
medium_variant,316,2082,2.372
medium_variant,316,2083,2.364
medium_variant,316,2084,2.355
medium_variant,316,2085,2.346
medium_variant,316,2086,2.338
medium_variant,316,2087,2.328
medium_variant,316,2088,2.319
medium_variant,316,2089,2.309
medium_variant,316,2090,2.301
medium_variant,316,2091,2.291
medium_variant,316,2092,2.281
medium_variant,316,2093,2.272
medium_variant,316,2094,2.262
medium_variant,316,2095,2.253
medium_variant,316,2096,2.243
medium_variant,316,2097,2.235
medium_variant,316,2098,2.225
medium_variant,316,2099,2.216
