region,year,variant,gender,freq,agebroad,totaldeaths
934,1950,estimates,female,5yearly,"Region, subregion, country or area *","Less developed regions, excluding least developed countries"
934,1950,estimates,male,5yearly,"Region, subregion, country or area *","Less developed regions, excluding least developed countries"
934,1950,estimates,female,5yearly,0_4,37835.653
934,1950,estimates,male,5yearly,0_4,41650.631
934,1950,estimates,female,5yearly,0_14,43004.428
934,1950,estimates,male,5yearly,0_14,47242.959
934,1950,estimates,female,5yearly,0_19,45045.504
934,1950,estimates,male,5yearly,0_19,49605.997
934,1950,estimates,female,5yearly,0_24,47333.318
934,1950,estimates,male,5yearly,0_24,52221.06
934,1950,estimates,female,5yearly,5_14,5168.775
934,1950,estimates,male,5yearly,5_14,5592.328
934,1950,estimates,female,5yearly,15plus,42947.093
934,1950,estimates,male,5yearly,15plus,47011.978
934,1950,estimates,female,5yearly,15_24,4328.89
934,1950,estimates,male,5yearly,15_24,4978.101
934,1950,estimates,female,5yearly,15_49,17319.973
934,1950,estimates,male,5yearly,15_49,19158.744
934,1950,estimates,female,5yearly,15_59,23277.716
934,1950,estimates,male,5yearly,15_59,27264.203
934,1950,estimates,female,5yearly,15_64,27287.249
934,1950,estimates,male,5yearly,15_64,32109.403
934,1950,estimates,female,5yearly,20plus,40906.017
934,1950,estimates,male,5yearly,20plus,44648.94
934,1950,estimates,female,5yearly,20_64,25246.173
934,1950,estimates,male,5yearly,20_64,29746.365
934,1950,estimates,female,5yearly,20_69,29637.865
934,1950,estimates,male,5yearly,20_69,34585.659
934,1950,estimates,female,5yearly,25plus,38618.203
934,1950,estimates,male,5yearly,25plus,42033.877
934,1950,estimates,female,5yearly,25_69,27350.051
934,1950,estimates,male,5yearly,25_69,31970.596
934,1950,estimates,female,5yearly,40plus,31185.312
934,1950,estimates,male,5yearly,40plus,34429.835
934,1950,estimates,female,5yearly,50plus,25627.12
934,1950,estimates,male,5yearly,50plus,27853.234
934,1950,estimates,female,5yearly,60plus,19669.377
934,1950,estimates,male,5yearly,60plus,19747.775
934,1950,estimates,female,5yearly,65plus,15659.844
934,1950,estimates,male,5yearly,65plus,14902.575
934,1950,estimates,female,5yearly,70plus,11268.152
934,1950,estimates,male,5yearly,70plus,10063.281
934,1950,estimates,female,5yearly,80plus,3603.002
934,1950,estimates,male,5yearly,80plus,2684.748
934,1950,estimates,female,5yearly,90plus,422.455
934,1950,estimates,male,5yearly,90plus,251.906
934,1955,estimates,female,5yearly,"Region, subregion, country or area *","Less developed regions, excluding least developed countries"
934,1955,estimates,male,5yearly,"Region, subregion, country or area *","Less developed regions, excluding least developed countries"
934,1955,estimates,female,5yearly,0_4,37581.715
934,1955,estimates,male,5yearly,0_4,41501.1560000001
934,1955,estimates,female,5yearly,0_14,42833.581
934,1955,estimates,male,5yearly,0_14,46975.4790000001
934,1955,estimates,female,5yearly,0_19,44660.028
934,1955,estimates,male,5yearly,0_19,49116.1270000001
934,1955,estimates,female,5yearly,0_24,46773.849
934,1955,estimates,male,5yearly,0_24,51554.6070000001
934,1955,estimates,female,5yearly,5_14,5251.866
934,1955,estimates,male,5yearly,5_14,5474.323
934,1955,estimates,female,5yearly,15plus,42950.339
934,1955,estimates,male,5yearly,15plus,47383.643
934,1955,estimates,female,5yearly,15_24,3940.268
934,1955,estimates,male,5yearly,15_24,4579.128
934,1955,estimates,female,5yearly,15_49,16317.458
934,1955,estimates,male,5yearly,15_49,18232.43
934,1955,estimates,female,5yearly,15_59,22508.705
934,1955,estimates,male,5yearly,15_59,26808.836
934,1955,estimates,female,5yearly,15_64,26509.372
934,1955,estimates,male,5yearly,15_64,31816.878
934,1955,estimates,female,5yearly,20plus,41123.892
934,1955,estimates,male,5yearly,20plus,45242.995
934,1955,estimates,female,5yearly,20_64,24682.925
934,1955,estimates,male,5yearly,20_64,29676.23
934,1955,estimates,female,5yearly,20_69,29133.506
934,1955,estimates,male,5yearly,20_69,34712.428
934,1955,estimates,female,5yearly,25plus,39010.071
934,1955,estimates,male,5yearly,25plus,42804.515
934,1955,estimates,female,5yearly,25_69,27019.685
934,1955,estimates,male,5yearly,25_69,32273.948
934,1955,estimates,female,5yearly,40plus,31865.691
934,1955,estimates,male,5yearly,40plus,35519.355
934,1955,estimates,female,5yearly,50plus,26632.881
934,1955,estimates,male,5yearly,50plus,29151.213
934,1955,estimates,female,5yearly,60plus,20441.634
934,1955,estimates,male,5yearly,60plus,20574.807
934,1955,estimates,female,5yearly,65plus,16440.967
934,1955,estimates,male,5yearly,65plus,15566.765
934,1955,estimates,female,5yearly,70plus,11990.386
934,1955,estimates,male,5yearly,70plus,10530.567
934,1955,estimates,female,5yearly,80plus,3820.948
934,1955,estimates,male,5yearly,80plus,2704.735
934,1955,estimates,female,5yearly,90plus,402.688
934,1955,estimates,male,5yearly,90plus,212.383
934,1960,estimates,female,5yearly,"Region, subregion, country or area *","Less developed regions, excluding least developed countries"
