region,year,variant,gender,freq,agebroad,totaldeaths
902,1950,estimates,female,5yearly,0_4,45222.535
902,1950,estimates,male,5yearly,0_4,49985.63
902,1950,estimates,female,5yearly,0_14,51435.368
902,1950,estimates,male,5yearly,0_14,56596.015
902,1950,estimates,female,5yearly,0_19,53824.403
902,1950,estimates,male,5yearly,0_19,59313.408
902,1950,estimates,female,5yearly,0_24,56497.583
902,1950,estimates,male,5yearly,0_24,62355.775
902,1950,estimates,female,5yearly,5_14,6212.833
902,1950,estimates,male,5yearly,5_14,6610.385
902,1950,estimates,female,5yearly,15plus,48308.885
902,1950,estimates,male,5yearly,15plus,52731.653
902,1950,estimates,female,5yearly,15_24,5062.215
902,1950,estimates,male,5yearly,15_24,5759.76
902,1950,estimates,female,5yearly,15_49,19809.818
902,1950,estimates,male,5yearly,15_49,21922.142
902,1950,estimates,female,5yearly,15_59,26456.398
902,1950,estimates,male,5yearly,15_59,30843.911
902,1950,estimates,female,5yearly,15_64,30896.594
902,1950,estimates,male,5yearly,15_64,36146.085
902,1950,estimates,female,5yearly,20plus,45919.85
902,1950,estimates,male,5yearly,20plus,50014.26
902,1950,estimates,female,5yearly,20_64,28507.559
902,1950,estimates,male,5yearly,20_64,33428.692
902,1950,estimates,female,5yearly,20_69,33380.462
902,1950,estimates,male,5yearly,20_69,38749.845
902,1950,estimates,female,5yearly,25plus,43246.67
902,1950,estimates,male,5yearly,25plus,46971.893
902,1950,estimates,female,5yearly,25_69,30707.282
902,1950,estimates,male,5yearly,25_69,35707.478
902,1950,estimates,female,5yearly,40plus,34704.167
902,1950,estimates,male,5yearly,40plus,38176.553
902,1950,estimates,female,5yearly,50plus,28499.067
902,1950,estimates,male,5yearly,50plus,30809.511
902,1950,estimates,female,5yearly,60plus,21852.487
902,1950,estimates,male,5yearly,60plus,21887.742
902,1950,estimates,female,5yearly,65plus,17412.291
902,1950,estimates,male,5yearly,65plus,16585.568
902,1950,estimates,female,5yearly,70plus,12539.388
902,1950,estimates,male,5yearly,70plus,11264.415
902,1950,estimates,female,5yearly,80plus,3975.177
902,1950,estimates,male,5yearly,80plus,3016.744
902,1950,estimates,female,5yearly,90plus,449.1
902,1950,estimates,male,5yearly,90plus,269.511
902,1955,estimates,female,5yearly,0_4,45062.584
902,1955,estimates,male,5yearly,0_4,49936.6200000001
902,1955,estimates,female,5yearly,0_14,51382.139
902,1955,estimates,male,5yearly,0_14,56453.2060000001
902,1955,estimates,female,5yearly,0_19,53559.007
