region,year,variant,gender,freq,agebroad,totaldeaths
912,1950,estimates,female,5yearly,0_4,1964.967
912,1950,estimates,male,5yearly,0_4,2043.71
912,1950,estimates,female,5yearly,0_14,2117.221
912,1950,estimates,male,5yearly,0_14,2193.821
912,1950,estimates,female,5yearly,0_19,2166.289
912,1950,estimates,male,5yearly,0_19,2247.392
912,1950,estimates,female,5yearly,0_24,2221.218
912,1950,estimates,male,5yearly,0_24,2313.619
912,1950,estimates,female,5yearly,5_14,152.254
912,1950,estimates,male,5yearly,5_14,150.111
912,1950,estimates,female,5yearly,15plus,876.177
912,1950,estimates,male,5yearly,15plus,1014.88
912,1950,estimates,female,5yearly,15_24,103.997
912,1950,estimates,male,5yearly,15_24,119.798
912,1950,estimates,female,5yearly,15_49,343.305
912,1950,estimates,male,5yearly,15_49,419.264
912,1950,estimates,female,5yearly,15_59,459.402
912,1950,estimates,male,5yearly,15_59,579.678
912,1950,estimates,female,5yearly,15_64,532.183
912,1950,estimates,male,5yearly,15_64,670.192
912,1950,estimates,female,5yearly,20plus,827.109
912,1950,estimates,male,5yearly,20plus,961.309
912,1950,estimates,female,5yearly,20_64,483.115
912,1950,estimates,male,5yearly,20_64,616.621
912,1950,estimates,female,5yearly,20_69,568.057
912,1950,estimates,male,5yearly,20_69,714.827
912,1950,estimates,female,5yearly,25plus,772.18
912,1950,estimates,male,5yearly,25plus,895.082
912,1950,estimates,female,5yearly,25_69,513.128
912,1950,estimates,male,5yearly,25_69,648.6
912,1950,estimates,female,5yearly,40plus,623.774
912,1950,estimates,male,5yearly,40plus,719.954
912,1950,estimates,female,5yearly,50plus,532.872
912,1950,estimates,male,5yearly,50plus,595.616
912,1950,estimates,female,5yearly,60plus,416.775
912,1950,estimates,male,5yearly,60plus,435.202
912,1950,estimates,female,5yearly,65plus,343.994
912,1950,estimates,male,5yearly,65plus,344.688
912,1950,estimates,female,5yearly,70plus,259.052
912,1950,estimates,male,5yearly,70plus,246.482
912,1950,estimates,female,5yearly,80plus,87.499
912,1950,estimates,male,5yearly,80plus,74.006
912,1950,estimates,female,5yearly,90plus,13.039
912,1950,estimates,male,5yearly,90plus,7.872
912,1955,estimates,female,5yearly,0_4,1877.814
912,1955,estimates,male,5yearly,0_4,1983.254
912,1955,estimates,female,5yearly,0_14,2029.115
912,1955,estimates,male,5yearly,0_14,2137.95
912,1955,estimates,female,5yearly,0_19,2075.963
912,1955,estimates,male,5yearly,0_19,2189.612
912,1955,estimates,female,5yearly,0_24,2129.221
912,1955,estimates,male,5yearly,0_24,2254.428
912,1955,estimates,female,5yearly,5_14,151.301
912,1955,estimates,male,5yearly,5_14,154.696
912,1955,estimates,female,5yearly,15plus,943.455
912,1955,estimates,male,5yearly,15plus,1086.223
912,1955,estimates,female,5yearly,15_24,100.106
912,1955,estimates,male,5yearly,15_24,116.478
912,1955,estimates,female,5yearly,15_49,349.208
912,1955,estimates,male,5yearly,15_49,427.925
912,1955,estimates,female,5yearly,15_59,474.776
912,1955,estimates,male,5yearly,15_59,600.166
912,1955,estimates,female,5yearly,15_64,557.098
912,1955,estimates,male,5yearly,15_64,702.161
912,1955,estimates,female,5yearly,20plus,896.607
912,1955,estimates,male,5yearly,20plus,1034.561
912,1955,estimates,female,5yearly,20_64,510.25
912,1955,estimates,male,5yearly,20_64,650.499
912,1955,estimates,female,5yearly,20_69,604.874
912,1955,estimates,male,5yearly,20_69,759.455
912,1955,estimates,female,5yearly,25plus,843.349
912,1955,estimates,male,5yearly,25plus,969.745
912,1955,estimates,female,5yearly,25_69,551.616
912,1955,estimates,male,5yearly,25_69,694.639
912,1955,estimates,female,5yearly,40plus,688.062
912,1955,estimates,male,5yearly,40plus,786.163
912,1955,estimates,female,5yearly,50plus,594.247
912,1955,estimates,male,5yearly,50plus,658.298
912,1955,estimates,female,5yearly,60plus,468.679
912,1955,estimates,male,5yearly,60plus,486.057
912,1955,estimates,female,5yearly,65plus,386.357
912,1955,estimates,male,5yearly,65plus,384.062
912,1955,estimates,female,5yearly,70plus,291.733
