region,year,variant,gender,freq,agebroad,totaldeaths
1501,1950,estimates,female,5yearly,0_4,22987.577
1501,1950,estimates,male,5yearly,0_4,24830.458
1501,1950,estimates,female,5yearly,0_14,26137.565
1501,1950,estimates,male,5yearly,0_14,27811.32
1501,1950,estimates,female,5yearly,0_19,27446.169
1501,1950,estimates,male,5yearly,0_19,29170.041
1501,1950,estimates,female,5yearly,0_24,28894.33
1501,1950,estimates,male,5yearly,0_24,30743.128
1501,1950,estimates,female,5yearly,5_14,3149.988
1501,1950,estimates,male,5yearly,5_14,2980.862
1501,1950,estimates,female,5yearly,15plus,22153.322
1501,1950,estimates,male,5yearly,15plus,23244.785
1501,1950,estimates,female,5yearly,15_24,2756.765
1501,1950,estimates,male,5yearly,15_24,2931.808
1501,1950,estimates,female,5yearly,15_49,10090.078
1501,1950,estimates,male,5yearly,15_49,10594.19
1501,1950,estimates,female,5yearly,15_59,13144.233
1501,1950,estimates,male,5yearly,15_59,14180.342
1501,1950,estimates,female,5yearly,15_64,14881.646
1501,1950,estimates,male,5yearly,15_64,16151.299
1501,1950,estimates,female,5yearly,20plus,20844.718
1501,1950,estimates,male,5yearly,20plus,21886.064
1501,1950,estimates,female,5yearly,20_64,13573.042
1501,1950,estimates,male,5yearly,20_64,14792.578
1501,1950,estimates,female,5yearly,20_69,15411.452
1501,1950,estimates,male,5yearly,20_69,16777.567
1501,1950,estimates,female,5yearly,25plus,19396.557
1501,1950,estimates,male,5yearly,25plus,20312.977
1501,1950,estimates,female,5yearly,25_69,13963.291
1501,1950,estimates,male,5yearly,25_69,15204.48
1501,1950,estimates,female,5yearly,40plus,14989.913
1501,1950,estimates,male,5yearly,40plus,15848.309
1501,1950,estimates,female,5yearly,50plus,12063.244
1501,1950,estimates,male,5yearly,50plus,12650.595
1501,1950,estimates,female,5yearly,60plus,9009.089
1501,1950,estimates,male,5yearly,60plus,9064.443
1501,1950,estimates,female,5yearly,65plus,7271.676
1501,1950,estimates,male,5yearly,65plus,7093.486
1501,1950,estimates,female,5yearly,70plus,5433.266
1501,1950,estimates,male,5yearly,70plus,5108.497
1501,1950,estimates,female,5yearly,80plus,1985.136
1501,1950,estimates,male,5yearly,80plus,1646.99
1501,1950,estimates,female,5yearly,90plus,284.152
1501,1950,estimates,male,5yearly,90plus,159.887
1501,1955,estimates,female,5yearly,0_4,22720.911
1501,1955,estimates,male,5yearly,0_4,24621.143
1501,1955,estimates,female,5yearly,0_14,25786.368
1501,1955,estimates,male,5yearly,0_14,27494.807
1501,1955,estimates,female,5yearly,0_19,26960.276
1501,1955,estimates,male,5yearly,0_19,28711.616
1501,1955,estimates,female,5yearly,0_24,28293.403
1501,1955,estimates,male,5yearly,0_24,30130.156
1501,1955,estimates,female,5yearly,5_14,3065.457
1501,1955,estimates,male,5yearly,5_14,2873.664
1501,1955,estimates,female,5yearly,15plus,21613.654
1501,1955,estimates,male,5yearly,15plus,22423.435
1501,1955,estimates,female,5yearly,15_24,2507.035
1501,1955,estimates,male,5yearly,15_24,2635.349
1501,1955,estimates,female,5yearly,15_49,9545.067
1501,1955,estimates,male,5yearly,15_49,9854.9
1501,1955,estimates,female,5yearly,15_59,12612.83
1501,1955,estimates,male,5yearly,15_59,13458
1501,1955,estimates,female,5yearly,15_64,14350.744
1501,1955,estimates,male,5yearly,15_64,15437.156
1501,1955,estimates,female,5yearly,20plus,20439.746
1501,1955,estimates,male,5yearly,20plus,21206.626
1501,1955,estimates,female,5yearly,20_64,13176.836
1501,1955,estimates,male,5yearly,20_64,14220.347
1501,1955,estimates,female,5yearly,20_69,15056.214
1501,1955,estimates,male,5yearly,20_69,16249.104
1501,1955,estimates,female,5yearly,25plus,19106.619
1501,1955,estimates,male,5yearly,25plus,19788.086
1501,1955,estimates,female,5yearly,25_69,13723.087
1501,1955,estimates,male,5yearly,25_69,14830.564
1501,1955,estimates,female,5yearly,40plus,14928.732
1501,1955,estimates,male,5yearly,40plus,15637.754
1501,1955,estimates,female,5yearly,50plus,12068.587
1501,1955,estimates,male,5yearly,50plus,12568.535
1501,1955,estimates,female,5yearly,60plus,9000.824
1501,1955,estimates,male,5yearly,60plus,8965.435
