region,year,variant,gender,freq,agebroad,totaldeaths
915,1950,estimates,female,5yearly,0_4,291.144
915,1950,estimates,male,5yearly,0_4,340.059
915,1950,estimates,female,5yearly,0_14,322.804
915,1950,estimates,male,5yearly,0_14,374.259
915,1950,estimates,female,5yearly,0_19,337.426
915,1950,estimates,male,5yearly,0_19,390.371
915,1950,estimates,female,5yearly,0_24,354.403
915,1950,estimates,male,5yearly,0_24,409.344
915,1950,estimates,female,5yearly,5_14,31.66
915,1950,estimates,male,5yearly,5_14,34.2
915,1950,estimates,female,5yearly,15plus,316.079
915,1950,estimates,male,5yearly,15plus,344.816
915,1950,estimates,female,5yearly,15_24,31.599
915,1950,estimates,male,5yearly,15_24,35.085
915,1950,estimates,female,5yearly,15_49,115.299
915,1950,estimates,male,5yearly,15_49,134.605
915,1950,estimates,female,5yearly,15_59,152.871
915,1950,estimates,male,5yearly,15_59,183.535
915,1950,estimates,female,5yearly,15_64,175.015
915,1950,estimates,male,5yearly,15_64,210.726
915,1950,estimates,female,5yearly,20plus,301.457
915,1950,estimates,male,5yearly,20plus,328.704
915,1950,estimates,female,5yearly,20_64,160.393
915,1950,estimates,male,5yearly,20_64,194.614
915,1950,estimates,female,5yearly,20_69,187.81
915,1950,estimates,male,5yearly,20_69,225.589
915,1950,estimates,female,5yearly,25plus,284.48
915,1950,estimates,male,5yearly,25plus,309.731
915,1950,estimates,female,5yearly,25_69,170.833
915,1950,estimates,male,5yearly,25_69,206.616
915,1950,estimates,female,5yearly,40plus,234.885
915,1950,estimates,male,5yearly,40plus,253.408
915,1950,estimates,female,5yearly,50plus,200.78
915,1950,estimates,male,5yearly,50plus,210.211
915,1950,estimates,female,5yearly,60plus,163.208
915,1950,estimates,male,5yearly,60plus,161.281
915,1950,estimates,female,5yearly,65plus,141.064
915,1950,estimates,male,5yearly,65plus,134.09
915,1950,estimates,female,5yearly,70plus,113.647
915,1950,estimates,male,5yearly,70plus,103.115
915,1950,estimates,female,5yearly,80plus,46.714
915,1950,estimates,male,5yearly,80plus,38.656
915,1950,estimates,female,5yearly,90plus,7.798
915,1950,estimates,male,5yearly,90plus,5.577
915,1955,estimates,female,5yearly,0_4,273.07
915,1955,estimates,male,5yearly,0_4,321.475
915,1955,estimates,female,5yearly,0_14,300.675
915,1955,estimates,male,5yearly,0_14,351.889
915,1955,estimates,female,5yearly,0_19,313.659
915,1955,estimates,male,5yearly,0_19,366.624
915,1955,estimates,female,5yearly,0_24,329.062
915,1955,estimates,male,5yearly,0_24,384.373
915,1955,estimates,female,5yearly,5_14,27.605
915,1955,estimates,male,5yearly,5_14,30.414
915,1955,estimates,female,5yearly,15plus,308.88
915,1955,estimates,male,5yearly,15plus,344.575
915,1955,estimates,female,5yearly,15_24,28.387
915,1955,estimates,male,5yearly,15_24,32.484
915,1955,estimates,female,5yearly,15_49,105.381
915,1955,estimates,male,5yearly,15_49,123.813
915,1955,estimates,female,5yearly,15_59,145.442
915,1955,estimates,male,5yearly,15_59,175.871
915,1955,estimates,female,5yearly,15_64,168.165
915,1955,estimates,male,5yearly,15_64,204.212
915,1955,estimates,female,5yearly,20plus,295.896
915,1955,estimates,male,5yearly,20plus,329.84
915,1955,estimates,female,5yearly,20_64,155.181
915,1955,estimates,male,5yearly,20_64,189.477
915,1955,estimates,female,5yearly,20_69,182.474
915,1955,estimates,male,5yearly,20_69,221.257
915,1955,estimates,female,5yearly,25plus,280.493
915,1955,estimates,male,5yearly,25plus,312.091
915,1955,estimates,female,5yearly,25_69,167.071
915,1955,estimates,male,5yearly,25_69,203.508
915,1955,estimates,female,5yearly,40plus,236.251
915,1955,estimates,male,5yearly,40plus,261.256
915,1955,estimates,female,5yearly,50plus,203.499
915,1955,estimates,male,5yearly,50plus,220.762
915,1955,estimates,female,5yearly,60plus,163.438
915,1955,estimates,male,5yearly,60plus,168.704
915,1955,estimates,female,5yearly,65plus,140.715
915,1955,estimates,male,5yearly,65plus,140.363
915,1955,estimates,female,5yearly,70plus,113.422
915,1955,estimates,male,5yearly,70plus,108.583
915,1955,estimates,female,5yearly,80plus,47.706
915,1955,estimates,male,5yearly,80plus,40.442
915,1955,estimates,female,5yearly,90plus,7.069
915,1955,estimates,male,5yearly,90plus,5.268
915,1960,estimates,female,5yearly,0_4,256.686
915,1960,estimates,male,5yearly,0_4,306.291
915,1960,estimates,female,5yearly,0_14,281.725
915,1960,estimates,male,5yearly,0_14,334.482
915,1960,estimates,female,5yearly,0_19,293.266
915,1960,estimates,male,5yearly,0_19,348.031
915,1960,estimates,female,5yearly,0_24,307.287
915,1960,estimates,male,5yearly,0_24,364.694
915,1960,estimates,female,5yearly,5_14,25.039
915,1960,estimates,male,5yearly,5_14,28.191
915,1960,estimates,female,5yearly,15plus,315.492
915,1960,estimates,male,5yearly,15plus,357.386
915,1960,estimates,female,5yearly,15_24,25.562
915,1960,estimates,male,5yearly,15_24,30.212
915,1960,estimates,female,5yearly,15_49,97.532
915,1960,estimates,male,5yearly,15_49,115.931
915,1960,estimates,female,5yearly,15_59,140.078
915,1960,estimates,male,5yearly,15_59,169.808
915,1960,estimates,female,5yearly,15_64,165.931
915,1960,estimates,male,5yearly,15_64,202.677
915,1960,estimates,female,5yearly,20plus,303.951
915,1960,estimates,male,5yearly,20plus,343.837
915,1960,estimates,female,5yearly,20_64,154.39
915,1960,estimates,male,5yearly,20_64,189.128
915,1960,estimates,female,5yearly,20_69,183.276
915,1960,estimates,male,5yearly,20_69,223.751
915,1960,estimates,female,5yearly,25plus,289.93
915,1960,estimates,male,5yearly,25plus,327.174
915,1960,estimates,female,5yearly,25_69,169.255
915,1960,estimates,male,5yearly,25_69,207.088
915,1960,estimates,female,5yearly,40plus,249.239
915,1960,estimates,male,5yearly,40plus,279.647
915,1960,estimates,female,5yearly,50plus,217.96
915,1960,estimates,male,5yearly,50plus,241.455
915,1960,estimates,female,5yearly,60plus,175.414
915,1960,estimates,male,5yearly,60plus,187.578
915,1960,estimates,female,5yearly,65plus,149.561
915,1960,estimates,male,5yearly,65plus,154.709
915,1960,estimates,female,5yearly,70plus,120.675
915,1960,estimates,male,5yearly,70plus,120.086
915,1960,estimates,female,5yearly,80plus,51.946
915,1960,estimates,male,5yearly,80plus,45.48
915,1960,estimates,female,5yearly,90plus,8.437
915,1960,estimates,male,5yearly,90plus,5.947
915,1965,estimates,female,5yearly,0_4,221.015
915,1965,estimates,male,5yearly,0_4,265.993
915,1965,estimates,female,5yearly,0_14,243.619
915,1965,estimates,male,5yearly,0_14,292.01
915,1965,estimates,female,5yearly,0_19,254.429
915,1965,estimates,male,5yearly,0_19,304.985
915,1965,estimates,female,5yearly,0_24,266.903
915,1965,estimates,male,5yearly,0_24,320.262
915,1965,estimates,female,5yearly,5_14,22.604
915,1965,estimates,male,5yearly,5_14,26.017
915,1965,estimates,female,5yearly,15plus,329.774
