region,year,variant,gender,freq,agebroad,totaldeaths
1502,1950,estimates,female,5yearly,"Region, subregion, country or area *",Upper-middle-income countries
1502,1950,estimates,male,5yearly,"Region, subregion, country or area *",Upper-middle-income countries
1502,1950,estimates,female,5yearly,0_4,18287.936
1502,1950,estimates,male,5yearly,0_4,20778.122
1502,1950,estimates,female,5yearly,0_14,20582.212
1502,1950,estimates,male,5yearly,0_14,23704.592
1502,1950,estimates,female,5yearly,0_19,21417.674
1502,1950,estimates,male,5yearly,0_19,24854.743
1502,1950,estimates,female,5yearly,0_24,22393.933
1502,1950,estimates,male,5yearly,0_24,26077.635
1502,1950,estimates,female,5yearly,5_14,2294.276
1502,1950,estimates,male,5yearly,5_14,2926.47
1502,1950,estimates,female,5yearly,15plus,25620.788
1502,1950,estimates,male,5yearly,15plus,28107.895
1502,1950,estimates,female,5yearly,15_24,1811.721
1502,1950,estimates,male,5yearly,15_24,2373.043
1502,1950,estimates,female,5yearly,15_49,8344.107
1502,1950,estimates,male,5yearly,15_49,9900.347
1502,1950,estimates,female,5yearly,15_59,11776.704
1502,1950,estimates,male,5yearly,15_59,15070.089
1502,1950,estimates,female,5yearly,15_64,14433.174
1502,1950,estimates,male,5yearly,15_64,18350.627
1502,1950,estimates,female,5yearly,20plus,24785.326
1502,1950,estimates,male,5yearly,20plus,26957.744
1502,1950,estimates,female,5yearly,20_64,13597.712
1502,1950,estimates,male,5yearly,20_64,17200.476
1502,1950,estimates,female,5yearly,20_69,16675.079
1502,1950,estimates,male,5yearly,20_69,20518.998
1502,1950,estimates,female,5yearly,25plus,23809.067
1502,1950,estimates,male,5yearly,25plus,25734.852
1502,1950,estimates,female,5yearly,25_69,15698.82
1502,1950,estimates,male,5yearly,25_69,19296.106
1502,1950,estimates,female,5yearly,40plus,20322.861
1502,1950,estimates,male,5yearly,40plus,22101.345
1502,1950,estimates,female,5yearly,50plus,17276.681
1502,1950,estimates,male,5yearly,50plus,18207.548
1502,1950,estimates,female,5yearly,60plus,13844.084
1502,1950,estimates,male,5yearly,60plus,13037.806
1502,1950,estimates,female,5yearly,65plus,11187.614
1502,1950,estimates,male,5yearly,65plus,9757.268
1502,1950,estimates,female,5yearly,70plus,8110.247
1502,1950,estimates,male,5yearly,70plus,6438.746
1502,1950,estimates,female,5yearly,80plus,2565.243
1502,1950,estimates,male,5yearly,80plus,1544.752
1502,1950,estimates,female,5yearly,90plus,309.725
1502,1950,estimates,male,5yearly,90plus,151.036
1502,1955,estimates,female,5yearly,"Region, subregion, country or area *",Upper-middle-income countries
1502,1955,estimates,male,5yearly,"Region, subregion, country or area *",Upper-middle-income countries
1502,1955,estimates,female,5yearly,0_4,17736.494
1502,1955,estimates,male,5yearly,0_4,20166.771
1502,1955,estimates,female,5yearly,0_14,20201.587
1502,1955,estimates,male,5yearly,0_14,23070.781
1502,1955,estimates,female,5yearly,0_19,20942.648
1502,1955,estimates,male,5yearly,0_19,24115.087
1502,1955,estimates,female,5yearly,0_24,21837.999
1502,1955,estimates,male,5yearly,0_24,25309.091
1502,1955,estimates,female,5yearly,5_14,2465.093
1502,1955,estimates,male,5yearly,5_14,2904.01
1502,1955,estimates,female,5yearly,15plus,26223.073
1502,1955,estimates,male,5yearly,15plus,29403.607
1502,1955,estimates,female,5yearly,15_24,1636.412
1502,1955,estimates,male,5yearly,15_24,2238.31
1502,1955,estimates,female,5yearly,15_49,7789.588
1502,1955,estimates,male,5yearly,15_49,9721.741
1502,1955,estimates,female,5yearly,15_59,11485.057
1502,1955,estimates,male,5yearly,15_59,15392.936
1502,1955,estimates,female,5yearly,15_64,14149.962
1502,1955,estimates,male,5yearly,15_64,18842.922
1502,1955,estimates,female,5yearly,20plus,25482.012
1502,1955,estimates,male,5yearly,20plus,28359.301
1502,1955,estimates,female,5yearly,20_64,13408.901
1502,1955,estimates,male,5yearly,20_64,17798.616
1502,1955,estimates,female,5yearly,20_69,16508.575
1502,1955,estimates,male,5yearly,20_69,21272.179
1502,1955,estimates,female,5yearly,25plus,24586.661
1502,1955,estimates,male,5yearly,25plus,27165.297
1502,1955,estimates,female,5yearly,25_69,15613.224
1502,1955,estimates,male,5yearly,25_69,20078.175
1502,1955,estimates,female,5yearly,40plus,21192.772
1502,1955,estimates,male,5yearly,40plus,23449.482
1502,1955,estimates,female,5yearly,50plus,18433.485
1502,1955,estimates,male,5yearly,50plus,19681.866
1502,1955,estimates,female,5yearly,60plus,14738.016
1502,1955,estimates,male,5yearly,60plus,14010.671
1502,1955,estimates,female,5yearly,65plus,12073.111
1502,1955,estimates,male,5yearly,65plus,10560.685
1502,1955,estimates,female,5yearly,70plus,8973.437
1502,1955,estimates,male,5yearly,70plus,7087.122
1502,1955,estimates,female,5yearly,80plus,2870.87
1502,1955,estimates,male,5yearly,80plus,1659.947
1502,1955,estimates,female,5yearly,90plus,285.116
1502,1955,estimates,male,5yearly,90plus,121.207
1502,1960,estimates,female,5yearly,"Region, subregion, country or area *",Upper-middle-income countries
1502,1960,estimates,male,5yearly,"Region, subregion, country or area *",Upper-middle-income countries
1502,1960,estimates,female,5yearly,0_4,19404.29
1502,1960,estimates,male,5yearly,0_4,21654.138
1502,1960,estimates,female,5yearly,0_14,22276.39
1502,1960,estimates,male,5yearly,0_14,24983.677
1502,1960,estimates,female,5yearly,0_19,23084.073
1502,1960,estimates,male,5yearly,0_19,26048.98
1502,1960,estimates,female,5yearly,0_24,23949.802
1502,1960,estimates,male,5yearly,0_24,27135.718
1502,1960,estimates,female,5yearly,5_14,2872.1
