region,year,variant,gender,freq,agebroad,totaldeaths
928,1950,estimates,female,5yearly,0_4,47.435
928,1950,estimates,male,5yearly,0_4,58.417
928,1950,estimates,female,5yearly,0_14,54.79
928,1950,estimates,male,5yearly,0_14,67.102
928,1950,estimates,female,5yearly,0_19,58.574
928,1950,estimates,male,5yearly,0_19,71.562
928,1950,estimates,female,5yearly,0_24,63.199
928,1950,estimates,male,5yearly,0_24,76.996
928,1950,estimates,female,5yearly,5_14,7.355
928,1950,estimates,male,5yearly,5_14,8.685
928,1950,estimates,female,5yearly,15plus,59.609
928,1950,estimates,male,5yearly,15plus,84.809
928,1950,estimates,female,5yearly,15_24,8.409
928,1950,estimates,male,5yearly,15_24,9.894
928,1950,estimates,female,5yearly,15_49,29.794
928,1950,estimates,male,5yearly,15_49,39.39
928,1950,estimates,female,5yearly,15_59,38.059
928,1950,estimates,male,5yearly,15_59,52.204
928,1950,estimates,female,5yearly,15_64,42.034
928,1950,estimates,male,5yearly,15_64,58.371
928,1950,estimates,female,5yearly,20plus,55.825
928,1950,estimates,male,5yearly,20plus,80.349
928,1950,estimates,female,5yearly,20_64,38.25
928,1950,estimates,male,5yearly,20_64,53.911
928,1950,estimates,female,5yearly,20_69,42.9
928,1950,estimates,male,5yearly,20_69,61.213
928,1950,estimates,female,5yearly,25plus,51.2
928,1950,estimates,male,5yearly,25plus,74.915
928,1950,estimates,female,5yearly,25_69,38.275
928,1950,estimates,male,5yearly,25_69,55.779
928,1950,estimates,female,5yearly,40plus,38.019
928,1950,estimates,male,5yearly,40plus,57.923
928,1950,estimates,female,5yearly,50plus,29.815
928,1950,estimates,male,5yearly,50plus,45.419
928,1950,estimates,female,5yearly,60plus,21.55
928,1950,estimates,male,5yearly,60plus,32.605
928,1950,estimates,female,5yearly,65plus,17.575
928,1950,estimates,male,5yearly,65plus,26.438
928,1950,estimates,female,5yearly,70plus,12.925
928,1950,estimates,male,5yearly,70plus,19.136
928,1950,estimates,female,5yearly,80plus,3.726
928,1950,estimates,male,5yearly,80plus,5.469
928,1950,estimates,female,5yearly,90plus,0.326
928,1950,estimates,male,5yearly,90plus,0.389
928,1955,estimates,female,5yearly,0_4,47.771
928,1955,estimates,male,5yearly,0_4,58.003
928,1955,estimates,female,5yearly,0_14,55.078
928,1955,estimates,male,5yearly,0_14,66.457
928,1955,estimates,female,5yearly,0_19,58.799
928,1955,estimates,male,5yearly,0_19,70.689
928,1955,estimates,female,5yearly,0_24,63.37
928,1955,estimates,male,5yearly,0_24,75.918
928,1955,estimates,female,5yearly,5_14,7.307
928,1955,estimates,male,5yearly,5_14,8.454
928,1955,estimates,female,5yearly,15plus,60.131
928,1955,estimates,male,5yearly,15plus,76.947
928,1955,estimates,female,5yearly,15_24,8.292
928,1955,estimates,male,5yearly,15_24,9.461
928,1955,estimates,female,5yearly,15_49,29.818
928,1955,estimates,male,5yearly,15_49,37.438
928,1955,estimates,female,5yearly,15_59,38.6
928,1955,estimates,male,5yearly,15_59,50.164
928,1955,estimates,female,5yearly,15_64,42.805
928,1955,estimates,male,5yearly,15_64,56.027
928,1955,estimates,female,5yearly,20plus,56.41
928,1955,estimates,male,5yearly,20plus,72.715
928,1955,estimates,female,5yearly,20_64,39.084
928,1955,estimates,male,5yearly,20_64,51.795
928,1955,estimates,female,5yearly,20_69,43.027
928,1955,estimates,male,5yearly,20_69,57.15
928,1955,estimates,female,5yearly,25plus,51.839
928,1955,estimates,male,5yearly,25plus,67.486
928,1955,estimates,female,5yearly,25_69,38.456
928,1955,estimates,male,5yearly,25_69,51.921
928,1955,estimates,female,5yearly,40plus,38.564
928,1955,estimates,male,5yearly,40plus,51.353
928,1955,estimates,female,5yearly,50plus,30.313
928,1955,estimates,male,5yearly,50plus,39.509
928,1955,estimates,female,5yearly,60plus,21.531
928,1955,estimates,male,5yearly,60plus,26.783
928,1955,estimates,female,5yearly,65plus,17.326
928,1955,estimates,male,5yearly,65plus,20.92
928,1955,estimates,female,5yearly,70plus,13.383
928,1955,estimates,male,5yearly,70plus,15.565
928,1955,estimates,female,5yearly,80plus,4.695
928,1955,estimates,male,5yearly,80plus,4.954
928,1955,estimates,female,5yearly,90plus,0.397
928,1955,estimates,male,5yearly,90plus,0.365
928,1960,estimates,female,5yearly,0_4,46.674
928,1960,estimates,male,5yearly,0_4,56.929
928,1960,estimates,female,5yearly,0_14,53.944
