region,year,variant,gender,freq,agebroad,totaldeaths
5501,1950,estimates,female,5yearly,"Region, subregion, country or area *",Southern Asia
5501,1950,estimates,male,5yearly,"Region, subregion, country or area *",Southern Asia
5501,1950,estimates,female,5yearly,0_4,15794.222
5501,1950,estimates,male,5yearly,0_4,16399.8
5501,1950,estimates,female,5yearly,0_14,18118.209
5501,1950,estimates,male,5yearly,0_14,18479.951
5501,1950,estimates,female,5yearly,0_19,19131.743
5501,1950,estimates,male,5yearly,0_19,19492.249
5501,1950,estimates,female,5yearly,0_24,20241.015
5501,1950,estimates,male,5yearly,0_24,20654.761
5501,1950,estimates,female,5yearly,5_14,2323.987
5501,1950,estimates,male,5yearly,5_14,2080.151
5501,1950,estimates,female,5yearly,15plus,15658.275
5501,1950,estimates,male,5yearly,15plus,16606.87
5501,1950,estimates,female,5yearly,15_24,2122.806
5501,1950,estimates,male,5yearly,15_24,2174.81
5501,1950,estimates,female,5yearly,15_49,7865.773
5501,1950,estimates,male,5yearly,15_49,7895.455
5501,1950,estimates,female,5yearly,15_59,10160.055
5501,1950,estimates,male,5yearly,15_59,10501.705
5501,1950,estimates,female,5yearly,15_64,11363.829
5501,1950,estimates,male,5yearly,15_64,11876.472
5501,1950,estimates,female,5yearly,20plus,14644.741
5501,1950,estimates,male,5yearly,20plus,15594.572
5501,1950,estimates,female,5yearly,20_64,10350.295
5501,1950,estimates,male,5yearly,20_64,10864.174
5501,1950,estimates,female,5yearly,20_69,11525.487
5501,1950,estimates,male,5yearly,20_69,12193.528
5501,1950,estimates,female,5yearly,25plus,13535.469
5501,1950,estimates,male,5yearly,25plus,14432.06
5501,1950,estimates,female,5yearly,25_69,10416.215
5501,1950,estimates,male,5yearly,25_69,11031.016
5501,1950,estimates,female,5yearly,40plus,10091.497
5501,1950,estimates,male,5yearly,40plus,11081.961
5501,1950,estimates,female,5yearly,50plus,7792.502
5501,1950,estimates,male,5yearly,50plus,8711.415
5501,1950,estimates,female,5yearly,60plus,5498.22
