region,year,variant,gender,freq,agebroad,totaldeaths
911,1950,estimates,female,5yearly,"Region, subregion, country or area *",Middle Africa
911,1950,estimates,male,5yearly,"Region, subregion, country or area *",Middle Africa
911,1950,estimates,female,5yearly,0_4,915.689
911,1950,estimates,male,5yearly,0_4,1034.131
911,1950,estimates,female,5yearly,0_14,1076.966
911,1950,estimates,male,5yearly,0_14,1190.793
911,1950,estimates,female,5yearly,0_19,1125.532
911,1950,estimates,male,5yearly,0_19,1240.921
911,1950,estimates,female,5yearly,0_24,1177.005
911,1950,estimates,male,5yearly,0_24,1299.885
911,1950,estimates,female,5yearly,5_14,161.277
911,1950,estimates,male,5yearly,5_14,156.662
911,1950,estimates,female,5yearly,15plus,789.867
911,1950,estimates,male,5yearly,15plus,757.139
911,1950,estimates,female,5yearly,15_24,100.039
911,1950,estimates,male,5yearly,15_24,109.092
911,1950,estimates,female,5yearly,15_49,352.438
911,1950,estimates,male,5yearly,15_49,369.008
911,1950,estimates,female,5yearly,15_59,450.895
911,1950,estimates,male,5yearly,15_59,474.639
911,1950,estimates,female,5yearly,15_64,509.95
911,1950,estimates,male,5yearly,15_64,530.392
911,1950,estimates,female,5yearly,20plus,741.301
911,1950,estimates,male,5yearly,20plus,707.011
911,1950,estimates,female,5yearly,20_64,461.384
911,1950,estimates,male,5yearly,20_64,480.264
911,1950,estimates,female,5yearly,20_69,527.774
911,1950,estimates,male,5yearly,20_69,538.244
911,1950,estimates,female,5yearly,25plus,689.828
911,1950,estimates,male,5yearly,25plus,648.047
911,1950,estimates,female,5yearly,25_69,476.301
911,1950,estimates,male,5yearly,25_69,479.28
911,1950,estimates,female,5yearly,40plus,531.297
911,1950,estimates,male,5yearly,40plus,489.507
911,1950,estimates,female,5yearly,50plus,437.429
911,1950,estimates,male,5yearly,50plus,388.131
911,1950,estimates,female,5yearly,60plus,338.972
911,1950,estimates,male,5yearly,60plus,282.5
911,1950,estimates,female,5yearly,65plus,279.917
911,1950,estimates,male,5yearly,65plus,226.747
911,1950,estimates,female,5yearly,70plus,213.527
911,1950,estimates,male,5yearly,70plus,168.767
911,1950,estimates,female,5yearly,80plus,79.926
911,1950,estimates,male,5yearly,80plus,59.863
911,1950,estimates,female,5yearly,90plus,8.389
911,1950,estimates,male,5yearly,90plus,4.742
911,1955,estimates,female,5yearly,"Region, subregion, country or area *",Middle Africa
911,1955,estimates,male,5yearly,"Region, subregion, country or area *",Middle Africa
911,1955,estimates,female,5yearly,0_4,963.757
911,1955,estimates,male,5yearly,0_4,1086.459
911,1955,estimates,female,5yearly,0_14,1133.117
911,1955,estimates,male,5yearly,0_14,1252.043
911,1955,estimates,female,5yearly,0_19,1183.096
911,1955,estimates,male,5yearly,0_19,1304.378
911,1955,estimates,female,5yearly,0_24,1236.032
911,1955,estimates,male,5yearly,0_24,1366.156
911,1955,estimates,female,5yearly,5_14,169.36
911,1955,estimates,male,5yearly,5_14,165.584
911,1955,estimates,female,5yearly,15plus,797.754
