region,year,variant,gender,freq,agebroad,totaldeaths
913,1950,estimates,female,5yearly,0_4,298.466
913,1950,estimates,male,5yearly,0_4,368.119
913,1950,estimates,female,5yearly,0_14,333.98
913,1950,estimates,male,5yearly,0_14,404.674
913,1950,estimates,female,5yearly,0_19,351.705
913,1950,estimates,male,5yearly,0_19,423.585
913,1950,estimates,female,5yearly,0_24,371.933
913,1950,estimates,male,5yearly,0_24,447.321
913,1950,estimates,female,5yearly,5_14,35.514
913,1950,estimates,male,5yearly,5_14,36.555
913,1950,estimates,female,5yearly,15plus,364.264
913,1950,estimates,male,5yearly,15plus,404.217
913,1950,estimates,female,5yearly,15_24,37.953
913,1950,estimates,male,5yearly,15_24,42.647
913,1950,estimates,female,5yearly,15_49,138.045
913,1950,estimates,male,5yearly,15_49,170.793
913,1950,estimates,female,5yearly,15_59,184.354
913,1950,estimates,male,5yearly,15_59,231.219
913,1950,estimates,female,5yearly,15_64,214.722
913,1950,estimates,male,5yearly,15_64,265.366
913,1950,estimates,female,5yearly,20plus,346.539
913,1950,estimates,male,5yearly,20plus,385.306
913,1950,estimates,female,5yearly,20_64,196.997
913,1950,estimates,male,5yearly,20_64,246.455
913,1950,estimates,female,5yearly,20_69,232.218
913,1950,estimates,male,5yearly,20_69,281.074
913,1950,estimates,female,5yearly,25plus,326.311
913,1950,estimates,male,5yearly,25plus,361.57
913,1950,estimates,female,5yearly,25_69,211.99
913,1950,estimates,male,5yearly,25_69,257.338
913,1950,estimates,female,5yearly,40plus,265.04
913,1950,estimates,male,5yearly,40plus,287.903
913,1950,estimates,female,5yearly,50plus,226.219
913,1950,estimates,male,5yearly,50plus,233.424
913,1950,estimates,female,5yearly,60plus,179.91
913,1950,estimates,male,5yearly,60plus,172.998
913,1950,estimates,female,5yearly,65plus,149.542
913,1950,estimates,male,5yearly,65plus,138.851
913,1950,estimates,female,5yearly,70plus,114.321
913,1950,estimates,male,5yearly,70plus,104.232
913,1950,estimates,female,5yearly,80plus,48.509
913,1950,estimates,male,5yearly,80plus,41.009
913,1950,estimates,female,5yearly,90plus,8.992
913,1950,estimates,male,5yearly,90plus,6.465
913,1955,estimates,female,5yearly,0_4,294.222
913,1955,estimates,male,5yearly,0_4,360.875
