continent,year,variant,gender,freq,agebroad,totaldeaths
935,1950,estimates,female,5yearly,90plus,330.881
935,1950,estimates,male,5yearly,90plus,186.878
935,1955,estimates,female,5yearly,0_4,33516.687
935,1955,estimates,male,5yearly,0_4,36804.489
935,1955,estimates,female,5yearly,0_14,38321.995
935,1955,estimates,male,5yearly,0_14,41790.482
935,1955,estimates,female,5yearly,0_19,39995.698
935,1955,estimates,male,5yearly,0_19,43754.112
935,1955,estimates,female,5yearly,0_24,41933.4
935,1955,estimates,male,5yearly,0_24,45984.347
935,1955,estimates,female,5yearly,5_14,4805.308
935,1955,estimates,male,5yearly,5_14,4985.993
935,1955,estimates,female,5yearly,15plus,40481.347
935,1955,estimates,male,5yearly,15plus,44781.251
935,1955,estimates,female,5yearly,15_24,3611.405
935,1955,estimates,male,5yearly,15_24,4193.865
935,1955,estimates,female,5yearly,15_49,15181.579
935,1955,estimates,male,5yearly,15_49,16879.153
935,1955,estimates,female,5yearly,15_59,21019.984
935,1955,estimates,male,5yearly,15_59,25039.661
935,1955,estimates,female,5yearly,15_64,24808.874
935,1955,estimates,male,5yearly,15_64,29843.943
935,1955,estimates,female,5yearly,20plus,38807.644
935,1955,estimates,male,5yearly,20plus,42817.621
935,1955,estimates,female,5yearly,20_64,23135.171
935,1955,estimates,male,5yearly,20_64,27880.313
935,1955,estimates,female,5yearly,20_69,27360.917
935,1955,estimates,male,5yearly,20_69,32728.184
935,1955,estimates,female,5yearly,25plus,36869.942
935,1955,estimates,male,5yearly,25plus,40587.386
935,1955,estimates,female,5yearly,25_69,25423.215
935,1955,estimates,male,5yearly,25_69,30497.949
935,1955,estimates,female,5yearly,40plus,30236.587
935,1955,estimates,male,5yearly,40plus,33892.62
935,1955,estimates,female,5yearly,50plus,25299.768
935,1955,estimates,male,5yearly,50plus,27902.098
935,1955,estimates,female,5yearly,60plus,19461.363
935,1955,estimates,male,5yearly,60plus,19741.59
935,1955,estimates,female,5yearly,65plus,15672.473
935,1955,estimates,male,5yearly,65plus,14937.308
935,1955,estimates,female,5yearly,70plus,11446.727
935,1955,estimates,male,5yearly,70plus,10089.437
935,1955,estimates,female,5yearly,80plus,3641.279
935,1955,estimates,male,5yearly,80plus,2554.458
935,1955,estimates,female,5yearly,90plus,365.917
935,1955,estimates,male,5yearly,90plus,181.829
935,1960,estimates,female,5yearly,0_4,35172.843
935,1960,estimates,male,5yearly,0_4,38250.705
935,1960,estimates,female,5yearly,0_14,40448.1
935,1960,estimates,male,5yearly,0_14,43723.376
935,1960,estimates,female,5yearly,0_19,42053.19
935,1960,estimates,male,5yearly,0_19,45591.363
935,1960,estimates,female,5yearly,0_24,43797.984
935,1960,estimates,male,5yearly,0_24,47543.124
935,1960,estimates,female,5yearly,5_14,5275.257
935,1960,estimates,male,5yearly,5_14,5472.671
935,1960,estimates,female,5yearly,15plus,39886.352
935,1960,estimates,male,5yearly,15plus,44008.417
935,1960,estimates,female,5yearly,15_24,3349.884
935,1960,estimates,male,5yearly,15_24,3819.748
935,1960,estimates,female,5yearly,15_49,14553.617
935,1960,estimates,male,5yearly,15_49,16091.621
935,1960,estimates,female,5yearly,15_59,20552.143
935,1960,estimates,male,5yearly,15_59,24478.502
935,1960,estimates,female,5yearly,15_64,24459.511
935,1960,estimates,male,5yearly,15_64,29370.676
935,1960,estimates,female,5yearly,20plus,38281.262
935,1960,estimates,male,5yearly,20plus,42140.43
935,1960,estimates,female,5yearly,20_64,22854.421
935,1960,estimates,male,5yearly,20_64,27502.689
935,1960,estimates,female,5yearly,20_69,27100.203
935,1960,estimates,male,5yearly,20_69,32353.155
935,1960,estimates,female,5yearly,25plus,36536.468
935,1960,estimates,male,5yearly,25plus,40188.669
935,1960,estimates,female,5yearly,25_69,25355.409
935,1960,estimates,male,5yearly,25_69,30401.394
935,1960,estimates,female,5yearly,40plus,30176.571
935,1960,estimates,male,5yearly,40plus,33862.152
935,1960,estimates,female,5yearly,50plus,25332.735
935,1960,estimates,male,5yearly,50plus,27916.796
935,1960,estimates,female,5yearly,60plus,19334.209
935,1960,estimates,male,5yearly,60plus,19529.915
935,1960,estimates,female,5yearly,65plus,15426.841
935,1960,estimates,male,5yearly,65plus,14637.741
935,1960,estimates,female,5yearly,70plus,11181.059
935,1960,estimates,male,5yearly,70plus,9787.275
935,1960,estimates,female,5yearly,80plus,3532.581
935,1960,estimates,male,5yearly,80plus,2432.726
935,1960,estimates,female,5yearly,90plus,384.432
935,1960,estimates,male,5yearly,90plus,192.576
935,1965,estimates,female,5yearly,0_4,30097.834
935,1965,estimates,male,5yearly,0_4,34571.05
935,1965,estimates,female,5yearly,0_14,33956.838
935,1965,estimates,male,5yearly,0_14,38540.64
935,1965,estimates,female,5yearly,0_19,35273.827
935,1965,estimates,male,5yearly,0_19,39988.091
935,1965,estimates,female,5yearly,0_24,36652.156
935,1965,estimates,male,5yearly,0_24,41463.619
935,1965,estimates,female,5yearly,5_14,3859.004
935,1965,estimates,male,5yearly,5_14,3969.59
935,1965,estimates,female,5yearly,15plus,34473.524
935,1965,estimates,male,5yearly,15plus,37094.692
935,1965,estimates,female,5yearly,15_24,2695.318
935,1965,estimates,male,5yearly,15_24,2922.979
935,1965,estimates,female,5yearly,15_49,11528.487
935,1965,estimates,male,5yearly,15_49,12603.705
935,1965,estimates,female,5yearly,15_59,16782.398
935,1965,estimates,male,5yearly,15_59,19197.028
935,1965,estimates,female,5yearly,15_64,20145.641
935,1965,estimates,male,5yearly,15_64,23395.751
935,1965,estimates,female,5yearly,20plus,33156.535
935,1965,estimates,male,5yearly,20plus,35647.241
935,1965,estimates,female,5yearly,20_64,18828.652
935,1965,estimates,male,5yearly,20_64,21948.3
935,1965,estimates,female,5yearly,20_69,22481.18
935,1965,estimates,male,5yearly,20_69,26287.753
935,1965,estimates,female,5yearly,25plus,31778.206
935,1965,estimates,male,5yearly,25plus,34171.713
935,1965,estimates,female,5yearly,25_69,21102.851
935,1965,estimates,male,5yearly,25_69,24812.225
935,1965,estimates,female,5yearly,40plus,26896.814
935,1965,estimates,male,5yearly,40plus,29137.728
935,1965,estimates,female,5yearly,50plus,22945.037
935,1965,estimates,male,5yearly,50plus,24490.987
935,1965,estimates,female,5yearly,60plus,17691.126
935,1965,estimates,male,5yearly,60plus,17897.664
935,1965,estimates,female,5yearly,65plus,14327.883
935,1965,estimates,male,5yearly,65plus,13698.941
935,1965,estimates,female,5yearly,70plus,10675.355
935,1965,estimates,male,5yearly,70plus,9359.488
935,1965,estimates,female,5yearly,80plus,3786.338
935,1965,estimates,male,5yearly,80plus,2603.054
935,1965,estimates,female,5yearly,90plus,448.177
935,1965,estimates,male,5yearly,90plus,222.498
935,1970,estimates,female,5yearly,0_4,27125.143
935,1970,estimates,male,5yearly,0_4,29722.97
935,1970,estimates,female,5yearly,0_14,30788.791
935,1970,estimates,male,5yearly,0_14,33461.526
935,1970,estimates,female,5yearly,0_19,31977.188
935,1970,estimates,male,5yearly,0_19,34722.451
935,1970,estimates,female,5yearly,0_24,33268.53
935,1970,estimates,male,5yearly,0_24,36030.647
935,1970,estimates,female,5yearly,5_14,3663.648
935,1970,estimates,male,5yearly,5_14,3738.556
935,1970,estimates,female,5yearly,15plus,33867.353
935,1970,estimates,male,5yearly,15plus,37084.578
935,1970,estimates,female,5yearly,15_24,2479.739
935,1970,estimates,male,5yearly,15_24,2569.121
935,1970,estimates,female,5yearly,15_49,9579.124
935,1970,estimates,male,5yearly,15_49,10709.571
935,1970,estimates,female,5yearly,15_59,14320.085
935,1970,estimates,male,5yearly,15_59,17208.359
935,1970,estimates,female,5yearly,15_64,17675.935
935,1970,estimates,male,5yearly,15_64,21568.926
935,1970,estimates,female,5yearly,20plus,32678.956
935,1970,estimates,male,5yearly,20plus,35823.653
935,1970,estimates,female,5yearly,20_64,16487.538
935,1970,estimates,male,5yearly,20_64,20308.001
935,1970,estimates,female,5yearly,20_69,20366.345
935,1970,estimates,male,5yearly,20_69,24918.41
935,1970,estimates,female,5yearly,25plus,31387.614
935,1970,estimates,male,5yearly,25plus,34515.457
935,1970,estimates,female,5yearly,25_69,19075.003
935,1970,estimates,male,5yearly,25_69,23610.214
935,1970,estimates,female,5yearly,40plus,27516.412
935,1970,estimates,male,5yearly,40plus,30509.661
935,1970,estimates,female,5yearly,50plus,24288.229
935,1970,estimates,male,5yearly,50plus,26375.007
935,1970,estimates,female,5yearly,60plus,19547.268
935,1970,estimates,male,5yearly,60plus,19876.219
935,1970,estimates,female,5yearly,65plus,16191.418
935,1970,estimates,male,5yearly,65plus,15515.652
935,1970,estimates,female,5yearly,70plus,12312.611
935,1970,estimates,male,5yearly,70plus,10905.243
935,1970,estimates,female,5yearly,80plus,4565.012
935,1970,estimates,male,5yearly,80plus,3199.576
935,1970,estimates,female,5yearly,90plus,563.549
935,1970,estimates,male,5yearly,90plus,268.535
935,1975,estimates,female,5yearly,0_4,23060.479
935,1975,estimates,male,5yearly,0_4,25258.016
935,1975,estimates,female,5yearly,0_14,26280.413
935,1975,estimates,male,5yearly,0_14,28620.98
935,1975,estimates,female,5yearly,0_19,27469.741
935,1975,estimates,male,5yearly,0_19,29915.536
935,1975,estimates,female,5yearly,0_24,28814.816
935,1975,estimates,male,5yearly,0_24,31300.049
935,1975,estimates,female,5yearly,5_14,3219.934
935,1975,estimates,male,5yearly,5_14,3362.964
935,1975,estimates,female,5yearly,15plus,34663.324
935,1975,estimates,male,5yearly,15plus,38658.593
935,1975,estimates,female,5yearly,15_24,2534.403
935,1975,estimates,male,5yearly,15_24,2679.069
935,1975,estimates,female,5yearly,15_49,9033.346
935,1975,estimates,male,5yearly,15_49,10498.948
935,1975,estimates,female,5yearly,15_59,13435.276
935,1975,estimates,male,5yearly,15_59,16687.086
935,1975,estimates,female,5yearly,15_64,16663.772
935,1975,estimates,male,5yearly,15_64,21013.796
935,1975,estimates,female,5yearly,20plus,33473.996
935,1975,estimates,male,5yearly,20plus,37364.037
935,1975,estimates,female,5yearly,20_64,15474.444
935,1975,estimates,male,5yearly,20_64,19719.24
935,1975,estimates,female,5yearly,20_69,19454.29
935,1975,estimates,male,5yearly,20_69,24584.367
935,1975,estimates,female,5yearly,25plus,32128.921
935,1975,estimates,male,5yearly,25plus,35979.524
935,1975,estimates,female,5yearly,25_69,18109.215
935,1975,estimates,male,5yearly,25_69,23199.854
935,1975,estimates,female,5yearly,40plus,28535.664
935,1975,estimates,male,5yearly,40plus,32060.316
935,1975,estimates,female,5yearly,50plus,25629.978
935,1975,estimates,male,5yearly,50plus,28159.645
935,1975,estimates,female,5yearly,60plus,21228.048
935,1975,estimates,male,5yearly,60plus,21971.507
935,1975,estimates,female,5yearly,65plus,17999.552
935,1975,estimates,male,5yearly,65plus,17644.797
935,1975,estimates,female,5yearly,70plus,14019.706
935,1975,estimates,male,5yearly,70plus,12779.67
935,1975,estimates,female,5yearly,80plus,5363.597
935,1975,estimates,male,5yearly,80plus,3989.096
935,1975,estimates,female,5yearly,90plus,706.691
935,1975,estimates,male,5yearly,90plus,356.672
935,1980,estimates,female,5yearly,0_4,20750.6
935,1980,estimates,male,5yearly,0_4,22716.986
935,1980,estimates,female,5yearly,0_14,23492.252
935,1980,estimates,male,5yearly,0_14,25575.796
935,1980,estimates,female,5yearly,0_19,24623.78
935,1980,estimates,male,5yearly,0_19,26962.649
935,1980,estimates,female,5yearly,0_24,25914.116
935,1980,estimates,male,5yearly,0_24,28582.933
935,1980,estimates,female,5yearly,5_14,2741.652
935,1980,estimates,male,5yearly,5_14,2858.81
935,1980,estimates,female,5yearly,15plus,36932.941
935,1980,estimates,male,5yearly,15plus,42812.241
935,1980,estimates,female,5yearly,15_24,2421.864
935,1980,estimates,male,5yearly,15_24,3007.137
935,1980,estimates,female,5yearly,15_49,8695.153
935,1980,estimates,male,5yearly,15_49,11260.173
935,1980,estimates,female,5yearly,15_59,13206.31
935,1980,estimates,male,5yearly,15_59,17854.351
935,1980,estimates,female,5yearly,15_64,16520.224
935,1980,estimates,male,5yearly,15_64,22407.876
935,1980,estimates,female,5yearly,20plus,35801.413
935,1980,estimates,male,5yearly,20plus,41425.388
935,1980,estimates,female,5yearly,20_64,15388.696
935,1980,estimates,male,5yearly,20_64,21021.023
935,1980,estimates,female,5yearly,20_69,19545.772
935,1980,estimates,male,5yearly,20_69,26332.871
935,1980,estimates,female,5yearly,25plus,34511.077
935,1980,estimates,male,5yearly,25plus,39805.104
935,1980,estimates,female,5yearly,25_69,18255.436
935,1980,estimates,male,5yearly,25_69,24712.587
935,1980,estimates,female,5yearly,40plus,31014.948
935,1980,estimates,male,5yearly,40plus,35447.881
935,1980,estimates,female,5yearly,50plus,28237.788
935,1980,estimates,male,5yearly,50plus,31552.068
935,1980,estimates,female,5yearly,60plus,23726.631
935,1980,estimates,male,5yearly,60plus,24957.89
935,1980,estimates,female,5yearly,65plus,20412.717
935,1980,estimates,male,5yearly,65plus,20404.365
935,1980,estimates,female,5yearly,70plus,16255.641
935,1980,estimates,male,5yearly,70plus,15092.517
935,1980,estimates,female,5yearly,80plus,6562.303
935,1980,estimates,male,5yearly,80plus,4931.911
935,1980,estimates,female,5yearly,90plus,907.017
935,1980,estimates,male,5yearly,90plus,469.826
935,1985,estimates,female,5yearly,0_4,19376.188
935,1985,estimates,male,5yearly,0_4,21241.535
935,1985,estimates,female,5yearly,0_14,21889.89
935,1985,estimates,male,5yearly,0_14,23794.905
935,1985,estimates,female,5yearly,0_19,23015.492
935,1985,estimates,male,5yearly,0_19,25091.78
935,1985,estimates,female,5yearly,0_24,24346.619
935,1985,estimates,male,5yearly,0_24,26667.046
935,1985,estimates,female,5yearly,5_14,2513.702
935,1985,estimates,male,5yearly,5_14,2553.37
935,1985,estimates,female,5yearly,15plus,40295.242
935,1985,estimates,male,5yearly,15plus,46445.768
935,1985,estimates,female,5yearly,15_24,2456.729
935,1985,estimates,male,5yearly,15_24,2872.141
935,1985,estimates,female,5yearly,15_49,8844.697
935,1985,estimates,male,5yearly,15_49,11329.556
935,1985,estimates,female,5yearly,15_59,13534.64
935,1985,estimates,male,5yearly,15_59,18192.622
935,1985,estimates,female,5yearly,15_64,17065.897
935,1985,estimates,male,5yearly,15_64,23096.274
935,1985,estimates,female,5yearly,20plus,39169.64
935,1985,estimates,male,5yearly,20plus,45148.893
935,1985,estimates,female,5yearly,20_64,15940.295
935,1985,estimates,male,5yearly,20_64,21799.399
935,1985,estimates,female,5yearly,20_69,20398.082
935,1985,estimates,male,5yearly,20_69,27435.677
935,1985,estimates,female,5yearly,25plus,37838.513
935,1985,estimates,male,5yearly,25plus,43573.627
935,1985,estimates,female,5yearly,25_69,19066.955
935,1985,estimates,male,5yearly,25_69,25860.411
935,1985,estimates,female,5yearly,40plus,34192.737
935,1985,estimates,male,5yearly,40plus,38994.915
935,1985,estimates,female,5yearly,50plus,31450.545
935,1985,estimates,male,5yearly,50plus,35116.212
935,1985,estimates,female,5yearly,60plus,26760.602
935,1985,estimates,male,5yearly,60plus,28253.146
935,1985,estimates,female,5yearly,65plus,23229.345
935,1985,estimates,male,5yearly,65plus,23349.494
935,1985,estimates,female,5yearly,70plus,18771.558
935,1985,estimates,male,5yearly,70plus,17713.216
935,1985,estimates,female,5yearly,80plus,8006.671
935,1985,estimates,male,5yearly,80plus,6110.693
935,1985,estimates,female,5yearly,90plus,1168.424
935,1985,estimates,male,5yearly,90plus,620.605
935,1990,estimates,female,5yearly,0_4,16450.045
935,1990,estimates,male,5yearly,0_4,18158.498
935,1990,estimates,female,5yearly,0_14,18697.997
935,1990,estimates,male,5yearly,0_14,20478.54
935,1990,estimates,female,5yearly,0_19,19737.501
935,1990,estimates,male,5yearly,0_19,21626.773
935,1990,estimates,female,5yearly,0_24,21012.997
935,1990,estimates,male,5yearly,0_24,23080.519
935,1990,estimates,female,5yearly,5_14,2247.952
935,1990,estimates,male,5yearly,5_14,2320.042
935,1990,estimates,female,5yearly,15plus,43361.511
935,1990,estimates,male,5yearly,15plus,51087.798
935,1990,estimates,female,5yearly,15_24,2315
935,1990,estimates,male,5yearly,15_24,2601.979
935,1990,estimates,female,5yearly,15_49,8854.576
935,1990,estimates,male,5yearly,15_49,11592.446
935,1990,estimates,female,5yearly,15_59,13658.28
935,1990,estimates,male,5yearly,15_59,18781.56
935,1990,estimates,female,5yearly,15_64,17410.821
935,1990,estimates,male,5yearly,15_64,24191.874
935,1990,estimates,female,5yearly,20plus,42322.007
935,1990,estimates,male,5yearly,20plus,49939.565
935,1990,estimates,female,5yearly,20_64,16371.317
935,1990,estimates,male,5yearly,20_64,23043.641
935,1990,estimates,female,5yearly,20_69,21104.716
935,1990,estimates,male,5yearly,20_69,29430.259
935,1990,estimates,female,5yearly,25plus,41046.511
935,1990,estimates,male,5yearly,25plus,48485.819
935,1990,estimates,female,5yearly,25_69,19829.22
935,1990,estimates,male,5yearly,25_69,27976.513
935,1990,estimates,female,5yearly,40plus,37386.259
935,1990,estimates,male,5yearly,40plus,43711.219
935,1990,estimates,female,5yearly,50plus,34506.935
935,1990,estimates,male,5yearly,50plus,39495.352
935,1990,estimates,female,5yearly,60plus,29703.231
935,1990,estimates,male,5yearly,60plus,32306.238
935,1990,estimates,female,5yearly,65plus,25950.69
935,1990,estimates,male,5yearly,65plus,26895.924
935,1990,estimates,female,5yearly,70plus,21217.291
935,1990,estimates,male,5yearly,70plus,20509.306
935,1990,estimates,female,5yearly,80plus,9670.512
935,1990,estimates,male,5yearly,80plus,7377.928
935,1990,estimates,female,5yearly,90plus,1582.903
935,1990,estimates,male,5yearly,90plus,835.247
935,1995,estimates,female,5yearly,0_4,13519.144
935,1995,estimates,male,5yearly,0_4,14800.479
935,1995,estimates,female,5yearly,0_14,15467.941
935,1995,estimates,male,5yearly,0_14,16879.485
935,1995,estimates,female,5yearly,0_19,16449.057
935,1995,estimates,male,5yearly,0_19,17997.704
935,1995,estimates,female,5yearly,0_24,17642.939
935,1995,estimates,male,5yearly,0_24,19437.766
935,1995,estimates,female,5yearly,5_14,1948.797
935,1995,estimates,male,5yearly,5_14,2079.006
935,1995,estimates,female,5yearly,15plus,46861.193
935,1995,estimates,male,5yearly,15plus,56312.717
935,1995,estimates,female,5yearly,15_24,2174.998
935,1995,estimates,male,5yearly,15_24,2558.281
935,1995,estimates,female,5yearly,15_49,9020.898
935,1995,estimates,male,5yearly,15_49,12637.399
935,1995,estimates,female,5yearly,15_59,13880.082
935,1995,estimates,male,5yearly,15_59,20042.55
935,1995,estimates,female,5yearly,15_64,17801.906
935,1995,estimates,male,5yearly,15_64,25693.175
935,1995,estimates,female,5yearly,20plus,45880.077
935,1995,estimates,male,5yearly,20plus,55194.498
935,1995,estimates,female,5yearly,20_64,16820.79
935,1995,estimates,male,5yearly,20_64,24574.956
935,1995,estimates,female,5yearly,20_69,21873.561
935,1995,estimates,male,5yearly,20_69,31585.332
935,1995,estimates,female,5yearly,25plus,44686.195
935,1995,estimates,male,5yearly,25plus,53754.436
935,1995,estimates,female,5yearly,25_69,20679.679
935,1995,estimates,male,5yearly,25_69,30145.27
935,1995,estimates,female,5yearly,40plus,40985.737
935,1995,estimates,male,5yearly,40plus,48526.314
935,1995,estimates,female,5yearly,50plus,37840.295
935,1995,estimates,male,5yearly,50plus,43675.318
935,1995,estimates,female,5yearly,60plus,32981.111
935,1995,estimates,male,5yearly,60plus,36270.167
935,1995,estimates,female,5yearly,65plus,29059.287
935,1995,estimates,male,5yearly,65plus,30619.542
935,1995,estimates,female,5yearly,70plus,24006.516
935,1995,estimates,male,5yearly,70plus,23609.166
935,1995,estimates,female,5yearly,80plus,11535.301
935,1995,estimates,male,5yearly,80plus,8997.876
935,1995,estimates,female,5yearly,90plus,2084.8
935,1995,estimates,male,5yearly,90plus,1102.16
935,2000,estimates,female,5yearly,0_4,10831.618
935,2000,estimates,male,5yearly,0_4,11944.859
935,2000,estimates,female,5yearly,0_14,12449.388
935,2000,estimates,male,5yearly,0_14,13646.412
935,2000,estimates,female,5yearly,0_19,13396.824
935,2000,estimates,male,5yearly,0_19,14701.288
935,2000,estimates,female,5yearly,0_24,14529.852
935,2000,estimates,male,5yearly,0_24,16060.649
935,2000,estimates,female,5yearly,5_14,1617.77
935,2000,estimates,male,5yearly,5_14,1701.553
935,2000,estimates,female,5yearly,15plus,50892.612
935,2000,estimates,male,5yearly,15plus,60039.113
935,2000,estimates,female,5yearly,15_24,2080.464
935,2000,estimates,male,5yearly,15_24,2414.237
935,2000,estimates,female,5yearly,15_49,9091.391
935,2000,estimates,male,5yearly,15_49,13010.768
935,2000,estimates,female,5yearly,15_59,14273.879
935,2000,estimates,male,5yearly,15_59,20694.633
935,2000,estimates,female,5yearly,15_64,18221.074
935,2000,estimates,male,5yearly,15_64,26214.8
935,2000,estimates,female,5yearly,20plus,49945.176
935,2000,estimates,male,5yearly,20plus,58984.237
935,2000,estimates,female,5yearly,20_64,17273.638
935,2000,estimates,male,5yearly,20_64,25159.924
935,2000,estimates,female,5yearly,20_69,22673.505
935,2000,estimates,male,5yearly,20_69,32338.064
935,2000,estimates,female,5yearly,25plus,48812.148
935,2000,estimates,male,5yearly,25plus,57624.876
935,2000,estimates,female,5yearly,25_69,21540.477
935,2000,estimates,male,5yearly,25_69,30978.703
935,2000,estimates,female,5yearly,40plus,45140.599
935,2000,estimates,male,5yearly,40plus,52249.382
935,2000,estimates,female,5yearly,50plus,41801.221
935,2000,estimates,male,5yearly,50plus,47028.345
935,2000,estimates,female,5yearly,60plus,36618.733
935,2000,estimates,male,5yearly,60plus,39344.48
935,2000,estimates,female,5yearly,65plus,32671.538
935,2000,estimates,male,5yearly,65plus,33824.313
935,2000,estimates,female,5yearly,70plus,27271.671
935,2000,estimates,male,5yearly,70plus,26646.173
935,2000,estimates,female,5yearly,80plus,13522.457
935,2000,estimates,male,5yearly,80plus,10612.107
935,2000,estimates,female,5yearly,90plus,2738.192
935,2000,estimates,male,5yearly,90plus,1499.153
935,2005,estimates,female,5yearly,0_4,8641.108
935,2005,estimates,male,5yearly,0_4,9638.884
935,2005,estimates,female,5yearly,0_14,9935.733
935,2005,estimates,male,5yearly,0_14,11036.763
935,2005,estimates,female,5yearly,0_19,10784.534
935,2005,estimates,male,5yearly,0_19,12023.237
935,2005,estimates,female,5yearly,0_24,11861.127
935,2005,estimates,male,5yearly,0_24,13385.373
935,2005,estimates,female,5yearly,5_14,1294.625
935,2005,estimates,male,5yearly,5_14,1397.879
935,2005,estimates,female,5yearly,15plus,55298.773
935,2005,estimates,male,5yearly,15plus,65983.886
935,2005,estimates,female,5yearly,15_24,1925.394
935,2005,estimates,male,5yearly,15_24,2348.61
935,2005,estimates,female,5yearly,15_49,8892.007
935,2005,estimates,male,5yearly,15_49,13292.464
935,2005,estimates,female,5yearly,15_59,14595.761
935,2005,estimates,male,5yearly,15_59,22045.732
935,2005,estimates,female,5yearly,15_64,18732.831
935,2005,estimates,male,5yearly,15_64,27866.594
935,2005,estimates,female,5yearly,20plus,54449.972
935,2005,estimates,male,5yearly,20plus,64997.412
935,2005,estimates,female,5yearly,20_64,17884.03
935,2005,estimates,male,5yearly,20_64,26880.12
935,2005,estimates,female,5yearly,20_69,23441.133
935,2005,estimates,male,5yearly,20_69,34296.708
935,2005,estimates,female,5yearly,25plus,53373.379
935,2005,estimates,male,5yearly,25plus,63635.276
935,2005,estimates,female,5yearly,25_69,22364.54
935,2005,estimates,male,5yearly,25_69,32934.572
935,2005,estimates,female,5yearly,40plus,49889.31
935,2005,estimates,male,5yearly,40plus,58304.263
935,2005,estimates,female,5yearly,50plus,46406.766
935,2005,estimates,male,5yearly,50plus,52691.422
935,2005,estimates,female,5yearly,60plus,40703.012
935,2005,estimates,male,5yearly,60plus,43938.154
935,2005,estimates,female,5yearly,65plus,36565.942
935,2005,estimates,male,5yearly,65plus,38117.292
935,2005,estimates,female,5yearly,70plus,31008.839
935,2005,estimates,male,5yearly,70plus,30700.704
935,2005,estimates,female,5yearly,80plus,15833.824
935,2005,estimates,male,5yearly,80plus,12748.797
935,2005,estimates,female,5yearly,90plus,3554.332
935,2005,estimates,male,5yearly,90plus,2003.184
935,2010,estimates,female,5yearly,0_4,6852.03
935,2010,estimates,male,5yearly,0_4,7830.194
935,2010,estimates,female,5yearly,0_14,7879.896
935,2010,estimates,male,5yearly,0_14,9001.591
935,2010,estimates,female,5yearly,0_19,8578.596
935,2010,estimates,male,5yearly,0_19,9879.039
935,2010,estimates,female,5yearly,0_24,9508.064
935,2010,estimates,male,5yearly,0_24,11179.315
935,2010,estimates,female,5yearly,5_14,1027.866
935,2010,estimates,male,5yearly,5_14,1171.397
935,2010,estimates,female,5yearly,15plus,60184.465
935,2010,estimates,male,5yearly,15plus,72622.595
935,2010,estimates,female,5yearly,15_24,1628.168
935,2010,estimates,male,5yearly,15_24,2177.724
935,2010,estimates,female,5yearly,15_49,8310.147
935,2010,estimates,male,5yearly,15_49,13244.617
935,2010,estimates,female,5yearly,15_59,14346.438
935,2010,estimates,male,5yearly,15_59,22947.632
935,2010,estimates,female,5yearly,15_64,19145.701
935,2010,estimates,male,5yearly,15_64,29851.963
935,2010,estimates,female,5yearly,20plus,59485.765
935,2010,estimates,male,5yearly,20plus,71745.147
935,2010,estimates,female,5yearly,20_64,18447.001
935,2010,estimates,male,5yearly,20_64,28974.515
935,2010,estimates,female,5yearly,20_69,24453.405
935,2010,estimates,male,5yearly,20_69,37028.117
935,2010,estimates,female,5yearly,25plus,58556.297
935,2010,estimates,male,5yearly,25plus,70444.871
935,2010,estimates,female,5yearly,25_69,23523.937
935,2010,estimates,male,5yearly,25_69,35727.841
