continent,year,variant,gender,freq,agebroad,totaldeaths
909,1950,estimates,female,5yearly,0_4,69.786
909,1950,estimates,male,5yearly,0_4,87.318
909,1950,estimates,female,5yearly,0_14,79.732
909,1950,estimates,male,5yearly,0_14,99.81
909,1950,estimates,female,5yearly,0_19,84.971
909,1950,estimates,male,5yearly,0_19,107.478
909,1950,estimates,female,5yearly,0_24,91.521
909,1950,estimates,male,5yearly,0_24,117.316
909,1950,estimates,female,5yearly,5_14,9.946
909,1950,estimates,male,5yearly,5_14,12.492
909,1950,estimates,female,5yearly,15plus,267.356
909,1950,estimates,male,5yearly,15plus,346.063
909,1950,estimates,female,5yearly,15_24,11.789
909,1950,estimates,male,5yearly,15_24,17.506
909,1950,estimates,female,5yearly,15_49,54.771
909,1950,estimates,male,5yearly,15_49,79.366
909,1950,estimates,female,5yearly,15_59,85.457
909,1950,estimates,male,5yearly,15_59,128.757
909,1950,estimates,female,5yearly,15_64,107.571
909,1950,estimates,male,5yearly,15_64,164.563
909,1950,estimates,female,5yearly,20plus,262.117
909,1950,estimates,male,5yearly,20plus,338.395
909,1950,estimates,female,5yearly,20_64,102.332
909,1950,estimates,male,5yearly,20_64,156.895
909,1950,estimates,female,5yearly,20_69,130.716
909,1950,estimates,male,5yearly,20_69,199.918
909,1950,estimates,female,5yearly,25plus,255.567
909,1950,estimates,male,5yearly,25plus,328.557
909,1950,estimates,female,5yearly,25_69,124.166
909,1950,estimates,male,5yearly,25_69,190.08
909,1950,estimates,female,5yearly,40plus,233.106
909,1950,estimates,male,5yearly,40plus,297.417
909,1950,estimates,female,5yearly,50plus,212.585
909,1950,estimates,male,5yearly,50plus,266.697
909,1950,estimates,female,5yearly,60plus,181.899
909,1950,estimates,male,5yearly,60plus,217.306
909,1950,estimates,female,5yearly,65plus,159.785
909,1950,estimates,male,5yearly,65plus,181.5
909,1950,estimates,female,5yearly,70plus,131.401
909,1950,estimates,male,5yearly,70plus,138.477
909,1950,estimates,female,5yearly,80plus,61.125
909,1950,estimates,male,5yearly,80plus,53.016
909,1950,estimates,female,5yearly,90plus,11.516
909,1950,estimates,male,5yearly,90plus,8.202
909,1955,estimates,female,5yearly,0_4,69.723
909,1955,estimates,male,5yearly,0_4,86.254
909,1955,estimates,female,5yearly,0_14,79.584
909,1955,estimates,male,5yearly,0_14,98.552
909,1955,estimates,female,5yearly,0_19,84.685
909,1955,estimates,male,5yearly,0_19,106.043
909,1955,estimates,female,5yearly,0_24,90.845
909,1955,estimates,male,5yearly,0_24,115.294
909,1955,estimates,female,5yearly,5_14,9.861
909,1955,estimates,male,5yearly,5_14,12.298
909,1955,estimates,female,5yearly,15plus,281.051
909,1955,estimates,male,5yearly,15plus,356.893
909,1955,estimates,female,5yearly,15_24,11.261
909,1955,estimates,male,5yearly,15_24,16.742
909,1955,estimates,female,5yearly,15_49,53.275
909,1955,estimates,male,5yearly,15_49,77.801
909,1955,estimates,female,5yearly,15_59,83.339
909,1955,estimates,male,5yearly,15_59,129.357
909,1955,estimates,female,5yearly,15_64,105.211
909,1955,estimates,male,5yearly,15_64,164.945
909,1955,estimates,female,5yearly,20plus,275.95
909,1955,estimates,male,5yearly,20plus,349.402
909,1955,estimates,female,5yearly,20_64,100.11
909,1955,estimates,male,5yearly,20_64,157.454
909,1955,estimates,female,5yearly,20_69,129.011
909,1955,estimates,male,5yearly,20_69,200.587
909,1955,estimates,female,5yearly,25plus,269.79
909,1955,estimates,male,5yearly,25plus,340.151
909,1955,estimates,female,5yearly,25_69,122.851
909,1955,estimates,male,5yearly,25_69,191.336
909,1955,estimates,female,5yearly,40plus,248.276
909,1955,estimates,male,5yearly,40plus,309.978
909,1955,estimates,female,5yearly,50plus,227.776
909,1955,estimates,male,5yearly,50plus,279.092
909,1955,estimates,female,5yearly,60plus,197.712
909,1955,estimates,male,5yearly,60plus,227.536
909,1955,estimates,female,5yearly,65plus,175.84
909,1955,estimates,male,5yearly,65plus,191.948
909,1955,estimates,female,5yearly,70plus,146.939
909,1955,estimates,male,5yearly,70plus,148.815
909,1955,estimates,female,5yearly,80plus,70.057
909,1955,estimates,male,5yearly,80plus,56.787
909,1955,estimates,female,5yearly,90plus,12.275
909,1955,estimates,male,5yearly,90plus,7.711
909,1960,estimates,female,5yearly,0_4,67.372
909,1960,estimates,male,5yearly,0_4,83.897
909,1960,estimates,female,5yearly,0_14,77.181
909,1960,estimates,male,5yearly,0_14,96.231
909,1960,estimates,female,5yearly,0_19,82.589
909,1960,estimates,male,5yearly,0_19,104.143
909,1960,estimates,female,5yearly,0_24,89.004
909,1960,estimates,male,5yearly,0_24,113.643
909,1960,estimates,female,5yearly,5_14,9.809
909,1960,estimates,male,5yearly,5_14,12.334
909,1960,estimates,female,5yearly,15plus,306.089
909,1960,estimates,male,5yearly,15plus,386.09
909,1960,estimates,female,5yearly,15_24,11.823
909,1960,estimates,male,5yearly,15_24,17.412
909,1960,estimates,female,5yearly,15_49,54.559
909,1960,estimates,male,5yearly,15_49,81.182
909,1960,estimates,female,5yearly,15_59,86.933
909,1960,estimates,male,5yearly,15_59,139.62
909,1960,estimates,female,5yearly,15_64,109.639
909,1960,estimates,male,5yearly,15_64,179.229
