continent,year,variant,gender,freq,agebroad,totaldeaths
905,1950,estimates,female,5yearly,0_4,336.582
905,1950,estimates,male,5yearly,0_4,453.206
905,1950,estimates,female,5yearly,0_14,367.191
905,1950,estimates,male,5yearly,0_14,501.407
905,1950,estimates,female,5yearly,0_19,387.419
905,1950,estimates,male,5yearly,0_19,545.209
905,1950,estimates,female,5yearly,0_24,415.244
905,1950,estimates,male,5yearly,0_24,606.61
905,1950,estimates,female,5yearly,5_14,30.609
905,1950,estimates,male,5yearly,5_14,48.201
905,1950,estimates,female,5yearly,15plus,3310.881
905,1950,estimates,male,5yearly,15plus,4348.076
905,1950,estimates,female,5yearly,15_24,48.053
905,1950,estimates,male,5yearly,15_24,105.203
905,1950,estimates,female,5yearly,15_49,425.127
905,1950,estimates,male,5yearly,15_49,705.118
905,1950,estimates,female,5yearly,15_59,831.507
905,1950,estimates,male,5yearly,15_59,1411.634
905,1950,estimates,female,5yearly,15_64,1134.628
905,1950,estimates,male,5yearly,15_64,1921.806
905,1950,estimates,female,5yearly,20plus,3290.653
905,1950,estimates,male,5yearly,20plus,4304.274
905,1950,estimates,female,5yearly,20_64,1114.4
905,1950,estimates,male,5yearly,20_64,1878.004
905,1950,estimates,female,5yearly,20_69,1506.143
905,1950,estimates,male,5yearly,20_69,2459.573
905,1950,estimates,female,5yearly,25plus,3262.828
905,1950,estimates,male,5yearly,25plus,4242.873
905,1950,estimates,female,5yearly,25_69,1478.318
905,1950,estimates,male,5yearly,25_69,2398.172
905,1950,estimates,female,5yearly,40plus,3109.634
905,1950,estimates,male,5yearly,40plus,4002.646
905,1950,estimates,female,5yearly,50plus,2885.754
905,1950,estimates,male,5yearly,50plus,3642.958
905,1950,estimates,female,5yearly,60plus,2479.374
905,1950,estimates,male,5yearly,60plus,2936.442
905,1950,estimates,female,5yearly,65plus,2176.253
905,1950,estimates,male,5yearly,65plus,2426.27
905,1950,estimates,female,5yearly,70plus,1784.51
905,1950,estimates,male,5yearly,70plus,1844.701
905,1950,estimates,female,5yearly,80plus,850.527
905,1950,estimates,male,5yearly,80plus,737.294
905,1950,estimates,female,5yearly,90plus,212.138
905,1950,estimates,male,5yearly,90plus,124.72
905,1955,estimates,female,5yearly,0_4,324.789
905,1955,estimates,male,5yearly,0_4,435.617
905,1955,estimates,female,5yearly,0_14,355.92
905,1955,estimates,male,5yearly,0_14,486.361
905,1955,estimates,female,5yearly,0_19,374.436
905,1955,estimates,male,5yearly,0_19,532.019
905,1955,estimates,female,5yearly,0_24,396.92
905,1955,estimates,male,5yearly,0_24,588.522
905,1955,estimates,female,5yearly,5_14,31.131
905,1955,estimates,male,5yearly,5_14,50.744
905,1955,estimates,female,5yearly,15plus,3570.144
905,1955,estimates,male,5yearly,15plus,4706.845
905,1955,estimates,female,5yearly,15_24,41
905,1955,estimates,male,5yearly,15_24,102.161
905,1955,estimates,female,5yearly,15_49,389.29
905,1955,estimates,male,5yearly,15_49,685.691
905,1955,estimates,female,5yearly,15_59,796.65
905,1955,estimates,male,5yearly,15_59,1425.108
905,1955,estimates,female,5yearly,15_64,1103.386
905,1955,estimates,male,5yearly,15_64,1956.614
905,1955,estimates,female,5yearly,20plus,3551.628
905,1955,estimates,male,5yearly,20plus,4661.187
905,1955,estimates,female,5yearly,20_64,1084.87
905,1955,estimates,male,5yearly,20_64,1910.956
905,1955,estimates,female,5yearly,20_69,1488.351
905,1955,estimates,male,5yearly,20_69,2542.996
905,1955,estimates,female,5yearly,25plus,3529.144
905,1955,estimates,male,5yearly,25plus,4604.684
905,1955,estimates,female,5yearly,25_69,1465.867
905,1955,estimates,male,5yearly,25_69,2486.493
905,1955,estimates,female,5yearly,40plus,3395.326
905,1955,estimates,male,5yearly,40plus,4381.84
905,1955,estimates,female,5yearly,50plus,3180.854
905,1955,estimates,male,5yearly,50plus,4021.154
905,1955,estimates,female,5yearly,60plus,2773.494
905,1955,estimates,male,5yearly,60plus,3281.737
905,1955,estimates,female,5yearly,65plus,2466.758
905,1955,estimates,male,5yearly,65plus,2750.231
905,1955,estimates,female,5yearly,70plus,2063.277
905,1955,estimates,male,5yearly,70plus,2118.191
905,1955,estimates,female,5yearly,80plus,1011.489
905,1955,estimates,male,5yearly,80plus,866.075
905,1955,estimates,female,5yearly,90plus,206.86
905,1955,estimates,male,5yearly,90plus,133.164
905,1960,estimates,female,5yearly,0_4,286.571
905,1960,estimates,male,5yearly,0_4,387.207
905,1960,estimates,female,5yearly,0_14,319.233
905,1960,estimates,male,5yearly,0_14,440.65
905,1960,estimates,female,5yearly,0_19,340.672
905,1960,estimates,male,5yearly,0_19,493.516
905,1960,estimates,female,5yearly,0_24,364.851
905,1960,estimates,male,5yearly,0_24,555.383
905,1960,estimates,female,5yearly,5_14,32.662
905,1960,estimates,male,5yearly,5_14,53.443
905,1960,estimates,female,5yearly,15plus,3950.253
905,1960,estimates,male,5yearly,15plus,5147.225
905,1960,estimates,female,5yearly,15_24,45.618
905,1960,estimates,male,5yearly,15_24,114.733
905,1960,estimates,female,5yearly,15_49,399.01
905,1960,estimates,male,5yearly,15_49,718.866
905,1960,estimates,female,5yearly,15_59,823.817
905,1960,estimates,male,5yearly,15_59,1510.254
905,1960,estimates,female,5yearly,15_64,1150.87
905,1960,estimates,male,5yearly,15_64,2087.867
905,1960,estimates,female,5yearly,20plus,3928.814
905,1960,estimates,male,5yearly,20plus,5094.359
905,1960,estimates,female,5yearly,20_64,1129.431
905,1960,estimates,male,5yearly,20_64,2035.001
905,1960,estimates,female,5yearly,20_69,1544.612
905,1960,estimates,male,5yearly,20_69,2696.497
905,1960,estimates,female,5yearly,25plus,3904.635
905,1960,estimates,male,5yearly,25plus,5032.492
905,1960,estimates,female,5yearly,25_69,1520.433
905,1960,estimates,male,5yearly,25_69,2634.63
905,1960,estimates,female,5yearly,40plus,3775.658
905,1960,estimates,male,5yearly,40plus,4810.395
905,1960,estimates,female,5yearly,50plus,3551.243
905,1960,estimates,male,5yearly,50plus,4428.359
905,1960,estimates,female,5yearly,60plus,3126.436
905,1960,estimates,male,5yearly,60plus,3636.971
905,1960,estimates,female,5yearly,65plus,2799.383
905,1960,estimates,male,5yearly,65plus,3059.358
905,1960,estimates,female,5yearly,70plus,2384.202
905,1960,estimates,male,5yearly,70plus,2397.862
905,1960,estimates,female,5yearly,80plus,1236.532
905,1960,estimates,male,5yearly,80plus,1002.706
905,1960,estimates,female,5yearly,90plus,244.244
905,1960,estimates,male,5yearly,90plus,155.313
905,1965,estimates,female,5yearly,0_4,225.683
905,1965,estimates,male,5yearly,0_4,304.702
905,1965,estimates,female,5yearly,0_14,259.717
905,1965,estimates,male,5yearly,0_14,362.757
905,1965,estimates,female,5yearly,0_19,287.031
905,1965,estimates,male,5yearly,0_19,434.161
905,1965,estimates,female,5yearly,0_24,317.927
905,1965,estimates,male,5yearly,0_24,521.668
905,1965,estimates,female,5yearly,5_14,34.034
905,1965,estimates,male,5yearly,5_14,58.055
905,1965,estimates,female,5yearly,15plus,4344.914
905,1965,estimates,male,5yearly,15plus,5618.015
905,1965,estimates,female,5yearly,15_24,58.21
905,1965,estimates,male,5yearly,15_24,158.911
905,1965,estimates,female,5yearly,15_49,419.969
905,1965,estimates,male,5yearly,15_49,807.874
905,1965,estimates,female,5yearly,15_59,862.039
905,1965,estimates,male,5yearly,15_59,1646.359
905,1965,estimates,female,5yearly,15_64,1204.578
905,1965,estimates,male,5yearly,15_64,2276.324
905,1965,estimates,female,5yearly,20plus,4317.6
905,1965,estimates,male,5yearly,20plus,5546.611
905,1965,estimates,female,5yearly,20_64,1177.264
905,1965,estimates,male,5yearly,20_64,2204.92
905,1965,estimates,female,5yearly,20_69,1614.907
905,1965,estimates,male,5yearly,20_69,2917.089
905,1965,estimates,female,5yearly,25plus,4286.704
905,1965,estimates,male,5yearly,25plus,5459.104
905,1965,estimates,female,5yearly,25_69,1584.011
905,1965,estimates,male,5yearly,25_69,2829.582
905,1965,estimates,female,5yearly,40plus,4159.728
