variant,country,year,gender,childdependencyratio2064
estimates,624,1950,male,96.149
estimates,624,1951,male,97.528
estimates,624,1952,male,99.301
estimates,624,1953,male,100.733
estimates,624,1954,male,101.636
estimates,624,1955,male,102.152
estimates,624,1956,male,104.176
estimates,624,1957,male,105.364
estimates,624,1958,male,106.088
estimates,624,1959,male,106.604
estimates,624,1960,male,106.973
estimates,624,1961,male,107.542
estimates,624,1962,male,108.063
estimates,624,1963,male,108.476
estimates,624,1964,male,108.663
estimates,624,1965,male,108.659
estimates,624,1966,male,109.622
estimates,624,1967,male,110.267
estimates,624,1968,male,110.636
estimates,624,1969,male,110.767
estimates,624,1970,male,110.647
estimates,624,1971,male,111.145
estimates,624,1972,male,111.301
estimates,624,1973,male,111.282
estimates,624,1974,male,111.263
estimates,624,1975,male,111.341
estimates,624,1976,male,114.548
estimates,624,1977,male,117.937
estimates,624,1978,male,121.545
estimates,624,1979,male,125.411
estimates,624,1980,male,129.566
estimates,624,1981,male,131.467
estimates,624,1982,male,133.396
estimates,624,1983,male,135.268
estimates,624,1984,male,136.932
estimates,624,1985,male,138.289
estimates,624,1986,male,140.532
estimates,624,1987,male,142.089
estimates,624,1988,male,143.101
estimates,624,1989,male,143.769
estimates,624,1990,male,144.163
estimates,624,1991,male,144.77
estimates,624,1992,male,145.08
estimates,624,1993,male,145.033
estimates,624,1994,male,144.536
estimates,624,1995,male,143.573
estimates,624,1996,male,144.38
estimates,624,1997,male,144.78
estimates,624,1998,male,144.845
estimates,624,1999,male,144.634
estimates,624,2000,male,144.147
estimates,624,2001,male,142.242
estimates,624,2002,male,140.11
estimates,624,2003,male,137.906
estimates,624,2004,male,135.772
estimates,624,2005,male,133.805
estimates,624,2006,male,132.462
estimates,624,2007,male,131.039
estimates,624,2008,male,129.558
estimates,624,2009,male,128.002
estimates,624,2010,male,126.381
estimates,624,2011,male,125.339
estimates,624,2012,male,124.063
estimates,624,2013,male,122.689
estimates,624,2014,male,121.337
estimates,624,2015,male,120.044
medium_variant,624,2015,male,120.044
medium_variant,624,2016,male,119.226
medium_variant,624,2017,male,118.308
medium_variant,624,2018,male,117.303
medium_variant,624,2019,male,116.214
medium_variant,624,2020,male,115.04
medium_variant,624,2021,male,114.102
medium_variant,624,2022,male,113.063
medium_variant,624,2023,male,111.899
medium_variant,624,2024,male,110.57
medium_variant,624,2025,male,109.067
medium_variant,624,2026,male,107.78
medium_variant,624,2027,male,106.302
medium_variant,624,2028,male,104.674
medium_variant,624,2029,male,102.944
medium_variant,624,2030,male,101.148
medium_variant,624,2031,male,99.582
medium_variant,624,2032,male,97.93
medium_variant,624,2033,male,96.242
medium_variant,624,2034,male,94.56
medium_variant,624,2035,male,92.917
medium_variant,624,2036,male,91.585
medium_variant,624,2037,male,90.247
medium_variant,624,2038,male,88.92
medium_variant,624,2039,male,87.609
medium_variant,624,2040,male,86.317
medium_variant,624,2041,male,85.274
medium_variant,624,2042,male,84.212
medium_variant,624,2043,male,83.155
medium_variant,624,2044,male,82.121
medium_variant,624,2045,male,81.121
medium_variant,624,2046,male,80.341
medium_variant,624,2047,male,79.56
medium_variant,624,2048,male,78.773
medium_variant,624,2049,male,77.971
medium_variant,624,2050,male,77.149
medium_variant,624,2051,male,76.488
medium_variant,624,2052,male,75.78
medium_variant,624,2053,male,75.036
medium_variant,624,2054,male,74.264
medium_variant,624,2055,male,73.47
medium_variant,624,2056,male,72.803
medium_variant,624,2057,male,72.097
medium_variant,624,2058,male,71.36
medium_variant,624,2059,male,70.595
medium_variant,624,2060,male,69.808
medium_variant,624,2061,male,69.146
medium_variant,624,2062,male,68.452
medium_variant,624,2063,male,67.735
medium_variant,624,2064,male,67.001
medium_variant,624,2065,male,66.257
medium_variant,624,2066,male,65.64
medium_variant,624,2067,male,64.996
medium_variant,624,2068,male,64.339
medium_variant,624,2069,male,63.685
medium_variant,624,2070,male,63.043
medium_variant,624,2071,male,62.528
medium_variant,624,2072,male,62.009
medium_variant,624,2073,male,61.489
medium_variant,624,2074,male,60.968
medium_variant,624,2075,male,60.445
medium_variant,624,2076,male,60.037
medium_variant,624,2077,male,59.61
medium_variant,624,2078,male,59.167
medium_variant,624,2079,male,58.711
medium_variant,624,2080,male,58.242
medium_variant,624,2081,male,57.85
medium_variant,624,2082,male,57.437
medium_variant,624,2083,male,57.005
medium_variant,624,2084,male,56.554
medium_variant,624,2085,male,56.087
medium_variant,624,2086,male,55.695
medium_variant,624,2087,male,55.279
medium_variant,624,2088,male,54.842
medium_variant,624,2089,male,54.389
medium_variant,624,2090,male,53.923
medium_variant,624,2091,male,53.525
medium_variant,624,2092,male,53.107
medium_variant,624,2093,male,52.677
medium_variant,624,2094,male,52.239
medium_variant,624,2095,male,51.798
medium_variant,624,2096,male,51.432
medium_variant,624,2097,male,51.055
medium_variant,624,2098,male,50.671
medium_variant,624,2099,male,50.287
medium_variant,624,2100,male,49.906
estimates,624,1950,female,92.275
estimates,624,1951,female,93.738
estimates,624,1952,female,95.736
estimates,624,1953,female,97.384
estimates,624,1954,female,98.451
estimates,624,1955,female,99.093
estimates,624,1956,female,101.281
estimates,624,1957,female,102.538
estimates,624,1958,female,103.305
estimates,624,1959,female,103.909
estimates,624,1960,female,104.423
estimates,624,1961,female,104.984
estimates,624,1962,female,105.584
estimates,624,1963,female,106.128
estimates,624,1964,female,106.468
estimates,624,1965,female,106.611
estimates,624,1966,female,107.681
estimates,624,1967,female,108.449
estimates,624,1968,female,108.931
estimates,624,1969,female,109.131
estimates,624,1970,female,109.027
estimates,624,1971,female,109.426
estimates,624,1972,female,109.429
estimates,624,1973,female,109.23
estimates,624,1974,female,109.033
estimates,624,1975,female,108.966
estimates,624,1976,female,110.622
estimates,624,1977,female,112.173
estimates,624,1978,female,113.672
estimates,624,1979,female,115.18
estimates,624,1980,female,116.739
estimates,624,1981,female,118.305
estimates,624,1982,female,119.996
estimates,624,1983,female,121.736
estimates,624,1984,female,123.384
estimates,624,1985,female,124.835
estimates,624,1986,female,127.047
estimates,624,1987,female,128.721
estimates,624,1988,female,129.965
estimates,624,1989,female,130.947
estimates,624,1990,female,131.724
estimates,624,1991,female,132.611
estimates,624,1992,female,133.269
estimates,624,1993,female,133.623
estimates,624,1994,female,133.552
estimates,624,1995,female,133.038
