variant,region,year,dependencyratio2069
estimates,901,1950,67.841
estimates,901,1951,68.188
estimates,901,1952,68.204
estimates,901,1953,68.344
estimates,901,1954,68.599
estimates,901,1955,68.816
estimates,901,1956,68.8
estimates,901,1957,68.842
estimates,901,1958,68.885
estimates,901,1959,68.953
estimates,901,1960,69.093
estimates,901,1961,69.636
estimates,901,1962,70.206
estimates,901,1963,70.702
estimates,901,1964,70.992
estimates,901,1965,70.983
estimates,901,1966,70.894
estimates,901,1967,70.481
estimates,901,1968,69.854
estimates,901,1969,69.167
estimates,901,1970,68.507
estimates,901,1971,67.904
estimates,901,1972,67.319
estimates,901,1973,66.713
estimates,901,1974,66.019
estimates,901,1975,65.218
estimates,901,1976,64.825
estimates,901,1977,64.257
estimates,901,1978,63.577
estimates,901,1979,62.882
estimates,901,1980,62.224
estimates,901,1981,61.68
estimates,901,1982,61.195
estimates,901,1983,60.71
estimates,901,1984,60.124
estimates,901,1985,59.4
estimates,901,1986,58.881
estimates,901,1987,58.225
estimates,901,1988,57.515
estimates,901,1989,56.852
estimates,901,1990,56.282
estimates,901,1991,55.982
estimates,901,1992,55.7
estimates,901,1993,55.435
estimates,901,1994,55.186
estimates,901,1995,54.947
estimates,901,1996,54.8
estimates,901,1997,54.688
estimates,901,1998,54.555
estimates,901,1999,54.332
estimates,901,2000,53.992
estimates,901,2001,53.736
estimates,901,2002,53.368
estimates,901,2003,52.932
estimates,901,2004,52.495
estimates,901,2005,52.096
estimates,901,2006,52.004
estimates,901,2007,51.938
estimates,901,2008,51.873
estimates,901,2009,51.774
estimates,901,2010,51.641
estimates,901,2011,51.631
estimates,901,2012,51.544
estimates,901,2013,51.462
estimates,901,2014,51.495
estimates,901,2015,51.697
medium_variant,901,2015,51.697
medium_variant,901,2016,52.103
medium_variant,901,2017,52.7
medium_variant,901,2018,53.421
medium_variant,901,2019,54.165
medium_variant,901,2020,54.877
medium_variant,901,2021,55.704
medium_variant,901,2022,56.499
medium_variant,901,2023,57.255
medium_variant,901,2024,57.978
medium_variant,901,2025,58.67
