variant,region,year,potentialsupport2569_70
estimates,920,1950,18.093
estimates,920,1951,17.835
estimates,920,1952,17.706
estimates,920,1953,17.699
estimates,920,1954,17.807
estimates,920,1955,18.023
estimates,920,1956,17.814
estimates,920,1957,17.727
estimates,920,1958,17.753
estimates,920,1959,17.879
estimates,920,1960,18.093
estimates,920,1961,17.892
estimates,920,1962,17.792
estimates,920,1963,17.774
estimates,920,1964,17.823
estimates,920,1965,17.925
estimates,920,1966,17.642
estimates,920,1967,17.44
estimates,920,1968,17.3
estimates,920,1969,17.2
estimates,920,1970,17.127
estimates,920,1971,16.822
estimates,920,1972,16.606
estimates,920,1973,16.477
estimates,920,1974,16.438
estimates,920,1975,16.484
estimates,920,1976,16.131
estimates,920,1977,15.883
estimates,920,1978,15.726
estimates,920,1979,15.647
estimates,920,1980,15.631
estimates,920,1981,15.44
estimates,920,1982,15.33
estimates,920,1983,15.294
estimates,920,1984,15.333
estimates,920,1985,15.438
estimates,920,1986,15.393
estimates,920,1987,15.42
estimates,920,1988,15.5
estimates,920,1989,15.611
estimates,920,1990,15.738
estimates,920,1991,15.663
estimates,920,1992,15.624
estimates,920,1993,15.607
estimates,920,1994,15.597
estimates,920,1995,15.586
estimates,920,1996,15.403
estimates,920,1997,15.245
estimates,920,1998,15.107
estimates,920,1999,14.981
estimates,920,2000,14.86
estimates,920,2001,14.642
estimates,920,2002,14.478
estimates,920,2003,14.362
estimates,920,2004,14.297
estimates,920,2005,14.289
estimates,920,2006,14.131
estimates,920,2007,14.016
estimates,920,2008,13.935
estimates,920,2009,13.888
estimates,920,2010,13.877
estimates,920,2011,13.789
estimates,920,2012,13.734
estimates,920,2013,13.698
estimates,920,2014,13.665
estimates,920,2015,13.627
medium_variant,920,2015,13.627
medium_variant,920,2016,13.451
medium_variant,920,2017,13.286
medium_variant,920,2018,13.109
medium_variant,920,2019,12.896
medium_variant,920,2020,12.636
medium_variant,920,2021,12.241
medium_variant,920,2022,11.844
medium_variant,920,2023,11.443
medium_variant,920,2024,11.043
medium_variant,920,2025,10.643
medium_variant,920,2026,10.187
medium_variant,920,2027,9.76
medium_variant,920,2028,9.36
medium_variant,920,2029,8.99
medium_variant,920,2030,8.645
medium_variant,920,2031,8.292
medium_variant,920,2032,7.972
medium_variant,920,2033,7.681
medium_variant,920,2034,7.414
medium_variant,920,2035,7.168
medium_variant,920,2036,6.921
medium_variant,920,2037,6.701
medium_variant,920,2038,6.502
medium_variant,920,2039,6.321
medium_variant,920,2040,6.152
medium_variant,920,2041,5.978
medium_variant,920,2042,5.822
medium_variant,920,2043,5.68
medium_variant,920,2044,5.55
medium_variant,920,2045,5.43
medium_variant,920,2046,5.302
medium_variant,920,2047,5.188
medium_variant,920,2048,5.084
medium_variant,920,2049,4.984
medium_variant,920,2050,4.886
medium_variant,920,2051,4.775
medium_variant,920,2052,4.67
medium_variant,920,2053,4.574
medium_variant,920,2054,4.489
medium_variant,920,2055,4.415
medium_variant,920,2056,4.335
medium_variant,920,2057,4.267
medium_variant,920,2058,4.206
medium_variant,920,2059,4.149
medium_variant,920,2060,4.092
medium_variant,920,2061,4.023
medium_variant,920,2062,3.957
medium_variant,920,2063,3.896
medium_variant,920,2064,3.841
medium_variant,920,2065,3.792
medium_variant,920,2066,3.737
medium_variant,920,2067,3.688
