variant,region,year,potentialsupport2569_70
estimates,1500,1950,21.76
estimates,1500,1951,21.577
estimates,1500,1952,21.599
estimates,1500,1953,21.844
estimates,1500,1954,22.348
estimates,1500,1955,23.139
estimates,1500,1956,22.829
estimates,1500,1957,22.762
estimates,1500,1958,22.916
estimates,1500,1959,23.277
estimates,1500,1960,23.845
estimates,1500,1961,23.44
estimates,1500,1962,23.238
estimates,1500,1963,23.228
estimates,1500,1964,23.409
estimates,1500,1965,23.775
estimates,1500,1966,23.332
estimates,1500,1967,23.091
estimates,1500,1968,23.015
estimates,1500,1969,23.068
estimates,1500,1970,23.232
estimates,1500,1971,22.674
estimates,1500,1972,22.281
estimates,1500,1973,22.04
estimates,1500,1974,21.941
estimates,1500,1975,21.969
estimates,1500,1976,21.403
estimates,1500,1977,21.003
estimates,1500,1978,20.754
estimates,1500,1979,20.642
estimates,1500,1980,20.644
estimates,1500,1981,20.246
estimates,1500,1982,20.004
estimates,1500,1983,19.899
estimates,1500,1984,19.917
estimates,1500,1985,20.044
estimates,1500,1986,19.656
estimates,1500,1987,19.385
estimates,1500,1988,19.213
estimates,1500,1989,19.125
estimates,1500,1990,19.111
estimates,1500,1991,18.801
estimates,1500,1992,18.596
estimates,1500,1993,18.486
estimates,1500,1994,18.463
estimates,1500,1995,18.516
estimates,1500,1996,18.294
estimates,1500,1997,18.186
estimates,1500,1998,18.169
estimates,1500,1999,18.212
estimates,1500,2000,18.292
estimates,1500,2001,18.051
estimates,1500,2002,17.871
estimates,1500,2003,17.755
estimates,1500,2004,17.707
estimates,1500,2005,17.724
estimates,1500,2006,17.492
estimates,1500,2007,17.351
estimates,1500,2008,17.278
estimates,1500,2009,17.243
estimates,1500,2010,17.229
estimates,1500,2011,17.064
estimates,1500,2012,16.955
estimates,1500,2013,16.897
estimates,1500,2014,16.889
estimates,1500,2015,16.922
medium_variant,1500,2015,16.922
medium_variant,1500,2016,16.806
medium_variant,1500,2017,16.749
medium_variant,1500,2018,16.746
medium_variant,1500,2019,16.794
medium_variant,1500,2020,16.887
medium_variant,1500,2021,16.845
medium_variant,1500,2022,16.866
medium_variant,1500,2023,16.924
medium_variant,1500,2024,16.986
medium_variant,1500,2025,17.038
medium_variant,1500,2026,16.919
medium_variant,1500,2027,16.821
medium_variant,1500,2028,16.747
medium_variant,1500,2029,16.702
medium_variant,1500,2030,16.685
medium_variant,1500,2031,16.549
medium_variant,1500,2032,16.458
medium_variant,1500,2033,16.39
medium_variant,1500,2034,16.325
medium_variant,1500,2035,16.249
medium_variant,1500,2036,16.053
medium_variant,1500,2037,15.878
medium_variant,1500,2038,15.715
medium_variant,1500,2039,15.558
medium_variant,1500,2040,15.401
medium_variant,1500,2041,15.156
medium_variant,1500,2042,14.93
medium_variant,1500,2043,14.722
medium_variant,1500,2044,14.534
medium_variant,1500,2045,14.362
medium_variant,1500,2046,14.137
medium_variant,1500,2047,13.944
medium_variant,1500,2048,13.758
medium_variant,1500,2049,13.553
medium_variant,1500,2050,13.32
medium_variant,1500,2051,13.018
medium_variant,1500,2052,12.718
medium_variant,1500,2053,12.425
medium_variant,1500,2054,12.15
medium_variant,1500,2055,11.893
medium_variant,1500,2056,11.62
medium_variant,1500,2057,11.372
medium_variant,1500,2058,11.14
medium_variant,1500,2059,10.912
medium_variant,1500,2060,10.682
medium_variant,1500,2061,10.433
medium_variant,1500,2062,10.197
medium_variant,1500,2063,9.969
medium_variant,1500,2064,9.746
medium_variant,1500,2065,9.525
medium_variant,1500,2066,9.296
medium_variant,1500,2067,9.078
medium_variant,1500,2068,8.87
medium_variant,1500,2069,8.67
medium_variant,1500,2070,8.473
medium_variant,1500,2071,8.276
medium_variant,1500,2072,8.091
medium_variant,1500,2073,7.914
medium_variant,1500,2074,7.743
medium_variant,1500,2075,7.575
medium_variant,1500,2076,7.41
medium_variant,1500,2077,7.254
medium_variant,1500,2078,7.105
medium_variant,1500,2079,6.962
medium_variant,1500,2080,6.823
medium_variant,1500,2081,6.687
medium_variant,1500,2082,6.559
medium_variant,1500,2083,6.436
medium_variant,1500,2084,6.316
medium_variant,1500,2085,6.197
medium_variant,1500,2086,6.082
medium_variant,1500,2087,5.971
medium_variant,1500,2088,5.865
medium_variant,1500,2089,5.761
medium_variant,1500,2090,5.66
medium_variant,1500,2091,5.561
medium_variant,1500,2092,5.467
medium_variant,1500,2093,5.376
medium_variant,1500,2094,5.287
medium_variant,1500,2095,5.199
medium_variant,1500,2096,5.114
medium_variant,1500,2097,5.032
medium_variant,1500,2098,4.951
medium_variant,1500,2099,4.872
medium_variant,1500,2100,4.794
high_variant,1500,2015,17.6139610687142
low_variant,1500,2015,17.6139610687142
constant_fertility,1500,2015,17.6139610687142
instant_replacement,1500,2015,17.6139610687142
zero_migration,1500,2015,17.6139610687142
constant_mortality,1500,2015,17.6139610687142
no_change,1500,2015,17.6139610687142
high_variant,1500,2020,17.548200716165
low_variant,1500,2020,17.548200716165
constant_fertility,1500,2020,17.548200716165
instant_replacement,1500,2020,17.5481338405873
zero_migration,1500,2020,17.596250036978
constant_mortality,1500,2020,17.6933382417351
no_change,1500,2020,17.6933444113192
high_variant,1500,2025,17.7229114946688
low_variant,1500,2025,17.7229114946688
constant_fertility,1500,2025,17.7229114946688
instant_replacement,1500,2025,17.7226831555094
zero_migration,1500,2025,17.822777052601
constant_mortality,1500,2025,18.1499366092161
no_change,1500,2025,18.1499655096989
high_variant,1500,2030,17.3484633601988
low_variant,1500,2030,17.3484633601988
constant_fertility,1500,2030,17.3484633601988
instant_replacement,1500,2030,17.3478390501249
zero_migration,1500,2030,17.4855034550017
constant_mortality,1500,2030,18.144877864507
no_change,1500,2030,18.1449848960349
high_variant,1500,2035,16.9213498105657
low_variant,1500,2035,16.9213498105657
constant_fertility,1500,2035,16.9213498105657
instant_replacement,1500,2035,16.9201897130845
zero_migration,1500,2035,17.0739256193272
constant_mortality,1500,2035,18.1423535018393
no_change,1500,2035,18.1425837171571
high_variant,1500,2040,16.0675791076705
low_variant,1500,2040,16.0675791076705
constant_fertility,1500,2040,16.0675791076705
instant_replacement,1500,2040,16.067085022916
zero_migration,1500,2040,16.2169980428309
constant_mortality,1500,2040,17.6843987835936
no_change,1500,2040,17.6846814275209
high_variant,1500,2045,15.1564615068479
low_variant,1500,2045,14.8439506452887
constant_fertility,1500,2045,15.2429626970826
instant_replacement,1500,2045,13.6461540244272
zero_migration,1500,2045,15.1394017737138
constant_mortality,1500,2045,16.9572951739961
no_change,1500,2045,17.2336183220345
high_variant,1500,2050,14.3536665914279
low_variant,1500,2050,13.6171981430865
constant_fertility,1500,2050,14.6429727531495
instant_replacement,1500,2050,11.7517984579644
zero_migration,1500,2050,14.1084923688446
constant_mortality,1500,2050,16.2646546351083
no_change,1500,2050,17.0366782751599
high_variant,1500,2055,13.0874258231356
low_variant,1500,2055,11.9479334285718
constant_fertility,1500,2055,13.6512691453261
instant_replacement,1500,2055,9.84259065555411
zero_migration,1500,2055,12.6181891556846
constant_mortality,1500,2055,14.9824681688852
no_change,1500,2055,16.3531000234079
high_variant,1500,2060,12.0130528194413
low_variant,1500,2060,10.5680368199607
constant_fertility,1500,2060,12.941564909711
instant_replacement,1500,2060,8.37271148297149
zero_migration,1500,2060,11.3644196529824
constant_mortality,1500,2060,13.919701621204
no_change,1500,2060,15.9762568898613
high_variant,1500,2065,10.9612139492531
low_variant,1500,2065,9.27010480476671
constant_fertility,1500,2065,12.3081304304886
instant_replacement,1500,2065,7.04982678499205
zero_migration,1500,2065,10.1560091013047
constant_mortality,1500,2065,12.804891493543
no_change,1500,2065,15.6119425032819
high_variant,1500,2070,10.0028214320823
low_variant,1500,2070,8.0849835563592
constant_fertility,1500,2070,11.817569465508
instant_replacement,1500,2070,5.85571335616497
zero_migration,1500,2070,9.04376712160762
constant_mortality,1500,2070,11.7134221910448
no_change,1500,2070,15.3565862375597
high_variant,1500,2075,9.20330790508041
low_variant,1500,2075,7.05890410141384
constant_fertility,1500,2075,11.5496001202226
instant_replacement,1500,2075,4.84023884687108
zero_migration,1500,2075,8.10015321903432
constant_mortality,1500,2075,10.7451628655108
no_change,1500,2075,15.3441452429204
high_variant,1500,2080,8.55016092296144
low_variant,1500,2080,6.18443728037358
constant_fertility,1500,2080,11.5082261187971
instant_replacement,1500,2080,4.01287095413453
zero_migration,1500,2080,7.32011470428564
constant_mortality,1500,2080,9.91522727011845
no_change,1500,2080,15.6120715916131
high_variant,1500,2085,8.02480607110455
low_variant,1500,2085,5.44834457338867
constant_fertility,1500,2085,11.6950351610989
instant_replacement,1500,2085,3.35737660221764
zero_migration,1500,2085,6.67861703442403
constant_mortality,1500,2085,9.23596325389072
no_change,1500,2085,16.2116797292768
high_variant,1500,2090,7.39849585590349
low_variant,1500,2090,4.94263871064897
constant_fertility,1500,2090,11.647659919956
instant_replacement,1500,2090,3.69582674434493
zero_migration,1500,2090,6.12203757658766
constant_mortality,1500,2090,8.67749533907209
no_change,1500,2090,16.4422874300567
high_variant,1500,2095,6.80111783195566
low_variant,1500,2095,4.55760570853853
constant_fertility,1500,2095,11.4787290794209
instant_replacement,1500,2095,3.88847629728754
zero_migration,1500,2095,5.64015895827301
constant_mortality,1500,2095,8.21026771470671
no_change,1500,2095,16.4770793508824
high_variant,1500,2100,6.27167691936649
low_variant,1500,2100,4.23303410392111
constant_fertility,1500,2100,11.3005869704749
instant_replacement,1500,2100,3.84109082751885
zero_migration,1500,2100,5.21556854603765
constant_mortality,1500,2100,7.7948510911223
no_change,1500,2100,16.5139190822686
