region,year,variant,age1yearinterval,population
924,1950,estimates,0,1523.179
924,1950,estimates,1,1459.632
924,1950,estimates,2,1402.309
924,1950,estimates,3,1350.839
924,1950,estimates,4,1304.853
924,1950,estimates,5,1263.976
924,1950,estimates,6,1227.84
924,1950,estimates,7,1196.073
924,1950,estimates,8,1168.305
924,1950,estimates,9,1144.164
924,1950,estimates,10,1124.138
924,1950,estimates,11,1108.714
924,1950,estimates,12,1093.225
924,1950,estimates,13,1075.583
924,1950,estimates,14,1057.992
924,1950,estimates,15,1044.098
924,1950,estimates,16,1032.386
924,1950,estimates,17,1028.195
924,1950,estimates,18,1034.297
924,1950,estimates,19,1047.757
924,1950,estimates,20,1060.891
924,1950,estimates,21,1072.87
924,1950,estimates,22,1090.767
924,1950,estimates,23,1116.564
924,1950,estimates,24,1145.656
924,1950,estimates,25,1174.982
924,1950,estimates,26,1209.391
924,1950,estimates,27,1220.732
924,1950,estimates,28,1196.038
924,1950,estimates,29,1149.836
924,1950,estimates,30,1106.861
924,1950,estimates,31,1058.862
924,1950,estimates,32,1035.278
924,1950,estimates,33,1052.205
924,1950,estimates,34,1094.319
924,1950,estimates,35,1130.496
924,1950,estimates,36,1167.302
924,1950,estimates,37,1193.073
924,1950,estimates,38,1198.972
924,1950,estimates,39,1191.364
924,1950,estimates,40,1185.768
924,1950,estimates,41,1179.469
924,1950,estimates,42,1169.507
924,1950,estimates,43,1156.088
924,1950,estimates,44,1139.62
924,1950,estimates,45,1120.674
924,1950,estimates,46,1099.588
924,1950,estimates,47,1076.397
924,1950,estimates,48,1051.323
924,1950,estimates,49,1024.844
924,1950,estimates,50,997.39
924,1950,estimates,51,969.096
924,1950,estimates,52,941.241
924,1950,estimates,53,914.577
924,1950,estimates,54,888.909
924,1950,estimates,55,862.926
924,1950,estimates,56,836.463
924,1950,estimates,57,812.591
924,1950,estimates,58,792.579
924,1950,estimates,59,774.987
924,1950,estimates,60,757.097
924,1950,estimates,61,739.431
924,1950,estimates,62,720.478
924,1950,estimates,63,699.212
924,1950,estimates,64,676.285
924,1950,estimates,65,653.245
924,1950,estimates,66,629.607
924,1950,estimates,67,605.646
924,1950,estimates,68,581.599
924,1950,estimates,69,557.068
924,1950,estimates,70,531.819
924,1950,estimates,71,506.382
924,1950,estimates,72,477.996
924,1950,estimates,73,445.408
924,1950,estimates,74,410.122
924,1950,estimates,75,375.227
924,1950,estimates,76,340.513
924,1950,estimates,77,306.169
924,1950,estimates,78,272.746
924,1950,estimates,79,240.44
924,1950,estimates,80plus,1132.932
924,1951,estimates,0,1286.804
924,1951,estimates,1,1499.112
924,1951,estimates,2,1448.36
924,1951,estimates,3,1399.379
924,1951,estimates,4,1352.5
924,1951,estimates,5,1308.066
924,1951,estimates,6,1265.782
924,1951,estimates,7,1225.345
924,1951,estimates,8,1190.292
924,1951,estimates,9,1162.241
924,1951,estimates,10,1139.617
924,1951,estimates,11,1119.641
924,1951,estimates,12,1103.379
924,1951,estimates,13,1087.568
924,1951,estimates,14,1070.465
924,1951,estimates,15,1053.939
924,1951,estimates,16,1040.956
924,1951,estimates,17,1030.17
924,1951,estimates,18,1026.53
924,1951,estimates,19,1032.568
924,1951,estimates,20,1045.547
924,1951,estimates,21,1058.264
924,1951,estimates,22,1069.83
924,1951,estimates,23,1087.244
924,1951,estimates,24,1112.52
924,1951,estimates,25,1141.073
924,1951,estimates,26,1169.82
924,1951,estimates,27,1203.585
924,1951,estimates,28,1214.474
924,1951,estimates,29,1189.63
924,1951,estimates,30,1143.468
924,1951,estimates,31,1100.503
924,1951,estimates,32,1052.524
924,1951,estimates,33,1028.889
924,1951,estimates,34,1045.624
924,1951,estimates,35,1087.455
924,1951,estimates,36,1123.39
924,1951,estimates,37,1159.99
924,1951,estimates,38,1185.465
924,1951,estimates,39,1190.933
924,1951,estimates,40,1182.829
924,1951,estimates,41,1176.727
924,1951,estimates,42,1169.836
924,1951,estimates,43,1159.576
924,1951,estimates,44,1146.326
924,1951,estimates,45,1130.287
924,1951,estimates,46,1111.71
924,1951,estimates,47,1091.054
924,1951,estimates,48,1067.872
924,1951,estimates,49,1042.133
924,1951,estimates,50,1014.567
924,1951,estimates,51,986.07
924,1951,estimates,52,956.647
924,1951,estimates,53,927.944
924,1951,estimates,54,900.935
924,1951,estimates,55,875.22
924,1951,estimates,56,849.079
924,1951,estimates,57,822.448
924,1951,estimates,58,798.188
924,1951,estimates,59,777.429
924,1951,estimates,60,758.848
924,1951,estimates,61,739.999
924,1951,estimates,62,721.36
924,1951,estimates,63,701.427
924,1951,estimates,64,679.206
924,1951,estimates,65,655.345
924,1951,estimates,66,631.385
924,1951,estimates,67,606.898
924,1951,estimates,68,581.988
924,1951,estimates,69,556.824
924,1951,estimates,70,531.126
924,1951,estimates,71,504.851
924,1951,estimates,72,478.502
924,1951,estimates,73,449.526
924,1951,estimates,74,416.815
924,1951,estimates,75,381.787
924,1951,estimates,76,347.268
924,1951,estimates,77,313.052
