region,year,variant,age1yearinterval,population
954,1950,estimates,0,5.478
954,1950,estimates,1,5.042
954,1950,estimates,2,4.653
954,1950,estimates,3,4.314
954,1950,estimates,4,4.02
954,1950,estimates,5,3.769
954,1950,estimates,6,3.558
954,1950,estimates,7,3.386
954,1950,estimates,8,3.251
954,1950,estimates,9,3.149
954,1950,estimates,10,3.079
954,1950,estimates,11,3.041
954,1950,estimates,12,3.027
954,1950,estimates,13,3.037
954,1950,estimates,14,3.069
954,1950,estimates,15,3.111
954,1950,estimates,16,3.144
954,1950,estimates,17,3.235
954,1950,estimates,18,3.409
954,1950,estimates,19,3.624
954,1950,estimates,20,3.826
954,1950,estimates,21,4.041
954,1950,estimates,22,4.121
954,1950,estimates,23,3.99
954,1950,estimates,24,3.724
954,1950,estimates,25,3.469
954,1950,estimates,26,3.193
954,1950,estimates,27,2.955
954,1950,estimates,28,2.792
954,1950,estimates,29,2.673
954,1950,estimates,30,2.54
954,1950,estimates,31,2.395
954,1950,estimates,32,2.265
954,1950,estimates,33,2.147
954,1950,estimates,34,2.042
954,1950,estimates,35,1.942
954,1950,estimates,36,1.853
954,1950,estimates,37,1.762
954,1950,estimates,38,1.669
954,1950,estimates,39,1.576
954,1950,estimates,40,1.491
954,1950,estimates,41,1.407
954,1950,estimates,42,1.337
954,1950,estimates,43,1.281
954,1950,estimates,44,1.239
954,1950,estimates,45,1.195
954,1950,estimates,46,1.158
954,1950,estimates,47,1.116
954,1950,estimates,48,1.056
954,1950,estimates,49,0.988
954,1950,estimates,50,0.923
954,1950,estimates,51,0.861
954,1950,estimates,52,0.812
954,1950,estimates,53,0.779
954,1950,estimates,54,0.759
954,1950,estimates,55,0.739
954,1950,estimates,56,0.721
954,1950,estimates,57,0.697
954,1950,estimates,58,0.666
954,1950,estimates,59,0.63
954,1950,estimates,60,0.598
954,1950,estimates,61,0.565
954,1950,estimates,62,0.533
954,1950,estimates,63,0.503
954,1950,estimates,64,0.471
954,1950,estimates,65,0.438
954,1950,estimates,66,0.409
954,1950,estimates,67,0.383
954,1950,estimates,68,0.361
954,1950,estimates,69,0.343
954,1950,estimates,70,0.326
954,1950,estimates,71,0.312
954,1950,estimates,72,0.294
954,1950,estimates,73,0.273
954,1950,estimates,74,0.248
954,1950,estimates,75,0.227
954,1950,estimates,76,0.204
954,1950,estimates,77,0.186
954,1950,estimates,78,0.175
954,1950,estimates,79,0.167
954,1950,estimates,80plus,0.853
954,1951,estimates,0,5.713
954,1951,estimates,1,5.324
954,1951,estimates,2,4.924
954,1951,estimates,3,4.571
954,1951,estimates,4,4.261
954,1951,estimates,5,3.993
954,1951,estimates,6,3.764
954,1951,estimates,7,3.572
954,1951,estimates,8,3.418
954,1951,estimates,9,3.293
954,1951,estimates,10,3.197
954,1951,estimates,11,3.133
