region,year,variant,age1yearinterval,population
914,1950,estimates,"Region, subregion, country or area *",Western Africa
914,1950,estimates,0,2624.281
914,1950,estimates,1,2478.561
914,1950,estimates,2,2348.212
914,1950,estimates,3,2232.042
914,1950,estimates,4,2128.855
914,1950,estimates,5,2037.464
914,1950,estimates,6,1956.676
914,1950,estimates,7,1885.297
914,1950,estimates,8,1822.131
914,1950,estimates,9,1765.991
914,1950,estimates,10,1716.636
914,1950,estimates,11,1673.828
914,1950,estimates,12,1631.607
914,1950,estimates,13,1586.869
914,1950,estimates,14,1541.283
914,1950,estimates,15,1499.57
914,1950,estimates,16,1460.73
914,1950,estimates,17,1422.628
914,1950,estimates,18,1384.649
914,1950,estimates,19,1347.124
914,1950,estimates,20,1310.931
914,1950,estimates,21,1275.827
914,1950,estimates,22,1241.601
914,1950,estimates,23,1208.218
914,1950,estimates,24,1175.608
914,1950,estimates,25,1143.665
914,1950,estimates,26,1112.314
914,1950,estimates,27,1081.622
914,1950,estimates,28,1051.586
914,1950,estimates,29,1022.076
914,1950,estimates,30,993.113
914,1950,estimates,31,964.859
914,1950,estimates,32,936.164
914,1950,estimates,33,906.502
914,1950,estimates,34,876.454
914,1950,estimates,35,847.057
914,1950,estimates,36,818.021
914,1950,estimates,37,790.308
914,1950,estimates,38,764.468
914,1950,estimates,39,740.019
914,1950,estimates,40,716.04
914,1950,estimates,41,692.845
914,1950,estimates,42,669.689
914,1950,estimates,43,646.146
914,1950,estimates,44,622.683
914,1950,estimates,45,599.904
914,1950,estimates,46,577.34
914,1950,estimates,47,556.922
914,1950,estimates,48,539.551
914,1950,estimates,49,524.15
914,1950,estimates,50,508.794
914,1950,estimates,51,493.953
914,1950,estimates,52,477.94
914,1950,estimates,53,459.731
914,1950,estimates,54,440.132
914,1950,estimates,55,421.031
914,1950,estimates,56,402.15
914,1950,estimates,57,383.151
914,1950,estimates,58,364.076
914,1950,estimates,59,345.04
914,1950,estimates,60,326.076
914,1950,estimates,61,307.154
914,1950,estimates,62,288.862
914,1950,estimates,63,271.487
914,1950,estimates,64,254.809
914,1950,estimates,65,238.345
914,1950,estimates,66,222.234
914,1950,estimates,67,206.298
914,1950,estimates,68,190.41
914,1950,estimates,69,174.718
914,1950,estimates,70,159.554
914,1950,estimates,71,144.95
914,1950,estimates,72,130.657
914,1950,estimates,73,116.621
914,1950,estimates,74,103.011
914,1950,estimates,75,90.043
914,1950,estimates,76,77.647
914,1950,estimates,77,66.331
914,1950,estimates,78,56.371
914,1950,estimates,79,47.56
914,1950,estimates,80plus,156.626
914,1951,estimates,"Region, subregion, country or area *",Western Africa
914,1951,estimates,0,2666.427
914,1951,estimates,1,2528.501
914,1951,estimates,2,2394.983
914,1951,estimates,3,2276.692
914,1951,estimates,4,2172.18
914,1951,estimates,5,2080.007
914,1951,estimates,6,1999.242
914,1951,estimates,7,1928.954
914,1951,estimates,8,1865.118
914,1951,estimates,9,1805.261
914,1951,estimates,10,1749.481
914,1951,estimates,11,1700.209
914,1951,estimates,12,1656.775
914,1951,estimates,13,1613.85
914,1951,estimates,14,1568.951
914,1951,estimates,15,1523.486
914,1951,estimates,16,1481.277
914,1951,estimates,17,1441.503
914,1951,estimates,18,1402.722
914,1951,estimates,19,1364.581
914,1951,estimates,20,1327.233
914,1951,estimates,21,1291.11
