region,year,variant,age1yearinterval,population
1503,1950,estimates,0,15768.091
1503,1950,estimates,1,14861.961
1503,1950,estimates,2,14091.258
1503,1950,estimates,3,13444.479
1503,1950,estimates,4,12910.115
1503,1950,estimates,5,12476.684
1503,1950,estimates,6,12132.671
1503,1950,estimates,7,11866.597
1503,1950,estimates,8,11666.951
1503,1950,estimates,9,11522.242
1503,1950,estimates,10,11433.487
1503,1950,estimates,11,11401.68
1503,1950,estimates,12,11352.794
1503,1950,estimates,13,11250.309
1503,1950,estimates,14,11120.256
1503,1950,estimates,15,11020.667
1503,1950,estimates,16,10934.523
1503,1950,estimates,17,10877.938
1503,1950,estimates,18,10862.938
1503,1950,estimates,19,10873.994
1503,1950,estimates,20,10871.23
1503,1950,estimates,21,10847.891
1503,1950,estimates,22,10843.808
1503,1950,estimates,23,10870.001
1503,1950,estimates,24,10898.668
1503,1950,estimates,25,10928.473
1503,1950,estimates,26,11004.63
1503,1950,estimates,27,10873.92
1503,1950,estimates,28,10424.556
1503,1950,estimates,29,9793.52
1503,1950,estimates,30,9195.476
1503,1950,estimates,31,8546.614
1503,1950,estimates,32,8192.346
1503,1950,estimates,33,8313.242
1503,1950,estimates,34,8732.14
1503,1950,estimates,35,9098.237
1503,1950,estimates,36,9489.938
1503,1950,estimates,37,9740.031
1503,1950,estimates,38,9732.55
1503,1950,estimates,39,9556.265
1503,1950,estimates,40,9417.943
1503,1950,estimates,41,9278.715
1503,1950,estimates,42,9128.541
1503,1950,estimates,43,8983.916
1503,1950,estimates,44,8837.294
1503,1950,estimates,45,8665.755
1503,1950,estimates,46,8475.231
1503,1950,estimates,47,8277.35
1503,1950,estimates,48,8076.099
1503,1950,estimates,49,7870.679
1503,1950,estimates,50,7659.35
1503,1950,estimates,51,7446.105
1503,1950,estimates,52,7223.435
1503,1950,estimates,53,6988.619
1503,1950,estimates,54,6748.521
1503,1950,estimates,55,6508.597
1503,1950,estimates,56,6262.812
1503,1950,estimates,57,6048.027
1503,1950,estimates,58,5881.567
1503,1950,estimates,59,5745.016
1503,1950,estimates,60,5602.927
1503,1950,estimates,61,5462.738
1503,1950,estimates,62,5305.404
1503,1950,estimates,63,5117.979
1503,1950,estimates,64,4909.584
1503,1950,estimates,65,4703.42
1503,1950,estimates,66,4496.205
1503,1950,estimates,67,4279.656
1503,1950,estimates,68,4052.383
1503,1950,estimates,69,3817.197
1503,1950,estimates,70,3579.968
1503,1950,estimates,71,3341.553
1503,1950,estimates,72,3099.379
1503,1950,estimates,73,2853.416
1503,1950,estimates,74,2606.518
1503,1950,estimates,75,2363.773
1503,1950,estimates,76,2126.834
1503,1950,estimates,77,1894.272
1503,1950,estimates,78,1666.807
1503,1950,estimates,79,1447.64
1503,1951,estimates,0,14799.927
1503,1951,estimates,1,15545.675
1503,1951,estimates,2,14765.753
1503,1951,estimates,3,14077.236
