region,year,variant,age1yearinterval,population
910,1950,estimates,0,2728.188
910,1950,estimates,1,2536.451
910,1950,estimates,2,2367.172
910,1950,estimates,3,2218.653
910,1950,estimates,4,2089.214
910,1950,estimates,5,1977.169
910,1950,estimates,6,1880.823
910,1950,estimates,7,1798.498
910,1950,estimates,8,1728.501
910,1950,estimates,9,1669.145
910,1950,estimates,10,1619.483
910,1950,estimates,11,1578.576
910,1950,estimates,12,1541.015
910,1950,estimates,13,1503.64
910,1950,estimates,14,1466.983
910,1950,estimates,15,1435.017
910,1950,estimates,16,1407.257
910,1950,estimates,17,1375.993
910,1950,estimates,18,1337.874
910,1950,estimates,19,1295.562
910,1950,estimates,20,1255.219
910,1950,estimates,21,1215.771
910,1950,estimates,22,1176.902
910,1950,estimates,23,1139.119
910,1950,estimates,24,1102.307
910,1950,estimates,25,1065.797
910,1950,estimates,26,1029.671
910,1950,estimates,27,995.07
910,1950,estimates,28,962.472
910,1950,estimates,29,931.484
910,1950,estimates,30,901.255
910,1950,estimates,31,871.975
910,1950,estimates,32,843.474
910,1950,estimates,33,815.588
910,1950,estimates,34,788.457
910,1950,estimates,35,762.222
910,1950,estimates,36,736.649
910,1950,estimates,37,712.634
910,1950,estimates,38,690.569
910,1950,estimates,39,669.915
910,1950,estimates,40,649.655
910,1950,estimates,41,629.889
910,1950,estimates,42,610.211
910,1950,estimates,43,590.275
910,1950,estimates,44,570.179
910,1950,estimates,45,550.618
910,1950,estimates,46,531.766
910,1950,estimates,47,511.722
910,1950,estimates,48,489.71
910,1950,estimates,49,466.688
910,1950,estimates,50,444.249
910,1950,estimates,51,421.888
910,1950,estimates,52,401.619
910,1950,estimates,53,384.544
910,1950,estimates,54,369.68
910,1950,estimates,55,354.858
910,1950,estimates,56,340.432
910,1950,estimates,57,326.243
910,1950,estimates,58,311.97
910,1950,estimates,59,297.714
910,1950,estimates,60,283.912
910,1950,estimates,61,270.496
910,1950,estimates,62,256.906
910,1950,estimates,63,242.912
910,1950,estimates,64,228.696
910,1950,estimates,65,214.738
910,1950,estimates,66,201.047
910,1950,estimates,67,187.191
910,1950,estimates,68,173.039
910,1950,estimates,69,158.825
910,1950,estimates,70,144.924
910,1950,estimates,71,131.289
910,1950,estimates,72,118.26
910,1950,estimates,73,106.054
910,1950,estimates,74,94.559
910,1950,estimates,75,83.526
910,1950,estimates,76,73.102
910,1950,estimates,77,63.071
910,1950,estimates,78,53.337
910,1950,estimates,79,44.1
910,1951,estimates,0,2774.452
910,1951,estimates,1,2629.642
910,1951,estimates,2,2454.834
910,1951,estimates,3,2300.474
910,1951,estimates,4,2164.935
910,1951,estimates,5,2046.594
