region,year,variant,age1yearinterval,population
913,1950,estimates,0,504.26
913,1950,estimates,1,483.64
913,1950,estimates,2,464.569
913,1950,estimates,3,446.962
913,1950,estimates,4,430.732
913,1950,estimates,5,415.792
913,1950,estimates,6,402.054
913,1950,estimates,7,389.43
913,1950,estimates,8,377.834
913,1950,estimates,9,367.18
913,1950,estimates,10,357.368
913,1950,estimates,11,348.305
913,1950,estimates,12,339.948
913,1950,estimates,13,332.226
913,1950,estimates,14,325.027
913,1950,estimates,15,318.275
913,1950,estimates,16,311.944
913,1950,estimates,17,305.626
913,1950,estimates,18,299.094
913,1950,estimates,19,292.441
913,1950,estimates,20,286.093
913,1950,estimates,21,280.077
913,1950,estimates,22,273.674
913,1950,estimates,23,266.608
913,1950,estimates,24,259.219
913,1950,estimates,25,251.974
913,1950,estimates,26,244.595
913,1950,estimates,27,238.287
913,1950,estimates,28,233.633
913,1950,estimates,29,229.988
913,1950,estimates,30,226.242
913,1950,estimates,31,222.764
913,1950,estimates,32,218.267
913,1950,estimates,33,212.041
913,1950,estimates,34,204.765
913,1950,estimates,35,197.708
913,1950,estimates,36,190.477
913,1950,estimates,37,184.105
913,1950,estimates,38,179.185
913,1950,estimates,39,175.131
913,1950,estimates,40,170.932
913,1950,estimates,41,166.993
913,1950,estimates,42,162.021
913,1950,estimates,43,155.339
913,1950,estimates,44,147.683
913,1950,estimates,45,140.335
913,1950,estimates,46,132.886
913,1950,estimates,47,126.715
913,1950,estimates,48,122.595
913,1950,estimates,49,119.795
913,1950,estimates,50,116.88
913,1950,estimates,51,114.207
913,1950,estimates,52,111
913,1950,estimates,53,106.751
913,1950,estimates,54,101.898
913,1950,estimates,55,97.301
913,1950,estimates,56,92.688
913,1950,estimates,57,88.653
913,1950,estimates,58,85.541
913,1950,estimates,59,82.979
913,1950,estimates,60,80.332
913,1950,estimates,61,77.83
913,1950,estimates,62,74.679
913,1950,estimates,63,70.455
913,1950,estimates,64,65.583
913,1950,estimates,65,60.858
913,1950,estimates,66,56.046
913,1950,estimates,67,51.793
913,1950,estimates,68,48.472
913,1950,estimates,69,45.734
913,1950,estimates,70,42.964
913,1950,estimates,71,40.416
913,1950,estimates,72,37.327
913,1950,estimates,73,33.302
913,1950,estimates,74,28.787
913,1950,estimates,75,24.55
913,1950,estimates,76,20.337
913,1950,estimates,77,17.053
913,1950,estimates,78,15.194
913,1950,estimates,79,14.291
913,1950,estimates,80plus,96.446
913,1951,estimates,0,561.595
913,1951,estimates,1,498.507
913,1951,estimates,2,477.462
913,1951,estimates,3,458.524
913,1951,estimates,4,441.484
913,1951,estimates,5,426.136
913,1951,estimates,6,412.423
913,1951,estimates,7,400.286
913,1951,estimates,8,388.764
913,1951,estimates,9,377.349
913,1951,estimates,10,366.285
913,1951,estimates,11,356.234
913,1951,estimates,12,346.956
913,1951,estimates,13,338.406
913,1951,estimates,14,330.595
913,1951,estimates,15,323.366
913,1951,estimates,16,316.522
913,1951,estimates,17,310.067
913,1951,estimates,18,303.648
913,1951,estimates,19,297.057
913,1951,estimates,20,290.379
913,1951,estimates,21,284
913,1951,estimates,22,277.954
913,1951,estimates,23,271.544
913,1951,estimates,24,264.494
913,1951,estimates,25,257.137
913,1951,estimates,26,249.929
913,1951,estimates,27,242.594
913,1951,estimates,28,236.317
913,1951,estimates,29,231.676
913,1951,estimates,30,228.029
913,1951,estimates,31,224.286
913,1951,estimates,32,220.811
913,1951,estimates,33,216.319
913,1951,estimates,34,210.109
913,1951,estimates,35,202.852
913,1951,estimates,36,195.809
913,1951,estimates,37,188.595
913,1951,estimates,38,182.234
913,1951,estimates,39,177.314
913,1951,estimates,40,173.253
913,1951,estimates,41,169.048
913,1951,estimates,42,165.098
913,1951,estimates,43,160.122
913,1951,estimates,44,153.45
913,1951,estimates,45,145.807
913,1951,estimates,46,138.468
913,1951,estimates,47,131.028
913,1951,estimates,48,124.85
913,1951,estimates,49,120.692
913,1951,estimates,50,117.836
913,1951,estimates,51,114.863
913,1951,estimates,52,112.128
913,1951,estimates,53,108.86
913,1951,estimates,54,104.564
913,1951,estimates,55,99.67
913,1951,estimates,56,95.027
913,1951,estimates,57,90.375
913,1951,estimates,58,86.28
913,1951,estimates,59,83.085
913,1951,estimates,60,80.426
913,1951,estimates,61,77.689
913,1951,estimates,62,75.094
913,1951,estimates,63,71.881
913,1951,estimates,64,67.641
913,1951,estimates,65,62.783
913,1951,estimates,66,58.076
913,1951,estimates,67,53.305
913,1951,estimates,68,49.066
913,1951,estimates,69,45.716
913,1951,estimates,70,42.931
913,1951,estimates,71,40.13
913,1951,estimates,72,37.544
913,1951,estimates,73,34.499
913,1951,estimates,74,30.633
913,1951,estimates,75,26.351
913,1951,estimates,76,22.342
913,1951,estimates,77,18.374
913,1951,estimates,78,15.277
913,1951,estimates,79,13.502
913,1951,estimates,80plus,95.198
913,1952,estimates,0,607.178
913,1952,estimates,1,555.94
913,1952,estimates,2,491.877
913,1952,estimates,3,470.445
913,1952,estimates,4,451.672
913,1952,estimates,5,435.226
913,1952,estimates,6,420.784
913,1952,estimates,7,408.318
913,1952,estimates,8,397.797
913,1952,estimates,9,387.395
913,1952,estimates,10,376.179
913,1952,estimates,11,364.725
913,1952,estimates,12,354.451
913,1952,estimates,13,344.973
913,1952,estimates,14,336.248
913,1952,estimates,15,328.36
913,1952,estimates,16,321.113
913,1952,estimates,17,314.193
913,1952,estimates,18,307.623
913,1952,estimates,19,301.116
913,1952,estimates,20,294.477
913,1952,estimates,21,287.787
913,1952,estimates,22,281.392
913,1952,estimates,23,275.33
913,1952,estimates,24,268.921
913,1952,estimates,25,261.899
913,1952,estimates,26,254.587
913,1952,estimates,27,247.427
913,1952,estimates,28,240.15
913,1952,estimates,29,233.916
913,1952,estimates,30,229.294
913,1952,estimates,31,225.655
913,1952,estimates,32,221.923
913,1952,estimates,33,218.458
913,1952,estimates,34,213.982
913,1952,estimates,35,207.797
913,1952,estimates,36,200.571
913,1952,estimates,37,193.561
913,1952,estimates,38,186.377
913,1952,estimates,39,180.035
913,1952,estimates,40,175.125
913,1952,estimates,41,171.068
913,1952,estimates,42,166.861
913,1952,estimates,43,162.904
913,1952,estimates,44,157.934
913,1952,estimates,45,151.281
913,1952,estimates,46,143.669
913,1952,estimates,47,136.355
913,1952,estimates,48,128.938
913,1952,estimates,49,122.762
913,1952,estimates,50,118.573
913,1952,estimates,51,115.667
913,1952,estimates,52,112.643
913,1952,estimates,53,109.848
913,1952,estimates,54,106.53
913,1952,estimates,55,102.193
913,1952,estimates,56,97.263
913,1952,estimates,57,92.585
913,1952,estimates,58,87.899
913,1952,estimates,59,83.753
913,1952,estimates,60,80.482
913,1952,estimates,61,77.731
913,1952,estimates,62,74.909
913,1952,estimates,63,72.227
913,1952,estimates,64,68.958
913,1952,estimates,65,64.707
913,1952,estimates,66,59.872
913,1952,estimates,67,55.196
913,1952,estimates,68,50.47
913,1952,estimates,69,46.254
913,1952,estimates,70,42.884
913,1952,estimates,71,40.058
913,1952,estimates,72,37.228
913,1952,estimates,73,34.613
913,1952,estimates,74,31.614
913,1952,estimates,75,27.913
913,1952,estimates,76,23.874
913,1952,estimates,77,20.098
913,1952,estimates,78,16.382
913,1952,estimates,79,13.476
913,1952,estimates,80plus,91.4
913,1953,estimates,0,641.562
913,1953,estimates,1,583.356
913,1953,estimates,2,534.453
913,1953,estimates,3,485.822
913,1953,estimates,4,463.979
913,1953,estimates,5,445.348
913,1953,estimates,6,429.48
913,1953,estimates,7,415.923
913,1953,estimates,8,404.685
913,1953,estimates,9,395.766
913,1953,estimates,10,386.465
913,1953,estimates,11,375.437
913,1953,estimates,12,363.58
913,1953,estimates,13,353.073
913,1953,estimates,14,343.386
913,1953,estimates,15,334.475
913,1953,estimates,16,326.502
913,1953,estimates,17,319.231
913,1953,estimates,18,312.223
913,1953,estimates,19,305.533
913,1953,estimates,20,298.928
913,1953,estimates,21,292.239
913,1953,estimates,22,285.529
913,1953,estimates,23,279.111
913,1953,estimates,24,273.024
913,1953,estimates,25,266.611
913,1953,estimates,26,259.609
913,1953,estimates,27,252.334
913,1953,estimates,28,245.214
913,1953,estimates,29,237.983
913,1953,estimates,30,231.787
913,1953,estimates,31,227.182
913,1953,estimates,32,223.545
913,1953,estimates,33,219.818
913,1953,estimates,34,216.36
913,1953,estimates,35,211.896
913,1953,estimates,36,205.731
913,1953,estimates,37,198.53
913,1953,estimates,38,191.539
913,1953,estimates,39,184.378
913,1953,estimates,40,178.051
913,1953,estimates,41,173.144
913,1953,estimates,42,169.084
913,1953,estimates,43,164.871
913,1953,estimates,44,160.906
913,1953,estimates,45,155.933
913,1953,estimates,46,149.294
913,1953,estimates,47,141.701
913,1953,estimates,48,134.402
913,1953,estimates,49,126.999
913,1953,estimates,50,120.817
913,1953,estimates,51,116.596
913,1953,estimates,52,113.636
913,1953,estimates,53,110.554
913,1953,estimates,54,107.701
913,1953,estimates,55,104.327
913,1953,estimates,56,99.943
913,1953,estimates,57,94.974
913,1953,estimates,58,90.255
913,1953,estimates,59,85.528
913,1953,estimates,60,81.33
913,1953,estimates,61,77.976
913,1953,estimates,62,75.132
913,1953,estimates,63,72.219
913,1953,estimates,64,69.448
913,1953,estimates,65,66.12
913,1953,estimates,66,61.857
