region,year,variant,age1yearinterval,population
906,1950,estimates,0,21952.205
906,1950,estimates,1,20083.177
906,1950,estimates,2,18521.006
906,1950,estimates,3,17238.014
906,1950,estimates,4,16206.52
906,1950,estimates,5,15398.841
906,1950,estimates,6,14787.296
906,1950,estimates,7,14344.211
906,1950,estimates,8,14041.898
906,1950,estimates,9,13852.681
906,1950,estimates,10,13770.213
906,1950,estimates,11,13788.152
906,1950,estimates,12,13772.134
906,1950,estimates,13,13651.807
906,1950,estimates,14,13463.499
906,1950,estimates,15,13321.249
906,1950,estimates,16,13211.074
906,1950,estimates,17,13036.796
906,1950,estimates,18,12764.673
906,1950,estimates,19,12429.456
906,1950,estimates,20,12105.245
906,1950,estimates,21,11783.931
906,1950,estimates,22,11467.975
906,1950,estimates,23,11168.25
906,1950,estimates,24,10886.828
906,1950,estimates,25,10603.837
906,1950,estimates,26,10309.956
906,1950,estimates,27,10095.916
906,1950,estimates,28,10000.655
906,1950,estimates,29,9979.749
906,1950,estimates,30,9951.6
906,1950,estimates,31,9934.651
906,1950,estimates,32,9870.257
906,1950,estimates,33,9721.639
906,1950,estimates,34,9516.267
906,1950,estimates,35,9323.524
906,1950,estimates,36,9135.695
906,1950,estimates,37,8924.871
906,1950,estimates,38,8686.089
906,1950,estimates,39,8431.22
906,1950,estimates,40,8170.714
906,1950,estimates,41,7894.828
906,1950,estimates,42,7662.919
906,1950,estimates,43,7503.163
906,1950,estimates,44,7386.14
906,1950,estimates,45,7262.565
906,1950,estimates,46,7152.255
906,1950,estimates,47,6986.933
906,1950,estimates,48,6730.861
906,1950,estimates,49,6421.696
906,1950,estimates,50,6124.448
906,1950,estimates,51,5816.025
906,1950,estimates,52,5573.593
906,1950,estimates,53,5438.869
906,1950,estimates,54,5370.028
906,1950,estimates,55,5287.939
906,1950,estimates,56,5213.715
906,1950,estimates,57,5091.576
906,1950,estimates,58,4887.474
906,1950,estimates,59,4631.456
906,1950,estimates,60,4384.744
906,1950,estimates,61,4131.657
906,1950,estimates,62,3900.165
906,1950,estimates,63,3709.238
906,1950,estimates,64,3541.454
906,1950,estimates,65,3365.811
906,1950,estimates,66,3194.975
906,1950,estimates,67,2992.097
906,1950,estimates,68,2737.806
906,1950,estimates,69,2453.991
906,1950,estimates,70,2180.521
906,1950,estimates,71,1907.764
906,1950,estimates,72,1666.705
906,1950,estimates,73,1476.27
906,1950,estimates,74,1321.534
906,1950,estimates,75,1169.242
906,1950,estimates,76,1026.767
906,1950,estimates,77,889.554
906,1950,estimates,78,752.245
906,1950,estimates,79,619.418
906,1950,estimates,80plus,1994.044
906,1951,estimates,0,24715.763
906,1951,estimates,1,21578.657
906,1951,estimates,2,19846.035
906,1951,estimates,3,18381.518
906,1951,estimates,4,17163.143
906,1951,estimates,5,16168.96
906,1951,estimates,6,15371.884
906,1951,estimates,7,14744.828
906,1951,estimates,8,14291.484
906,1951,estimates,9,14000.158
906,1951,estimates,10,13833.505
906,1951,estimates,11,13759.85
906,1951,estimates,12,13778.298
906,1951,estimates,13,13761.603
906,1951,estimates,14,13640.563
906,1951,estimates,15,13451.266
906,1951,estimates,16,13306.343
906,1951,estimates,17,13192.072
906,1951,estimates,18,13014.547
906,1951,estimates,19,12741.016
906,1951,estimates,20,12405.541
906,1951,estimates,21,12080.505
906,1951,estimates,22,11758.098
906,1951,estimates,23,11441.193
906,1951,estimates,24,11140.69
906,1951,estimates,25,10858.586
906,1951,estimates,26,10574.826
906,1951,estimates,27,10280.035
906,1951,estimates,28,10065.119
906,1951,estimates,29,9969.067
906,1951,estimates,30,9947.293
906,1951,estimates,31,9918.072
906,1951,estimates,32,9899.965
906,1951,estimates,33,9833.52
906,1951,estimates,34,9681.579
906,1951,estimates,35,9471.991
906,1951,estimates,36,9275.01
906,1951,estimates,37,9082.876
906,1951,estimates,38,8867.444
906,1951,estimates,39,8623.763
906,1951,estimates,40,8363.872
906,1951,estimates,41,8098.31
906,1951,estimates,42,7817.221
906,1951,estimates,43,7580.949
906,1951,estimates,44,7418.147
906,1951,estimates,45,7298.953
906,1951,estimates,46,7172.836
906,1951,estimates,47,7059.461
906,1951,estimates,48,6891.953
906,1951,estimates,49,6635.004
906,1951,estimates,50,6325.433
906,1951,estimates,51,6027.461
906,1951,estimates,52,5718.761
906,1951,estimates,53,5472.23
906,1951,estimates,54,5327.576
906,1951,estimates,55,5245.16
906,1951,estimates,56,5150.08
906,1951,estimates,57,5062.657
906,1951,estimates,58,4929.087
906,1951,estimates,59,4716.751
906,1951,estimates,60,4454.817
906,1951,estimates,61,4202.316
906,1951,estimates,62,3944.142
906,1951,estimates,63,3708.407
906,1951,estimates,64,3513.966
906,1951,estimates,65,3343.669
906,1951,estimates,66,3166.639
906,1951,estimates,67,2995.209
906,1951,estimates,68,2794.427
906,1951,estimates,69,2545.773
906,1951,estimates,70,2270.151
906,1951,estimates,71,2005.593
906,1951,estimates,72,1742.839
906,1951,estimates,73,1511.705
906,1951,estimates,74,1330.358
906,1951,estimates,75,1184.387
906,1951,estimates,76,1041.501
906,1951,estimates,77,908.491
906,1951,estimates,78,782.211
906,1951,estimates,79,657.971
