region,year,variant,age1yearinterval,population
1500,1950,estimates,0,4799.786
1500,1950,estimates,1,4527.154
1500,1950,estimates,2,4285.017
1500,1950,estimates,3,4070.887
1500,1950,estimates,4,3882.281
1500,1950,estimates,5,3716.714
1500,1950,estimates,6,3571.697
1500,1950,estimates,7,3444.753
1500,1950,estimates,8,3333.385
1500,1950,estimates,9,3235.112
1500,1950,estimates,10,3149.581
1500,1950,estimates,11,3076.451
1500,1950,estimates,12,3002.541
1500,1950,estimates,13,2921.092
1500,1950,estimates,14,2836.025
1500,1950,estimates,15,2757.968
1500,1950,estimates,16,2684.707
1500,1950,estimates,17,2612.38
1500,1950,estimates,18,2540.08
1500,1950,estimates,19,2468.296
1500,1950,estimates,20,2398.519
1500,1950,estimates,21,2330.592
1500,1950,estimates,22,2263.226
1500,1950,estimates,23,2195.978
1500,1950,estimates,24,2129.337
1500,1950,estimates,25,2064.216
1500,1950,estimates,26,2000.397
1500,1950,estimates,27,1938.526
1500,1950,estimates,28,1879.006
1500,1950,estimates,29,1821.524
1500,1950,estimates,30,1765.295
1500,1950,estimates,31,1710.387
1500,1950,estimates,32,1657.135
1500,1950,estimates,33,1605.584
1500,1950,estimates,34,1555.584
1500,1950,estimates,35,1506.881
1500,1950,estimates,36,1459.446
1500,1950,estimates,37,1413.204
1500,1950,estimates,38,1368.061
1500,1950,estimates,39,1323.981
1500,1950,estimates,40,1280.812
1500,1950,estimates,41,1238.328
1500,1950,estimates,42,1197.247
1500,1950,estimates,43,1157.815
1500,1950,estimates,44,1119.514
1500,1950,estimates,45,1081.943
1500,1950,estimates,46,1045.634
1500,1950,estimates,47,1007.571
1500,1950,estimates,48,966.352
1500,1950,estimates,49,923.548
1500,1950,estimates,50,881.838
1500,1950,estimates,51,840.355
1500,1950,estimates,52,802.179
1500,1950,estimates,53,769.003
1500,1950,estimates,54,739.236
1500,1950,estimates,55,709.64
1500,1950,estimates,56,680.928
1500,1950,estimates,57,651.815
1500,1950,estimates,58,621.341
1500,1950,estimates,59,590.246
1500,1950,estimates,60,560.004
1500,1950,estimates,61,530.101
1500,1950,estimates,62,501.472
1500,1950,estimates,63,474.664
1500,1950,estimates,64,449.005
1500,1950,estimates,65,423.644
1500,1950,estimates,66,399.195
1500,1950,estimates,67,372.908
1500,1950,estimates,68,343.471
1500,1950,estimates,69,312.387
1500,1950,estimates,70,282.387
1500,1950,estimates,71,252.85
1500,1950,estimates,72,225.783
1500,1950,estimates,73,202.438
1500,1950,estimates,74,181.871
1500,1950,estimates,75,161.928
1500,1950,estimates,76,143.081
1500,1950,estimates,77,125.17
1500,1950,estimates,78,107.911
1500,1950,estimates,79,91.563
1500,1950,estimates,80plus,346.684
1500,1951,estimates,0,4869.086
1500,1951,estimates,1,4623.25
1500,1951,estimates,2,4374.641
1500,1951,estimates,3,4155.39
1500,1951,estimates,4,3962.688
1500,1951,estimates,5,3793.742
1500,1951,estimates,6,3646.563
1500,1951,estimates,7,3519.174
1500,1951,estimates,8,3404.679
1500,1951,estimates,9,3298.644
