region,year,variant,age1yearinterval,population
916,1950,estimates,"Region, subregion, country or area *",Central America
916,1950,estimates,0,1424.165
916,1950,estimates,1,1364.548
916,1950,estimates,2,1306.785
916,1950,estimates,3,1251.042
916,1950,estimates,4,1197.497
916,1950,estimates,5,1146.321
916,1950,estimates,6,1097.683
916,1950,estimates,7,1051.762
916,1950,estimates,8,1008.726
916,1950,estimates,9,968.748
916,1950,estimates,10,930.982
916,1950,estimates,11,894.586
916,1950,estimates,12,864.821
916,1950,estimates,13,843.895
916,1950,estimates,14,828.926
916,1950,estimates,15,814.87
916,1950,estimates,16,802.787
916,1950,estimates,17,788.402
916,1950,estimates,18,769.09
916,1950,estimates,19,746.677
916,1950,estimates,20,725.455
916,1950,estimates,21,704.388
916,1950,estimates,22,683.603
916,1950,estimates,23,663.535
916,1950,estimates,24,643.643
916,1950,estimates,25,623.884
916,1950,estimates,26,605.386
916,1950,estimates,27,582.775
916,1950,estimates,28,553.733
916,1950,estimates,29,521.361
916,1950,estimates,30,490.152
916,1950,estimates,31,458.101
916,1950,estimates,32,434.333
916,1950,estimates,33,423.494
916,1950,estimates,34,420.948
916,1950,estimates,35,417.829
916,1950,estimates,36,416.4
916,1950,estimates,37,410.936
916,1950,estimates,38,397.852
916,1950,estimates,39,380.218
916,1950,estimates,40,364.329
916,1950,estimates,41,348.483
916,1950,estimates,42,335.639
916,1950,estimates,43,327.76
916,1950,estimates,44,322.925
916,1950,estimates,45,317.392
916,1950,estimates,46,312.077
916,1950,estimates,47,304.861
916,1950,estimates,48,294.358
916,1950,estimates,49,281.724
916,1950,estimates,50,269.625
916,1950,estimates,51,257.689
916,1950,estimates,52,245.567
916,1950,estimates,53,233.4
916,1950,estimates,54,221.32
916,1950,estimates,55,209.213
916,1950,estimates,56,196.981
916,1950,estimates,57,185.936
916,1950,estimates,58,176.685
916,1950,estimates,59,168.657
916,1950,estimates,60,160.707
916,1950,estimates,61,153.104
916,1950,estimates,62,145.339
916,1950,estimates,63,137.055
916,1950,estimates,64,128.54
916,1950,estimates,65,120.358
916,1950,estimates,66,112.311
916,1950,estimates,67,104.818
916,1950,estimates,68,98.115
916,1950,estimates,69,91.923
916,1950,estimates,70,85.92
916,1950,estimates,71,80.421
916,1950,estimates,72,74.053
916,1950,estimates,73,66.183
916,1950,estimates,74,57.575
916,1950,estimates,75,49.438
916,1950,estimates,76,41.3
916,1950,estimates,77,35.06
916,1950,estimates,78,31.712
916,1950,estimates,79,30.277
916,1950,estimates,80plus,218.036
916,1951,estimates,"Region, subregion, country or area *",Central America
916,1951,estimates,0,1595.755
916,1951,estimates,1,1406.391
916,1951,estimates,2,1344.262
916,1951,estimates,3,1286.101
916,1951,estimates,4,1231.647
916,1951,estimates,5,1180.64
916,1951,estimates,6,1133.337
916,1951,estimates,7,1089.992
916,1951,estimates,8,1047.773
916,1951,estimates,9,1005.382
916,1951,estimates,10,964.114
916,1951,estimates,11,925.715
916,1951,estimates,12,888.85
916,1951,estimates,13,858.663
916,1951,estimates,14,837.567
916,1951,estimates,15,822.58
916,1951,estimates,16,808.339
916,1951,estimates,17,795.964
916,1951,estimates,18,781.388
916,1951,estimates,19,762.062
916,1951,estimates,20,739.752
