region,year,variant,age1yearinterval,population
926,1950,estimates,0,2648.268
926,1950,estimates,1,2410.337
926,1950,estimates,2,2233.719
926,1950,estimates,3,2111.417
926,1950,estimates,4,2036.429
926,1950,estimates,5,2001.766
926,1950,estimates,6,2000.423
926,1950,estimates,7,2025.406
926,1950,estimates,8,2069.714
926,1950,estimates,9,2126.352
926,1950,estimates,10,2199.348
926,1950,estimates,11,2292.719
926,1950,estimates,12,2344.36
926,1950,estimates,13,2325.228
926,1950,estimates,14,2261.391
926,1950,estimates,15,2207.766
926,1950,estimates,16,2153.134
926,1950,estimates,17,2111.608
926,1950,estimates,18,2095.657
926,1950,estimates,19,2096.64
926,1950,estimates,20,2086.717
926,1950,estimates,21,2063.381
926,1950,estimates,22,2063.314
926,1950,estimates,23,2099.383
926,1950,estimates,24,2151.794
926,1950,estimates,25,2204.722
926,1950,estimates,26,2281.527
926,1950,estimates,27,2264.212
926,1950,estimates,28,2098.925
926,1950,estimates,29,1849.621
926,1950,estimates,30,1619.143
926,1950,estimates,31,1368.982
926,1950,estimates,32,1251.329
926,1950,estimates,33,1346.587
926,1950,estimates,34,1576.232
926,1950,estimates,35,1784.062
926,1950,estimates,36,2004.586
926,1950,estimates,37,2166.262
926,1950,estimates,38,2218.784
926,1950,estimates,39,2200.227
926,1950,estimates,40,2198.645
926,1950,estimates,41,2196.05
926,1950,estimates,42,2192.679
926,1950,estimates,43,2197.333
926,1950,estimates,44,2203.617
926,1950,estimates,45,2197.734
926,1950,estimates,46,2184.123
926,1950,estimates,47,2156.931
926,1950,estimates,48,2112.414
926,1950,estimates,49,2055.397
926,1950,estimates,50,1995.858
926,1950,estimates,51,1933.494
926,1950,estimates,52,1867.93
926,1950,estimates,53,1800.542
926,1950,estimates,54,1732.758
926,1950,estimates,55,1663.196
926,1950,estimates,56,1590.405
926,1950,estimates,57,1530.027
926,1950,estimates,58,1489.168
926,1950,estimates,59,1460.69
926,1950,estimates,60,1430.707
926,1950,estimates,61,1402.423
926,1950,estimates,62,1368.253
926,1950,estimates,63,1323.158
926,1950,estimates,64,1271.096
926,1950,estimates,65,1220.246
926,1950,estimates,66,1167.999
926,1950,estimates,67,1118.773
926,1950,estimates,68,1075.266
926,1950,estimates,69,1034.322
926,1950,estimates,70,991.23
926,1950,estimates,71,948.295
926,1950,estimates,72,896.112
926,1950,estimates,73,829.962
926,1950,estimates,74,754.889
926,1950,estimates,75,681.655
926,1950,estimates,76,609.303
926,1950,estimates,77,537.748
926,1950,estimates,78,468.428
926,1950,estimates,79,402.039
926,1951,estimates,0,2447.667
926,1951,estimates,1,2591.087
926,1951,estimates,2,2392.135
926,1951,estimates,3,2240.136
926,1951,estimates,4,2130.466
926,1951,estimates,5,2058.499
926,1951,estimates,6,2017.257
926,1951,estimates,7,1999.763
926,1951,estimates,8,2013.162
926,1951,estimates,9,2057.54
926,1951,estimates,10,2121.21
926,1951,estimates,11,2196.422
926,1951,estimates,12,2289.548
926,1951,estimates,13,2340.969
926,1951,estimates,14,2321.703
926,1951,estimates,15,2257.774
926,1951,estimates,16,2204.009
926,1951,estimates,17,2149.23
926,1951,estimates,18,2107.435
926,1951,estimates,19,2091.028
926,1951,estimates,20,2091.45
926,1951,estimates,21,2081.012
926,1951,estimates,22,2057.186
926,1951,estimates,23,2056.737
926,1951,estimates,24,2092.591
926,1951,estimates,25,2144.931
926,1951,estimates,26,2197.749
926,1951,estimates,27,2274.341
926,1951,estimates,28,2257.217
926,1951,estimates,29,2092.731
926,1951,estimates,30,1844.551
926,1951,estimates,31,1615.117
926,1951,estimates,32,1366.09
926,1951,estimates,33,1248.829
926,1951,estimates,34,1343.309
926,1951,estimates,35,1571.423
926,1951,estimates,36,1777.788
926,1951,estimates,37,1996.72
926,1951,estimates,38,2157.093
926,1951,estimates,39,2208.89
926,1951,estimates,40,2189.957
926,1951,estimates,41,2187.854
926,1951,estimates,42,2184.71
926,1951,estimates,43,2180.636
926,1951,estimates,44,2184.321
926,1951,estimates,45,2189.472
926,1951,estimates,46,2182.497
926,1951,estimates,47,2167.781
926,1951,estimates,48,2139.588
926,1951,estimates,49,2094.24
926,1951,estimates,50,2036.504
926,1951,estimates,51,1976.188
926,1951,estimates,52,1912.984
926,1951,estimates,53,1846.669
926,1951,estimates,54,1778.659
926,1951,estimates,55,1710.299
926,1951,estimates,56,1640.095
926,1951,estimates,57,1566.644
926,1951,estimates,58,1505.305
926,1951,estimates,59,1463.043
926,1951,estimates,60,1432.847
926,1951,estimates,61,1401.114
926,1951,estimates,62,1371.014
926,1951,estimates,63,1334.967
926,1951,estimates,64,1287.978
926,1951,estimates,65,1233.994
926,1951,estimates,66,1181.279
926,1951,estimates,67,1127.348
926,1951,estimates,68,1076.076
926,1951,estimates,69,1029.937
926,1951,estimates,70,986.134
926,1951,estimates,71,940.514
926,1951,estimates,72,895.265
926,1951,estimates,73,841.668
926,1951,estimates,74,775.397
926,1951,estimates,75,701.22
926,1951,estimates,76,629.069
926,1951,estimates,77,557.968
926,1951,estimates,78,488.684
926,1951,estimates,79,422.924
926,1952,estimates,0,2332.427
926,1952,estimates,1,2330.138
926,1952,estimates,2,2542.287
926,1952,estimates,3,2381.404
926,1952,estimates,4,2253.245
926,1952,estimates,5,2155.551
926,1952,estimates,6,2086.062
926,1952,estimates,7,2037.81
926,1952,estimates,8,2003.815
926,1952,estimates,9,2005.409
926,1952,estimates,10,2049.76
926,1952,estimates,11,2120.467
926,1952,estimates,12,2197.954
926,1952,estimates,13,2290.948
926,1952,estimates,14,2342.273
926,1952,estimates,15,2322.987
926,1952,estimates,16,2259.068
926,1952,estimates,17,2205.293
926,1952,estimates,18,2150.539
926,1952,estimates,19,2108.584
926,1952,estimates,20,2091.744
926,1952,estimates,21,2091.572
926,1952,estimates,22,2080.577
926,1952,estimates,23,2056.168
926,1952,estimates,24,2055.348
926,1952,estimates,25,2091.168
926,1952,estimates,26,2143.699
926,1952,estimates,27,2196.653
926,1952,estimates,28,2273.342
926,1952,estimates,29,2256.382
926,1952,estimates,30,2092.141
926,1952,estimates,31,1844.222
926,1952,estimates,32,1615.023
926,1952,estimates,33,1366.253
926,1952,estimates,34,1248.93
926,1952,estimates,35,1342.869
926,1952,estimates,36,1570.121
926,1952,estimates,37,1775.617
926,1952,estimates,38,1993.591
926,1952,estimates,39,2153.107
926,1952,estimates,40,2204.273
926,1952,estimates,41,2184.828
926,1952,estimates,42,2182.131
926,1952,estimates,43,2178.371
926,1952,estimates,44,2173.542
926,1952,estimates,45,2176.262
926,1952,estimates,46,2180.317
926,1952,estimates,47,2172.256
926,1952,estimates,48,2156.43
926,1952,estimates,49,2127.185
926,1952,estimates,50,2080.909
926,1952,estimates,51,2022.32
926,1952,estimates,52,1961.096
926,1952,estimates,53,1896.919
926,1952,estimates,54,1829.702
926,1952,estimates,55,1760.914
926,1952,estimates,56,1691.822
926,1952,estimates,57,1620.814
926,1952,estimates,58,1546.532
926,1952,estimates,59,1484.099
926,1952,estimates,60,1440.354
926,1952,estimates,61,1408.397
926,1952,estimates,62,1374.871
926,1952,estimates,63,1342.905
926,1952,estimates,64,1304.922
926,1952,estimates,65,1255.951
926,1952,estimates,66,1199.937
926,1952,estimates,67,1145.245
926,1952,estimates,68,1089.529
926,1952,estimates,69,1036.098
926,1952,estimates,70,987.229
926,1952,estimates,71,940.466
926,1952,estimates,72,892.216
926,1952,estimates,73,844.551
926,1952,estimates,74,789.416
926,1952,estimates,75,722.875
926,1952,estimates,76,649.428
926,1952,estimates,77,578.196
926,1952,estimates,78,508.182
926,1952,estimates,79,441.001
926,1953,estimates,0,2277.953
926,1953,estimates,1,2331.839
926,1953,estimates,2,2358.217
926,1953,estimates,3,2492.775
926,1953,estimates,4,2370.105
926,1953,estimates,5,2265.885
926,1953,estimates,6,2180.234
926,1953,estimates,7,2113.266
926,1953,estimates,8,2058.01
926,1953,estimates,9,2007.498
926,1953,estimates,10,1997.272
926,1953,estimates,11,2041.616
926,1953,estimates,12,2119.388
926,1953,estimates,13,2199.165
926,1953,estimates,14,2292.035
926,1953,estimates,15,2343.266
926,1953,estimates,16,2323.955
926,1953,estimates,17,2260.036
926,1953,estimates,18,2206.241
926,1953,estimates,19,2151.496
926,1953,estimates,20,2109.373
926,1953,estimates,21,2092.095
926,1953,estimates,22,2091.33
926,1953,estimates,23,2079.777
926,1953,estimates,24,2054.79
926,1953,estimates,25,2053.596
926,1953,estimates,26,2089.377
926,1953,estimates,27,2142.087
926,1953,estimates,28,2195.17
