continent,variant,freq,year,crudedeathrateper1000population
908,estimates,5yearly,1950,11.157
908,estimates,5yearly,1955,10.175
908,estimates,5yearly,1960,9.702
908,estimates,5yearly,1965,9.892
908,estimates,5yearly,1970,10.182
908,estimates,5yearly,1975,10.498
908,estimates,5yearly,1980,10.768
908,estimates,5yearly,1985,10.63
908,estimates,5yearly,1990,11.208
908,estimates,5yearly,1995,11.531
908,estimates,5yearly,2000,11.632
908,estimates,5yearly,2005,11.292
908,estimates,5yearly,2010,10.931
908,constant_fertility,5yearly,2015,11.211
908,constant_mortality,5yearly,2015,11.875
908,high_variant,5yearly,2015,11.167
908,instant_replacement,5yearly,2015,11.138
908,low_variant,5yearly,2015,11.241
908,medium_variant,5yearly,2015,11.204
908,momentum,5yearly,2015,11.848
908,no_change,5yearly,2015,11.883
908,zero_migration,5yearly,2015,11.243
908,constant_fertility,5yearly,2020,11.433
908,constant_mortality,5yearly,2020,12.604
908,high_variant,5yearly,2020,11.253
908,instant_replacement,5yearly,2020,11.183
908,low_variant,5yearly,2020,11.55
908,medium_variant,5yearly,2020,11.399
908,momentum,5yearly,2020,12.487
908,no_change,5yearly,2020,12.64
908,zero_migration,5yearly,2020,11.513
908,constant_fertility,5yearly,2025,11.688
908,constant_mortality,5yearly,2025,13.273
908,high_variant,5yearly,2025,11.323
908,instant_replacement,5yearly,2025,11.266
908,low_variant,5yearly,2025,11.927
908,medium_variant,5yearly,2025,11.617
908,momentum,5yearly,2025,13.08
908,no_change,5yearly,2025,13.354
908,zero_migration,5yearly,2025,11.81
908,constant_fertility,5yearly,2030,12.056
908,constant_mortality,5yearly,2030,14.011
908,high_variant,5yearly,2030,11.486
908,instant_replacement,5yearly,2030,11.468
908,low_variant,5yearly,2030,12.444
908,medium_variant,5yearly,2030,11.945
908,momentum,5yearly,2030,13.759
908,no_change,5yearly,2030,14.141
908,zero_migration,5yearly,2030,12.234
908,constant_fertility,5yearly,2035,12.543
908,constant_mortality,5yearly,2035,14.803
908,high_variant,5yearly,2035,11.753
908,instant_replacement,5yearly,2035,11.78
908,low_variant,5yearly,2035,13.098
908,medium_variant,5yearly,2035,12.389
908,momentum,5yearly,2035,14.497
908,no_change,5yearly,2035,14.989
908,zero_migration,5yearly,2035,12.789
908,constant_fertility,5yearly,2040,13.025
908,constant_mortality,5yearly,2040,15.486
908,high_variant,5yearly,2040,11.976
908,instant_replacement,5yearly,2040,12.054
908,low_variant,5yearly,2040,13.762
908,medium_variant,5yearly,2040,12.812
908,momentum,5yearly,2040,15.104
908,no_change,5yearly,2040,15.747
908,zero_migration,5yearly,2040,13.332
908,constant_fertility,5yearly,2045,13.429
908,constant_mortality,5yearly,2045,15.948
908,high_variant,5yearly,2045,12.068
908,instant_replacement,5yearly,2045,12.197
908,low_variant,5yearly,2045,14.368
908,medium_variant,5yearly,2045,13.135
