continent,variant,freq,year,crudedeathrateper1000population
905,estimates,5yearly,1950,9.47
905,estimates,5yearly,1955,9.296
905,estimates,5yearly,1960,9.29
905,estimates,5yearly,1965,9.393
905,estimates,5yearly,1970,9.201
905,estimates,5yearly,1975,8.681
905,estimates,5yearly,1980,8.646
905,estimates,5yearly,1985,8.759
905,estimates,5yearly,1990,8.641
905,estimates,5yearly,1995,8.515
905,estimates,5yearly,2000,8.397
905,estimates,5yearly,2005,8.057
905,estimates,5yearly,2010,8.127
905,constant_fertility,5yearly,2015,8.271
905,constant_mortality,5yearly,2015,8.722
905,high_variant,5yearly,2015,8.245
905,instant_replacement,5yearly,2015,8.248
905,low_variant,5yearly,2015,8.296
905,medium_variant,5yearly,2015,8.27
905,momentum,5yearly,2015,8.769
905,no_change,5yearly,2015,8.722
905,zero_migration,5yearly,2015,8.338
905,constant_fertility,5yearly,2020,8.432
905,constant_mortality,5yearly,2020,9.315
905,high_variant,5yearly,2020,8.319
905,instant_replacement,5yearly,2020,8.346
905,low_variant,5yearly,2020,8.54
905,medium_variant,5yearly,2020,8.428
905,momentum,5yearly,2020,9.429
905,no_change,5yearly,2020,9.319
905,zero_migration,5yearly,2020,8.615
905,constant_fertility,5yearly,2025,8.712
905,constant_mortality,5yearly,2025,10.0
905,high_variant,5yearly,2025,8.47
905,instant_replacement,5yearly,2025,8.559
905,low_variant,5yearly,2025,8.94
905,medium_variant,5yearly,2025,8.698
905,momentum,5yearly,2025,10.21
905,no_change,5yearly,2025,10.015
905,zero_migration,5yearly,2025,9.03
905,constant_fertility,5yearly,2030,9.142
905,constant_mortality,5yearly,2030,10.788
905,high_variant,5yearly,2030,8.749
905,instant_replacement,5yearly,2030,8.918
905,low_variant,5yearly,2030,9.516
905,medium_variant,5yearly,2030,9.115
905,momentum,5yearly,2030,11.13
905,no_change,5yearly,2030,10.819
905,zero_migration,5yearly,2030,9.623
905,constant_fertility,5yearly,2035,9.642
905,constant_mortality,5yearly,2035,11.556
905,high_variant,5yearly,2035,9.089
905,instant_replacement,5yearly,2035,9.343
905,low_variant,5yearly,2035,10.175
905,medium_variant,5yearly,2035,9.601
905,momentum,5yearly,2035,12.053
905,no_change,5yearly,2035,11.605
905,zero_migration,5yearly,2035,10.313
905,constant_fertility,5yearly,2040,10.074
905,constant_mortality,5yearly,2040,12.116
905,high_variant,5yearly,2040,9.352
905,instant_replacement,5yearly,2040,9.694
905,low_variant,5yearly,2040,10.78
905,medium_variant,5yearly,2040,10.018
905,momentum,5yearly,2040,12.762
905,no_change,5yearly,2040,12.185
905,zero_migration,5yearly,2040,10.949
905,constant_fertility,5yearly,2045,10.315
905,constant_mortality,5yearly,2045,12.371
905,high_variant,5yearly,2045,9.409
905,instant_replacement,5yearly,2045,9.844
905,low_variant,5yearly,2045,11.21
905,medium_variant,5yearly,2045,10.243
905,momentum,5yearly,2045,13.116
905,no_change,5yearly,2045,12.459
905,zero_migration,5yearly,2045,11.384
905,constant_fertility,5yearly,2050,10.338
905,constant_mortality,5yearly,2050,12.354
905,high_variant,5yearly,2050,9.235
905,instant_replacement,5yearly,2050,9.768
905,low_variant,5yearly,2050,11.436
905,medium_variant,5yearly,2050,10.247
905,momentum,5yearly,2050,13.126
905,no_change,5yearly,2050,12.465
905,zero_migration,5yearly,2050,11.566
905,constant_fertility,5yearly,2055,10.173
905,constant_mortality,5yearly,2055,12.217
905,high_variant,5yearly,2055,8.873
905,instant_replacement,5yearly,2055,9.507
905,low_variant,5yearly,2055,11.477
905,medium_variant,5yearly,2055,10.061
905,momentum,5yearly,2055,12.949
905,no_change,5yearly,2055,12.356
905,zero_migration,5yearly,2055,11.502
905,constant_fertility,5yearly,2060,9.972
905,constant_mortality,5yearly,2060,12.153
905,high_variant,5yearly,2060,8.483
905,instant_replacement,5yearly,2060,9.219
905,low_variant,5yearly,2060,11.485
905,medium_variant,5yearly,2060,9.837
905,momentum,5yearly,2060,12.805
905,no_change,5yearly,2060,12.324
905,zero_migration,5yearly,2060,11.353
905,constant_fertility,5yearly,2065,9.891
905,constant_mortality,5yearly,2065,12.26
905,high_variant,5yearly,2065,8.208
905,instant_replacement,5yearly,2065,9.048
905,low_variant,5yearly,2065,11.632
905,medium_variant,5yearly,2065,9.73
905,momentum,5yearly,2065,12.807
905,no_change,5yearly,2065,12.467
905,zero_migration,5yearly,2065,11.299
905,constant_fertility,5yearly,2070,10.025
905,constant_mortality,5yearly,2070,12.489
905,high_variant,5yearly,2070,8.117
905,instant_replacement,5yearly,2070,9.076
905,low_variant,5yearly,2070,12.042
905,medium_variant,5yearly,2070,9.835
905,momentum,5yearly,2070,12.898
905,no_change,5yearly,2070,12.735
905,zero_migration,5yearly,2070,11.454
905,constant_fertility,5yearly,2075,10.265
905,constant_mortality,5yearly,2075,12.715
905,high_variant,5yearly,2075,8.1
905,instant_replacement,5yearly,2075,9.191
905,low_variant,5yearly,2075,12.608
905,medium_variant,5yearly,2075,10.042
