region,variant,gender,freq,year,lifeexpectancyat15
5501,estimates,female,5yearly,1950,39.9168734193708
5501,estimates,male,5yearly,1950,40.4744033480811
5501,estimates,female,5yearly,1955,41.9421193722341
5501,estimates,male,5yearly,1955,42.6356887367908
5501,estimates,female,5yearly,1960,44.2058180462845
5501,estimates,male,5yearly,1960,44.8731939877725
5501,estimates,female,5yearly,1965,46.7733232253713
5501,estimates,male,5yearly,1965,47.1607705294371
5501,estimates,female,5yearly,1970,49.2397338434101
5501,estimates,male,5yearly,1970,49.1441528248106
5501,estimates,female,5yearly,1975,51.247446415098
5501,estimates,male,5yearly,1975,50.3734032939939
5501,estimates,female,5yearly,1980,52.3064332611695
5501,estimates,male,5yearly,1980,50.3320375718735
5501,estimates,female,5yearly,1985,53.0294219089762
5501,estimates,male,5yearly,1985,51.2581437443144
5501,estimates,female,5yearly,1990,54.5343188122274
5501,estimates,male,5yearly,1990,52.6035993132488
5501,estimates,female,5yearly,1995,55.9266160029337
5501,estimates,male,5yearly,1995,53.5121614445821
5501,estimates,female,5yearly,2000,56.7823127777398
5501,estimates,male,5yearly,2000,54.2672262181423
5501,estimates,female,5yearly,2005,57.6317958887874
5501,estimates,male,5yearly,2005,55.0855194148232
5501,estimates,female,5yearly,2010,59.000924495217
5501,estimates,male,5yearly,2010,55.8690316455137
5501,medium_variant,female,5yearly,2015,59.8149292925418
5501,medium_variant,male,5yearly,2015,56.5170694810245
5501,medium_variant,female,5yearly,2020,60.5216366336347
5501,medium_variant,male,5yearly,2020,57.0574649491997
5501,medium_variant,female,5yearly,2025,61.1652946907189
5501,medium_variant,male,5yearly,2025,57.5435626085417
5501,medium_variant,female,5yearly,2030,61.7928528906056
5501,medium_variant,male,5yearly,2030,58.0270649417161
5501,medium_variant,female,5yearly,2035,62.3955284517593
5501,medium_variant,male,5yearly,2035,58.5013910587436
5501,medium_variant,female,5yearly,2040,63.0348449074085
5501,medium_variant,male,5yearly,2040,59.016986001733
5501,medium_variant,female,5yearly,2045,63.6343771788754
5501,medium_variant,male,5yearly,2045,59.5464306778094
5501,medium_variant,female,5yearly,2050,64.2425335934436
5501,medium_variant,male,5yearly,2050,60.0811904591781
5501,medium_variant,female,5yearly,2055,64.8236575245126
5501,medium_variant,male,5yearly,2055,60.6162304311894
5501,medium_variant,female,5yearly,2060,65.3680773736031
5501,medium_variant,male,5yearly,2060,61.1801372602033
5501,medium_variant,female,5yearly,2065,65.9172269982197
5501,medium_variant,male,5yearly,2065,61.7349700196566
5501,medium_variant,female,5yearly,2070,66.4453766847356
5501,medium_variant,male,5yearly,2070,62.3459184296373
5501,medium_variant,female,5yearly,2075,66.9868464436164
5501,medium_variant,male,5yearly,2075,62.9576807761984
5501,medium_variant,female,5yearly,2080,67.5135905620419
5501,medium_variant,male,5yearly,2080,63.5815479517642
5501,medium_variant,female,5yearly,2085,68.0415280125793
5501,medium_variant,male,5yearly,2085,64.257942099309
5501,medium_variant,female,5yearly,2090,68.5673750441081
5501,medium_variant,male,5yearly,2090,64.9437392722672
5501,medium_variant,female,5yearly,2095,69.1049904561356
5501,medium_variant,male,5yearly,2095,65.6697118830374
