region,variant,gender,freq,year,lifeexpectancyat15
928,estimates,female,5yearly,1950,41.1525258610144
928,estimates,male,5yearly,1950,37.858353741145
928,estimates,female,5yearly,1955,42.447184311115
928,estimates,male,5yearly,1955,39.7761321932798
928,estimates,female,5yearly,1960,43.7120444065836
928,estimates,male,5yearly,1960,40.8117287484916
928,estimates,female,5yearly,1965,46.3129810217879
928,estimates,male,5yearly,1965,42.7988031978139
928,estimates,female,5yearly,1970,48.202960985486
928,estimates,male,5yearly,1970,44.6568794821505
928,estimates,female,5yearly,1975,50.2534146380958
928,estimates,male,5yearly,1975,46.9951705600174
928,estimates,female,5yearly,1980,52.9843480140573
928,estimates,male,5yearly,1980,48.3586526240488
928,estimates,female,5yearly,1985,53.1882458318564
928,estimates,male,5yearly,1985,48.924941825524
928,estimates,female,5yearly,1990,54.3709225413112
928,estimates,male,5yearly,1990,49.7621478852594
928,estimates,female,5yearly,1995,55.0376060840178
928,estimates,male,5yearly,1995,50.8074780277179
928,estimates,female,5yearly,2000,56.0152150792859
928,estimates,male,5yearly,2000,51.8047926684272
928,estimates,female,5yearly,2005,57.224753928688
928,estimates,male,5yearly,2005,52.8670435237095
928,estimates,female,5yearly,2010,57.8901042420952
928,estimates,male,5yearly,2010,53.449405906215
928,medium_variant,female,5yearly,2015,58.4082538222345
928,medium_variant,male,5yearly,2015,53.8547229727255
928,medium_variant,female,5yearly,2020,58.9167294973837
928,medium_variant,male,5yearly,2020,54.2447751969776
928,medium_variant,female,5yearly,2025,59.4092476826433
928,medium_variant,male,5yearly,2025,54.6247307407001
928,medium_variant,female,5yearly,2030,59.897615709984
928,medium_variant,male,5yearly,2030,54.9343469209279
928,medium_variant,female,5yearly,2035,60.3612803082137
928,medium_variant,male,5yearly,2035,55.2591525347072
928,medium_variant,female,5yearly,2040,60.8166855997974
928,medium_variant,male,5yearly,2040,55.5805293806728
928,medium_variant,female,5yearly,2045,61.2596476442445
928,medium_variant,male,5yearly,2045,55.8764601589913
928,medium_variant,female,5yearly,2050,61.6983109754787
928,medium_variant,male,5yearly,2050,56.1829076584466
928,medium_variant,female,5yearly,2055,62.1245228874026
928,medium_variant,male,5yearly,2055,56.4905879376905
928,medium_variant,female,5yearly,2060,62.5649115366669
928,medium_variant,male,5yearly,2060,56.8257245733325
928,medium_variant,female,5yearly,2065,63.0068968526693
928,medium_variant,male,5yearly,2065,57.1653625889028
928,medium_variant,female,5yearly,2070,63.4452546933158
928,medium_variant,male,5yearly,2070,57.5291382353871
928,medium_variant,female,5yearly,2075,63.9031312726054
928,medium_variant,male,5yearly,2075,57.9136972661098
928,medium_variant,female,5yearly,2080,64.3664448278908
928,medium_variant,male,5yearly,2080,58.3667857760666
928,medium_variant,female,5yearly,2085,64.8186309190329
928,medium_variant,male,5yearly,2085,58.8566544318572
928,medium_variant,female,5yearly,2090,65.27930336075
928,medium_variant,male,5yearly,2090,59.3681067557655
928,medium_variant,female,5yearly,2095,65.7670485348853
928,medium_variant,male,5yearly,2095,59.8962329122785
928,estimates,female,5yearly,Regi,Melanesia
928,estimates,male,5yearly,Regi,Melanesia
928,medium_variant,female,5yearly,Regi,Melanesia
928,medium_variant,male,5yearly,Regi,Melanesia
