region,variant,gender,freq,year,lifeexpectancyat15
921,estimates,female,5yearly,1950,40.4227539504219
921,estimates,male,5yearly,1950,40.6854462739198
921,estimates,female,5yearly,1955,42.4642447694119
921,estimates,male,5yearly,1955,42.8359387656229
921,estimates,female,5yearly,1960,44.7299329453486
921,estimates,male,5yearly,1960,45.0471200853124
921,estimates,female,5yearly,1965,47.2865891193932
921,estimates,male,5yearly,1965,47.3063040017215
921,estimates,female,5yearly,1970,49.7100127290869
921,estimates,male,5yearly,1970,49.2529003128647
921,estimates,female,5yearly,1975,51.6592597377147
921,estimates,male,5yearly,1975,50.4515746176781
921,estimates,female,5yearly,1980,52.6960578833032
921,estimates,male,5yearly,1980,50.4397504152331
921,estimates,female,5yearly,1985,53.3950772461898
921,estimates,male,5yearly,1985,51.3629759818648
921,estimates,female,5yearly,1990,54.7700614214541
921,estimates,male,5yearly,1990,52.5895779783971
921,estimates,female,5yearly,1995,56.047488821118
921,estimates,male,5yearly,1995,53.4002082833708
921,estimates,female,5yearly,2000,56.8766802999731
921,estimates,male,5yearly,2000,54.1617617203143
921,estimates,female,5yearly,2005,57.71260584138
921,estimates,male,5yearly,2005,54.9840731669808
921,estimates,female,5yearly,2010,59.0618924316264
921,estimates,male,5yearly,2010,55.8095950567006
921,medium_variant,female,5yearly,2015,59.8663615274916
921,medium_variant,male,5yearly,2015,56.4475958331099
921,medium_variant,female,5yearly,2020,60.5711350276706
921,medium_variant,male,5yearly,2020,56.9867690262123
921,medium_variant,female,5yearly,2025,61.2140832688088
921,medium_variant,male,5yearly,2025,57.4747978064996
921,medium_variant,female,5yearly,2030,61.8406097397252
921,medium_variant,male,5yearly,2030,57.9620084270843
921,medium_variant,female,5yearly,2035,62.4411806681054
921,medium_variant,male,5yearly,2035,58.4384051794877
921,medium_variant,female,5yearly,2040,63.075816743378
921,medium_variant,male,5yearly,2040,58.9545613610376
921,medium_variant,female,5yearly,2045,63.6707250990976
921,medium_variant,male,5yearly,2045,59.4877133351962
921,medium_variant,female,5yearly,2050,64.2771345120665
921,medium_variant,male,5yearly,2050,60.0276711539326
921,medium_variant,female,5yearly,2055,64.8597458929935
921,medium_variant,male,5yearly,2055,60.5680431266214
921,medium_variant,female,5yearly,2060,65.4023721640019
921,medium_variant,male,5yearly,2060,61.1383524332679
921,medium_variant,female,5yearly,2065,65.9498313357527
921,medium_variant,male,5yearly,2065,61.700060459306
921,medium_variant,female,5yearly,2070,66.4807140409977
921,medium_variant,male,5yearly,2070,62.3166704946302
921,medium_variant,female,5yearly,2075,67.0117094313671
921,medium_variant,male,5yearly,2075,62.9365708125791
921,medium_variant,female,5yearly,2080,67.552835022097
921,medium_variant,male,5yearly,2080,63.5697495755676
921,medium_variant,female,5yearly,2085,68.0825735059449
921,medium_variant,male,5yearly,2085,64.253872763864
921,medium_variant,female,5yearly,2090,68.5974857451876
921,medium_variant,male,5yearly,2090,64.9453251103455
921,medium_variant,female,5yearly,2095,69.1489396813918
921,medium_variant,male,5yearly,2095,65.671991153127
921,estimates,female,5yearly,Regi,South-Central Asia
921,estimates,male,5yearly,Regi,South-Central Asia
921,medium_variant,female,5yearly,Regi,South-Central Asia
921,medium_variant,male,5yearly,Regi,South-Central Asia
