region,variant,gender,freq,year,lifeexpectancyat15
926,estimates,female,5yearly,1950,58.6235837122165
926,estimates,male,5yearly,1950,54.7461921982293
926,estimates,female,5yearly,1955,59.8875700871134
926,estimates,male,5yearly,1955,55.0207240127485
926,estimates,female,5yearly,1960,60.6556873776663
926,estimates,male,5yearly,1960,55.2237497009728
926,estimates,female,5yearly,1965,61.0386787521114
926,estimates,male,5yearly,1965,55.148497669028
926,estimates,female,5yearly,1970,61.634883082105
926,estimates,male,5yearly,1970,55.4071813314327
926,estimates,female,5yearly,1975,62.5904174363965
926,estimates,male,5yearly,1975,55.9740846655633
926,estimates,female,5yearly,1980,63.5612694699951
926,estimates,male,5yearly,1980,56.8141115070539
926,estimates,female,5yearly,1985,64.6495423680639
926,estimates,male,5yearly,1985,57.9220012492968
926,estimates,female,5yearly,1990,65.6032073821515
926,estimates,male,5yearly,1990,58.7600180208236
926,estimates,female,5yearly,1995,66.4965719213572
926,estimates,male,5yearly,1995,59.941512965516
926,estimates,female,5yearly,2000,67.4290452727301
926,estimates,male,5yearly,2000,61.326092732728
926,estimates,female,5yearly,2005,68.402469035289
926,estimates,male,5yearly,2005,62.7481377862829
926,estimates,female,5yearly,2010,69.0197863259811
926,estimates,male,5yearly,2010,63.8516905064613
926,medium_variant,female,5yearly,2015,69.6012301646262
926,medium_variant,male,5yearly,2015,64.8137847778937
926,medium_variant,female,5yearly,2020,70.2348703465482
926,medium_variant,male,5yearly,2020,65.7328458067049
926,medium_variant,female,5yearly,2025,70.8675106879385
926,medium_variant,male,5yearly,2025,66.6180699396096
926,medium_variant,female,5yearly,2030,71.48366700189
926,medium_variant,male,5yearly,2030,67.4268339786613
926,medium_variant,female,5yearly,2035,72.0994421766957
926,medium_variant,male,5yearly,2035,68.1518722475155
926,medium_variant,female,5yearly,2040,72.704717701771
926,medium_variant,male,5yearly,2040,68.8023640800727
926,medium_variant,female,5yearly,2045,73.2795843919145
926,medium_variant,male,5yearly,2045,69.3958087733641
926,medium_variant,female,5yearly,2050,73.8700365687466
926,medium_variant,male,5yearly,2050,69.9752889726752
926,medium_variant,female,5yearly,2055,74.4498058364631
926,medium_variant,male,5yearly,2055,70.5575073655529
926,medium_variant,female,5yearly,2060,75.0439289728028
926,medium_variant,male,5yearly,2060,71.135184250002
926,medium_variant,female,5yearly,2065,75.6264802389058
926,medium_variant,male,5yearly,2065,71.7062275007301
926,medium_variant,female,5yearly,2070,76.2128774320967
926,medium_variant,male,5yearly,2070,72.2606302533888
926,medium_variant,female,5yearly,2075,76.7760395906009
926,medium_variant,male,5yearly,2075,72.8322286131135
926,medium_variant,female,5yearly,2080,77.3560845964498
926,medium_variant,male,5yearly,2080,73.3981170068444
926,medium_variant,female,5yearly,2085,77.9601059871288
926,medium_variant,male,5yearly,2085,73.9713453179879
926,medium_variant,female,5yearly,2090,78.5433366479785
926,medium_variant,male,5yearly,2090,74.5410807609952
926,medium_variant,female,5yearly,2095,79.1161449980074
926,medium_variant,male,5yearly,2095,75.0936059413832
926,estimates,female,5yearly,Regi,Western Europe
926,estimates,male,5yearly,Regi,Western Europe
926,medium_variant,female,5yearly,Regi,Western Europe
926,medium_variant,male,5yearly,Regi,Western Europe
