variant,region,year,rateofnaturalincreaseper1000population
estimates,920,1950,22.816
estimates,920,1951,23.307
estimates,920,1952,24.236
estimates,920,1953,25.058
estimates,920,1954,25.773
estimates,920,1955,26.381
estimates,920,1956,26.884
estimates,920,1957,27.284
estimates,920,1958,27.589
estimates,920,1959,27.805
estimates,920,1960,27.946
estimates,920,1961,28.023
estimates,920,1962,28.048
estimates,920,1963,28.033
estimates,920,1964,27.981
estimates,920,1965,27.891
estimates,920,1966,27.75
estimates,920,1967,27.548
estimates,920,1968,27.283
estimates,920,1969,26.961
estimates,920,1970,26.586
estimates,920,1971,26.167
estimates,920,1972,25.72
estimates,920,1973,25.263
estimates,920,1974,24.815
estimates,920,1975,24.405
estimates,920,1976,24.06
estimates,920,1977,23.786
estimates,920,1978,23.578
estimates,920,1979,23.425
estimates,920,1980,23.3
estimates,920,1981,23.168
estimates,920,1982,22.993
estimates,920,1983,22.751
estimates,920,1984,22.432
estimates,920,1985,22.039
estimates,920,1986,21.59
estimates,920,1987,21.113
estimates,920,1988,20.632
estimates,920,1989,20.155
estimates,920,1990,19.676
estimates,920,1991,19.183
estimates,920,1992,18.664
estimates,920,1993,18.119
estimates,920,1994,17.558
estimates,920,1995,17.003
estimates,920,1996,16.481
estimates,920,1997,16.013
estimates,920,1998,15.614
estimates,920,1999,15.285
estimates,920,2000,15.024
estimates,920,2001,14.816
estimates,920,2002,14.638
estimates,920,2003,14.467
estimates,920,2004,14.293
estimates,920,2005,14.109
estimates,920,2006,13.916
estimates,920,2007,13.718
estimates,920,2008,13.518
estimates,920,2009,13.313
estimates,920,2010,13.098
estimates,920,2011,12.868
estimates,920,2012,12.62
estimates,920,2013,12.355
estimates,920,2014,12.072
estimates,920,2015,11.776
medium_variant,920,2015,11.776
medium_variant,920,2016,11.471
medium_variant,920,2017,11.164
medium_variant,920,2018,10.859
medium_variant,920,2019,10.559
medium_variant,920,2020,10.264
medium_variant,920,2021,9.973
medium_variant,920,2022,9.682
medium_variant,920,2023,9.39
medium_variant,920,2024,9.096
medium_variant,920,2025,8.801
medium_variant,920,2026,8.506
medium_variant,920,2027,8.212
medium_variant,920,2028,7.921
medium_variant,920,2029,7.634
medium_variant,920,2030,7.351
medium_variant,920,2031,7.074
medium_variant,920,2032,6.802
medium_variant,920,2033,6.535
medium_variant,920,2034,6.273
medium_variant,920,2035,6.017
medium_variant,920,2036,5.767
medium_variant,920,2037,5.523
medium_variant,920,2038,5.284
medium_variant,920,2039,5.051
medium_variant,920,2040,4.821
medium_variant,920,2041,4.596
medium_variant,920,2042,4.375
medium_variant,920,2043,4.157
medium_variant,920,2044,3.941
medium_variant,920,2045,3.728
medium_variant,920,2046,3.518
medium_variant,920,2047,3.311
medium_variant,920,2048,3.108
medium_variant,920,2049,2.908
medium_variant,920,2050,2.711
medium_variant,920,2051,2.519
medium_variant,920,2052,2.329
medium_variant,920,2053,2.143
medium_variant,920,2054,1.961
medium_variant,920,2055,1.784
medium_variant,920,2056,1.61
medium_variant,920,2057,1.441
medium_variant,920,2058,1.278
medium_variant,920,2059,1.119
medium_variant,920,2060,0.966
medium_variant,920,2061,0.818
medium_variant,920,2062,0.675
medium_variant,920,2063,0.538
medium_variant,920,2064,0.405
medium_variant,920,2065,0.277
medium_variant,920,2066,0.154
medium_variant,920,2067,0.034
medium_variant,920,2068,-0.081
medium_variant,920,2069,-0.192
medium_variant,920,2070,-0.3
medium_variant,920,2071,-0.404
medium_variant,920,2072,-0.506
medium_variant,920,2073,-0.605
medium_variant,920,2074,-0.701
medium_variant,920,2075,-0.794
medium_variant,920,2076,-0.884
medium_variant,920,2077,-0.972
medium_variant,920,2078,-1.056
medium_variant,920,2079,-1.137
medium_variant,920,2080,-1.215
medium_variant,920,2081,-1.29
medium_variant,920,2082,-1.36
medium_variant,920,2083,-1.427
medium_variant,920,2084,-1.491
medium_variant,920,2085,-1.55
medium_variant,920,2086,-1.607
medium_variant,920,2087,-1.661
medium_variant,920,2088,-1.712
medium_variant,920,2089,-1.761
medium_variant,920,2090,-1.807
medium_variant,920,2091,-1.851
medium_variant,920,2092,-1.893
medium_variant,920,2093,-1.932
medium_variant,920,2094,-1.969
medium_variant,920,2095,-2.003
medium_variant,920,2096,-2.035
medium_variant,920,2097,-2.064
medium_variant,920,2098,-2.09
medium_variant,920,2099,-2.114
