variant,region,year,rateofnaturalincreaseper1000population
estimates,948,1950,19.66
estimates,948,1951,20.01
estimates,948,1952,20.686
estimates,948,1953,21.312
estimates,948,1954,21.887
estimates,948,1955,22.411
estimates,948,1956,22.885
estimates,948,1957,23.309
estimates,948,1958,23.683
estimates,948,1959,24.007
estimates,948,1960,24.283
estimates,948,1961,24.512
estimates,948,1962,24.697
estimates,948,1963,24.841
estimates,948,1964,24.951
estimates,948,1965,25.029
estimates,948,1966,25.08
estimates,948,1967,25.105
estimates,948,1968,25.111
estimates,948,1969,25.102
estimates,948,1970,25.083
estimates,948,1971,25.058
estimates,948,1972,25.028
estimates,948,1973,24.994
estimates,948,1974,24.96
estimates,948,1975,24.932
estimates,948,1976,24.916
estimates,948,1977,24.912
estimates,948,1978,24.913
estimates,948,1979,24.913
estimates,948,1980,24.898
estimates,948,1981,24.854
estimates,948,1982,24.769
estimates,948,1983,24.635
estimates,948,1984,24.446
estimates,948,1985,24.203
estimates,948,1986,23.908
estimates,948,1987,23.573
estimates,948,1988,23.211
estimates,948,1989,22.831
estimates,948,1990,22.441
estimates,948,1991,22.048
estimates,948,1992,21.656
estimates,948,1993,21.27
estimates,948,1994,20.896
estimates,948,1995,20.538
estimates,948,1996,20.199
estimates,948,1997,19.877
estimates,948,1998,19.572
estimates,948,1999,19.286
estimates,948,2000,19.021
estimates,948,2001,18.781
estimates,948,2002,18.564
estimates,948,2003,18.369
estimates,948,2004,18.192
estimates,948,2005,18.029
estimates,948,2006,17.875
estimates,948,2007,17.725
estimates,948,2008,17.573
estimates,948,2009,17.414
estimates,948,2010,17.243
estimates,948,2011,17.056
estimates,948,2012,16.854
estimates,948,2013,16.638
estimates,948,2014,16.409
estimates,948,2015,16.167
medium_variant,948,2015,16.167
medium_variant,948,2016,15.914
medium_variant,948,2017,15.653
medium_variant,948,2018,15.39
medium_variant,948,2019,15.125
medium_variant,948,2020,14.861
medium_variant,948,2021,14.6
medium_variant,948,2022,14.342
medium_variant,948,2023,14.087
medium_variant,948,2024,13.836
medium_variant,948,2025,13.59
medium_variant,948,2026,13.35
medium_variant,948,2027,13.114
medium_variant,948,2028,12.883
medium_variant,948,2029,12.656
medium_variant,948,2030,12.433
medium_variant,948,2031,12.213
medium_variant,948,2032,11.997
medium_variant,948,2033,11.784
medium_variant,948,2034,11.573
medium_variant,948,2035,11.364
medium_variant,948,2036,11.158
medium_variant,948,2037,10.954
medium_variant,948,2038,10.754
medium_variant,948,2039,10.555
medium_variant,948,2040,10.359
medium_variant,948,2041,10.164
medium_variant,948,2042,9.97
medium_variant,948,2043,9.777
medium_variant,948,2044,9.584
medium_variant,948,2045,9.392
medium_variant,948,2046,9.2
medium_variant,948,2047,9.007
medium_variant,948,2048,8.816
medium_variant,948,2049,8.625
medium_variant,948,2050,8.434
medium_variant,948,2051,8.245
medium_variant,948,2052,8.056
medium_variant,948,2053,7.868
medium_variant,948,2054,7.682
medium_variant,948,2055,7.499
medium_variant,948,2056,7.318
medium_variant,948,2057,7.139
medium_variant,948,2058,6.965
medium_variant,948,2059,6.793
medium_variant,948,2060,6.625
medium_variant,948,2061,6.46
medium_variant,948,2062,6.299
medium_variant,948,2063,6.14
medium_variant,948,2064,5.984
medium_variant,948,2065,5.831
medium_variant,948,2066,5.68
medium_variant,948,2067,5.532
medium_variant,948,2068,5.387
medium_variant,948,2069,5.244
medium_variant,948,2070,5.103
medium_variant,948,2071,4.965
medium_variant,948,2072,4.83
medium_variant,948,2073,4.696
medium_variant,948,2074,4.565
medium_variant,948,2075,4.435
medium_variant,948,2076,4.308
medium_variant,948,2077,4.183
medium_variant,948,2078,4.06
medium_variant,948,2079,3.94
medium_variant,948,2080,3.822
medium_variant,948,2081,3.706
medium_variant,948,2082,3.592
medium_variant,948,2083,3.48
medium_variant,948,2084,3.37
medium_variant,948,2085,3.262
medium_variant,948,2086,3.155
medium_variant,948,2087,3.049
medium_variant,948,2088,2.944
medium_variant,948,2089,2.841
medium_variant,948,2090,2.739
medium_variant,948,2091,2.638
medium_variant,948,2092,2.538
medium_variant,948,2093,2.441
medium_variant,948,2094,2.345
medium_variant,948,2095,2.251
medium_variant,948,2096,2.159
medium_variant,948,2097,2.069
medium_variant,948,2098,1.98
medium_variant,948,2099,1.894
