variant,region,year,rateofnaturalincreaseper1000population
estimates,901,1950,11.545
estimates,901,1951,11.632
estimates,901,1952,11.779
estimates,901,1953,11.875
estimates,901,1954,11.919
estimates,901,1955,11.911
estimates,901,1956,11.85
estimates,901,1957,11.736
estimates,901,1958,11.567
estimates,901,1959,11.342
estimates,901,1960,11.058
estimates,901,1961,10.717
estimates,901,1962,10.322
estimates,901,1963,9.882
estimates,901,1964,9.414
estimates,901,1965,8.938
estimates,901,1966,8.479
estimates,901,1967,8.051
estimates,901,1968,7.667
estimates,901,1969,7.331
estimates,901,1970,7.041
estimates,901,1971,6.785
estimates,901,1972,6.545
estimates,901,1973,6.307
estimates,901,1974,6.068
estimates,901,1975,5.832
estimates,901,1976,5.605
estimates,901,1977,5.398
estimates,901,1978,5.217
estimates,901,1979,5.062
estimates,901,1980,4.936
estimates,901,1981,4.84
estimates,901,1982,4.766
estimates,901,1983,4.701
estimates,901,1984,4.634
estimates,901,1985,4.543
estimates,901,1986,4.407
estimates,901,1987,4.216
estimates,901,1988,3.967
estimates,901,1989,3.662
estimates,901,1990,3.31
estimates,901,1991,2.927
estimates,901,1992,2.537
estimates,901,1993,2.162
estimates,901,1994,1.818
estimates,901,1995,1.517
estimates,901,1996,1.266
estimates,901,1997,1.06
estimates,901,1998,0.896
estimates,901,1999,0.778
estimates,901,2000,0.708
estimates,901,2001,0.693
estimates,901,2002,0.728
estimates,901,2003,0.802
estimates,901,2004,0.904
estimates,901,2005,1.019
estimates,901,2006,1.129
estimates,901,2007,1.222
estimates,901,2008,1.285
estimates,901,2009,1.314
estimates,901,2010,1.303
estimates,901,2011,1.257
estimates,901,2012,1.186
estimates,901,2013,1.101
estimates,901,2014,1.007
estimates,901,2015,0.907
medium_variant,901,2015,0.907
medium_variant,901,2016,0.806
medium_variant,901,2017,0.703
medium_variant,901,2018,0.599
medium_variant,901,2019,0.495
medium_variant,901,2020,0.392
medium_variant,901,2021,0.287
medium_variant,901,2022,0.178
medium_variant,901,2023,0.065
medium_variant,901,2024,-0.051
medium_variant,901,2025,-0.171
medium_variant,901,2026,-0.294
medium_variant,901,2027,-0.417
medium_variant,901,2028,-0.538
medium_variant,901,2029,-0.657
medium_variant,901,2030,-0.771
medium_variant,901,2031,-0.879
medium_variant,901,2032,-0.981
medium_variant,901,2033,-1.078
medium_variant,901,2034,-1.167
medium_variant,901,2035,-1.25
medium_variant,901,2036,-1.325
medium_variant,901,2037,-1.394
medium_variant,901,2038,-1.457
medium_variant,901,2039,-1.514
medium_variant,901,2040,-1.567
medium_variant,901,2041,-1.615
medium_variant,901,2042,-1.659
medium_variant,901,2043,-1.7
medium_variant,901,2044,-1.738
medium_variant,901,2045,-1.773
medium_variant,901,2046,-1.806
medium_variant,901,2047,-1.837
medium_variant,901,2048,-1.864
medium_variant,901,2049,-1.89
medium_variant,901,2050,-1.913
medium_variant,901,2051,-1.935
medium_variant,901,2052,-1.955
medium_variant,901,2053,-1.974
medium_variant,901,2054,-1.991
medium_variant,901,2055,-2.006
medium_variant,901,2056,-2.019
medium_variant,901,2057,-2.03
medium_variant,901,2058,-2.036
medium_variant,901,2059,-2.039
medium_variant,901,2060,-2.038
medium_variant,901,2061,-2.031
medium_variant,901,2062,-2.019
medium_variant,901,2063,-2.002
medium_variant,901,2064,-1.98
medium_variant,901,2065,-1.953
medium_variant,901,2066,-1.923
medium_variant,901,2067,-1.889
medium_variant,901,2068,-1.852
medium_variant,901,2069,-1.814
medium_variant,901,2070,-1.774
medium_variant,901,2071,-1.732
medium_variant,901,2072,-1.689
medium_variant,901,2073,-1.643
medium_variant,901,2074,-1.597
medium_variant,901,2075,-1.55
medium_variant,901,2076,-1.503
medium_variant,901,2077,-1.457
medium_variant,901,2078,-1.413
medium_variant,901,2079,-1.37
medium_variant,901,2080,-1.329
medium_variant,901,2081,-1.289
medium_variant,901,2082,-1.251
medium_variant,901,2083,-1.214
medium_variant,901,2084,-1.179
medium_variant,901,2085,-1.145
medium_variant,901,2086,-1.113
medium_variant,901,2087,-1.083
medium_variant,901,2088,-1.055
medium_variant,901,2089,-1.03
medium_variant,901,2090,-1.008
medium_variant,901,2091,-0.989
medium_variant,901,2092,-0.974
medium_variant,901,2093,-0.963
medium_variant,901,2094,-0.956
medium_variant,901,2095,-0.953
medium_variant,901,2096,-0.953
medium_variant,901,2097,-0.958
medium_variant,901,2098,-0.967
medium_variant,901,2099,-0.981
