variant,region,year,rateofnaturalincreaseper1000population
estimates,5500,1950,19.68
estimates,5500,1951,20.327
estimates,5500,1952,21.568
estimates,5500,1953,22.703
estimates,5500,1954,23.732
estimates,5500,1955,24.653
estimates,5500,1956,25.458
estimates,5500,1957,26.139
estimates,5500,1958,26.68
estimates,5500,1959,27.051
estimates,5500,1960,27.222
estimates,5500,1961,27.168
estimates,5500,1962,26.876
estimates,5500,1963,26.361
estimates,5500,1964,25.67
estimates,5500,1965,24.884
estimates,5500,1966,24.099
estimates,5500,1967,23.4
estimates,5500,1968,22.852
estimates,5500,1969,22.485
estimates,5500,1970,22.298
estimates,5500,1971,22.254
estimates,5500,1972,22.28
estimates,5500,1973,22.319
estimates,5500,1974,22.356
estimates,5500,1975,22.39
estimates,5500,1976,22.439
estimates,5500,1977,22.529
estimates,5500,1978,22.675
estimates,5500,1979,22.873
estimates,5500,1980,23.125
estimates,5500,1981,23.433
estimates,5500,1982,23.775
estimates,5500,1983,24.116
estimates,5500,1984,24.418
estimates,5500,1985,24.628
estimates,5500,1986,24.695
estimates,5500,1987,24.589
estimates,5500,1988,24.293
estimates,5500,1989,23.799
estimates,5500,1990,23.1
estimates,5500,1991,22.198
estimates,5500,1992,21.143
estimates,5500,1993,19.992
estimates,5500,1994,18.801
estimates,5500,1995,17.625
estimates,5500,1996,16.511
estimates,5500,1997,15.496
estimates,5500,1998,14.618
estimates,5500,1999,13.915
estimates,5500,2000,13.43
estimates,5500,2001,13.192
estimates,5500,2002,13.182
estimates,5500,2003,13.367
estimates,5500,2004,13.716
estimates,5500,2005,14.197
estimates,5500,2006,14.774
estimates,5500,2007,15.395
estimates,5500,2008,16.002
estimates,5500,2009,16.543
estimates,5500,2010,16.963
estimates,5500,2011,17.217
estimates,5500,2012,17.303
estimates,5500,2013,17.227
estimates,5500,2014,16.993
estimates,5500,2015,16.612
medium_variant,5500,2015,16.612
medium_variant,5500,2016,16.112
medium_variant,5500,2017,15.535
medium_variant,5500,2018,14.925
medium_variant,5500,2019,14.308
medium_variant,5500,2020,13.707
medium_variant,5500,2021,13.128
medium_variant,5500,2022,12.568
medium_variant,5500,2023,12.026
medium_variant,5500,2024,11.513
medium_variant,5500,2025,11.037
medium_variant,5500,2026,10.606
medium_variant,5500,2027,10.219
medium_variant,5500,2028,9.875
medium_variant,5500,2029,9.575
medium_variant,5500,2030,9.317
medium_variant,5500,2031,9.1
medium_variant,5500,2032,8.918
medium_variant,5500,2033,8.761
medium_variant,5500,2034,8.623
medium_variant,5500,2035,8.496
medium_variant,5500,2036,8.376
medium_variant,5500,2037,8.259
medium_variant,5500,2038,8.139
medium_variant,5500,2039,8.011
medium_variant,5500,2040,7.869
medium_variant,5500,2041,7.708
medium_variant,5500,2042,7.529
medium_variant,5500,2043,7.333
medium_variant,5500,2044,7.118
medium_variant,5500,2045,6.885
medium_variant,5500,2046,6.635
medium_variant,5500,2047,6.369
medium_variant,5500,2048,6.093
medium_variant,5500,2049,5.811
medium_variant,5500,2050,5.526
medium_variant,5500,2051,5.241
medium_variant,5500,2052,4.957
medium_variant,5500,2053,4.678
medium_variant,5500,2054,4.408
medium_variant,5500,2055,4.15
medium_variant,5500,2056,3.906
medium_variant,5500,2057,3.676
medium_variant,5500,2058,3.46
medium_variant,5500,2059,3.259
medium_variant,5500,2060,3.074
medium_variant,5500,2061,2.905
medium_variant,5500,2062,2.751
medium_variant,5500,2063,2.609
medium_variant,5500,2064,2.478
medium_variant,5500,2065,2.355
medium_variant,5500,2066,2.241
medium_variant,5500,2067,2.132
medium_variant,5500,2068,2.027
medium_variant,5500,2069,1.925
medium_variant,5500,2070,1.825
medium_variant,5500,2071,1.725
medium_variant,5500,2072,1.627
medium_variant,5500,2073,1.53
medium_variant,5500,2074,1.434
medium_variant,5500,2075,1.337
medium_variant,5500,2076,1.242
medium_variant,5500,2077,1.146
medium_variant,5500,2078,1.051
medium_variant,5500,2079,0.955
medium_variant,5500,2080,0.86
medium_variant,5500,2081,0.764
medium_variant,5500,2082,0.669
medium_variant,5500,2083,0.574
medium_variant,5500,2084,0.478
medium_variant,5500,2085,0.383
medium_variant,5500,2086,0.286
medium_variant,5500,2087,0.19
medium_variant,5500,2088,0.092
medium_variant,5500,2089,-0.006
medium_variant,5500,2090,-0.105
medium_variant,5500,2091,-0.204
medium_variant,5500,2092,-0.305
medium_variant,5500,2093,-0.406
medium_variant,5500,2094,-0.508
medium_variant,5500,2095,-0.61
medium_variant,5500,2096,-0.714
medium_variant,5500,2097,-0.817
medium_variant,5500,2098,-0.922
medium_variant,5500,2099,-1.027
