variant,region,year,rateofnaturalincreaseper1000population
estimates,957,1950,32.182
estimates,957,1951,32.41
estimates,957,1952,32.836
estimates,957,1953,33.198
estimates,957,1954,33.498
estimates,957,1955,33.736
estimates,957,1956,33.909
estimates,957,1957,34.017
estimates,957,1958,34.058
estimates,957,1959,34.027
estimates,957,1960,33.921
estimates,957,1961,33.736
estimates,957,1962,33.469
estimates,957,1963,33.124
estimates,957,1964,32.707
estimates,957,1965,32.218
estimates,957,1966,31.658
estimates,957,1967,31.038
estimates,957,1968,30.381
estimates,957,1969,29.71
estimates,957,1970,29.055
estimates,957,1971,28.445
estimates,957,1972,27.898
estimates,957,1973,27.429
estimates,957,1974,27.049
estimates,957,1975,26.766
estimates,957,1976,26.581
estimates,957,1977,26.473
estimates,957,1978,26.42
estimates,957,1979,26.405
estimates,957,1980,26.413
estimates,957,1981,26.431
estimates,957,1982,26.447
estimates,957,1983,26.446
estimates,957,1984,26.409
estimates,957,1985,26.319
estimates,957,1986,26.161
estimates,957,1987,25.935
estimates,957,1988,25.643
estimates,957,1989,25.287
estimates,957,1990,24.868
estimates,957,1991,24.394
estimates,957,1992,23.879
estimates,957,1993,23.341
estimates,957,1994,22.794
estimates,957,1995,22.251
estimates,957,1996,21.726
estimates,957,1997,21.222
estimates,957,1998,20.745
estimates,957,1999,20.3
estimates,957,2000,19.894
estimates,957,2001,19.531
estimates,957,2002,19.204
estimates,957,2003,18.905
estimates,957,2004,18.624
estimates,957,2005,18.35
estimates,957,2006,18.067
estimates,957,2007,17.767
estimates,957,2008,17.445
estimates,957,2009,17.098
estimates,957,2010,16.73
estimates,957,2011,16.348
estimates,957,2012,15.964
estimates,957,2013,15.59
estimates,957,2014,15.233
estimates,957,2015,14.899
medium_variant,957,2015,14.899
medium_variant,957,2016,14.589
medium_variant,957,2017,14.302
medium_variant,957,2018,14.034
medium_variant,957,2019,13.785
medium_variant,957,2020,13.555
medium_variant,957,2021,13.341
medium_variant,957,2022,13.142
medium_variant,957,2023,12.953
medium_variant,957,2024,12.772
medium_variant,957,2025,12.596
medium_variant,957,2026,12.424
medium_variant,957,2027,12.254
medium_variant,957,2028,12.086
medium_variant,957,2029,11.915
medium_variant,957,2030,11.74
medium_variant,957,2031,11.557
medium_variant,957,2032,11.366
medium_variant,957,2033,11.166
medium_variant,957,2034,10.955
medium_variant,957,2035,10.732
medium_variant,957,2036,10.496
medium_variant,957,2037,10.248
medium_variant,957,2038,9.989
medium_variant,957,2039,9.722
medium_variant,957,2040,9.447
medium_variant,957,2041,9.167
medium_variant,957,2042,8.883
medium_variant,957,2043,8.598
medium_variant,957,2044,8.317
medium_variant,957,2045,8.04
medium_variant,957,2046,7.771
medium_variant,957,2047,7.511
medium_variant,957,2048,7.261
medium_variant,957,2049,7.023
medium_variant,957,2050,6.8
medium_variant,957,2051,6.594
medium_variant,957,2052,6.406
medium_variant,957,2053,6.233
medium_variant,957,2054,6.075
medium_variant,957,2055,5.931
medium_variant,957,2056,5.801
medium_variant,957,2057,5.682
medium_variant,957,2058,5.569
medium_variant,957,2059,5.462
medium_variant,957,2060,5.356
medium_variant,957,2061,5.251
medium_variant,957,2062,5.145
medium_variant,957,2063,5.036
medium_variant,957,2064,4.923
medium_variant,957,2065,4.803
medium_variant,957,2066,4.675
medium_variant,957,2067,4.539
medium_variant,957,2068,4.395
medium_variant,957,2069,4.243
medium_variant,957,2070,4.082
medium_variant,957,2071,3.912
medium_variant,957,2072,3.734
medium_variant,957,2073,3.549
medium_variant,957,2074,3.359
medium_variant,957,2075,3.166
medium_variant,957,2076,2.969
medium_variant,957,2077,2.772
medium_variant,957,2078,2.574
medium_variant,957,2079,2.379
medium_variant,957,2080,2.187
medium_variant,957,2081,2.001
medium_variant,957,2082,1.821
medium_variant,957,2083,1.647
medium_variant,957,2084,1.48
medium_variant,957,2085,1.32
medium_variant,957,2086,1.169
medium_variant,957,2087,1.025
medium_variant,957,2088,0.887
medium_variant,957,2089,0.756
medium_variant,957,2090,0.631
medium_variant,957,2091,0.511
medium_variant,957,2092,0.396
medium_variant,957,2093,0.287
medium_variant,957,2094,0.182
medium_variant,957,2095,0.081
medium_variant,957,2096,-0.015
medium_variant,957,2097,-0.107
medium_variant,957,2098,-0.195
medium_variant,957,2099,-0.278
