variant,region,year,rateofnaturalincreaseper1000population
estimates,921,1950,16.215
estimates,921,1951,16.548
estimates,921,1952,17.198
estimates,921,1953,17.816
estimates,921,1954,18.402
estimates,921,1955,18.956
estimates,921,1956,19.477
estimates,921,1957,19.965
estimates,921,1958,20.42
estimates,921,1959,20.839
estimates,921,1960,21.221
estimates,921,1961,21.563
estimates,921,1962,21.867
estimates,921,1963,22.131
estimates,921,1964,22.359
estimates,921,1965,22.553
estimates,921,1966,22.715
estimates,921,1967,22.849
estimates,921,1968,22.962
estimates,921,1969,23.062
estimates,921,1970,23.157
estimates,921,1971,23.254
estimates,921,1972,23.357
estimates,921,1973,23.466
estimates,921,1974,23.584
estimates,921,1975,23.711
estimates,921,1976,23.847
estimates,921,1977,23.985
estimates,921,1978,24.115
estimates,921,1979,24.227
estimates,921,1980,24.307
estimates,921,1981,24.344
estimates,921,1982,24.33
estimates,921,1983,24.259
estimates,921,1984,24.128
estimates,921,1985,23.935
estimates,921,1986,23.68
estimates,921,1987,23.374
estimates,921,1988,23.028
estimates,921,1989,22.652
estimates,921,1990,22.258
estimates,921,1991,21.854
estimates,921,1992,21.449
estimates,921,1993,21.048
estimates,921,1994,20.657
estimates,921,1995,20.278
estimates,921,1996,19.908
estimates,921,1997,19.542
estimates,921,1998,19.178
estimates,921,1999,18.815
estimates,921,2000,18.46
estimates,921,2001,18.117
estimates,921,2002,17.791
estimates,921,2003,17.479
estimates,921,2004,17.181
estimates,921,2005,16.887
estimates,921,2006,16.587
estimates,921,2007,16.273
estimates,921,2008,15.941
estimates,921,2009,15.59
estimates,921,2010,15.228
estimates,921,2011,14.863
estimates,921,2012,14.506
estimates,921,2013,14.165
estimates,921,2014,13.841
estimates,921,2015,13.532
medium_variant,921,2015,13.532
medium_variant,921,2016,13.233
medium_variant,921,2017,12.933
medium_variant,921,2018,12.627
medium_variant,921,2019,12.313
medium_variant,921,2020,11.989
medium_variant,921,2021,11.659
medium_variant,921,2022,11.326
medium_variant,921,2023,10.993
medium_variant,921,2024,10.664
medium_variant,921,2025,10.339
medium_variant,921,2026,10.017
medium_variant,921,2027,9.7
medium_variant,921,2028,9.385
medium_variant,921,2029,9.074
medium_variant,921,2030,8.767
medium_variant,921,2031,8.464
medium_variant,921,2032,8.164
medium_variant,921,2033,7.868
medium_variant,921,2034,7.576
medium_variant,921,2035,7.289
medium_variant,921,2036,7.009
medium_variant,921,2037,6.736
medium_variant,921,2038,6.469
medium_variant,921,2039,6.209
medium_variant,921,2040,5.955
medium_variant,921,2041,5.706
medium_variant,921,2042,5.462
medium_variant,921,2043,5.22
medium_variant,921,2044,4.98
medium_variant,921,2045,4.741
medium_variant,921,2046,4.502
medium_variant,921,2047,4.263
medium_variant,921,2048,4.024
medium_variant,921,2049,3.785
medium_variant,921,2050,3.547
medium_variant,921,2051,3.308
medium_variant,921,2052,3.069
medium_variant,921,2053,2.832
medium_variant,921,2054,2.596
medium_variant,921,2055,2.363
medium_variant,921,2056,2.132
medium_variant,921,2057,1.904
medium_variant,921,2058,1.68
medium_variant,921,2059,1.46
medium_variant,921,2060,1.244
medium_variant,921,2061,1.033
medium_variant,921,2062,0.825
medium_variant,921,2063,0.622
medium_variant,921,2064,0.423
medium_variant,921,2065,0.229
medium_variant,921,2066,0.04
medium_variant,921,2067,-0.142
medium_variant,921,2068,-0.319
medium_variant,921,2069,-0.489
medium_variant,921,2070,-0.653
medium_variant,921,2071,-0.812
medium_variant,921,2072,-0.964
medium_variant,921,2073,-1.112
medium_variant,921,2074,-1.255
medium_variant,921,2075,-1.392
medium_variant,921,2076,-1.525
medium_variant,921,2077,-1.652
medium_variant,921,2078,-1.773
medium_variant,921,2079,-1.89
medium_variant,921,2080,-2.001
medium_variant,921,2081,-2.106
medium_variant,921,2082,-2.207
medium_variant,921,2083,-2.303
medium_variant,921,2084,-2.394
medium_variant,921,2085,-2.482
medium_variant,921,2086,-2.567
medium_variant,921,2087,-2.649
medium_variant,921,2088,-2.728
medium_variant,921,2089,-2.804
medium_variant,921,2090,-2.877
medium_variant,921,2091,-2.947
medium_variant,921,2092,-3.012
medium_variant,921,2093,-3.073
medium_variant,921,2094,-3.13
medium_variant,921,2095,-3.181
medium_variant,921,2096,-3.228
medium_variant,921,2097,-3.27
medium_variant,921,2098,-3.306
medium_variant,921,2099,-3.338
