variant,region,year,rateofnaturalincreaseper1000population
estimates,954,1950,25.587
estimates,954,1951,25.865
estimates,954,1952,26.418
estimates,954,1953,26.965
estimates,954,1954,27.505
estimates,954,1955,28.038
estimates,954,1956,28.556
estimates,954,1957,29.052
estimates,954,1958,29.51
estimates,954,1959,29.904
estimates,954,1960,30.204
estimates,954,1961,30.379
estimates,954,1962,30.407
estimates,954,1963,30.278
estimates,954,1964,30.007
estimates,954,1965,29.624
estimates,954,1966,29.173
estimates,954,1967,28.709
estimates,954,1968,28.28
estimates,954,1969,27.913
estimates,954,1970,27.629
estimates,954,1971,27.431
estimates,954,1972,27.297
estimates,954,1973,27.205
estimates,954,1974,27.147
estimates,954,1975,27.113
estimates,954,1976,27.097
estimates,954,1977,27.088
estimates,954,1978,27.077
estimates,954,1979,27.055
estimates,954,1980,27.019
estimates,954,1981,26.966
estimates,954,1982,26.898
estimates,954,1983,26.813
estimates,954,1984,26.706
estimates,954,1985,26.562
estimates,954,1986,26.369
estimates,954,1987,26.122
estimates,954,1988,25.824
estimates,954,1989,25.481
estimates,954,1990,25.113
estimates,954,1991,24.745
estimates,954,1992,24.396
estimates,954,1993,24.073
estimates,954,1994,23.777
estimates,954,1995,23.492
estimates,954,1996,23.192
estimates,954,1997,22.853
estimates,954,1998,22.455
estimates,954,1999,21.997
estimates,954,2000,21.477
estimates,954,2001,20.904
estimates,954,2002,20.301
estimates,954,2003,19.689
estimates,954,2004,19.086
estimates,954,2005,18.509
estimates,954,2006,17.97
estimates,954,2007,17.474
estimates,954,2008,17.021
estimates,954,2009,16.615
estimates,954,2010,16.253
estimates,954,2011,15.93
estimates,954,2012,15.633
estimates,954,2013,15.352
estimates,954,2014,15.083
estimates,954,2015,14.822
medium_variant,954,2015,14.822
medium_variant,954,2016,14.569
medium_variant,954,2017,14.326
medium_variant,954,2018,14.094
medium_variant,954,2019,13.872
medium_variant,954,2020,13.656
medium_variant,954,2021,13.446
medium_variant,954,2022,13.241
medium_variant,954,2023,13.037
medium_variant,954,2024,12.833
medium_variant,954,2025,12.625
medium_variant,954,2026,12.411
medium_variant,954,2027,12.191
medium_variant,954,2028,11.964
medium_variant,954,2029,11.729
medium_variant,954,2030,11.486
medium_variant,954,2031,11.234
medium_variant,954,2032,10.974
medium_variant,954,2033,10.709
medium_variant,954,2034,10.44
medium_variant,954,2035,10.168
medium_variant,954,2036,9.894
medium_variant,954,2037,9.62
medium_variant,954,2038,9.347
medium_variant,954,2039,9.077
medium_variant,954,2040,8.81
medium_variant,954,2041,8.548
medium_variant,954,2042,8.289
medium_variant,954,2043,8.034
medium_variant,954,2044,7.785
medium_variant,954,2045,7.543
medium_variant,954,2046,7.31
medium_variant,954,2047,7.087
medium_variant,954,2048,6.875
medium_variant,954,2049,6.674
medium_variant,954,2050,6.486
medium_variant,954,2051,6.311
medium_variant,954,2052,6.148
medium_variant,954,2053,5.997
medium_variant,954,2054,5.856
medium_variant,954,2055,5.724
medium_variant,954,2056,5.598
medium_variant,954,2057,5.479
medium_variant,954,2058,5.362
medium_variant,954,2059,5.248
medium_variant,954,2060,5.134
medium_variant,954,2061,5.02
medium_variant,954,2062,4.905
medium_variant,954,2063,4.789
medium_variant,954,2064,4.67
medium_variant,954,2065,4.548
medium_variant,954,2066,4.42
medium_variant,954,2067,4.287
medium_variant,954,2068,4.147
medium_variant,954,2069,4.002
medium_variant,954,2070,3.85
medium_variant,954,2071,3.692
medium_variant,954,2072,3.528
medium_variant,954,2073,3.36
medium_variant,954,2074,3.189
medium_variant,954,2075,3.014
medium_variant,954,2076,2.835
medium_variant,954,2077,2.655
medium_variant,954,2078,2.472
medium_variant,954,2079,2.289
medium_variant,954,2080,2.105
medium_variant,954,2081,1.922
medium_variant,954,2082,1.739
medium_variant,954,2083,1.559
medium_variant,954,2084,1.382
medium_variant,954,2085,1.211
medium_variant,954,2086,1.046
medium_variant,954,2087,0.888
medium_variant,954,2088,0.739
medium_variant,954,2089,0.6
medium_variant,954,2090,0.47
medium_variant,954,2091,0.351
medium_variant,954,2092,0.242
medium_variant,954,2093,0.143
medium_variant,954,2094,0.053
medium_variant,954,2095,-0.027
medium_variant,954,2096,-0.098
medium_variant,954,2097,-0.159
medium_variant,954,2098,-0.211
medium_variant,954,2099,-0.254
