variant,region,year,rateofnaturalincreaseper1000population
estimates,1501,1950,17.701
estimates,1501,1951,18.081
estimates,1501,1952,18.81
estimates,1501,1953,19.482
estimates,1501,1954,20.094
estimates,1501,1955,20.648
estimates,1501,1956,21.144
estimates,1501,1957,21.584
estimates,1501,1958,21.968
estimates,1501,1959,22.301
estimates,1501,1960,22.587
estimates,1501,1961,22.83
estimates,1501,1962,23.036
estimates,1501,1963,23.212
estimates,1501,1964,23.363
estimates,1501,1965,23.492
estimates,1501,1966,23.599
estimates,1501,1967,23.682
estimates,1501,1968,23.744
estimates,1501,1969,23.789
estimates,1501,1970,23.823
estimates,1501,1971,23.85
estimates,1501,1972,23.874
estimates,1501,1973,23.899
estimates,1501,1974,23.927
estimates,1501,1975,23.967
estimates,1501,1976,24.024
estimates,1501,1977,24.096
estimates,1501,1978,24.175
estimates,1501,1979,24.25
estimates,1501,1980,24.307
estimates,1501,1981,24.327
estimates,1501,1982,24.296
estimates,1501,1983,24.203
estimates,1501,1984,24.046
estimates,1501,1985,23.822
estimates,1501,1986,23.536
estimates,1501,1987,23.202
estimates,1501,1988,22.837
estimates,1501,1989,22.451
estimates,1501,1990,22.052
estimates,1501,1991,21.647
estimates,1501,1992,21.239
estimates,1501,1993,20.833
estimates,1501,1994,20.438
estimates,1501,1995,20.061
estimates,1501,1996,19.708
estimates,1501,1997,19.381
estimates,1501,1998,19.077
estimates,1501,1999,18.8
estimates,1501,2000,18.549
estimates,1501,2001,18.323
estimates,1501,2002,18.119
estimates,1501,2003,17.929
estimates,1501,2004,17.749
estimates,1501,2005,17.57
estimates,1501,2006,17.388
estimates,1501,2007,17.198
estimates,1501,2008,16.998
estimates,1501,2009,16.784
estimates,1501,2010,16.555
estimates,1501,2011,16.313
estimates,1501,2012,16.062
estimates,1501,2013,15.804
estimates,1501,2014,15.541
estimates,1501,2015,15.276
medium_variant,1501,2015,15.276
medium_variant,1501,2016,15.008
medium_variant,1501,2017,14.737
medium_variant,1501,2018,14.464
medium_variant,1501,2019,14.19
medium_variant,1501,2020,13.917
medium_variant,1501,2021,13.645
medium_variant,1501,2022,13.374
medium_variant,1501,2023,13.105
medium_variant,1501,2024,12.839
medium_variant,1501,2025,12.577
medium_variant,1501,2026,12.318
medium_variant,1501,2027,12.063
medium_variant,1501,2028,11.812
medium_variant,1501,2029,11.565
medium_variant,1501,2030,11.321
medium_variant,1501,2031,11.081
medium_variant,1501,2032,10.844
medium_variant,1501,2033,10.61
medium_variant,1501,2034,10.379
medium_variant,1501,2035,10.15
medium_variant,1501,2036,9.925
medium_variant,1501,2037,9.703
medium_variant,1501,2038,9.485
medium_variant,1501,2039,9.271
medium_variant,1501,2040,9.059
medium_variant,1501,2041,8.85
medium_variant,1501,2042,8.644
medium_variant,1501,2043,8.439
medium_variant,1501,2044,8.235
medium_variant,1501,2045,8.032
medium_variant,1501,2046,7.831
medium_variant,1501,2047,7.63
medium_variant,1501,2048,7.43
medium_variant,1501,2049,7.232
medium_variant,1501,2050,7.035
medium_variant,1501,2051,6.839
medium_variant,1501,2052,6.644
medium_variant,1501,2053,6.451
medium_variant,1501,2054,6.26
medium_variant,1501,2055,6.071
medium_variant,1501,2056,5.885
medium_variant,1501,2057,5.703
medium_variant,1501,2058,5.524
medium_variant,1501,2059,5.349
medium_variant,1501,2060,5.178
medium_variant,1501,2061,5.01
medium_variant,1501,2062,4.846
medium_variant,1501,2063,4.686
medium_variant,1501,2064,4.528
medium_variant,1501,2065,4.374
medium_variant,1501,2066,4.224
medium_variant,1501,2067,4.076
medium_variant,1501,2068,3.932
medium_variant,1501,2069,3.791
medium_variant,1501,2070,3.653
medium_variant,1501,2071,3.519
medium_variant,1501,2072,3.387
medium_variant,1501,2073,3.257
medium_variant,1501,2074,3.131
medium_variant,1501,2075,3.007
medium_variant,1501,2076,2.886
medium_variant,1501,2077,2.768
medium_variant,1501,2078,2.653
medium_variant,1501,2079,2.541
medium_variant,1501,2080,2.432
medium_variant,1501,2081,2.326
medium_variant,1501,2082,2.223
medium_variant,1501,2083,2.122
medium_variant,1501,2084,2.024
medium_variant,1501,2085,1.927
medium_variant,1501,2086,1.832
medium_variant,1501,2087,1.738
medium_variant,1501,2088,1.645
medium_variant,1501,2089,1.554
medium_variant,1501,2090,1.464
medium_variant,1501,2091,1.376
medium_variant,1501,2092,1.289
medium_variant,1501,2093,1.205
medium_variant,1501,2094,1.124
medium_variant,1501,2095,1.045
medium_variant,1501,2096,0.969
medium_variant,1501,2097,0.895
medium_variant,1501,2098,0.825
medium_variant,1501,2099,0.757
