variant,region,year,rateofnaturalincreaseper1000population
estimates,1502,1950,22.709
estimates,1502,1951,22.109
estimates,1502,1952,21.007
estimates,1502,1953,20.102
estimates,1502,1954,19.393
estimates,1502,1955,18.882
estimates,1502,1956,18.568
estimates,1502,1957,18.45
estimates,1502,1958,18.523
estimates,1502,1959,18.784
estimates,1502,1960,19.222
estimates,1502,1961,19.818
estimates,1502,1962,20.539
estimates,1502,1963,21.333
estimates,1502,1964,22.135
estimates,1502,1965,22.86
estimates,1502,1966,23.426
estimates,1502,1967,23.787
estimates,1502,1968,23.913
estimates,1502,1969,23.789
estimates,1502,1970,23.406
estimates,1502,1971,22.778
estimates,1502,1972,21.975
estimates,1502,1973,21.074
estimates,1502,1974,20.138
estimates,1502,1975,19.232
estimates,1502,1976,18.414
estimates,1502,1977,17.716
estimates,1502,1978,17.159
estimates,1502,1979,16.765
estimates,1502,1980,16.566
estimates,1502,1981,16.58
estimates,1502,1982,16.764
estimates,1502,1983,17.053
estimates,1502,1984,17.382
estimates,1502,1985,17.649
estimates,1502,1986,17.742
estimates,1502,1987,17.597
estimates,1502,1988,17.183
estimates,1502,1989,16.5
estimates,1502,1990,15.586
estimates,1502,1991,14.512
estimates,1502,1992,13.389
estimates,1502,1993,12.316
estimates,1502,1994,11.349
estimates,1502,1995,10.528
estimates,1502,1996,9.868
estimates,1502,1997,9.336
estimates,1502,1998,8.903
estimates,1502,1999,8.563
estimates,1502,2000,8.308
estimates,1502,2001,8.125
estimates,1502,2002,7.998
estimates,1502,2003,7.912
estimates,1502,2004,7.85
estimates,1502,2005,7.808
estimates,1502,2006,7.784
estimates,1502,2007,7.778
estimates,1502,2008,7.786
estimates,1502,2009,7.794
estimates,1502,2010,7.784
estimates,1502,2011,7.739
estimates,1502,2012,7.649
estimates,1502,2013,7.508
estimates,1502,2014,7.314
estimates,1502,2015,7.067
medium_variant,1502,2015,7.067
medium_variant,1502,2016,6.775
medium_variant,1502,2017,6.453
medium_variant,1502,2018,6.116
medium_variant,1502,2019,5.773
medium_variant,1502,2020,5.43
medium_variant,1502,2021,5.093
medium_variant,1502,2022,4.76
medium_variant,1502,2023,4.433
medium_variant,1502,2024,4.115
medium_variant,1502,2025,3.81
medium_variant,1502,2026,3.518
medium_variant,1502,2027,3.238
medium_variant,1502,2028,2.97
medium_variant,1502,2029,2.714
medium_variant,1502,2030,2.47
medium_variant,1502,2031,2.238
medium_variant,1502,2032,2.017
medium_variant,1502,2033,1.807
medium_variant,1502,2034,1.606
medium_variant,1502,2035,1.413
medium_variant,1502,2036,1.228
medium_variant,1502,2037,1.051
medium_variant,1502,2038,0.88
medium_variant,1502,2039,0.713
medium_variant,1502,2040,0.549
medium_variant,1502,2041,0.386
medium_variant,1502,2042,0.223
medium_variant,1502,2043,0.06
medium_variant,1502,2044,-0.106
medium_variant,1502,2045,-0.275
medium_variant,1502,2046,-0.447
medium_variant,1502,2047,-0.621
medium_variant,1502,2048,-0.797
medium_variant,1502,2049,-0.973
medium_variant,1502,2050,-1.149
medium_variant,1502,2051,-1.324
medium_variant,1502,2052,-1.497
medium_variant,1502,2053,-1.666
medium_variant,1502,2054,-1.829
medium_variant,1502,2055,-1.984
medium_variant,1502,2056,-2.131
medium_variant,1502,2057,-2.268
medium_variant,1502,2058,-2.396
medium_variant,1502,2059,-2.512
medium_variant,1502,2060,-2.617
medium_variant,1502,2061,-2.711
medium_variant,1502,2062,-2.794
medium_variant,1502,2063,-2.866
medium_variant,1502,2064,-2.93
medium_variant,1502,2065,-2.986
medium_variant,1502,2066,-3.035
medium_variant,1502,2067,-3.077
medium_variant,1502,2068,-3.115
medium_variant,1502,2069,-3.148
medium_variant,1502,2070,-3.179
medium_variant,1502,2071,-3.207
medium_variant,1502,2072,-3.233
medium_variant,1502,2073,-3.257
medium_variant,1502,2074,-3.279
medium_variant,1502,2075,-3.298
medium_variant,1502,2076,-3.314
medium_variant,1502,2077,-3.326
medium_variant,1502,2078,-3.334
medium_variant,1502,2079,-3.338
medium_variant,1502,2080,-3.337
medium_variant,1502,2081,-3.331
medium_variant,1502,2082,-3.321
medium_variant,1502,2083,-3.307
medium_variant,1502,2084,-3.289
medium_variant,1502,2085,-3.269
medium_variant,1502,2086,-3.246
medium_variant,1502,2087,-3.222
medium_variant,1502,2088,-3.196
medium_variant,1502,2089,-3.171
medium_variant,1502,2090,-3.148
medium_variant,1502,2091,-3.128
medium_variant,1502,2092,-3.112
medium_variant,1502,2093,-3.101
medium_variant,1502,2094,-3.096
medium_variant,1502,2095,-3.097
medium_variant,1502,2096,-3.104
medium_variant,1502,2097,-3.117
medium_variant,1502,2098,-3.136
medium_variant,1502,2099,-3.161
