variant,region,year,rateofnaturalincreaseper1000population
estimates,934,1950,21.199
estimates,934,1951,21.001
estimates,934,1952,20.654
estimates,934,1953,20.409
estimates,934,1954,20.264
estimates,934,1955,20.22
estimates,934,1956,20.278
estimates,934,1957,20.437
estimates,934,1958,20.695
estimates,934,1959,21.05
estimates,934,1960,21.498
estimates,934,1961,22.027
estimates,934,1962,22.619
estimates,934,1963,23.242
estimates,934,1964,23.857
estimates,934,1965,24.408
estimates,934,1966,24.844
estimates,934,1967,25.133
estimates,934,1968,25.259
estimates,934,1969,25.213
estimates,934,1970,24.994
estimates,934,1971,24.616
estimates,934,1972,24.125
estimates,934,1973,23.574
estimates,934,1974,23.003
estimates,934,1975,22.456
estimates,934,1976,21.974
estimates,934,1977,21.57
estimates,934,1978,21.255
estimates,934,1979,21.037
estimates,934,1980,20.925
estimates,934,1981,20.918
estimates,934,1982,20.984
estimates,934,1983,21.081
estimates,934,1984,21.173
estimates,934,1985,21.206
estimates,934,1986,21.126
estimates,934,1987,20.907
estimates,934,1988,20.54
estimates,934,1989,20.028
estimates,934,1990,19.392
estimates,934,1991,18.667
estimates,934,1992,17.911
estimates,934,1993,17.174
estimates,934,1994,16.49
estimates,934,1995,15.882
estimates,934,1996,15.363
estimates,934,1997,14.918
estimates,934,1998,14.535
estimates,934,1999,14.212
estimates,934,2000,13.945
estimates,934,2001,13.729
estimates,934,2002,13.552
estimates,934,2003,13.402
estimates,934,2004,13.269
estimates,934,2005,13.145
estimates,934,2006,13.027
estimates,934,2007,12.912
estimates,934,2008,12.797
estimates,934,2009,12.674
estimates,934,2010,12.536
estimates,934,2011,12.375
estimates,934,2012,12.19
estimates,934,2013,11.982
estimates,934,2014,11.749
estimates,934,2015,11.492
medium_variant,934,2015,11.492
medium_variant,934,2016,11.215
medium_variant,934,2017,10.923
medium_variant,934,2018,10.624
medium_variant,934,2019,10.321
medium_variant,934,2020,10.019
medium_variant,934,2021,9.72
medium_variant,934,2022,9.425
medium_variant,934,2023,9.136
medium_variant,934,2024,8.853
medium_variant,934,2025,8.578
medium_variant,934,2026,8.313
medium_variant,934,2027,8.055
medium_variant,934,2028,7.805
medium_variant,934,2029,7.562
medium_variant,934,2030,7.326
medium_variant,934,2031,7.096
medium_variant,934,2032,6.872
medium_variant,934,2033,6.654
medium_variant,934,2034,6.44
medium_variant,934,2035,6.23
medium_variant,934,2036,6.025
medium_variant,934,2037,5.825
medium_variant,934,2038,5.63
medium_variant,934,2039,5.437
medium_variant,934,2040,5.248
medium_variant,934,2041,5.061
medium_variant,934,2042,4.876
medium_variant,934,2043,4.692
medium_variant,934,2044,4.508
medium_variant,934,2045,4.324
medium_variant,934,2046,4.14
medium_variant,934,2047,3.956
medium_variant,934,2048,3.773
medium_variant,934,2049,3.59
medium_variant,934,2050,3.409
medium_variant,934,2051,3.229
medium_variant,934,2052,3.052
medium_variant,934,2053,2.877
medium_variant,934,2054,2.706
medium_variant,934,2055,2.54
medium_variant,934,2056,2.379
medium_variant,934,2057,2.225
medium_variant,934,2058,2.076
medium_variant,934,2059,1.934
medium_variant,934,2060,1.799
medium_variant,934,2061,1.67
medium_variant,934,2062,1.547
medium_variant,934,2063,1.429
medium_variant,934,2064,1.317
medium_variant,934,2065,1.208
medium_variant,934,2066,1.104
medium_variant,934,2067,1.004
medium_variant,934,2068,0.907
medium_variant,934,2069,0.813
medium_variant,934,2070,0.722
medium_variant,934,2071,0.633
medium_variant,934,2072,0.546
medium_variant,934,2073,0.46
medium_variant,934,2074,0.377
medium_variant,934,2075,0.296
medium_variant,934,2076,0.218
medium_variant,934,2077,0.143
medium_variant,934,2078,0.072
medium_variant,934,2079,0.003
medium_variant,934,2080,-0.062
medium_variant,934,2081,-0.123
medium_variant,934,2082,-0.18
medium_variant,934,2083,-0.235
medium_variant,934,2084,-0.287
medium_variant,934,2085,-0.337
medium_variant,934,2086,-0.385
medium_variant,934,2087,-0.431
medium_variant,934,2088,-0.476
medium_variant,934,2089,-0.521
medium_variant,934,2090,-0.565
medium_variant,934,2091,-0.61
medium_variant,934,2092,-0.654
medium_variant,934,2093,-0.7
medium_variant,934,2094,-0.745
medium_variant,934,2095,-0.791
medium_variant,934,2096,-0.838
medium_variant,934,2097,-0.885
medium_variant,934,2098,-0.932
medium_variant,934,2099,-0.98
