variant,region,year,rateofnaturalincreaseper1000population
estimates,928,1950,18.292
estimates,928,1951,18.732
estimates,928,1952,19.568
estimates,928,1953,20.318
estimates,928,1954,20.983
estimates,928,1955,21.563
estimates,928,1956,22.059
estimates,928,1957,22.476
estimates,928,1958,22.82
estimates,928,1959,23.103
estimates,928,1960,23.338
estimates,928,1961,23.543
estimates,928,1962,23.734
estimates,928,1963,23.93
estimates,928,1964,24.142
estimates,928,1965,24.38
estimates,928,1966,24.649
estimates,928,1967,24.941
estimates,928,1968,25.246
estimates,928,1969,25.56
estimates,928,1970,25.88
estimates,928,1971,26.204
estimates,928,1972,26.524
estimates,928,1973,26.83
estimates,928,1974,27.113
estimates,928,1975,27.364
estimates,928,1976,27.576
estimates,928,1977,27.744
estimates,928,1978,27.862
estimates,928,1979,27.92
estimates,928,1980,27.899
estimates,928,1981,27.778
estimates,928,1982,27.557
estimates,928,1983,27.249
estimates,928,1984,26.873
estimates,928,1985,26.462
estimates,928,1986,26.052
estimates,928,1987,25.68
estimates,928,1988,25.372
estimates,928,1989,25.143
estimates,928,1990,25.003
estimates,928,1991,24.949
estimates,928,1992,24.953
estimates,928,1993,24.987
estimates,928,1994,25.033
estimates,928,1995,25.07
estimates,928,1996,25.08
estimates,928,1997,25.053
estimates,928,1998,24.983
estimates,928,1999,24.863
estimates,928,2000,24.698
estimates,928,2001,24.495
estimates,928,2002,24.269
estimates,928,2003,24.032
estimates,928,2004,23.785
estimates,928,2005,23.525
estimates,928,2006,23.243
estimates,928,2007,22.934
estimates,928,2008,22.594
estimates,928,2009,22.228
estimates,928,2010,21.843
estimates,928,2011,21.45
estimates,928,2012,21.06
estimates,928,2013,20.683
estimates,928,2014,20.325
estimates,928,2015,19.988
medium_variant,928,2015,19.988
medium_variant,928,2016,19.673
medium_variant,928,2017,19.374
medium_variant,928,2018,19.085
medium_variant,928,2019,18.804
medium_variant,928,2020,18.531
medium_variant,928,2021,18.263
medium_variant,928,2022,18.001
medium_variant,928,2023,17.743
medium_variant,928,2024,17.488
medium_variant,928,2025,17.235
medium_variant,928,2026,16.983
medium_variant,928,2027,16.733
medium_variant,928,2028,16.483
medium_variant,928,2029,16.233
medium_variant,928,2030,15.982
medium_variant,928,2031,15.729
medium_variant,928,2032,15.474
medium_variant,928,2033,15.217
medium_variant,928,2034,14.958
medium_variant,928,2035,14.696
medium_variant,928,2036,14.434
medium_variant,928,2037,14.172
medium_variant,928,2038,13.911
medium_variant,928,2039,13.65
medium_variant,928,2040,13.392
medium_variant,928,2041,13.134
medium_variant,928,2042,12.877
medium_variant,928,2043,12.621
medium_variant,928,2044,12.366
medium_variant,928,2045,12.114
medium_variant,928,2046,11.865
medium_variant,928,2047,11.621
medium_variant,928,2048,11.381
medium_variant,928,2049,11.145
medium_variant,928,2050,10.915
medium_variant,928,2051,10.688
medium_variant,928,2052,10.464
medium_variant,928,2053,10.242
medium_variant,928,2054,10.023
medium_variant,928,2055,9.804
medium_variant,928,2056,9.588
medium_variant,928,2057,9.373
medium_variant,928,2058,9.16
medium_variant,928,2059,8.948
medium_variant,928,2060,8.739
medium_variant,928,2061,8.532
medium_variant,928,2062,8.327
medium_variant,928,2063,8.124
medium_variant,928,2064,7.923
medium_variant,928,2065,7.724
medium_variant,928,2066,7.525
medium_variant,928,2067,7.327
medium_variant,928,2068,7.129
medium_variant,928,2069,6.931
medium_variant,928,2070,6.733
medium_variant,928,2071,6.536
medium_variant,928,2072,6.339
medium_variant,928,2073,6.145
medium_variant,928,2074,5.952
medium_variant,928,2075,5.761
medium_variant,928,2076,5.574
medium_variant,928,2077,5.39
medium_variant,928,2078,5.208
medium_variant,928,2079,5.03
medium_variant,928,2080,4.855
medium_variant,928,2081,4.683
medium_variant,928,2082,4.513
medium_variant,928,2083,4.345
medium_variant,928,2084,4.179
medium_variant,928,2085,4.016
medium_variant,928,2086,3.856
medium_variant,928,2087,3.7
medium_variant,928,2088,3.547
medium_variant,928,2089,3.397
medium_variant,928,2090,3.252
medium_variant,928,2091,3.109
medium_variant,928,2092,2.97
medium_variant,928,2093,2.833
medium_variant,928,2094,2.699
medium_variant,928,2095,2.567
medium_variant,928,2096,2.438
medium_variant,928,2097,2.31
medium_variant,928,2098,2.185
medium_variant,928,2099,2.061
