variant,region,year,rateofnaturalincreaseper1000population
estimates,1503,1950,11.764
estimates,1503,1951,11.815
estimates,1503,1952,11.904
estimates,1503,1953,11.966
estimates,1503,1954,12.001
estimates,1503,1955,12.009
estimates,1503,1956,11.988
estimates,1503,1957,11.937
estimates,1503,1958,11.854
estimates,1503,1959,11.734
estimates,1503,1960,11.571
estimates,1503,1961,11.362
estimates,1503,1962,11.105
estimates,1503,1963,10.802
estimates,1503,1964,10.462
estimates,1503,1965,10.099
estimates,1503,1966,9.727
estimates,1503,1967,9.362
estimates,1503,1968,9.014
estimates,1503,1969,8.692
estimates,1503,1970,8.393
estimates,1503,1971,8.112
estimates,1503,1972,7.839
estimates,1503,1973,7.566
estimates,1503,1974,7.297
estimates,1503,1975,7.038
estimates,1503,1976,6.8
estimates,1503,1977,6.592
estimates,1503,1978,6.417
estimates,1503,1979,6.274
estimates,1503,1980,6.158
estimates,1503,1981,6.06
estimates,1503,1982,5.967
estimates,1503,1983,5.87
estimates,1503,1984,5.766
estimates,1503,1985,5.653
estimates,1503,1986,5.534
estimates,1503,1987,5.416
estimates,1503,1988,5.301
estimates,1503,1989,5.188
estimates,1503,1990,5.071
estimates,1503,1991,4.942
estimates,1503,1992,4.797
estimates,1503,1993,4.635
estimates,1503,1994,4.458
estimates,1503,1995,4.272
estimates,1503,1996,4.086
estimates,1503,1997,3.909
estimates,1503,1998,3.751
estimates,1503,1999,3.616
estimates,1503,2000,3.513
estimates,1503,2001,3.448
estimates,1503,2002,3.417
estimates,1503,2003,3.412
estimates,1503,2004,3.423
estimates,1503,2005,3.436
estimates,1503,2006,3.434
estimates,1503,2007,3.404
estimates,1503,2008,3.339
estimates,1503,2009,3.238
estimates,1503,2010,3.106
estimates,1503,2011,2.956
estimates,1503,2012,2.802
estimates,1503,2013,2.659
estimates,1503,2014,2.531
estimates,1503,2015,2.419
medium_variant,1503,2015,2.419
medium_variant,1503,2016,2.321
medium_variant,1503,2017,2.229
medium_variant,1503,2018,2.136
medium_variant,1503,2019,2.039
medium_variant,1503,2020,1.937
medium_variant,1503,2021,1.829
medium_variant,1503,2022,1.716
medium_variant,1503,2023,1.6
medium_variant,1503,2024,1.479
medium_variant,1503,2025,1.354
medium_variant,1503,2026,1.225
medium_variant,1503,2027,1.093
medium_variant,1503,2028,0.959
medium_variant,1503,2029,0.823
medium_variant,1503,2030,0.686
medium_variant,1503,2031,0.548
medium_variant,1503,2032,0.41
medium_variant,1503,2033,0.273
medium_variant,1503,2034,0.137
medium_variant,1503,2035,0.004
medium_variant,1503,2036,-0.126
medium_variant,1503,2037,-0.252
medium_variant,1503,2038,-0.374
medium_variant,1503,2039,-0.49
medium_variant,1503,2040,-0.601
medium_variant,1503,2041,-0.705
medium_variant,1503,2042,-0.804
medium_variant,1503,2043,-0.897
medium_variant,1503,2044,-0.983
medium_variant,1503,2045,-1.064
medium_variant,1503,2046,-1.137
medium_variant,1503,2047,-1.204
medium_variant,1503,2048,-1.266
medium_variant,1503,2049,-1.321
medium_variant,1503,2050,-1.371
medium_variant,1503,2051,-1.416
medium_variant,1503,2052,-1.457
medium_variant,1503,2053,-1.494
medium_variant,1503,2054,-1.528
medium_variant,1503,2055,-1.559
medium_variant,1503,2056,-1.586
medium_variant,1503,2057,-1.608
medium_variant,1503,2058,-1.627
medium_variant,1503,2059,-1.641
medium_variant,1503,2060,-1.652
medium_variant,1503,2061,-1.658
medium_variant,1503,2062,-1.659
medium_variant,1503,2063,-1.658
medium_variant,1503,2064,-1.653
medium_variant,1503,2065,-1.645
medium_variant,1503,2066,-1.637
medium_variant,1503,2067,-1.627
medium_variant,1503,2068,-1.616
medium_variant,1503,2069,-1.605
medium_variant,1503,2070,-1.593
medium_variant,1503,2071,-1.581
medium_variant,1503,2072,-1.567
medium_variant,1503,2073,-1.552
medium_variant,1503,2074,-1.535
medium_variant,1503,2075,-1.518
medium_variant,1503,2076,-1.5
medium_variant,1503,2077,-1.481
medium_variant,1503,2078,-1.463
medium_variant,1503,2079,-1.445
medium_variant,1503,2080,-1.427
medium_variant,1503,2081,-1.408
medium_variant,1503,2082,-1.388
medium_variant,1503,2083,-1.367
medium_variant,1503,2084,-1.344
medium_variant,1503,2085,-1.319
medium_variant,1503,2086,-1.294
medium_variant,1503,2087,-1.267
medium_variant,1503,2088,-1.241
medium_variant,1503,2089,-1.215
medium_variant,1503,2090,-1.191
medium_variant,1503,2091,-1.168
medium_variant,1503,2092,-1.148
medium_variant,1503,2093,-1.129
medium_variant,1503,2094,-1.114
medium_variant,1503,2095,-1.101
medium_variant,1503,2096,-1.091
medium_variant,1503,2097,-1.084
medium_variant,1503,2098,-1.08
medium_variant,1503,2099,-1.078
