variant,region,year,rateofnaturalincreaseper1000population
estimates,924,1950,5.036
estimates,924,1951,5.057
estimates,924,1952,5.116
estimates,924,1953,5.208
estimates,924,1954,5.333
estimates,924,1955,5.491
estimates,924,1956,5.679
estimates,924,1957,5.89
estimates,924,1958,6.115
estimates,924,1959,6.339
estimates,924,1960,6.539
estimates,924,1961,6.696
estimates,924,1962,6.785
estimates,924,1963,6.789
estimates,924,1964,6.697
estimates,924,1965,6.499
estimates,924,1966,6.193
estimates,924,1967,5.798
estimates,924,1968,5.337
estimates,924,1969,4.832
estimates,924,1970,4.301
estimates,924,1971,3.762
estimates,924,1972,3.233
estimates,924,1973,2.734
estimates,924,1974,2.286
estimates,924,1975,1.911
estimates,924,1976,1.627
estimates,924,1977,1.431
estimates,924,1978,1.318
estimates,924,1979,1.284
estimates,924,1980,1.324
estimates,924,1981,1.431
estimates,924,1982,1.584
estimates,924,1983,1.761
estimates,924,1984,1.944
estimates,924,1985,2.111
estimates,924,1986,2.246
estimates,924,1987,2.343
estimates,924,1988,2.397
estimates,924,1989,2.404
estimates,924,1990,2.36
estimates,924,1991,2.266
estimates,924,1992,2.136
estimates,924,1993,1.983
estimates,924,1994,1.819
estimates,924,1995,1.651
estimates,924,1996,1.486
estimates,924,1997,1.33
estimates,924,1998,1.194
estimates,924,1999,1.091
estimates,924,2000,1.045
estimates,924,2001,1.079
estimates,924,2002,1.198
estimates,924,2003,1.394
estimates,924,2004,1.654
estimates,924,2005,1.953
estimates,924,2006,2.259
estimates,924,2007,2.537
estimates,924,2008,2.762
estimates,924,2009,2.922
estimates,924,2010,3.011
estimates,924,2011,3.038
estimates,924,2012,3.025
estimates,924,2013,2.993
estimates,924,2014,2.948
estimates,924,2015,2.898
medium_variant,924,2015,2.898
medium_variant,924,2016,2.845
medium_variant,924,2017,2.785
medium_variant,924,2018,2.718
medium_variant,924,2019,2.643
medium_variant,924,2020,2.561
medium_variant,924,2021,2.469
medium_variant,924,2022,2.365
medium_variant,924,2023,2.251
medium_variant,924,2024,2.126
medium_variant,924,2025,1.995
medium_variant,924,2026,1.858
medium_variant,924,2027,1.719
medium_variant,924,2028,1.582
medium_variant,924,2029,1.451
medium_variant,924,2030,1.329
medium_variant,924,2031,1.217
medium_variant,924,2032,1.117
medium_variant,924,2033,1.028
medium_variant,924,2034,0.95
medium_variant,924,2035,0.885
medium_variant,924,2036,0.832
medium_variant,924,2037,0.788
medium_variant,924,2038,0.751
medium_variant,924,2039,0.72
medium_variant,924,2040,0.693
medium_variant,924,2041,0.666
medium_variant,924,2042,0.641
medium_variant,924,2043,0.614
medium_variant,924,2044,0.584
medium_variant,924,2045,0.549
medium_variant,924,2046,0.51
medium_variant,924,2047,0.465
medium_variant,924,2048,0.416
medium_variant,924,2049,0.363
medium_variant,924,2050,0.305
medium_variant,924,2051,0.243
medium_variant,924,2052,0.178
medium_variant,924,2053,0.111
medium_variant,924,2054,0.044
medium_variant,924,2055,-0.019
medium_variant,924,2056,-0.077
medium_variant,924,2057,-0.129
medium_variant,924,2058,-0.171
medium_variant,924,2059,-0.204
medium_variant,924,2060,-0.227
medium_variant,924,2061,-0.237
medium_variant,924,2062,-0.238
medium_variant,924,2063,-0.231
medium_variant,924,2064,-0.217
medium_variant,924,2065,-0.197
medium_variant,924,2066,-0.175
medium_variant,924,2067,-0.15
medium_variant,924,2068,-0.125
medium_variant,924,2069,-0.102
medium_variant,924,2070,-0.083
medium_variant,924,2071,-0.068
medium_variant,924,2072,-0.057
medium_variant,924,2073,-0.051
medium_variant,924,2074,-0.05
medium_variant,924,2075,-0.052
medium_variant,924,2076,-0.059
medium_variant,924,2077,-0.07
medium_variant,924,2078,-0.082
medium_variant,924,2079,-0.096
medium_variant,924,2080,-0.109
medium_variant,924,2081,-0.122
medium_variant,924,2082,-0.132
medium_variant,924,2083,-0.141
medium_variant,924,2084,-0.148
medium_variant,924,2085,-0.151
medium_variant,924,2086,-0.151
medium_variant,924,2087,-0.147
medium_variant,924,2088,-0.142
medium_variant,924,2089,-0.136
medium_variant,924,2090,-0.129
medium_variant,924,2091,-0.124
medium_variant,924,2092,-0.12
medium_variant,924,2093,-0.119
medium_variant,924,2094,-0.122
medium_variant,924,2095,-0.128
medium_variant,924,2096,-0.138
medium_variant,924,2097,-0.152
medium_variant,924,2098,-0.17
medium_variant,924,2099,-0.192
