variant,region,year,rateofnaturalincreaseper1000population
estimates,902,1950,20.945
estimates,902,1951,20.805
estimates,902,1952,20.567
estimates,902,1953,20.415
estimates,902,1954,20.348
estimates,902,1955,20.369
estimates,902,1956,20.477
estimates,902,1957,20.671
estimates,902,1958,20.949
estimates,902,1959,21.312
estimates,902,1960,21.755
estimates,902,1961,22.268
estimates,902,1962,22.836
estimates,902,1963,23.43
estimates,902,1964,24.015
estimates,902,1965,24.54
estimates,902,1966,24.957
estimates,902,1967,25.238
estimates,902,1968,25.368
estimates,902,1969,25.34
estimates,902,1970,25.154
estimates,902,1971,24.824
estimates,902,1972,24.394
estimates,902,1973,23.912
estimates,902,1974,23.415
estimates,902,1975,22.945
estimates,902,1976,22.539
estimates,902,1977,22.209
estimates,902,1978,21.961
estimates,902,1979,21.803
estimates,902,1980,21.738
estimates,902,1981,21.763
estimates,902,1982,21.847
estimates,902,1983,21.951
estimates,902,1984,22.042
estimates,902,1985,22.071
estimates,902,1986,21.99
estimates,902,1987,21.78
estimates,902,1988,21.436
estimates,902,1989,20.962
estimates,902,1990,20.379
estimates,902,1991,19.723
estimates,902,1992,19.044
estimates,902,1993,18.39
estimates,902,1994,17.789
estimates,902,1995,17.262
estimates,902,1996,16.817
estimates,902,1997,16.441
estimates,902,1998,16.12
estimates,902,1999,15.85
estimates,902,2000,15.63
estimates,902,2001,15.452
estimates,902,2002,15.31
estimates,902,2003,15.191
estimates,902,2004,15.086
estimates,902,2005,14.989
estimates,902,2006,14.896
estimates,902,2007,14.803
estimates,902,2008,14.707
estimates,902,2009,14.603
estimates,902,2010,14.482
estimates,902,2011,14.34
estimates,902,2012,14.176
estimates,902,2013,13.99
estimates,902,2014,13.783
estimates,902,2015,13.556
medium_variant,902,2015,13.556
medium_variant,902,2016,13.311
medium_variant,902,2017,13.053
medium_variant,902,2018,12.788
medium_variant,902,2019,12.52
medium_variant,902,2020,12.253
medium_variant,902,2021,11.989
medium_variant,902,2022,11.729
medium_variant,902,2023,11.473
medium_variant,902,2024,11.224
medium_variant,902,2025,10.981
medium_variant,902,2026,10.747
medium_variant,902,2027,10.519
medium_variant,902,2028,10.298
medium_variant,902,2029,10.082
medium_variant,902,2030,9.872
medium_variant,902,2031,9.667
medium_variant,902,2032,9.466
medium_variant,902,2033,9.27
medium_variant,902,2034,9.077
medium_variant,902,2035,8.887
medium_variant,902,2036,8.701
medium_variant,902,2037,8.519
medium_variant,902,2038,8.34
medium_variant,902,2039,8.164
medium_variant,902,2040,7.99
medium_variant,902,2041,7.817
medium_variant,902,2042,7.645
medium_variant,902,2043,7.474
medium_variant,902,2044,7.303
medium_variant,902,2045,7.132
medium_variant,902,2046,6.961
medium_variant,902,2047,6.789
medium_variant,902,2048,6.618
medium_variant,902,2049,6.448
medium_variant,902,2050,6.279
medium_variant,902,2051,6.112
medium_variant,902,2052,5.946
medium_variant,902,2053,5.782
medium_variant,902,2054,5.621
medium_variant,902,2055,5.464
medium_variant,902,2056,5.311
medium_variant,902,2057,5.163
medium_variant,902,2058,5.02
medium_variant,902,2059,4.881
medium_variant,902,2060,4.748
medium_variant,902,2061,4.619
medium_variant,902,2062,4.495
medium_variant,902,2063,4.374
medium_variant,902,2064,4.257
medium_variant,902,2065,4.143
medium_variant,902,2066,4.031
medium_variant,902,2067,3.921
medium_variant,902,2068,3.814
medium_variant,902,2069,3.708
medium_variant,902,2070,3.604
medium_variant,902,2071,3.501
medium_variant,902,2072,3.399
medium_variant,902,2073,3.298
medium_variant,902,2074,3.198
medium_variant,902,2075,3.1
medium_variant,902,2076,3.003
medium_variant,902,2077,2.908
medium_variant,902,2078,2.815
medium_variant,902,2079,2.725
medium_variant,902,2080,2.637
medium_variant,902,2081,2.551
medium_variant,902,2082,2.468
medium_variant,902,2083,2.387
medium_variant,902,2084,2.308
medium_variant,902,2085,2.231
medium_variant,902,2086,2.155
medium_variant,902,2087,2.081
medium_variant,902,2088,2.007
medium_variant,902,2089,1.934
medium_variant,902,2090,1.86
medium_variant,902,2091,1.787
medium_variant,902,2092,1.714
medium_variant,902,2093,1.641
medium_variant,902,2094,1.567
medium_variant,902,2095,1.493
medium_variant,902,2096,1.419
medium_variant,902,2097,1.345
medium_variant,902,2098,1.271
medium_variant,902,2099,1.196
