variant,region,year,rateofnaturalincreaseper1000population
estimates,911,1950,19.043
estimates,911,1951,19.176
estimates,911,1952,19.449
estimates,911,1953,19.734
estimates,911,1954,20.032
estimates,911,1955,20.342
estimates,911,1956,20.665
estimates,911,1957,20.998
estimates,911,1958,21.339
estimates,911,1959,21.686
estimates,911,1960,22.035
estimates,911,1961,22.38
estimates,911,1962,22.72
estimates,911,1963,23.052
estimates,911,1964,23.376
estimates,911,1965,23.698
estimates,911,1966,24.026
estimates,911,1967,24.365
estimates,911,1968,24.718
estimates,911,1969,25.082
estimates,911,1970,25.455
estimates,911,1971,25.827
estimates,911,1972,26.191
estimates,911,1973,26.539
estimates,911,1974,26.866
estimates,911,1975,27.171
estimates,911,1976,27.455
estimates,911,1977,27.722
estimates,911,1978,27.975
estimates,911,1979,28.211
estimates,911,1980,28.431
estimates,911,1981,28.632
estimates,911,1982,28.812
estimates,911,1983,28.968
estimates,911,1984,29.101
estimates,911,1985,29.209
estimates,911,1986,29.293
estimates,911,1987,29.355
estimates,911,1988,29.395
estimates,911,1989,29.413
estimates,911,1990,29.4
estimates,911,1991,29.345
estimates,911,1992,29.248
estimates,911,1993,29.118
estimates,911,1994,28.972
estimates,911,1995,28.839
estimates,911,1996,28.752
estimates,911,1997,28.737
estimates,911,1998,28.806
estimates,911,1999,28.964
estimates,911,2000,29.209
estimates,911,2001,29.528
estimates,911,2002,29.892
estimates,911,2003,30.267
estimates,911,2004,30.632
estimates,911,2005,30.964
estimates,911,2006,31.249
estimates,911,2007,31.482
estimates,911,2008,31.657
estimates,911,2009,31.768
estimates,911,2010,31.805
estimates,911,2011,31.766
estimates,911,2012,31.659
estimates,911,2013,31.496
estimates,911,2014,31.287
estimates,911,2015,31.043
medium_variant,911,2015,31.043
medium_variant,911,2016,30.775
medium_variant,911,2017,30.494
medium_variant,911,2018,30.209
medium_variant,911,2019,29.929
medium_variant,911,2020,29.66
medium_variant,911,2021,29.403
medium_variant,911,2022,29.154
medium_variant,911,2023,28.907
medium_variant,911,2024,28.661
medium_variant,911,2025,28.417
medium_variant,911,2026,28.172
medium_variant,911,2027,27.924
medium_variant,911,2028,27.671
medium_variant,911,2029,27.413
medium_variant,911,2030,27.147
medium_variant,911,2031,26.874
medium_variant,911,2032,26.592
medium_variant,911,2033,26.303
medium_variant,911,2034,26.007
medium_variant,911,2035,25.702
medium_variant,911,2036,25.389
medium_variant,911,2037,25.068
medium_variant,911,2038,24.74
medium_variant,911,2039,24.407
medium_variant,911,2040,24.069
medium_variant,911,2041,23.727
medium_variant,911,2042,23.383
medium_variant,911,2043,23.038
medium_variant,911,2044,22.693
medium_variant,911,2045,22.35
medium_variant,911,2046,22.01
medium_variant,911,2047,21.672
medium_variant,911,2048,21.338
medium_variant,911,2049,21.008
medium_variant,911,2050,20.681
medium_variant,911,2051,20.357
medium_variant,911,2052,20.037
medium_variant,911,2053,19.718
medium_variant,911,2054,19.403
medium_variant,911,2055,19.09
medium_variant,911,2056,18.781
medium_variant,911,2057,18.477
medium_variant,911,2058,18.177
medium_variant,911,2059,17.881
medium_variant,911,2060,17.588
medium_variant,911,2061,17.297
medium_variant,911,2062,17.007
medium_variant,911,2063,16.717
medium_variant,911,2064,16.427
medium_variant,911,2065,16.137
medium_variant,911,2066,15.846
medium_variant,911,2067,15.555
medium_variant,911,2068,15.265
medium_variant,911,2069,14.977
medium_variant,911,2070,14.69
medium_variant,911,2071,14.406
medium_variant,911,2072,14.124
medium_variant,911,2073,13.845
medium_variant,911,2074,13.569
medium_variant,911,2075,13.294
medium_variant,911,2076,13.022
medium_variant,911,2077,12.751
medium_variant,911,2078,12.481
medium_variant,911,2079,12.213
medium_variant,911,2080,11.946
medium_variant,911,2081,11.681
medium_variant,911,2082,11.419
medium_variant,911,2083,11.159
medium_variant,911,2084,10.903
medium_variant,911,2085,10.65
medium_variant,911,2086,10.4
medium_variant,911,2087,10.153
medium_variant,911,2088,9.908
medium_variant,911,2089,9.667
medium_variant,911,2090,9.428
medium_variant,911,2091,9.192
medium_variant,911,2092,8.959
medium_variant,911,2093,8.729
medium_variant,911,2094,8.502
medium_variant,911,2095,8.278
medium_variant,911,2096,8.056
medium_variant,911,2097,7.838
medium_variant,911,2098,7.623
medium_variant,911,2099,7.411
