variant,region,year,rateofnaturalincreaseper1000population
estimates,925,1950,10.489
estimates,925,1951,10.471
estimates,925,1952,10.448
estimates,925,1953,10.446
estimates,925,1954,10.465
estimates,925,1955,10.506
estimates,925,1956,10.565
estimates,925,1957,10.638
estimates,925,1958,10.72
estimates,925,1959,10.798
estimates,925,1960,10.857
estimates,925,1961,10.884
estimates,925,1962,10.866
estimates,925,1963,10.792
estimates,925,1964,10.662
estimates,925,1965,10.483
estimates,925,1966,10.27
estimates,925,1967,10.041
estimates,925,1968,9.808
estimates,925,1969,9.577
estimates,925,1970,9.343
estimates,925,1971,9.102
estimates,925,1972,8.839
estimates,925,1973,8.547
estimates,925,1974,8.222
estimates,925,1975,7.859
estimates,925,1976,7.454
estimates,925,1977,7.014
estimates,925,1978,6.547
estimates,925,1979,6.062
estimates,925,1980,5.573
estimates,925,1981,5.091
estimates,925,1982,4.628
estimates,925,1983,4.193
estimates,925,1984,3.791
estimates,925,1985,3.426
estimates,925,1986,3.095
estimates,925,1987,2.79
estimates,925,1988,2.505
estimates,925,1989,2.237
estimates,925,1990,1.985
estimates,925,1991,1.746
estimates,925,1992,1.52
estimates,925,1993,1.311
estimates,925,1994,1.12
estimates,925,1995,0.95
estimates,925,1996,0.809
estimates,925,1997,0.699
estimates,925,1998,0.619
estimates,925,1999,0.569
estimates,925,2000,0.549
estimates,925,2001,0.558
estimates,925,2002,0.59
estimates,925,2003,0.633
estimates,925,2004,0.673
estimates,925,2005,0.692
estimates,925,2006,0.67
estimates,925,2007,0.596
estimates,925,2008,0.468
estimates,925,2009,0.286
estimates,925,2010,0.057
estimates,925,2011,-0.205
estimates,925,2012,-0.48
estimates,925,2013,-0.751
estimates,925,2014,-1.008
estimates,925,2015,-1.244
medium_variant,925,2015,-1.244
medium_variant,925,2016,-1.46
medium_variant,925,2017,-1.662
medium_variant,925,2018,-1.853
medium_variant,925,2019,-2.034
medium_variant,925,2020,-2.203
medium_variant,925,2021,-2.358
medium_variant,925,2022,-2.5
medium_variant,925,2023,-2.627
medium_variant,925,2024,-2.741
medium_variant,925,2025,-2.842
medium_variant,925,2026,-2.932
medium_variant,925,2027,-3.013
medium_variant,925,2028,-3.087
medium_variant,925,2029,-3.157
medium_variant,925,2030,-3.224
medium_variant,925,2031,-3.291
medium_variant,925,2032,-3.358
medium_variant,925,2033,-3.427
medium_variant,925,2034,-3.5
medium_variant,925,2035,-3.578
medium_variant,925,2036,-3.662
medium_variant,925,2037,-3.753
medium_variant,925,2038,-3.851
medium_variant,925,2039,-3.957
medium_variant,925,2040,-4.071
medium_variant,925,2041,-4.196
medium_variant,925,2042,-4.33
medium_variant,925,2043,-4.472
medium_variant,925,2044,-4.622
medium_variant,925,2045,-4.778
medium_variant,925,2046,-4.942
medium_variant,925,2047,-5.11
medium_variant,925,2048,-5.281
medium_variant,925,2049,-5.452
medium_variant,925,2050,-5.621
medium_variant,925,2051,-5.787
medium_variant,925,2052,-5.948
medium_variant,925,2053,-6.101
medium_variant,925,2054,-6.244
medium_variant,925,2055,-6.374
medium_variant,925,2056,-6.489
medium_variant,925,2057,-6.588
medium_variant,925,2058,-6.671
medium_variant,925,2059,-6.734
medium_variant,925,2060,-6.776
medium_variant,925,2061,-6.797
medium_variant,925,2062,-6.796
medium_variant,925,2063,-6.775
medium_variant,925,2064,-6.733
medium_variant,925,2065,-6.67
medium_variant,925,2066,-6.586
medium_variant,925,2067,-6.482
medium_variant,925,2068,-6.361
medium_variant,925,2069,-6.224
medium_variant,925,2070,-6.072
medium_variant,925,2071,-5.907
medium_variant,925,2072,-5.73
medium_variant,925,2073,-5.545
medium_variant,925,2074,-5.356
medium_variant,925,2075,-5.165
medium_variant,925,2076,-4.976
medium_variant,925,2077,-4.791
medium_variant,925,2078,-4.613
medium_variant,925,2079,-4.446
medium_variant,925,2080,-4.291
medium_variant,925,2081,-4.152
medium_variant,925,2082,-4.029
medium_variant,925,2083,-3.92
medium_variant,925,2084,-3.827
medium_variant,925,2085,-3.75
medium_variant,925,2086,-3.688
medium_variant,925,2087,-3.64
medium_variant,925,2088,-3.604
medium_variant,925,2089,-3.578
medium_variant,925,2090,-3.56
medium_variant,925,2091,-3.549
medium_variant,925,2092,-3.542
medium_variant,925,2093,-3.541
medium_variant,925,2094,-3.542
medium_variant,925,2095,-3.546
medium_variant,925,2096,-3.553
medium_variant,925,2097,-3.563
medium_variant,925,2098,-3.575
medium_variant,925,2099,-3.59
