variant,region,year,rateofnaturalincreaseper1000population
estimates,5501,1950,16.095
estimates,5501,1951,16.415
estimates,5501,1952,17.039
estimates,5501,1953,17.635
estimates,5501,1954,18.201
estimates,5501,1955,18.737
estimates,5501,1956,19.244
estimates,5501,1957,19.722
estimates,5501,1958,20.169
estimates,5501,1959,20.587
estimates,5501,1960,20.974
estimates,5501,1961,21.33
estimates,5501,1962,21.656
estimates,5501,1963,21.951
estimates,5501,1964,22.217
estimates,5501,1965,22.452
estimates,5501,1966,22.654
estimates,5501,1967,22.824
estimates,5501,1968,22.967
estimates,5501,1969,23.087
estimates,5501,1970,23.194
estimates,5501,1971,23.298
estimates,5501,1972,23.405
estimates,5501,1973,23.518
estimates,5501,1974,23.639
estimates,5501,1975,23.77
estimates,5501,1976,23.909
estimates,5501,1977,24.05
estimates,5501,1978,24.179
estimates,5501,1979,24.286
estimates,5501,1980,24.359
estimates,5501,1981,24.384
estimates,5501,1982,24.355
estimates,5501,1983,24.266
estimates,5501,1984,24.117
estimates,5501,1985,23.907
estimates,5501,1986,23.638
estimates,5501,1987,23.323
estimates,5501,1988,22.975
estimates,5501,1989,22.604
estimates,5501,1990,22.222
estimates,5501,1991,21.84
estimates,5501,1992,21.461
estimates,5501,1993,21.091
estimates,5501,1994,20.732
estimates,5501,1995,20.383
estimates,5501,1996,20.042
estimates,5501,1997,19.701
estimates,5501,1998,19.356
estimates,5501,1999,19.006
estimates,5501,2000,18.654
estimates,5501,2001,18.306
estimates,5501,2002,17.966
estimates,5501,2003,17.635
estimates,5501,2004,17.312
estimates,5501,2005,16.988
estimates,5501,2006,16.655
estimates,5501,2007,16.306
estimates,5501,2008,15.938
estimates,5501,2009,15.555
estimates,5501,2010,15.163
estimates,5501,2011,14.774
estimates,5501,2012,14.401
estimates,5501,2013,14.049
estimates,5501,2014,13.722
estimates,5501,2015,13.416
medium_variant,5501,2015,13.416
medium_variant,5501,2016,13.123
medium_variant,5501,2017,12.834
medium_variant,5501,2018,12.54
medium_variant,5501,2019,12.237
medium_variant,5501,2020,11.924
medium_variant,5501,2021,11.603
medium_variant,5501,2022,11.278
medium_variant,5501,2023,10.954
medium_variant,5501,2024,10.631
medium_variant,5501,2025,10.311
medium_variant,5501,2026,9.994
medium_variant,5501,2027,9.679
medium_variant,5501,2028,9.365
medium_variant,5501,2029,9.054
medium_variant,5501,2030,8.745
medium_variant,5501,2031,8.439
medium_variant,5501,2032,8.135
medium_variant,5501,2033,7.833
medium_variant,5501,2034,7.536
medium_variant,5501,2035,7.243
medium_variant,5501,2036,6.957
medium_variant,5501,2037,6.677
medium_variant,5501,2038,6.405
medium_variant,5501,2039,6.14
medium_variant,5501,2040,5.881
medium_variant,5501,2041,5.629
medium_variant,5501,2042,5.382
medium_variant,5501,2043,5.138
medium_variant,5501,2044,4.897
medium_variant,5501,2045,4.657
medium_variant,5501,2046,4.418
medium_variant,5501,2047,4.18
medium_variant,5501,2048,3.942
medium_variant,5501,2049,3.705
medium_variant,5501,2050,3.468
medium_variant,5501,2051,3.23
medium_variant,5501,2052,2.994
medium_variant,5501,2053,2.758
medium_variant,5501,2054,2.523
medium_variant,5501,2055,2.291
medium_variant,5501,2056,2.061
medium_variant,5501,2057,1.833
medium_variant,5501,2058,1.609
medium_variant,5501,2059,1.388
medium_variant,5501,2060,1.171
medium_variant,5501,2061,0.957
medium_variant,5501,2062,0.747
medium_variant,5501,2063,0.541
medium_variant,5501,2064,0.339
medium_variant,5501,2065,0.142
medium_variant,5501,2066,-0.05
medium_variant,5501,2067,-0.235
medium_variant,5501,2068,-0.415
medium_variant,5501,2069,-0.588
medium_variant,5501,2070,-0.755
medium_variant,5501,2071,-0.916
medium_variant,5501,2072,-1.071
medium_variant,5501,2073,-1.221
medium_variant,5501,2074,-1.366
medium_variant,5501,2075,-1.506
medium_variant,5501,2076,-1.64
medium_variant,5501,2077,-1.769
medium_variant,5501,2078,-1.892
medium_variant,5501,2079,-2.01
medium_variant,5501,2080,-2.122
medium_variant,5501,2081,-2.228
medium_variant,5501,2082,-2.33
medium_variant,5501,2083,-2.426
medium_variant,5501,2084,-2.518
medium_variant,5501,2085,-2.606
medium_variant,5501,2086,-2.69
medium_variant,5501,2087,-2.772
medium_variant,5501,2088,-2.85
medium_variant,5501,2089,-2.926
medium_variant,5501,2090,-2.999
medium_variant,5501,2091,-3.067
medium_variant,5501,2092,-3.132
medium_variant,5501,2093,-3.191
medium_variant,5501,2094,-3.246
medium_variant,5501,2095,-3.296
medium_variant,5501,2096,-3.34
medium_variant,5501,2097,-3.379
medium_variant,5501,2098,-3.412
medium_variant,5501,2099,-3.439
