variant,continent,year,childdependencyratio2064
estimates,903,1950,113.743
estimates,903,1951,114.57
estimates,903,1952,115.06
estimates,903,1953,115.348
estimates,903,1954,115.519
estimates,903,1955,115.617
estimates,903,1956,116.693
estimates,903,1957,117.537
estimates,903,1958,118.204
estimates,903,1959,118.742
estimates,903,1960,119.186
estimates,903,1961,120.562
estimates,903,1962,121.7
estimates,903,1963,122.634
estimates,903,1964,123.373
estimates,903,1965,123.929
estimates,903,1966,125.221
estimates,903,1967,126.17
estimates,903,1968,126.848
estimates,903,1969,127.314
estimates,903,1970,127.607
estimates,903,1971,128.535
estimates,903,1972,129.212
estimates,903,1973,129.68
estimates,903,1974,129.972
estimates,903,1975,130.115
estimates,903,1976,130.682
estimates,903,1977,131.012
estimates,903,1978,131.167
estimates,903,1979,131.188
estimates,903,1980,131.098
estimates,903,1981,131.733
estimates,903,1982,132.096
estimates,903,1983,132.253
estimates,903,1984,132.259
estimates,903,1985,132.143
estimates,903,1986,132.485
estimates,903,1987,132.608
estimates,903,1988,132.539
estimates,903,1989,132.263
estimates,903,1990,131.769
estimates,903,1991,131.622
estimates,903,1992,131.145
estimates,903,1993,130.405
estimates,903,1994,129.479
estimates,903,1995,128.421
estimates,903,1996,127.941
estimates,903,1997,127.338
estimates,903,1998,126.615
estimates,903,1999,125.748
estimates,903,2000,124.737
estimates,903,2001,124.091
estimates,903,2002,123.252
estimates,903,2003,122.282
estimates,903,2004,121.251
estimates,903,2005,120.206
estimates,903,2006,119.43
estimates,903,2007,118.582
estimates,903,2008,117.72
estimates,903,2009,116.895
estimates,903,2010,116.133
estimates,903,2011,115.585
estimates,903,2012,115.056
estimates,903,2013,114.529
estimates,903,2014,113.96
estimates,903,2015,113.318
medium_variant,903,2015,113.318
medium_variant,903,2016,112.873
medium_variant,903,2017,112.265
medium_variant,903,2018,111.542
medium_variant,903,2019,110.763
medium_variant,903,2020,109.946
medium_variant,903,2021,109.14
medium_variant,903,2022,108.316
medium_variant,903,2023,107.438
medium_variant,903,2024,106.464
medium_variant,903,2025,105.381
medium_variant,903,2026,104.409
medium_variant,903,2027,103.334
medium_variant,903,2028,102.169
medium_variant,903,2029,100.931
medium_variant,903,2030,99.635
medium_variant,903,2031,98.43
medium_variant,903,2032,97.155
medium_variant,903,2033,95.852
medium_variant,903,2034,94.561
medium_variant,903,2035,93.306
medium_variant,903,2036,92.209
medium_variant,903,2037,91.125
medium_variant,903,2038,90.06
medium_variant,903,2039,89.017
medium_variant,903,2040,87.994
medium_variant,903,2041,87.095
medium_variant,903,2042,86.197
medium_variant,903,2043,85.304
medium_variant,903,2044,84.418
medium_variant,903,2045,83.539
medium_variant,903,2046,82.75
medium_variant,903,2047,81.954
medium_variant,903,2048,81.148
medium_variant,903,2049,80.332
medium_variant,903,2050,79.503
medium_variant,903,2051,78.745
medium_variant,903,2052,77.966
medium_variant,903,2053,77.168
medium_variant,903,2054,76.353
medium_variant,903,2055,75.523
medium_variant,903,2056,74.759
medium_variant,903,2057,73.973
medium_variant,903,2058,73.173
medium_variant,903,2059,72.367
medium_variant,903,2060,71.56
medium_variant,903,2061,70.827
medium_variant,903,2062,70.084
medium_variant,903,2063,69.34
medium_variant,903,2064,68.6
medium_variant,903,2065,67.868
medium_variant,903,2066,67.213
medium_variant,903,2067,66.557
medium_variant,903,2068,65.905
medium_variant,903,2069,65.261
medium_variant,903,2070,64.627
medium_variant,903,2071,64.065
medium_variant,903,2072,63.502
medium_variant,903,2073,62.944
medium_variant,903,2074,62.392
medium_variant,903,2075,61.849
medium_variant,903,2076,61.371
medium_variant,903,2077,60.891
medium_variant,903,2078,60.411
medium_variant,903,2079,59.927
medium_variant,903,2080,59.44
medium_variant,903,2081,59.001
medium_variant,903,2082,58.551
medium_variant,903,2083,58.095
medium_variant,903,2084,57.634
medium_variant,903,2085,57.17
medium_variant,903,2086,56.752
medium_variant,903,2087,56.325
medium_variant,903,2088,55.893
medium_variant,903,2089,55.457
medium_variant,903,2090,55.021
medium_variant,903,2091,54.63
medium_variant,903,2092,54.231
medium_variant,903,2093,53.829
medium_variant,903,2094,53.427
medium_variant,903,2095,53.028
medium_variant,903,2096,52.672
medium_variant,903,2097,52.314
medium_variant,903,2098,51.956
medium_variant,903,2099,51.599
medium_variant,903,2100,51.246
high_variant,903,2015,113.31842189368
low_variant,903,2015,113.31842189368
constant_fertility,903,2015,113.31842189368
instant_replacement,903,2015,113.31842189368
zero_migration,903,2015,113.31842189368
constant_mortality,903,2015,113.31842189368
no_change,903,2015,113.31842189368
high_variant,903,2020,111.786982499291
low_variant,903,2020,108.10517377278
constant_fertility,903,2020,112.364422436644
instant_replacement,903,2020,94.9283475570736
zero_migration,903,2020,109.801448462605
constant_mortality,903,2020,109.728334480981
no_change,903,2020,112.126929746861
high_variant,903,2025,109.874747244134
low_variant,903,2025,100.88689213623
constant_fertility,903,2025,112.20996270056
instant_replacement,903,2025,79.3196819944762
zero_migration,903,2025,105.148021827054
constant_mortality,903,2025,104.748057492137
no_change,903,2025,111.482673913587
high_variant,903,2030,107.111869169731
low_variant,903,2030,92.158278959128
constant_fertility,903,2030,112.383590445892
instant_replacement,903,2030,65.6138056554765
zero_migration,903,2030,99.4022713935337
constant_mortality,903,2030,98.5159775567879
no_change,903,2030,111.027696582396
high_variant,903,2035,103.44221596078
low_variant,903,2035,83.1927375370979
constant_fertility,903,2035,113.256206963014
instant_replacement,903,2035,53.3416430589202
zero_migration,903,2035,93.1077865033251
constant_mortality,903,2035,91.7320928272274
no_change,903,2035,111.231714744869
high_variant,903,2040,98.797804888983
low_variant,903,2040,77.0990108284332
constant_fertility,903,2040,113.878613750439
instant_replacement,903,2040,55.5171455109202
zero_migration,903,2040,87.7995111640714
constant_mortality,903,2040,86.2207670271497
no_change,903,2040,111.411942360742
high_variant,903,2045,94.438804754084
low_variant,903,2045,72.4729043142105
constant_fertility,903,2045,114.842775779646
instant_replacement,903,2045,55.4258030179148
zero_migration,903,2045,83.3167232259529
constant_mortality,903,2045,81.644971170961
no_change,903,2045,111.973055097153
high_variant,903,2050,90.4400181152846
low_variant,903,2050,68.4401185455546
constant_fertility,903,2050,116.280230094662
instant_replacement,903,2050,53.222984355438
zero_migration,903,2050,79.2601428636082
constant_mortality,903,2050,77.4860005948032
no_change,903,2050,112.938833640929
high_variant,903,2055,86.9853668564506
low_variant,903,2055,64.0685251540011
constant_fertility,903,2055,117.922132706264
instant_replacement,903,2055,49.9027874425528
zero_migration,903,2055,75.2888311153735
constant_mortality,903,2055,73.3772942014047
no_change,903,2055,114.040741349971
high_variant,903,2060,83.5536670366731
low_variant,903,2060,59.6774861693824
constant_fertility,903,2060,119.410791686103
instant_replacement,903,2060,47.2194813564953
zero_migration,903,2060,71.3609168245849
constant_mortality,903,2060,69.3183617718975
no_change,903,2060,114.997843601601
high_variant,903,2065,80.0894468142247
low_variant,903,2065,55.7680401767083
constant_fertility,903,2065,120.676211052917
instant_replacement,903,2065,46.3341197506481
zero_migration,903,2065,67.7102326207363
constant_mortality,903,2065,65.5878906017665
no_change,903,2065,115.791733226006
high_variant,903,2070,76.7686161760658
low_variant,903,2070,52.5562314247276
constant_fertility,903,2070,121.814640939133
instant_replacement,903,2070,46.9112788466415
zero_migration,903,2070,64.497684792192
constant_mortality,903,2070,62.3673853992258
no_change,903,2070,116.534442547158
high_variant,903,2075,73.7662909014975
low_variant,903,2075,49.9611975908146
constant_fertility,903,2075,122.900453194774
instant_replacement,903,2075,48.1839438425285
zero_migration,903,2075,61.7327700350848
constant_mortality,903,2075,59.6529960382953
no_change,903,2075,117.289650451572
high_variant,903,2080,71.1352612841727
low_variant,903,2080,47.7856434621561
constant_fertility,903,2080,123.915754464446
instant_replacement,903,2080,49.613770721866
zero_migration,903,2080,59.3293260702693
constant_mortality,903,2080,57.3323513015854
no_change,903,2080,118.028054722339
high_variant,903,2085,68.896439039337
low_variant,903,2085,45.5366850073084
constant_fertility,903,2085,124.97720036919
instant_replacement,903,2085,47.7925788073849
zero_migration,903,2085,57.0699957099539
constant_mortality,903,2085,55.14535018596
no_change,903,2085,118.811990046539
high_variant,903,2090,66.8609284201698
low_variant,903,2090,43.3097634745785
constant_fertility,903,2090,125.991112575785
instant_replacement,903,2090,46.5096121801447
zero_migration,903,2090,54.9368243046808
constant_mortality,903,2090,53.0903369644666
no_change,903,2090,119.580243762527
high_variant,903,2095,64.9515182522558
low_variant,903,2095,41.227864152629
constant_fertility,903,2095,126.916393204326
instant_replacement,903,2095,46.09485790401
zero_migration,903,2095,52.9597241721041
constant_mortality,903,2095,51.2108045397814
no_change,903,2095,120.306549145008
high_variant,903,2100,63.1263654308311
low_variant,903,2100,39.457170985436
constant_fertility,903,2100,127.757324416363
instant_replacement,903,2100,46.4039807958923
zero_migration,903,2100,51.1880738361074
constant_mortality,903,2100,49.5585187527999
no_change,903,2100,120.995171307607
