variant,continent,year,childdependencyratio2064
estimates,908,1950,60.815
estimates,908,1951,60.853
estimates,908,1952,60.538
estimates,908,1953,60.38
estimates,908,1954,60.34
estimates,908,1955,60.232
estimates,908,1956,59.777
estimates,908,1957,59.367
estimates,908,1958,59.018
estimates,908,1959,58.845
estimates,908,1960,58.941
estimates,908,1961,59.363
estimates,908,1962,60.011
estimates,908,1963,60.732
estimates,908,1964,61.312
estimates,908,1965,61.6
estimates,908,1966,61.693
estimates,908,1967,61.485
estimates,908,1968,61.053
estimates,908,1969,60.532
estimates,908,1970,60.013
estimates,908,1971,59.44
estimates,908,1972,58.863
estimates,908,1973,58.256
estimates,908,1974,57.573
estimates,908,1975,56.795
estimates,908,1976,56.176
estimates,908,1977,55.446
estimates,908,1978,54.615
estimates,908,1979,53.706
estimates,908,1980,52.743
estimates,908,1981,51.817
estimates,908,1982,50.862
estimates,908,1983,49.934
estimates,908,1984,49.087
estimates,908,1985,48.35
estimates,908,1986,47.853
estimates,908,1987,47.428
estimates,908,1988,47.043
estimates,908,1989,46.645
estimates,908,1990,46.194
estimates,908,1991,45.829
estimates,908,1992,45.36
estimates,908,1993,44.818
estimates,908,1994,44.248
estimates,908,1995,43.666
estimates,908,1996,42.951
estimates,908,1997,42.289
estimates,908,1998,41.64
estimates,908,1999,40.957
estimates,908,2000,40.234
estimates,908,2001,39.651
estimates,908,2002,39.021
estimates,908,2003,38.348
estimates,908,2004,37.646
estimates,908,2005,36.928
estimates,908,2006,36.311
estimates,908,2007,35.673
estimates,908,2008,35.066
estimates,908,2009,34.543
estimates,908,2010,34.128
estimates,908,2011,33.905
estimates,908,2012,33.751
estimates,908,2013,33.676
estimates,908,2014,33.69
estimates,908,2015,33.795
medium_variant,908,2015,33.795
medium_variant,908,2016,33.989
medium_variant,908,2017,34.28
medium_variant,908,2018,34.631
medium_variant,908,2019,34.986
medium_variant,908,2020,35.312
medium_variant,908,2021,35.67
medium_variant,908,2022,36
medium_variant,908,2023,36.286
medium_variant,908,2024,36.52
medium_variant,908,2025,36.695
medium_variant,908,2026,36.872
medium_variant,908,2027,36.977
medium_variant,908,2028,37.014
medium_variant,908,2029,36.997
medium_variant,908,2030,36.938
medium_variant,908,2031,36.895
medium_variant,908,2032,36.813
