variant,continent,year,childdependencyratio2064
estimates,905,1950,59.885
estimates,905,1951,60.92
estimates,905,1952,61.982
estimates,905,1953,63.283
estimates,905,1954,64.84
estimates,905,1955,66.561
estimates,905,1956,68.014
estimates,905,1957,69.548
estimates,905,1958,71.009
estimates,905,1959,72.258
estimates,905,1960,73.233
estimates,905,1961,74.574
estimates,905,1962,75.503
estimates,905,1963,76.035
estimates,905,1964,76.209
estimates,905,1965,76.042
estimates,905,1966,75.488
estimates,905,1967,74.667
estimates,905,1968,73.701
estimates,905,1969,72.67
estimates,905,1970,71.578
estimates,905,1971,70.113
estimates,905,1972,68.646
estimates,905,1973,67.122
estimates,905,1974,65.464
estimates,905,1975,63.658
estimates,905,1976,62.357
estimates,905,1977,60.901
estimates,905,1978,59.371
estimates,905,1979,57.862
estimates,905,1980,56.425
estimates,905,1981,55.003
estimates,905,1982,53.636
estimates,905,1983,52.39
estimates,905,1984,51.302
estimates,905,1985,50.384
estimates,905,1986,49.841
estimates,905,1987,49.405
estimates,905,1988,49.065
estimates,905,1989,48.799
estimates,905,1990,48.579
estimates,905,1991,48.536
estimates,905,1992,48.553
estimates,905,1993,48.589
estimates,905,1994,48.582
estimates,905,1995,48.495
estimates,905,1996,48.47
estimates,905,1997,48.284
estimates,905,1998,48.005
estimates,905,1999,47.707
estimates,905,2000,47.403
estimates,905,2001,47.012
estimates,905,2002,46.675
estimates,905,2003,46.33
estimates,905,2004,45.908
estimates,905,2005,45.397
estimates,905,2006,45.156
estimates,905,2007,44.821
estimates,905,2008,44.437
estimates,905,2009,44.06
estimates,905,2010,43.711
estimates,905,2011,43.421
estimates,905,2012,43.013
estimates,905,2013,42.529
estimates,905,2014,42.062
estimates,905,2015,41.695
medium_variant,905,2015,41.695
medium_variant,905,2016,41.536
medium_variant,905,2017,41.588
medium_variant,905,2018,41.766
medium_variant,905,2019,41.942
medium_variant,905,2020,42.052
medium_variant,905,2021,42.345
medium_variant,905,2022,42.537
medium_variant,905,2023,42.659
medium_variant,905,2024,42.765
medium_variant,905,2025,42.876
medium_variant,905,2026,43.009
