variant,continent,year,childdependencyratio2064
estimates,904,1950,108.681
estimates,904,1951,109.484
estimates,904,1952,110.422
estimates,904,1953,111.355
estimates,904,1954,112.137
estimates,904,1955,112.737
estimates,904,1956,114.005
estimates,904,1957,114.917
estimates,904,1958,115.666
estimates,904,1959,116.46
estimates,904,1960,117.39
estimates,904,1961,118.431
estimates,904,1962,119.623
estimates,904,1963,120.811
estimates,904,1964,121.754
estimates,904,1965,122.337
estimates,904,1966,123.317
estimates,904,1967,123.779
estimates,904,1968,123.832
estimates,904,1969,123.63
estimates,904,1970,123.237
estimates,904,1971,122.613
estimates,904,1972,121.848
estimates,904,1973,120.947
estimates,904,1974,119.893
estimates,904,1975,118.707
estimates,904,1976,117.723
estimates,904,1977,116.63
estimates,904,1978,115.421
estimates,904,1979,114.074
estimates,904,1980,112.577
estimates,904,1981,111.089
estimates,904,1982,109.433
estimates,904,1983,107.703
estimates,904,1984,105.989
estimates,904,1985,104.325
estimates,904,1986,102.687
estimates,904,1987,101.071
estimates,904,1988,99.479
estimates,904,1989,97.891
estimates,904,1990,96.289
estimates,904,1991,94.701
estimates,904,1992,93.092
estimates,904,1993,91.469
estimates,904,1994,89.836
estimates,904,1995,88.2
estimates,904,1996,86.58
estimates,904,1997,85.007
estimates,904,1998,83.457
estimates,904,1999,81.906
estimates,904,2000,80.342
estimates,904,2001,78.821
estimates,904,2002,77.269
estimates,904,2003,75.718
estimates,904,2004,74.196
estimates,904,2005,72.709
estimates,904,2006,71.204
estimates,904,2007,69.692
estimates,904,2008,68.206
estimates,904,2009,66.784
estimates,904,2010,65.449
estimates,904,2011,64.124
estimates,904,2012,62.936
estimates,904,2013,61.832
estimates,904,2014,60.743
estimates,904,2015,59.637
medium_variant,904,2015,59.637
medium_variant,904,2016,58.664
medium_variant,904,2017,57.643
medium_variant,904,2018,56.611
medium_variant,904,2019,55.613
medium_variant,904,2020,54.669
medium_variant,904,2021,53.745
medium_variant,904,2022,52.86
medium_variant,904,2023,52.026
medium_variant,904,2024,51.249
medium_variant,904,2025,50.533
medium_variant,904,2026,49.897
medium_variant,904,2027,49.322
medium_variant,904,2028,48.787
medium_variant,904,2029,48.267
medium_variant,904,2030,47.744
medium_variant,904,2031,47.235
medium_variant,904,2032,46.724
medium_variant,904,2033,46.215
medium_variant,904,2034,45.714
medium_variant,904,2035,45.225
medium_variant,904,2036,44.763
medium_variant,904,2037,44.307
medium_variant,904,2038,43.864
medium_variant,904,2039,43.44
medium_variant,904,2040,43.038
medium_variant,904,2041,42.669
medium_variant,904,2042,42.319
medium_variant,904,2043,41.988
medium_variant,904,2044,41.679
medium_variant,904,2045,41.39
medium_variant,904,2046,41.133
medium_variant,904,2047,40.893
medium_variant,904,2048,40.671
medium_variant,904,2049,40.465
medium_variant,904,2050,40.272
medium_variant,904,2051,40.101
medium_variant,904,2052,39.94
medium_variant,904,2053,39.79
medium_variant,904,2054,39.648
medium_variant,904,2055,39.515
medium_variant,904,2056,39.396
medium_variant,904,2057,39.282
medium_variant,904,2058,39.174
medium_variant,904,2059,39.077
medium_variant,904,2060,38.989
medium_variant,904,2061,38.919
medium_variant,904,2062,38.855
medium_variant,904,2063,38.798
medium_variant,904,2064,38.747
medium_variant,904,2065,38.701
medium_variant,904,2066,38.667
medium_variant,904,2067,38.637
medium_variant,904,2068,38.608
medium_variant,904,2069,38.577
medium_variant,904,2070,38.542
medium_variant,904,2071,38.509
medium_variant,904,2072,38.468
medium_variant,904,2073,38.424
medium_variant,904,2074,38.385
medium_variant,904,2075,38.354
medium_variant,904,2076,38.336
medium_variant,904,2077,38.323
medium_variant,904,2078,38.315
medium_variant,904,2079,38.312
medium_variant,904,2080,38.312
medium_variant,904,2081,38.322
medium_variant,904,2082,38.333
medium_variant,904,2083,38.346
medium_variant,904,2084,38.362
medium_variant,904,2085,38.379
medium_variant,904,2086,38.402
medium_variant,904,2087,38.425
medium_variant,904,2088,38.448
medium_variant,904,2089,38.47
medium_variant,904,2090,38.492
medium_variant,904,2091,38.518
medium_variant,904,2092,38.54
medium_variant,904,2093,38.56
medium_variant,904,2094,38.578
medium_variant,904,2095,38.597
medium_variant,904,2096,38.617
medium_variant,904,2097,38.635
medium_variant,904,2098,38.653
medium_variant,904,2099,38.67
medium_variant,904,2100,38.687
high_variant,904,2015,59.636979920612
low_variant,904,2015,59.636979920612
constant_fertility,904,2015,59.636979920612
instant_replacement,904,2015,59.636979920612
zero_migration,904,2015,59.636979920612
constant_mortality,904,2015,59.636979920612
no_change,904,2015,59.636979920612
high_variant,904,2020,56.2991105861414
low_variant,904,2020,53.03976700193
constant_fertility,904,2020,55.421509359603
instant_replacement,904,2020,55.0492062840901
zero_migration,904,2020,54.632786955337
constant_mortality,904,2020,54.6690429088507
no_change,904,2020,55.4191162511455
high_variant,904,2025,54.5821630327992
low_variant,904,2025,46.484256173951
constant_fertility,904,2025,52.5719154152379
instant_replacement,904,2025,51.7605492899284
zero_migration,904,2025,50.4727051468722
constant_mortality,904,2025,50.5338481706266
no_change,904,2025,52.5659098102895
high_variant,904,2030,54.6731055232032
low_variant,904,2030,40.815480547727
constant_fertility,904,2030,51.440071210799
instant_replacement,904,2030,50.1247736382075
zero_migration,904,2030,47.6822392438843
constant_mortality,904,2030,47.7399361513681
no_change,904,2030,51.4248062179991
high_variant,904,2035,54.988902111369
low_variant,904,2035,35.5078082462612
constant_fertility,904,2035,50.8680543762011
instant_replacement,904,2035,48.9679845563194
zero_migration,904,2035,45.1947049671538
constant_mortality,904,2035,45.2190142775363
no_change,904,2035,50.8497164858292
high_variant,904,2040,53.7207061211052
low_variant,904,2040,32.2948169585793
constant_fertility,904,2040,50.0150287088116
instant_replacement,904,2040,47.8585606505399
zero_migration,904,2040,43.0333048285283
constant_mortality,904,2040,43.0825589590735
no_change,904,2040,50.048238348557
high_variant,904,2045,52.3280930826496
low_variant,904,2045,30.3403734420032
constant_fertility,904,2045,49.398570986732
instant_replacement,904,2045,46.9111988075566
zero_migration,904,2045,41.3776586610252
constant_mortality,904,2045,41.5108174429253
no_change,904,2045,49.5067864529259
high_variant,904,2050,51.3988979655543
low_variant,904,2050,29.1622489022812
constant_fertility,904,2050,49.2568536392408
instant_replacement,904,2050,46.3476087492352
zero_migration,904,2050,40.2379348221097
constant_mortality,904,2050,40.4727299536894
no_change,904,2050,49.4418444694165
high_variant,904,2055,51.3828228115407
low_variant,904,2055,27.9282596921605
constant_fertility,904,2055,49.5007081911067
instant_replacement,904,2055,46.1193586105608
zero_migration,904,2055,39.4686574378216
constant_mortality,904,2055,39.7970907761769
no_change,904,2055,49.760126501195
high_variant,904,2060,51.6445174966146
low_variant,904,2060,26.7879414704176
constant_fertility,904,2060,49.8894944012456
instant_replacement,904,2060,46.0619068452649
zero_migration,904,2060,38.9498857823364
constant_mortality,904,2060,39.3543463618134
no_change,904,2060,50.2223286422244
high_variant,904,2065,51.7626487796291
low_variant,904,2065,26.0384627065169
constant_fertility,904,2065,50.3270820656486
instant_replacement,904,2065,46.1039606462603
zero_migration,904,2065,38.6812067616775
constant_mortality,904,2065,39.1467481315496
no_change,904,2065,50.7240278305173
high_variant,904,2070,51.4640391219738
low_variant,904,2070,25.7821951573402
constant_fertility,904,2070,50.6622310722863
instant_replacement,904,2070,46.0585255340625
zero_migration,904,2070,38.5387109320509
