variant,continent,year,childdependencyratio2064
estimates,909,1950,67.631
estimates,909,1951,68.841
estimates,909,1952,69.966
estimates,909,1953,71.262
estimates,909,1954,72.704
estimates,909,1955,74.153
estimates,909,1956,75.518
estimates,909,1957,76.976
estimates,909,1958,78.337
estimates,909,1959,79.477
estimates,909,1960,80.379
estimates,909,1961,81.649
estimates,909,1962,82.584
estimates,909,1963,83.198
estimates,909,1964,83.524
estimates,909,1965,83.584
estimates,909,1966,83.578
estimates,909,1967,83.174
estimates,909,1968,82.499
estimates,909,1969,81.741
estimates,909,1970,81.036
estimates,909,1971,80.605
estimates,909,1972,80.333
estimates,909,1973,80.027
estimates,909,1974,79.459
estimates,909,1975,78.556
estimates,909,1976,78.132
estimates,909,1977,77.227
estimates,909,1978,76.066
estimates,909,1979,74.933
estimates,909,1980,73.956
estimates,909,1981,72.53
estimates,909,1982,71.417
estimates,909,1983,70.499
estimates,909,1984,69.583
estimates,909,1985,68.601
estimates,909,1986,67.981
estimates,909,1987,67.216
estimates,909,1988,66.383
estimates,909,1989,65.579
estimates,909,1990,64.816
estimates,909,1991,63.966
estimates,909,1992,63.154
estimates,909,1993,62.406
estimates,909,1994,61.725
estimates,909,1995,61.122
estimates,909,1996,60.655
estimates,909,1997,60.271
estimates,909,1998,59.972
estimates,909,1999,59.728
estimates,909,2000,59.485
estimates,909,2001,59.133
estimates,909,2002,58.692
estimates,909,2003,58.171
estimates,909,2004,57.625
estimates,909,2005,57.119
estimates,909,2006,56.802
estimates,909,2007,56.473
estimates,909,2008,56.105
estimates,909,2009,55.663
estimates,909,2010,55.154
estimates,909,2011,55.069
estimates,909,2012,54.852
estimates,909,2013,54.546
estimates,909,2014,54.231
estimates,909,2015,53.96
medium_variant,909,2015,53.96
medium_variant,909,2016,53.851
medium_variant,909,2017,53.854
medium_variant,909,2018,53.921
medium_variant,909,2019,53.976
medium_variant,909,2020,53.983
medium_variant,909,2021,54.139
medium_variant,909,2022,54.225
medium_variant,909,2023,54.246
medium_variant,909,2024,54.221
medium_variant,909,2025,54.154
medium_variant,909,2026,54.072
medium_variant,909,2027,53.951
medium_variant,909,2028,53.786
medium_variant,909,2029,53.564
medium_variant,909,2030,53.288
medium_variant,909,2031,53.08
medium_variant,909,2032,52.817
medium_variant,909,2033,52.511
medium_variant,909,2034,52.187
medium_variant,909,2035,51.858
medium_variant,909,2036,51.607
medium_variant,909,2037,51.349
medium_variant,909,2038,51.078
medium_variant,909,2039,50.777
medium_variant,909,2040,50.443
medium_variant,909,2041,50.174
medium_variant,909,2042,49.873
medium_variant,909,2043,49.56
medium_variant,909,2044,49.261
medium_variant,909,2045,48.993
medium_variant,909,2046,48.835
medium_variant,909,2047,48.697
medium_variant,909,2048,48.57
medium_variant,909,2049,48.444
medium_variant,909,2050,48.311
medium_variant,909,2051,48.241
medium_variant,909,2052,48.161
medium_variant,909,2053,48.069
medium_variant,909,2054,47.964
medium_variant,909,2055,47.846
medium_variant,909,2056,47.778
medium_variant,909,2057,47.693
medium_variant,909,2058,47.585
medium_variant,909,2059,47.449
medium_variant,909,2060,47.282
medium_variant,909,2061,47.149
medium_variant,909,2062,46.987
medium_variant,909,2063,46.796
medium_variant,909,2064,46.581
medium_variant,909,2065,46.345
medium_variant,909,2066,46.15
medium_variant,909,2067,45.935
medium_variant,909,2068,45.705
medium_variant,909,2069,45.471
medium_variant,909,2070,45.24
medium_variant,909,2071,45.069
medium_variant,909,2072,44.9
medium_variant,909,2073,44.732
medium_variant,909,2074,44.562
medium_variant,909,2075,44.389
medium_variant,909,2076,44.265
medium_variant,909,2077,44.136
medium_variant,909,2078,44.005
medium_variant,909,2079,43.875
medium_variant,909,2080,43.749
medium_variant,909,2081,43.674
medium_variant,909,2082,43.598
medium_variant,909,2083,43.52
medium_variant,909,2084,43.436
medium_variant,909,2085,43.345
medium_variant,909,2086,43.289
medium_variant,909,2087,43.225
medium_variant,909,2088,43.151
medium_variant,909,2089,43.067
medium_variant,909,2090,42.973
medium_variant,909,2091,42.909
medium_variant,909,2092,42.833
medium_variant,909,2093,42.744
medium_variant,909,2094,42.645
medium_variant,909,2095,42.534
medium_variant,909,2096,42.45
medium_variant,909,2097,42.355
medium_variant,909,2098,42.251
medium_variant,909,2099,42.139
medium_variant,909,2100,42.022
high_variant,909,2015,53.9604434165758
low_variant,909,2015,53.9604434165758
constant_fertility,909,2015,53.9604434165758
instant_replacement,909,2015,53.9604434165758
zero_migration,909,2015,53.9604434165758
constant_mortality,909,2015,53.9604434165758
no_change,909,2015,53.9604434165758
high_variant,909,2020,55.4746218748622
low_variant,909,2020,52.4906878611381
constant_fertility,909,2020,54.6282978960258
instant_replacement,909,2020,52.8688613082573
zero_migration,909,2020,53.317989043728
constant_mortality,909,2020,53.9967964014331
no_change,909,2020,54.641321812624
high_variant,909,2025,57.9693682789442
low_variant,909,2025,50.3396064525346
constant_fertility,909,2025,55.9060613308634
instant_replacement,909,2025,52.3422382891697
zero_migration,909,2025,53.2064987626605
constant_mortality,909,2025,54.1884814014663
no_change,909,2025,55.9352042487977
high_variant,909,2030,59.8762960671624
low_variant,909,2030,46.6993209246233
constant_fertility,909,2030,56.5243205098451
instant_replacement,909,2030,51.076613053557
zero_migration,909,2030,52.1475420371163
constant_mortality,909,2030,53.3280830201599
no_change,909,2030,56.5526420772074
high_variant,909,2035,61.0503223597815
low_variant,909,2035,42.6773614580537
constant_fertility,909,2035,56.9357514236693
instant_replacement,909,2035,49.4659466333568
