global,year,variant,gender,freq,agebroad,totaldeaths
900,2030,constant_mortality,male,5yearly,60plus,150963.528
900,2030,high_variant,female,5yearly,60plus,130135.719
900,2030,high_variant,male,5yearly,60plus,135749.865
900,2030,instant_replacement,female,5yearly,60plus,130134.852
900,2030,instant_replacement,male,5yearly,60plus,135749.093
900,2030,low_variant,female,5yearly,60plus,130135.845
900,2030,low_variant,male,5yearly,60plus,135750.027
900,2030,medium_variant,female,5yearly,60plus,130135.797
900,2030,medium_variant,male,5yearly,60plus,135749.933
900,2030,momentum,female,5yearly,60plus,146821.057
900,2030,momentum,male,5yearly,60plus,151268.394
900,2030,no_change,female,5yearly,60plus,146624.671
900,2030,no_change,male,5yearly,60plus,150963.649
900,2030,zero_migration,female,5yearly,60plus,130303.729
900,2030,zero_migration,male,5yearly,60plus,136022.155
900,2030,constant_fertility,female,5yearly,65plus,120215.875
900,2030,constant_fertility,male,5yearly,65plus,120956.297
900,2030,constant_mortality,female,5yearly,65plus,133937.577
900,2030,constant_mortality,male,5yearly,65plus,132874.333
900,2030,high_variant,female,5yearly,65plus,120215.899
900,2030,high_variant,male,5yearly,65plus,120956.32
900,2030,instant_replacement,female,5yearly,65plus,120215.159
900,2030,instant_replacement,male,5yearly,65plus,120955.693
900,2030,low_variant,female,5yearly,65plus,120216.008
900,2030,low_variant,male,5yearly,65plus,120956.467
900,2030,medium_variant,female,5yearly,65plus,120215.963
900,2030,medium_variant,male,5yearly,65plus,120956.388
900,2030,momentum,female,5yearly,65plus,134102.653
900,2030,momentum,male,5yearly,65plus,133109.372
900,2030,no_change,female,5yearly,65plus,133937.653
900,2030,no_change,male,5yearly,65plus,132874.422
900,2030,zero_migration,female,5yearly,65plus,120358.757
900,2030,zero_migration,male,5yearly,65plus,121170.51
900,2030,constant_fertility,female,5yearly,70plus,106077.271
900,2030,constant_fertility,male,5yearly,70plus,101448.063
900,2030,constant_mortality,female,5yearly,70plus,116135.754
900,2030,constant_mortality,male,5yearly,70plus,109300.812
900,2030,high_variant,female,5yearly,70plus,106077.295
900,2030,high_variant,male,5yearly,70plus,101448.079
900,2030,instant_replacement,female,5yearly,70plus,106076.7
900,2030,instant_replacement,male,5yearly,70plus,101447.607
900,2030,low_variant,female,5yearly,70plus,106077.381
900,2030,low_variant,male,5yearly,70plus,101448.202
900,2030,medium_variant,female,5yearly,70plus,106077.342
900,2030,medium_variant,male,5yearly,70plus,101448.137
900,2030,momentum,female,5yearly,70plus,116258.631
900,2030,momentum,male,5yearly,70plus,109461.412
900,2030,no_change,female,5yearly,70plus,116135.802
900,2030,no_change,male,5yearly,70plus,109300.876
900,2030,zero_migration,female,5yearly,70plus,106186.027
900,2030,zero_migration,male,5yearly,70plus,101598.491
900,2030,constant_fertility,female,5yearly,80plus,65170.223
900,2030,constant_fertility,male,5yearly,80plus,52623.907
900,2030,constant_mortality,female,5yearly,80plus,67034.09
900,2030,constant_mortality,male,5yearly,80plus,52776.764
900,2030,high_variant,female,5yearly,80plus,65170.233
900,2030,high_variant,male,5yearly,80plus,52623.915
900,2030,instant_replacement,female,5yearly,80plus,65169.981
900,2030,instant_replacement,male,5yearly,80plus,52623.732
900,2030,low_variant,female,5yearly,80plus,65170.287
900,2030,low_variant,male,5yearly,80plus,52623.954
900,2030,medium_variant,female,5yearly,80plus,65170.257
900,2030,medium_variant,male,5yearly,80plus,52623.953
900,2030,momentum,female,5yearly,80plus,67069.092
900,2030,momentum,male,5yearly,80plus,52810.849
900,2030,no_change,female,5yearly,80plus,67034.098
900,2030,no_change,male,5yearly,80plus,52776.784
900,2030,zero_migration,female,5yearly,80plus,65204.049
900,2030,zero_migration,male,5yearly,80plus,52659.347
900,2030,constant_fertility,female,5yearly,90plus,21825.923
900,2030,constant_fertility,male,5yearly,90plus,13256.824
900,2030,constant_mortality,female,5yearly,90plus,20108.384
900,2030,constant_mortality,male,5yearly,90plus,11755.202
900,2030,high_variant,female,5yearly,90plus,21825.935
900,2030,high_variant,male,5yearly,90plus,13256.822
900,2030,instant_replacement,female,5yearly,90plus,21825.895
900,2030,instant_replacement,male,5yearly,90plus,13256.795
900,2030,low_variant,female,5yearly,90plus,21825.936
900,2030,low_variant,male,5yearly,90plus,13256.83
900,2030,medium_variant,female,5yearly,90plus,21825.939
900,2030,medium_variant,male,5yearly,90plus,13256.823
900,2030,momentum,female,5yearly,90plus,20108.837
900,2030,momentum,male,5yearly,90plus,11754.683
900,2030,no_change,female,5yearly,90plus,20108.376
900,2030,no_change,male,5yearly,90plus,11755.21
900,2030,zero_migration,female,5yearly,90plus,21826.273
900,2030,zero_migration,male,5yearly,90plus,13255.908
900,2035,constant_fertility,female,5yearly,"Region, subregion, country or area *",WORLD
900,2035,constant_fertility,male,5yearly,"Region, subregion, country or area *",WORLD
900,2035,constant_mortality,female,5yearly,"Region, subregion, country or area *",WORLD
900,2035,constant_mortality,male,5yearly,"Region, subregion, country or area *",WORLD
900,2035,high_variant,female,5yearly,"Region, subregion, country or area *",WORLD
900,2035,high_variant,male,5yearly,"Region, subregion, country or area *",WORLD
900,2035,instant_replacement,female,5yearly,"Region, subregion, country or area *",WORLD
900,2035,instant_replacement,male,5yearly,"Region, subregion, country or area *",WORLD
900,2035,low_variant,female,5yearly,"Region, subregion, country or area *",WORLD
900,2035,low_variant,male,5yearly,"Region, subregion, country or area *",WORLD
900,2035,medium_variant,female,5yearly,"Region, subregion, country or area *",WORLD
900,2035,medium_variant,male,5yearly,"Region, subregion, country or area *",WORLD
900,2035,momentum,female,5yearly,"Region, subregion, country or area *",WORLD
900,2035,momentum,male,5yearly,"Region, subregion, country or area *",WORLD
900,2035,no_change,female,5yearly,"Region, subregion, country or area *",WORLD
900,2035,no_change,male,5yearly,"Region, subregion, country or area *",WORLD
900,2035,zero_migration,female,5yearly,"Region, subregion, country or area *",WORLD
900,2035,zero_migration,male,5yearly,"Region, subregion, country or area *",WORLD
900,2035,constant_fertility,female,5yearly,0_4,12051.388
900,2035,constant_fertility,male,5yearly,0_4,15207.734
900,2035,constant_mortality,female,5yearly,0_4,18021.466
900,2035,constant_mortality,male,5yearly,0_4,20893.815
900,2035,high_variant,female,5yearly,0_4,10365.116
900,2035,high_variant,male,5yearly,0_4,12959.908
900,2035,instant_replacement,female,5yearly,0_4,6255.329
900,2035,instant_replacement,male,5yearly,0_4,7696.204
900,2035,low_variant,female,5yearly,0_4,7046.666
900,2035,low_variant,male,5yearly,0_4,8863.949
900,2035,medium_variant,female,5yearly,0_4,8679.999
900,2035,medium_variant,male,5yearly,0_4,10880.269
900,2035,momentum,female,5yearly,0_4,14051.678
900,2035,momentum,male,5yearly,0_4,16241.981
900,2035,no_change,female,5yearly,0_4,25031.264
900,2035,no_change,male,5yearly,0_4,29150.342
900,2035,zero_migration,female,5yearly,0_4,8758.464
900,2035,zero_migration,male,5yearly,0_4,10979.832
900,2035,constant_fertility,female,5yearly,0_14,14112.007
900,2035,constant_fertility,male,5yearly,0_14,17979.737
900,2035,constant_mortality,female,5yearly,0_14,21723.14
900,2035,constant_mortality,male,5yearly,0_14,25117.509
900,2035,high_variant,female,5yearly,0_14,12305.201
900,2035,high_variant,male,5yearly,0_14,15566.779
900,2035,instant_replacement,female,5yearly,0_14,7417.88
900,2035,instant_replacement,male,5yearly,0_14,9266.685
900,2035,low_variant,female,5yearly,0_14,8486.795
900,2035,low_variant,male,5yearly,0_14,10795.488
900,2035,medium_variant,female,5yearly,0_14,10369.938
900,2035,medium_variant,male,5yearly,0_14,13149.27
900,2035,momentum,female,5yearly,0_14,16715.8
900,2035,momentum,male,5yearly,0_14,19315.854
900,2035,no_change,female,5yearly,0_14,29566.904
900,2035,no_change,male,5yearly,0_14,34318.316
900,2035,zero_migration,female,5yearly,0_14,10461.131
900,2035,zero_migration,male,5yearly,0_14,13265.517
900,2035,constant_fertility,female,5yearly,0_19,15217.518
900,2035,constant_fertility,male,5yearly,0_19,19711.524
900,2035,constant_mortality,female,5yearly,0_19,23750.883
900,2035,constant_mortality,male,5yearly,0_19,27743.83
900,2035,high_variant,female,5yearly,0_19,13415.426
900,2035,high_variant,male,5yearly,0_19,17311.538
900,2035,instant_replacement,female,5yearly,0_19,8127.135
900,2035,instant_replacement,male,5yearly,0_19,10416.424
900,2035,low_variant,female,5yearly,0_19,9396.505
900,2035,low_variant,male,5yearly,0_19,12215.264
900,2035,medium_variant,female,5yearly,0_19,11379.937
900,2035,medium_variant,male,5yearly,0_19,14731.582
900,2035,momentum,female,5yearly,0_19,18167.952
900,2035,momentum,male,5yearly,0_19,21265.57
900,2035,no_change,female,5yearly,0_19,31794.213
900,2035,no_change,male,5yearly,0_19,37194.386
900,2035,zero_migration,female,5yearly,0_19,11477.297
900,2035,zero_migration,male,5yearly,0_19,14856.415
900,2035,constant_fertility,female,5yearly,0_24,16609.118
900,2035,constant_fertility,male,5yearly,0_24,22046.358
900,2035,constant_mortality,female,5yearly,0_24,26369.817
900,2035,constant_mortality,male,5yearly,0_24,31383.281
900,2035,high_variant,female,5yearly,0_24,14816.974
900,2035,high_variant,male,5yearly,0_24,19669.061
900,2035,instant_replacement,female,5yearly,0_24,9277.891
900,2035,instant_replacement,male,5yearly,0_24,12393.248
900,2035,low_variant,female,5yearly,0_24,10695.113
900,2035,low_variant,male,5yearly,0_24,14389.11
900,2035,medium_variant,female,5yearly,0_24,12730.047
900,2035,medium_variant,male,5yearly,0_24,16997.3
900,2035,momentum,female,5yearly,0_24,20418.555
900,2035,momentum,male,5yearly,0_24,24465.213
900,2035,no_change,female,5yearly,0_24,34496.748
900,2035,no_change,male,5yearly,0_24,40944.636
900,2035,zero_migration,female,5yearly,0_24,12834.962
900,2035,zero_migration,male,5yearly,0_24,17132.525
900,2035,constant_fertility,female,5yearly,5_14,2060.619
900,2035,constant_fertility,male,5yearly,5_14,2772.003
900,2035,constant_mortality,female,5yearly,5_14,3701.674
900,2035,constant_mortality,male,5yearly,5_14,4223.694
900,2035,high_variant,female,5yearly,5_14,1940.085
900,2035,high_variant,male,5yearly,5_14,2606.871
900,2035,instant_replacement,female,5yearly,5_14,1162.551
900,2035,instant_replacement,male,5yearly,5_14,1570.481
900,2035,low_variant,female,5yearly,5_14,1440.129
900,2035,low_variant,male,5yearly,5_14,1931.539
900,2035,medium_variant,female,5yearly,5_14,1689.939
900,2035,medium_variant,male,5yearly,5_14,2269.001
900,2035,momentum,female,5yearly,5_14,2664.122
900,2035,momentum,male,5yearly,5_14,3073.873
900,2035,no_change,female,5yearly,5_14,4535.64
900,2035,no_change,male,5yearly,5_14,5167.974
900,2035,zero_migration,female,5yearly,5_14,1702.667
900,2035,zero_migration,male,5yearly,5_14,2285.685
900,2035,constant_fertility,female,5yearly,15plus,172439.383
900,2035,constant_fertility,male,5yearly,15plus,194416.827
900,2035,constant_mortality,female,5yearly,15plus,206780.341
900,2035,constant_mortality,male,5yearly,15plus,230674.352
900,2035,high_variant,female,5yearly,15plus,172454.09
900,2035,high_variant,male,5yearly,15plus,194452.552
900,2035,instant_replacement,female,5yearly,15plus,171799.228
900,2035,instant_replacement,male,5yearly,15plus,193473.532
900,2035,low_variant,female,5yearly,15plus,172150.783
900,2035,low_variant,male,5yearly,15plus,193944.095
900,2035,medium_variant,female,5yearly,15plus,172302.489
900,2035,medium_variant,male,5yearly,15plus,194198.416
900,2035,momentum,female,5yearly,15plus,206280.259
900,2035,momentum,male,5yearly,15plus,230315.355
900,2035,no_change,female,5yearly,15plus,207064.493
900,2035,no_change,male,5yearly,15plus,231035.951
900,2035,zero_migration,female,5yearly,15plus,172651.112
900,2035,zero_migration,male,5yearly,15plus,194848.255
900,2035,constant_fertility,female,5yearly,15_24,2497.111
900,2035,constant_fertility,male,5yearly,15_24,4066.621
900,2035,constant_mortality,female,5yearly,15_24,4646.677
900,2035,constant_mortality,male,5yearly,15_24,6265.772
900,2035,high_variant,female,5yearly,15_24,2511.773
900,2035,high_variant,male,5yearly,15_24,4102.282
900,2035,instant_replacement,female,5yearly,15_24,1860.011
900,2035,instant_replacement,male,5yearly,15_24,3126.563
900,2035,low_variant,female,5yearly,15_24,2208.318
900,2035,low_variant,male,5yearly,15_24,3593.622
900,2035,medium_variant,female,5yearly,15_24,2360.109
900,2035,medium_variant,male,5yearly,15_24,3848.03
900,2035,momentum,female,5yearly,15_24,3702.755
900,2035,momentum,male,5yearly,15_24,5149.359
900,2035,no_change,female,5yearly,15_24,4929.844
900,2035,no_change,male,5yearly,15_24,6626.32
900,2035,zero_migration,female,5yearly,15_24,2373.831
900,2035,zero_migration,male,5yearly,15_24,3867.008
900,2035,constant_fertility,female,5yearly,15_49,13956.121
900,2035,constant_fertility,male,5yearly,15_49,23328.615
900,2035,constant_mortality,female,5yearly,15_49,23845.985
900,2035,constant_mortality,male,5yearly,15_49,35431.719
900,2035,high_variant,female,5yearly,15_49,13970.787
900,2035,high_variant,male,5yearly,15_49,23364.291
900,2035,instant_replacement,female,5yearly,15_49,13318.15
900,2035,instant_replacement,male,5yearly,15_49,22387.483
900,2035,low_variant,female,5yearly,15_49,13667.354
900,2035,low_variant,male,5yearly,15_49,22855.661
900,2035,medium_variant,female,5yearly,15_49,13819.131
900,2035,medium_variant,male,5yearly,15_49,23110.061
900,2035,momentum,female,5yearly,15_49,23017.29
900,2035,momentum,male,5yearly,15_49,34470.758
900,2035,no_change,female,5yearly,15_49,24129.562
900,2035,no_change,male,5yearly,15_49,35792.749
900,2035,zero_migration,female,5yearly,15_49,13893.641
900,2035,zero_migration,male,5yearly,15_49,23242.795
900,2035,constant_fertility,female,5yearly,15_59,25771.201
900,2035,constant_fertility,male,5yearly,15_59,42584.474
900,2035,constant_mortality,female,5yearly,15_59,40130.615
900,2035,constant_mortality,male,5yearly,15_59,60739.355
900,2035,high_variant,female,5yearly,15_59,25785.875
900,2035,high_variant,male,5yearly,15_59,42620.164
900,2035,instant_replacement,female,5yearly,15_59,25132.817
900,2035,instant_replacement,male,5yearly,15_59,41642.819
900,2035,low_variant,female,5yearly,15_59,25482.47
900,2035,low_variant,male,5yearly,15_59,42111.549
900,2035,medium_variant,female,5yearly,15_59,25634.23
900,2035,medium_variant,male,5yearly,15_59,42365.936
900,2035,momentum,female,5yearly,15_59,39351.771
900,2035,momentum,male,5yearly,15_59,59897.413
900,2035,no_change,female,5yearly,15_59,40414.34
900,2035,no_change,male,5yearly,15_59,61100.562
900,2035,zero_migration,female,5yearly,15_59,25746.907
900,2035,zero_migration,male,5yearly,15_59,42597.093
900,2035,constant_fertility,female,5yearly,15_64,35713.615
900,2035,constant_fertility,male,5yearly,15_64,57475.589
900,2035,constant_mortality,female,5yearly,15_64,53533.577
900,2035,constant_mortality,male,5yearly,15_64,79716.364
900,2035,high_variant,female,5yearly,15_64,35728.29
900,2035,high_variant,male,5yearly,15_64,57511.277
900,2035,instant_replacement,female,5yearly,15_64,35074.978
900,2035,instant_replacement,male,5yearly,15_64,56533.624
900,2035,low_variant,female,5yearly,15_64,35424.897
900,2035,low_variant,male,5yearly,15_64,57002.683
900,2035,medium_variant,female,5yearly,15_64,35576.653
900,2035,medium_variant,male,5yearly,15_64,57257.059
900,2035,momentum,female,5yearly,15_64,52798.586
900,2035,momentum,male,5yearly,15_64,78982.986
900,2035,no_change,female,5yearly,15_64,53817.388
900,2035,no_change,male,5yearly,15_64,80077.655
900,2035,zero_migration,female,5yearly,15_64,35723.163
900,2035,zero_migration,male,5yearly,15_64,57573.409
900,2035,constant_fertility,female,5yearly,20plus,171333.872
900,2035,constant_fertility,male,5yearly,20plus,192685.04
900,2035,constant_mortality,female,5yearly,20plus,204752.598
900,2035,constant_mortality,male,5yearly,20plus,228048.031
900,2035,high_variant,female,5yearly,20plus,171343.865
900,2035,high_variant,male,5yearly,20plus,192707.793
900,2035,instant_replacement,female,5yearly,20plus,171089.973
900,2035,instant_replacement,male,5yearly,20plus,192323.793
900,2035,low_variant,female,5yearly,20plus,171241.073
900,2035,low_variant,male,5yearly,20plus,192524.319
900,2035,medium_variant,female,5yearly,20plus,171292.49
900,2035,medium_variant,male,5yearly,20plus,192616.104
900,2035,momentum,female,5yearly,20plus,204828.107
900,2035,momentum,male,5yearly,20plus,228365.639
900,2035,no_change,female,5yearly,20plus,204837.184
900,2035,no_change,male,5yearly,20plus,228159.881
900,2035,zero_migration,female,5yearly,20plus,171634.946
900,2035,zero_migration,male,5yearly,20plus,193257.357
900,2035,constant_fertility,female,5yearly,20_64,34608.104
900,2035,constant_fertility,male,5yearly,20_64,55743.802
900,2035,constant_mortality,female,5yearly,20_64,51505.834
900,2035,constant_mortality,male,5yearly,20_64,77090.043
900,2035,high_variant,female,5yearly,20_64,34618.065
900,2035,high_variant,male,5yearly,20_64,55766.518
900,2035,instant_replacement,female,5yearly,20_64,34365.723
900,2035,instant_replacement,male,5yearly,20_64,55383.885
900,2035,low_variant,female,5yearly,20_64,34515.187
900,2035,low_variant,male,5yearly,20_64,55582.907
900,2035,medium_variant,female,5yearly,20_64,34566.654
900,2035,medium_variant,male,5yearly,20_64,55674.747
900,2035,momentum,female,5yearly,20_64,51346.434
900,2035,momentum,male,5yearly,20_64,77033.27
900,2035,no_change,female,5yearly,20_64,51590.079
900,2035,no_change,male,5yearly,20_64,77201.585
900,2035,zero_migration,female,5yearly,20_64,34706.997
900,2035,zero_migration,male,5yearly,20_64,55982.511
900,2035,constant_fertility,female,5yearly,20_69,49274.443
900,2035,constant_fertility,male,5yearly,20_69,75999.201
900,2035,constant_mortality,female,5yearly,20_69,70917.081
900,2035,constant_mortality,male,5yearly,20_69,102613.477
900,2035,high_variant,female,5yearly,20_69,49284.409
900,2035,high_variant,male,5yearly,20_69,76021.921
900,2035,instant_replacement,female,5yearly,20_69,49031.77
900,2035,instant_replacement,male,5yearly,20_69,75638.958
900,2035,low_variant,female,5yearly,20_69,49181.542
900,2035,low_variant,male,5yearly,20_69,75838.337
900,2035,medium_variant,female,5yearly,20_69,49233.002
900,2035,medium_variant,male,5yearly,20_69,75930.161
900,2035,momentum,female,5yearly,20_69,70816.281
900,2035,momentum,male,5yearly,20_69,102677.143
900,2035,no_change,female,5yearly,20_69,71001.415
900,2035,no_change,male,5yearly,20_69,102725.11
900,2035,zero_migration,female,5yearly,20_69,49419.13
900,2035,zero_migration,male,5yearly,20_69,76335.328
900,2035,constant_fertility,female,5yearly,25plus,169942.272
900,2035,constant_fertility,male,5yearly,25plus,190350.206
900,2035,constant_mortality,female,5yearly,25plus,202133.664
900,2035,constant_mortality,male,5yearly,25plus,224408.58
900,2035,high_variant,female,5yearly,25plus,169942.317
900,2035,high_variant,male,5yearly,25plus,190350.27
900,2035,instant_replacement,female,5yearly,25plus,169939.217
900,2035,instant_replacement,male,5yearly,25plus,190346.969
900,2035,low_variant,female,5yearly,25plus,169942.465
900,2035,low_variant,male,5yearly,25plus,190350.473
900,2035,medium_variant,female,5yearly,25plus,169942.38
900,2035,medium_variant,male,5yearly,25plus,190350.386
900,2035,momentum,female,5yearly,25plus,202577.504
900,2035,momentum,male,5yearly,25plus,225165.996
900,2035,no_change,female,5yearly,25plus,202134.649
900,2035,no_change,male,5yearly,25plus,224409.631
900,2035,zero_migration,female,5yearly,25plus,170277.281
900,2035,zero_migration,male,5yearly,25plus,190981.247
900,2035,constant_fertility,female,5yearly,25_69,47882.843
900,2035,constant_fertility,male,5yearly,25_69,73664.367
900,2035,constant_mortality,female,5yearly,25_69,68298.147
900,2035,constant_mortality,male,5yearly,25_69,98974.026
900,2035,high_variant,female,5yearly,25_69,47882.861
900,2035,high_variant,male,5yearly,25_69,73664.398
900,2035,instant_replacement,female,5yearly,25_69,47881.014
900,2035,instant_replacement,male,5yearly,25_69,73662.134
900,2035,low_variant,female,5yearly,25_69,47882.934
900,2035,low_variant,male,5yearly,25_69,73664.491
900,2035,medium_variant,female,5yearly,25_69,47882.892
900,2035,medium_variant,male,5yearly,25_69,73664.443
900,2035,momentum,female,5yearly,25_69,68565.678
900,2035,momentum,male,5yearly,25_69,99477.5
900,2035,no_change,female,5yearly,25_69,68298.88
900,2035,no_change,male,5yearly,25_69,98974.86
900,2035,zero_migration,female,5yearly,25_69,48061.465
900,2035,zero_migration,male,5yearly,25_69,74059.218
900,2035,constant_fertility,female,5yearly,40plus,164649.554
900,2035,constant_fertility,male,5yearly,40plus,181475.153
900,2035,constant_mortality,female,5yearly,40plus,192361.522
900,2035,constant_mortality,male,5yearly,40plus,210267.856
900,2035,high_variant,female,5yearly,40plus,164649.596
900,2035,high_variant,male,5yearly,40plus,181475.21
900,2035,instant_replacement,female,5yearly,40plus,164646.985
900,2035,instant_replacement,male,5yearly,40plus,181472.516
900,2035,low_variant,female,5yearly,40plus,164649.731
900,2035,low_variant,male,5yearly,40plus,181475.398
900,2035,medium_variant,female,5yearly,40plus,164649.652
900,2035,medium_variant,male,5yearly,40plus,181475.318
900,2035,momentum,female,5yearly,40plus,192735.883
900,2035,momentum,male,5yearly,40plus,210946.489
900,2035,no_change,female,5yearly,40plus,192362.259
900,2035,no_change,male,5yearly,40plus,210268.623
900,2035,zero_migration,female,5yearly,40plus,164950.681
900,2035,zero_migration,male,5yearly,40plus,182050.892
900,2035,constant_fertility,female,5yearly,50plus,158483.262
900,2035,constant_fertility,male,5yearly,50plus,171088.212
900,2035,constant_mortality,female,5yearly,50plus,182934.356
900,2035,constant_mortality,male,5yearly,50plus,195242.633
900,2035,high_variant,female,5yearly,50plus,158483.303
900,2035,high_variant,male,5yearly,50plus,171088.261
900,2035,instant_replacement,female,5yearly,50plus,158481.078
900,2035,instant_replacement,male,5yearly,50plus,171086.049
900,2035,low_variant,female,5yearly,50plus,158483.429
900,2035,low_variant,male,5yearly,50plus,171088.434
900,2035,medium_variant,female,5yearly,50plus,158483.358
900,2035,medium_variant,male,5yearly,50plus,171088.355
900,2035,momentum,female,5yearly,50plus,183262.969
900,2035,momentum,male,5yearly,50plus,195844.597
900,2035,no_change,female,5yearly,50plus,182934.931
900,2035,no_change,male,5yearly,50plus,195243.202
900,2035,zero_migration,female,5yearly,50plus,158757.471
900,2035,zero_migration,male,5yearly,50plus,171605.46
900,2035,constant_fertility,female,5yearly,60plus,146668.182
900,2035,constant_fertility,male,5yearly,60plus,151832.353
900,2035,constant_mortality,female,5yearly,60plus,166649.726
900,2035,constant_mortality,male,5yearly,60plus,169934.997
900,2035,high_variant,female,5yearly,60plus,146668.215
900,2035,high_variant,male,5yearly,60plus,151832.388
900,2035,instant_replacement,female,5yearly,60plus,146666.411
900,2035,instant_replacement,male,5yearly,60plus,151830.713
900,2035,low_variant,female,5yearly,60plus,146668.313
900,2035,low_variant,male,5yearly,60plus,151832.546
900,2035,medium_variant,female,5yearly,60plus,146668.259
900,2035,medium_variant,male,5yearly,60plus,151832.48
900,2035,momentum,female,5yearly,60plus,166928.488
900,2035,momentum,male,5yearly,60plus,170417.942
900,2035,no_change,female,5yearly,60plus,166650.153
900,2035,no_change,male,5yearly,60plus,169935.389
900,2035,zero_migration,female,5yearly,60plus,146904.205
900,2035,zero_migration,male,5yearly,60plus,152251.162
900,2035,constant_fertility,female,5yearly,65plus,136725.768
900,2035,constant_fertility,male,5yearly,65plus,136941.238
900,2035,constant_mortality,female,5yearly,65plus,153246.764
900,2035,constant_mortality,male,5yearly,65plus,150957.988
900,2035,high_variant,female,5yearly,65plus,136725.8
900,2035,high_variant,male,5yearly,65plus,136941.275
900,2035,instant_replacement,female,5yearly,65plus,136724.25
900,2035,instant_replacement,male,5yearly,65plus,136939.908
900,2035,low_variant,female,5yearly,65plus,136725.886
900,2035,low_variant,male,5yearly,65plus,136941.412
900,2035,medium_variant,female,5yearly,65plus,136725.836
900,2035,medium_variant,male,5yearly,65plus,136941.357
900,2035,momentum,female,5yearly,65plus,153481.673
900,2035,momentum,male,5yearly,65plus,151332.369
900,2035,no_change,female,5yearly,65plus,153247.105
900,2035,no_change,male,5yearly,65plus,150958.296
900,2035,zero_migration,female,5yearly,65plus,136927.949
900,2035,zero_migration,male,5yearly,65plus,137274.846
900,2035,constant_fertility,female,5yearly,70plus,122059.429
900,2035,constant_fertility,male,5yearly,70plus,116685.839
900,2035,constant_mortality,female,5yearly,70plus,133835.517
900,2035,constant_mortality,male,5yearly,70plus,125434.554
900,2035,high_variant,female,5yearly,70plus,122059.456
900,2035,high_variant,male,5yearly,70plus,116685.872
900,2035,instant_replacement,female,5yearly,70plus,122058.203
900,2035,instant_replacement,male,5yearly,70plus,116684.835
900,2035,low_variant,female,5yearly,70plus,122059.531
900,2035,low_variant,male,5yearly,70plus,116685.982
900,2035,medium_variant,female,5yearly,70plus,122059.488
900,2035,medium_variant,male,5yearly,70plus,116685.943
900,2035,momentum,female,5yearly,70plus,134011.826
900,2035,momentum,male,5yearly,70plus,125688.496
900,2035,no_change,female,5yearly,70plus,133835.769
900,2035,no_change,male,5yearly,70plus,125434.771
900,2035,zero_migration,female,5yearly,70plus,122215.816
900,2035,zero_migration,male,5yearly,70plus,116922.029
900,2035,constant_fertility,female,5yearly,80plus,77565.601
900,2035,constant_fertility,male,5yearly,80plus,63378.044
900,2035,constant_mortality,female,5yearly,80plus,78451.835
900,2035,constant_mortality,male,5yearly,80plus,61862.674
900,2035,high_variant,female,5yearly,80plus,77565.612
900,2035,high_variant,male,5yearly,80plus,63378.072
900,2035,instant_replacement,female,5yearly,80plus,77565.038
900,2035,instant_replacement,male,5yearly,80plus,63377.69
900,2035,low_variant,female,5yearly,80plus,77565.63
900,2035,low_variant,male,5yearly,80plus,63378.128
900,2035,medium_variant,female,5yearly,80plus,77565.61
900,2035,medium_variant,male,5yearly,80plus,63378.111
900,2035,momentum,female,5yearly,80plus,78507.792
900,2035,momentum,male,5yearly,80plus,61923.581
900,2035,no_change,female,5yearly,80plus,78451.922
900,2035,no_change,male,5yearly,80plus,61862.744
900,2035,zero_migration,female,5yearly,80plus,77621.076
900,2035,zero_migration,male,5yearly,80plus,63442.538
900,2035,constant_fertility,female,5yearly,90plus,25868.349
900,2035,constant_fertility,male,5yearly,90plus,16232.869
900,2035,constant_mortality,female,5yearly,90plus,22599.467
900,2035,constant_mortality,male,5yearly,90plus,13465.215
900,2035,high_variant,female,5yearly,90plus,25868.359
900,2035,high_variant,male,5yearly,90plus,16232.886
900,2035,instant_replacement,female,5yearly,90plus,25868.276
900,2035,instant_replacement,male,5yearly,90plus,16232.834
900,2035,low_variant,female,5yearly,90plus,25868.363
900,2035,low_variant,male,5yearly,90plus,16232.88
900,2035,medium_variant,female,5yearly,90plus,25868.356
900,2035,medium_variant,male,5yearly,90plus,16232.885
900,2035,momentum,female,5yearly,90plus,22600.738
900,2035,momentum,male,5yearly,90plus,13464.425
900,2035,no_change,female,5yearly,90plus,22599.477
900,2035,no_change,male,5yearly,90plus,13465.214
900,2035,zero_migration,female,5yearly,90plus,25869.628
900,2035,zero_migration,male,5yearly,90plus,16231.268
900,2040,constant_fertility,female,5yearly,"Region, subregion, country or area *",WORLD
900,2040,constant_fertility,male,5yearly,"Region, subregion, country or area *",WORLD
900,2040,constant_mortality,female,5yearly,"Region, subregion, country or area *",WORLD
900,2040,constant_mortality,male,5yearly,"Region, subregion, country or area *",WORLD
900,2040,high_variant,female,5yearly,"Region, subregion, country or area *",WORLD
900,2040,high_variant,male,5yearly,"Region, subregion, country or area *",WORLD
900,2040,instant_replacement,female,5yearly,"Region, subregion, country or area *",WORLD
900,2040,instant_replacement,male,5yearly,"Region, subregion, country or area *",WORLD
900,2040,low_variant,female,5yearly,"Region, subregion, country or area *",WORLD
900,2040,low_variant,male,5yearly,"Region, subregion, country or area *",WORLD
900,2040,medium_variant,female,5yearly,"Region, subregion, country or area *",WORLD
900,2040,medium_variant,male,5yearly,"Region, subregion, country or area *",WORLD
