global,year,variant,gender,freq,agebroad,totaldeaths
900,1970,estimates,male,5yearly,70plus,24689.438
900,1970,estimates,female,5yearly,80plus,13288.017
900,1970,estimates,male,5yearly,80plus,8603.294
900,1970,estimates,female,5yearly,90plus,2153.732
900,1970,estimates,male,5yearly,90plus,1012.605
900,1975,estimates,female,5yearly,"Region, subregion, country or area *",WORLD
900,1975,estimates,male,5yearly,"Region, subregion, country or area *",WORLD
900,1975,estimates,female,5yearly,0_4,35521.041
900,1975,estimates,male,5yearly,0_4,39834.013
900,1975,estimates,female,5yearly,0_14,40468.543
900,1975,estimates,male,5yearly,0_14,45104.103
900,1975,estimates,female,5yearly,0_19,42319.296
900,1975,estimates,male,5yearly,0_19,47334.965
900,1975,estimates,female,5yearly,0_24,44406.871
900,1975,estimates,male,5yearly,0_24,49916.388
900,1975,estimates,female,5yearly,5_14,4947.502
900,1975,estimates,male,5yearly,5_14,5270.09
900,1975,estimates,female,5yearly,15plus,68384.173
900,1975,estimates,male,5yearly,15plus,75503.44
900,1975,estimates,female,5yearly,15_24,3938.328
900,1975,estimates,male,5yearly,15_24,4812.285
900,1975,estimates,female,5yearly,15_49,14646.335
900,1975,estimates,male,5yearly,15_49,19346.591
900,1975,estimates,female,5yearly,15_59,22230.408
900,1975,estimates,male,5yearly,15_59,30527.284
900,1975,estimates,female,5yearly,15_64,27789.477
900,1975,estimates,male,5yearly,15_64,38213.575
900,1975,estimates,female,5yearly,20plus,66533.42
900,1975,estimates,male,5yearly,20plus,73272.578
900,1975,estimates,female,5yearly,20_64,25938.724
900,1975,estimates,male,5yearly,20_64,35982.713
900,1975,estimates,female,5yearly,20_69,33278.272
900,1975,estimates,male,5yearly,20_69,45257.277
900,1975,estimates,female,5yearly,25plus,64445.845
900,1975,estimates,male,5yearly,25plus,70691.155
900,1975,estimates,female,5yearly,25_69,31190.697
900,1975,estimates,male,5yearly,25_69,42675.854
900,1975,estimates,female,5yearly,40plus,58627.134
900,1975,estimates,male,5yearly,40plus,63367.833
900,1975,estimates,female,5yearly,50plus,53737.838
900,1975,estimates,male,5yearly,50plus,56156.849
900,1975,estimates,female,5yearly,60plus,46153.765
900,1975,estimates,male,5yearly,60plus,44976.156
900,1975,estimates,female,5yearly,65plus,40594.696
900,1975,estimates,male,5yearly,65plus,37289.865
900,1975,estimates,female,5yearly,70plus,33255.148
900,1975,estimates,male,5yearly,70plus,28015.301
900,1975,estimates,female,5yearly,80plus,15252.64
900,1975,estimates,male,5yearly,80plus,9896.761
900,1975,estimates,female,5yearly,90plus,2684.135
900,1975,estimates,male,5yearly,90plus,1213.438
900,1980,estimates,female,5yearly,"Region, subregion, country or area *",WORLD
900,1980,estimates,male,5yearly,"Region, subregion, country or area *",WORLD
900,1980,estimates,female,5yearly,0_4,33047.656
900,1980,estimates,male,5yearly,0_4,37075.106
900,1980,estimates,female,5yearly,0_14,37547.631
900,1980,estimates,male,5yearly,0_14,41877.413
900,1980,estimates,female,5yearly,0_19,39348.048
900,1980,estimates,male,5yearly,0_19,44219.06
900,1980,estimates,female,5yearly,0_24,41396.789
900,1980,estimates,male,5yearly,0_24,47093.388
900,1980,estimates,female,5yearly,5_14,4499.975
900,1980,estimates,male,5yearly,5_14,4802.307
900,1980,estimates,female,5yearly,15plus,73150.58
900,1980,estimates,male,5yearly,15plus,82107.994
900,1980,estimates,female,5yearly,15_24,3849.158
900,1980,estimates,male,5yearly,15_24,5215.975
900,1980,estimates,female,5yearly,15_49,14415.464
900,1980,estimates,male,5yearly,15_49,20548.497
900,1980,estimates,female,5yearly,15_59,22279.509
900,1980,estimates,male,5yearly,15_59,32723.103
900,1980,estimates,female,5yearly,15_64,27989.469
900,1980,estimates,male,5yearly,15_64,40725.032
900,1980,estimates,female,5yearly,20plus,71350.163
900,1980,estimates,male,5yearly,20plus,79766.347
900,1980,estimates,female,5yearly,20_64,26189.052
900,1980,estimates,male,5yearly,20_64,38383.385
900,1980,estimates,female,5yearly,20_69,33579.723
900,1980,estimates,male,5yearly,20_69,47878.137
900,1980,estimates,female,5yearly,25plus,69301.422
900,1980,estimates,male,5yearly,25plus,76892.019
900,1980,estimates,female,5yearly,25_69,31530.982
900,1980,estimates,male,5yearly,25_69,45003.809
900,1980,estimates,female,5yearly,40plus,63480.164
900,1980,estimates,male,5yearly,40plus,68816.783
900,1980,estimates,female,5yearly,50plus,58735.116
900,1980,estimates,male,5yearly,50plus,61559.497
900,1980,estimates,female,5yearly,60plus,50871.071
900,1980,estimates,male,5yearly,60plus,49384.891
900,1980,estimates,female,5yearly,65plus,45161.111
900,1980,estimates,male,5yearly,65plus,41382.962
900,1980,estimates,female,5yearly,70plus,37770.44
900,1980,estimates,male,5yearly,70plus,31888.21
900,1980,estimates,female,5yearly,80plus,18046.974
900,1980,estimates,male,5yearly,80plus,11660.742
900,1980,estimates,female,5yearly,90plus,3377.453
900,1980,estimates,male,5yearly,90plus,1460.539
900,1985,estimates,female,5yearly,"Region, subregion, country or area *",WORLD
900,1985,estimates,male,5yearly,"Region, subregion, country or area *",WORLD
900,1985,estimates,female,5yearly,0_4,31541.703
900,1985,estimates,male,5yearly,0_4,35415.603
900,1985,estimates,female,5yearly,0_14,35883.772
900,1985,estimates,male,5yearly,0_14,39991.516
900,1985,estimates,female,5yearly,0_19,37701.573
900,1985,estimates,male,5yearly,0_19,42270.779
900,1985,estimates,female,5yearly,0_24,39818.893
900,1985,estimates,male,5yearly,0_24,45132.103
900,1985,estimates,female,5yearly,5_14,4342.069
900,1985,estimates,male,5yearly,5_14,4575.913
900,1985,estimates,female,5yearly,15plus,78919.004
900,1985,estimates,male,5yearly,15plus,87552.272
900,1985,estimates,female,5yearly,15_24,3935.121
900,1985,estimates,male,5yearly,15_24,5140.587
900,1985,estimates,female,5yearly,15_49,14808.048
900,1985,estimates,male,5yearly,15_49,20954.738
900,1985,estimates,female,5yearly,15_59,22791.844
900,1985,estimates,male,5yearly,15_59,33400.759
900,1985,estimates,female,5yearly,15_64,28972.803
900,1985,estimates,male,5yearly,15_64,42254.22
900,1985,estimates,female,5yearly,20plus,77101.203
900,1985,estimates,male,5yearly,20plus,85273.009
900,1985,estimates,female,5yearly,20_64,27155.002
900,1985,estimates,male,5yearly,20_64,39974.957
900,1985,estimates,female,5yearly,20_69,34912.137
900,1985,estimates,male,5yearly,20_69,49848.241
900,1985,estimates,female,5yearly,25plus,74983.883
900,1985,estimates,male,5yearly,25plus,82411.685
900,1985,estimates,female,5yearly,25_69,32794.817
900,1985,estimates,male,5yearly,25_69,46986.917
900,1985,estimates,female,5yearly,40plus,68836.886
900,1985,estimates,male,5yearly,40plus,73784.861
900,1985,estimates,female,5yearly,50plus,64110.956
900,1985,estimates,male,5yearly,50plus,66597.534
900,1985,estimates,female,5yearly,60plus,56127.16
900,1985,estimates,male,5yearly,60plus,54151.513
900,1985,estimates,female,5yearly,65plus,49946.201
900,1985,estimates,male,5yearly,65plus,45298.052
900,1985,estimates,female,5yearly,70plus,42189.066
900,1985,estimates,male,5yearly,70plus,35424.768
900,1985,estimates,female,5yearly,80plus,21323.032
900,1985,estimates,male,5yearly,80plus,13844.567
900,1985,estimates,female,5yearly,90plus,4194.025
900,1985,estimates,male,5yearly,90plus,1762.736
900,1990,estimates,female,5yearly,"Region, subregion, country or area *",WORLD
900,1990,estimates,male,5yearly,"Region, subregion, country or area *",WORLD
900,1990,estimates,female,5yearly,0_4,28784.179
900,1990,estimates,male,5yearly,0_4,32505.14
900,1990,estimates,female,5yearly,0_14,33011.142
900,1990,estimates,male,5yearly,0_14,37027.122
900,1990,estimates,female,5yearly,0_19,34813.595
900,1990,estimates,male,5yearly,0_19,39263.86
900,1990,estimates,female,5yearly,0_24,36969.996
900,1990,estimates,male,5yearly,0_24,42152.74
900,1990,estimates,female,5yearly,5_14,4226.963
900,1990,estimates,male,5yearly,5_14,4521.982
900,1990,estimates,female,5yearly,15plus,85377.249
900,1990,estimates,male,5yearly,15plus,96576.695
900,1990,estimates,female,5yearly,15_24,3958.854
900,1990,estimates,male,5yearly,15_24,5125.618
900,1990,estimates,female,5yearly,15_49,15769.51
900,1990,estimates,male,5yearly,15_49,23160.901
900,1990,estimates,female,5yearly,15_59,24018.263
900,1990,estimates,male,5yearly,15_59,36296.437
900,1990,estimates,female,5yearly,15_64,30474.956
900,1990,estimates,male,5yearly,15_64,45951.995
900,1990,estimates,female,5yearly,20plus,83574.796
900,1990,estimates,male,5yearly,20plus,94339.957
900,1990,estimates,female,5yearly,20_64,28672.503
900,1990,estimates,male,5yearly,20_64,43715.257
900,1990,estimates,female,5yearly,20_69,37147.753
900,1990,estimates,male,5yearly,20_69,55092.803
900,1990,estimates,female,5yearly,25plus,81418.395
900,1990,estimates,male,5yearly,25plus,91451.077
900,1990,estimates,female,5yearly,25_69,34991.352
900,1990,estimates,male,5yearly,25_69,52203.923
900,1990,estimates,female,5yearly,40plus,74792.099
900,1990,estimates,male,5yearly,40plus,81690.343
900,1990,estimates,female,5yearly,50plus,69607.739
900,1990,estimates,male,5yearly,50plus,73415.794
900,1990,estimates,female,5yearly,60plus,61358.986
900,1990,estimates,male,5yearly,60plus,60280.258
900,1990,estimates,female,5yearly,65plus,54902.293
900,1990,estimates,male,5yearly,65plus,50624.7
900,1990,estimates,female,5yearly,70plus,46427.043
900,1990,estimates,male,5yearly,70plus,39247.154
900,1990,estimates,female,5yearly,80plus,24935.629
900,1990,estimates,male,5yearly,80plus,16174.366
900,1990,estimates,female,5yearly,90plus,5320.748
900,1990,estimates,male,5yearly,90plus,2238.522
900,1995,estimates,female,5yearly,"Region, subregion, country or area *",WORLD
900,1995,estimates,male,5yearly,"Region, subregion, country or area *",WORLD
900,1995,estimates,female,5yearly,0_4,25321.041
900,1995,estimates,male,5yearly,0_4,28516.602
900,1995,estimates,female,5yearly,0_14,29293.18
900,1995,estimates,male,5yearly,0_14,32836.635
900,1995,estimates,female,5yearly,0_19,31105.322
900,1995,estimates,male,5yearly,0_19,35111.591
900,1995,estimates,female,5yearly,0_24,33310.977
900,1995,estimates,male,5yearly,0_24,38091.585
900,1995,estimates,female,5yearly,5_14,3972.139
900,1995,estimates,male,5yearly,5_14,4320.033
900,1995,estimates,female,5yearly,15plus,92493.993
900,1995,estimates,male,5yearly,15plus,105136.73
900,1995,estimates,female,5yearly,15_24,4017.797
900,1995,estimates,male,5yearly,15_24,5254.95
900,1995,estimates,female,5yearly,15_49,17297.044
900,1995,estimates,male,5yearly,15_49,25677.264
900,1995,estimates,female,5yearly,15_59,25814.993
900,1995,estimates,male,5yearly,15_59,39175.902
900,1995,estimates,female,5yearly,15_64,32470.925
900,1995,estimates,male,5yearly,15_64,49076.515
900,1995,estimates,female,5yearly,20plus,90681.851
900,1995,estimates,male,5yearly,20plus,102861.774
900,1995,estimates,female,5yearly,20_64,30658.783
900,1995,estimates,male,5yearly,20_64,46801.559
900,1995,estimates,female,5yearly,20_69,39453.592
900,1995,estimates,male,5yearly,20_69,58942.842
900,1995,estimates,female,5yearly,25plus,88476.196
900,1995,estimates,male,5yearly,25plus,99881.78
900,1995,estimates,female,5yearly,25_69,37247.937
900,1995,estimates,male,5yearly,25_69,55962.848
900,1995,estimates,female,5yearly,40plus,81135.569
900,1995,estimates,male,5yearly,40plus,89134.346
900,1995,estimates,female,5yearly,50plus,75196.949
900,1995,estimates,male,5yearly,50plus,79459.466
900,1995,estimates,female,5yearly,60plus,66679.0
900,1995,estimates,male,5yearly,60plus,65960.828
900,1995,estimates,female,5yearly,65plus,60023.068
900,1995,estimates,male,5yearly,65plus,56060.215
900,1995,estimates,female,5yearly,70plus,51228.259
900,1995,estimates,male,5yearly,70plus,43918.932
900,1995,estimates,female,5yearly,80plus,28102.393
900,1995,estimates,male,5yearly,80plus,18439.909
900,1995,estimates,female,5yearly,90plus,6748.019
900,1995,estimates,male,5yearly,90plus,2857.826
900,2000,estimates,female,5yearly,"Region, subregion, country or area *",WORLD
900,2000,estimates,male,5yearly,"Region, subregion, country or area *",WORLD
900,2000,estimates,female,5yearly,0_4,21773.119
900,2000,estimates,male,5yearly,0_4,24748.499
900,2000,estimates,female,5yearly,0_14,25405.739
900,2000,estimates,male,5yearly,0_14,28709.324
900,2000,estimates,female,5yearly,0_19,27215.389
900,2000,estimates,male,5yearly,0_19,30964.318
900,2000,estimates,female,5yearly,0_24,29454.792
900,2000,estimates,male,5yearly,0_24,33946.295
900,2000,estimates,female,5yearly,5_14,3632.62
900,2000,estimates,male,5yearly,5_14,3960.825
900,2000,estimates,female,5yearly,15plus,99517.498
900,2000,estimates,male,5yearly,15plus,111980.944
900,2000,estimates,female,5yearly,15_24,4049.053
900,2000,estimates,male,5yearly,15_24,5236.971
900,2000,estimates,female,5yearly,15_49,18604.95
900,2000,estimates,male,5yearly,15_49,27178.262
900,2000,estimates,female,5yearly,15_59,27838.817
900,2000,estimates,male,5yearly,15_59,41560.319
900,2000,estimates,female,5yearly,15_64,34532.853
900,2000,estimates,male,5yearly,15_64,51250.456
900,2000,estimates,female,5yearly,20plus,97707.848
900,2000,estimates,male,5yearly,20plus,109725.95
900,2000,estimates,female,5yearly,20_64,32723.203
900,2000,estimates,male,5yearly,20_64,48995.462
900,2000,estimates,female,5yearly,20_69,41821.124
900,2000,estimates,male,5yearly,20_69,61259.401
900,2000,estimates,female,5yearly,25plus,95468.445
900,2000,estimates,male,5yearly,25plus,106743.973
900,2000,estimates,female,5yearly,25_69,39581.721
900,2000,estimates,male,5yearly,25_69,58277.424
900,2000,estimates,female,5yearly,40plus,87489.736
900,2000,estimates,male,5yearly,40plus,95436.285
900,2000,estimates,female,5yearly,50plus,80912.548
900,2000,estimates,male,5yearly,50plus,84802.682
900,2000,estimates,female,5yearly,60plus,71678.681
900,2000,estimates,male,5yearly,60plus,70420.625
900,2000,estimates,female,5yearly,65plus,64984.645
900,2000,estimates,male,5yearly,65plus,60730.488
900,2000,estimates,female,5yearly,70plus,55886.724
900,2000,estimates,male,5yearly,70plus,48466.549
900,2000,estimates,female,5yearly,80plus,30899.715
900,2000,estimates,male,5yearly,80plus,20731.951
900,2000,estimates,female,5yearly,90plus,8186.222
900,2000,estimates,male,5yearly,90plus,3579.976
900,2005,estimates,female,5yearly,"Region, subregion, country or area *",WORLD
900,2005,estimates,male,5yearly,"Region, subregion, country or area *",WORLD
900,2005,estimates,female,5yearly,0_4,18467.232
900,2005,estimates,male,5yearly,0_4,21202.336
900,2005,estimates,female,5yearly,0_14,21669.766
900,2005,estimates,male,5yearly,0_14,24747.328
900,2005,estimates,female,5yearly,0_19,23349.422
900,2005,estimates,male,5yearly,0_19,26882.879
900,2005,estimates,female,5yearly,0_24,25485.919
900,2005,estimates,male,5yearly,0_24,29805.006
900,2005,estimates,female,5yearly,5_14,3202.534
900,2005,estimates,male,5yearly,5_14,3544.992
900,2005,estimates,female,5yearly,15plus,104511.86
900,2005,estimates,male,5yearly,15plus,118584.601
900,2005,estimates,female,5yearly,15_24,3816.153
900,2005,estimates,male,5yearly,15_24,5057.678
900,2005,estimates,female,5yearly,15_49,18118.455
900,2005,estimates,male,5yearly,15_49,26741.412
900,2005,estimates,female,5yearly,15_59,28077.023
900,2005,estimates,male,5yearly,15_59,42556.886
900,2005,estimates,female,5yearly,15_64,34935.643
900,2005,estimates,male,5yearly,15_64,52473.782
900,2005,estimates,female,5yearly,20plus,102832.204
900,2005,estimates,male,5yearly,20plus,116449.05
900,2005,estimates,female,5yearly,20_64,33255.987
900,2005,estimates,male,5yearly,20_64,50338.231
900,2005,estimates,female,5yearly,20_69,42357.469
900,2005,estimates,male,5yearly,20_69,62572.432
900,2005,estimates,female,5yearly,25plus,100695.707
900,2005,estimates,male,5yearly,25plus,113526.923
900,2005,estimates,female,5yearly,25_69,40220.972
900,2005,estimates,male,5yearly,25_69,59650.305
900,2005,estimates,female,5yearly,40plus,93038.406
900,2005,estimates,male,5yearly,40plus,102529.102
900,2005,estimates,female,5yearly,50plus,86393.405
900,2005,estimates,male,5yearly,50plus,91843.189
900,2005,estimates,female,5yearly,60plus,76434.837
900,2005,estimates,male,5yearly,60plus,76027.715
900,2005,estimates,female,5yearly,65plus,69576.217
900,2005,estimates,male,5yearly,65plus,66110.819
900,2005,estimates,female,5yearly,70plus,60474.735
900,2005,estimates,male,5yearly,70plus,53876.618
900,2005,estimates,female,5yearly,80plus,34482.852
