region,variant,freq,year,netreporductionrate
913,estimates,5yearly,1950,2.13974407430833
913,estimates,5yearly,1955,2.23800053047003
913,estimates,5yearly,1960,2.28635872829519
913,estimates,5yearly,1965,2.28081181772995
913,estimates,5yearly,1970,2.30817919665887
913,estimates,5yearly,1975,2.1864117722228
913,estimates,5yearly,1980,2.04409477731681
913,estimates,5yearly,1985,1.83646975080542
913,estimates,5yearly,1990,1.56160816174496
913,estimates,5yearly,1995,1.33048502925049
913,estimates,5yearly,2000,1.17125550350359
913,estimates,5yearly,2005,1.12220721114343
913,estimates,5yearly,2010,1.16221024325096
913,constant_fertility,5yearly,2015,1.20087127925197
913,constant_mortality,5yearly,2015,1.09724029333177
913,high_variant,5yearly,2015,1.24582758420149
913,instant_replacement,5yearly,2015,1
913,low_variant,5yearly,2015,1.01828642226537
913,medium_variant,5yearly,2015,1.13203897857908
913,momentum,5yearly,2015,1
913,no_change,5yearly,2015,1.16378141594843
913,zero_migration,5yearly,2015,1.13217814357723
913,constant_fertility,5yearly,2020,1.21651341828513
913,constant_mortality,5yearly,2020,1.0413656535188
913,high_variant,5yearly,2020,1.27067304895316
913,instant_replacement,5yearly,2020,1
913,low_variant,5yearly,2020,0.90311644434354
913,medium_variant,5yearly,2020,1.08688250651699
913,momentum,5yearly,2020,1
913,no_change,5yearly,2020,1.16530839951391
913,zero_migration,5yearly,2020,1.08720865881645
913,constant_fertility,5yearly,2025,1.22917692073723
913,constant_mortality,5yearly,2025,0.99438673332512
913,high_variant,5yearly,2025,1.27919737624586
913,instant_replacement,5yearly,2025,1
913,low_variant,5yearly,2025,0.814638901137443
913,medium_variant,5yearly,2025,1.04729755750519
913,momentum,5yearly,2025,1
913,no_change,5yearly,2025,1.16691912057331
913,zero_migration,5yearly,2025,1.04769762972308
913,constant_fertility,5yearly,2030,1.2390905106038
913,constant_mortality,5yearly,2030,0.953153961309758
913,high_variant,5yearly,2030,1.24438453757159
913,instant_replacement,5yearly,2030,1
913,low_variant,5yearly,2030,0.777547508226757
913,medium_variant,5yearly,2030,1.0113816756149
913,momentum,5yearly,2030,1
913,no_change,5yearly,2030,1.16875849607644
913,zero_migration,5yearly,2030,1.01182523191248
913,constant_fertility,5yearly,2035,1.24808563568489
913,constant_mortality,5yearly,2035,0.91817375386771
913,high_variant,5yearly,2035,1.21457244702307
913,instant_replacement,5yearly,2035,1
913,low_variant,5yearly,2035,0.744741554316095
913,medium_variant,5yearly,2035,0.97964873047521
913,momentum,5yearly,2035,1
913,no_change,5yearly,2035,1.17075301797316
913,zero_migration,5yearly,2035,0.980142811906057
913,constant_fertility,5yearly,2040,1.25610289447538
913,constant_mortality,5yearly,2040,0.889110478068698
913,high_variant,5yearly,2040,1.18887677877427
913,instant_replacement,5yearly,2040,1
913,low_variant,5yearly,2040,0.71693359960523
913,medium_variant,5yearly,2040,0.952874287001304
913,momentum,5yearly,2040,1
913,no_change,5yearly,2040,1.17266146125173
913,zero_migration,5yearly,2040,0.953405873459194
913,constant_fertility,5yearly,2045,1.26384101015302
913,constant_mortality,5yearly,2045,0.864021294544995
913,high_variant,5yearly,2045,1.16680711821848
913,instant_replacement,5yearly,2045,1
