region,variant,freq,year,netreporductionrate
924,estimates,5yearly,1950,1.07414611882169
924,estimates,5yearly,1955,1.18116690040944
924,estimates,5yearly,1960,1.28710674440057
924,estimates,5yearly,1965,1.18378951112278
924,estimates,5yearly,1970,0.981168809705643
924,estimates,5yearly,1975,0.859531102971592
924,estimates,5yearly,1980,0.8593275666454
924,estimates,5yearly,1985,0.887201060325335
924,estimates,5yearly,1990,0.866400120777077
924,estimates,5yearly,1995,0.820173263296256
924,estimates,5yearly,2000,0.800542424032872
924,estimates,5yearly,2005,0.893889456331238
924,estimates,5yearly,2010,0.89340089054784
924,constant_fertility,5yearly,2015,0.894708525370342
924,constant_mortality,5yearly,2015,0.89465552506208
924,high_variant,5yearly,2015,1.01595403938137
924,instant_replacement,5yearly,2015,1
924,low_variant,5yearly,2015,0.774879859883444
924,medium_variant,5yearly,2015,0.895088856754225
924,momentum,5yearly,2015,1
924,no_change,5yearly,2015,0.894202792195598
924,zero_migration,5yearly,2015,0.894933919654796
924,constant_fertility,5yearly,2020,0.896180403513051
924,constant_mortality,5yearly,2020,0.896132863355515
924,high_variant,5yearly,2020,1.09058300934321
924,instant_replacement,5yearly,2020,1
924,low_variant,5yearly,2020,0.703764683738601
924,medium_variant,5yearly,2020,0.89745705671963
924,momentum,5yearly,2020,1
924,no_change,5yearly,2020,0.894804316929763
924,zero_migration,5yearly,2020,0.897130461181752
924,constant_fertility,5yearly,2025,0.896815235376673
924,constant_mortality,5yearly,2025,0.896655118857551
924,high_variant,5yearly,2025,1.14089937712773
924,instant_replacement,5yearly,2025,1
924,low_variant,5yearly,2025,0.65694422806265
924,medium_variant,5yearly,2025,0.898852831941509
924,momentum,5yearly,2025,1
924,no_change,5yearly,2025,0.895311340836
924,zero_migration,5yearly,2025,0.898486398574926
924,constant_fertility,5yearly,2030,0.89811025015718
924,constant_mortality,5yearly,2030,0.897397689826511
924,high_variant,5yearly,2030,1.14174559625081
924,instant_replacement,5yearly,2030,1
924,low_variant,5yearly,2030,0.657772231769419
924,medium_variant,5yearly,2030,0.899800680208749
924,momentum,5yearly,2030,1
924,no_change,5yearly,2030,0.895715931150041
924,zero_migration,5yearly,2030,0.899429929716962
924,constant_fertility,5yearly,2035,0.898654242307987
924,constant_mortality,5yearly,2035,0.89774645687731
924,high_variant,5yearly,2035,1.14366693236521
924,instant_replacement,5yearly,2035,1
924,low_variant,5yearly,2035,0.658959209444217
924,medium_variant,5yearly,2035,0.90088625836393
924,momentum,5yearly,2035,1
924,no_change,5yearly,2035,0.896155532130445
924,zero_migration,5yearly,2035,0.900526288489779
924,constant_fertility,5yearly,2040,0.900018972585303
924,constant_mortality,5yearly,2040,0.898628677189718
924,high_variant,5yearly,2040,1.14468809639545
924,instant_replacement,5yearly,2040,1
924,low_variant,5yearly,2040,0.659981876163469
924,medium_variant,5yearly,2040,0.901920209556688
924,momentum,5yearly,2040,1
924,no_change,5yearly,2040,0.896709675389447
924,zero_migration,5yearly,2040,0.901584850176254
924,constant_fertility,5yearly,2045,0.900705929513824
924,constant_mortality,5yearly,2045,0.89940163183008
924,high_variant,5yearly,2045,1.14553257879935
924,instant_replacement,5yearly,2045,1
924,low_variant,5yearly,2045,0.660853482880823
924,medium_variant,5yearly,2045,0.902855878758054
924,momentum,5yearly,2045,1
924,no_change,5yearly,2045,0.897208102979656
924,zero_migration,5yearly,2045,0.902546048515405
924,constant_fertility,5yearly,2050,0.90174575526292
924,constant_mortality,5yearly,2050,0.899976336255752
924,high_variant,5yearly,2050,1.14691503002634
924,instant_replacement,5yearly,2050,1
924,low_variant,5yearly,2050,0.66144663028586
924,medium_variant,5yearly,2050,0.904209695177521
924,momentum,5yearly,2050,1
924,no_change,5yearly,2050,0.897594162104334
924,zero_migration,5yearly,2050,0.903930255985902
924,constant_fertility,5yearly,2055,0.902231914178924
924,constant_mortality,5yearly,2055,0.900430030846293
924,high_variant,5yearly,2055,1.14748557268413
924,instant_replacement,5yearly,2055,1
924,low_variant,5yearly,2055,0.662021223479667
924,medium_variant,5yearly,2055,0.904763644460398
924,momentum,5yearly,2055,1
924,no_change,5yearly,2055,0.897972194955626
924,zero_migration,5yearly,2055,0.904503943881632
924,constant_fertility,5yearly,2060,0.902713951848215
924,constant_mortality,5yearly,2060,0.900861461150469
924,high_variant,5yearly,2060,1.14861443838574
924,instant_replacement,5yearly,2060,1
924,low_variant,5yearly,2060,0.663235701501196
924,medium_variant,5yearly,2060,0.905914851896251
924,momentum,5yearly,2060,1
924,no_change,5yearly,2060,0.898341085839652
924,zero_migration,5yearly,2060,0.905663997504746
924,constant_fertility,5yearly,2065,0.903824651724971
924,constant_mortality,5yearly,2065,0.901012274927409
924,high_variant,5yearly,2065,1.14894606917438
924,instant_replacement,5yearly,2065,1
924,low_variant,5yearly,2065,0.66346125998372
924,medium_variant,5yearly,2065,0.906190564450007
924,momentum,5yearly,2065,1
924,no_change,5yearly,2065,0.898682775655951
924,zero_migration,5yearly,2065,0.905949020656034
924,constant_fertility,5yearly,2070,0.904166758615181
924,constant_mortality,5yearly,2070,0.901247325841123
924,high_variant,5yearly,2070,1.14934173892918
