region,variant,freq,year,netreporductionrate
927,estimates,5yearly,1950,1.52618559692282
927,estimates,5yearly,1955,1.65401931166777
927,estimates,5yearly,1960,1.58937858403925
927,estimates,5yearly,1965,1.39684120987896
927,estimates,5yearly,1970,1.22786685804522
927,estimates,5yearly,1975,0.961862921134882
927,estimates,5yearly,1980,0.917332219205837
927,estimates,5yearly,1985,0.903543306382865
927,estimates,5yearly,1990,0.909276717532548
927,estimates,5yearly,1995,0.871712801279728
927,estimates,5yearly,2000,0.86777965557463
927,estimates,5yearly,2005,0.955152248299016
927,estimates,5yearly,2010,0.919645828495076
927,constant_fertility,5yearly,2015,0.920327585587997
927,constant_mortality,5yearly,2015,0.893689748873029
927,high_variant,5yearly,2015,1.01468941175205
927,instant_replacement,5yearly,2015,1
927,low_variant,5yearly,2015,0.773689411752054
927,medium_variant,5yearly,2015,0.894689411752054
927,momentum,5yearly,2015,1
927,no_change,5yearly,2015,0.919327942835598
927,zero_migration,5yearly,2015,0.894810970823051
927,constant_fertility,5yearly,2020,0.92110002526277
927,constant_mortality,5yearly,2020,0.877068301662004
927,high_variant,5yearly,2020,1.072067626271
927,instant_replacement,5yearly,2020,1
927,low_variant,5yearly,2020,0.686067625631305
927,medium_variant,5yearly,2020,0.879067629083321
927,momentum,5yearly,2020,1
927,no_change,5yearly,2020,0.919100852818013
927,zero_migration,5yearly,2020,0.879383342219805
927,constant_fertility,5yearly,2025,0.921081749864134
927,constant_mortality,5yearly,2025,0.867234547240278
927,high_variant,5yearly,2025,1.11123391906514
927,instant_replacement,5yearly,2025,1
927,low_variant,5yearly,2025,0.6283878277125
927,medium_variant,5yearly,2025,0.869387835001865
927,momentum,5yearly,2025,1
927,no_change,5yearly,2025,0.918928788222397
927,zero_migration,5yearly,2025,0.869831595502624
927,constant_fertility,5yearly,2030,0.921960325960441
927,constant_mortality,5yearly,2030,0.85893510116386
927,high_variant,5yearly,2030,1.10393540737815
927,instant_replacement,5yearly,2030,1
927,low_variant,5yearly,2030,0.620086207251931
927,medium_variant,5yearly,2030,0.861934736291685
927,momentum,5yearly,2030,1
927,no_change,5yearly,2030,0.918808765683
927,zero_migration,5yearly,2030,0.862461655282577
927,constant_fertility,5yearly,2035,0.922007122789671
927,constant_mortality,5yearly,2035,0.854665593935401
927,high_variant,5yearly,2035,1.10066936126078
927,instant_replacement,5yearly,2035,1
927,low_variant,5yearly,2035,0.616812205421935
927,medium_variant,5yearly,2035,0.858665695878122
927,momentum,5yearly,2035,1
927,no_change,5yearly,2035,0.918705306002601
927,zero_migration,5yearly,2035,0.859229802174768
927,constant_fertility,5yearly,2040,0.922707836436273
927,constant_mortality,5yearly,2040,0.852551699905055
927,high_variant,5yearly,2040,1.09870997796398
927,instant_replacement,5yearly,2040,1
927,low_variant,5yearly,2040,0.614689375997289
927,medium_variant,5yearly,2040,0.856700257011334
927,momentum,5yearly,2040,1
927,no_change,5yearly,2040,0.918557453464513
927,zero_migration,5yearly,2040,0.857266541969647
927,constant_fertility,5yearly,2045,0.922665936824854
927,constant_mortality,5yearly,2045,0.851605940690396
927,high_variant,5yearly,2045,1.0986218168981
927,instant_replacement,5yearly,2045,1
927,low_variant,5yearly,2045,0.614588734202763
927,medium_variant,5yearly,2045,0.85660668851309
927,momentum,5yearly,2045,1
927,no_change,5yearly,2045,0.918370690855391
927,zero_migration,5yearly,2045,0.857083030553532
927,constant_fertility,5yearly,2050,0.923353937585919
927,constant_mortality,5yearly,2050,0.851126613607765
927,high_variant,5yearly,2050,1.0991479180669
927,instant_replacement,5yearly,2050,1
927,low_variant,5yearly,2050,0.614242194488683
927,medium_variant,5yearly,2050,0.856269315571104
927,momentum,5yearly,2050,1
927,no_change,5yearly,2050,0.918205913755072
927,zero_migration,5yearly,2050,0.856744277238746
927,constant_fertility,5yearly,2055,0.92335931344884
927,constant_mortality,5yearly,2055,0.85252950764282
927,high_variant,5yearly,2055,1.10055178734873
927,instant_replacement,5yearly,2055,1
927,low_variant,5yearly,2055,0.615639218161975
927,medium_variant,5yearly,2055,0.857669466411641
927,momentum,5yearly,2055,1
927,no_change,5yearly,2055,0.918069959358518
927,zero_migration,5yearly,2055,0.85806160780689
927,constant_fertility,5yearly,2060,0.924112438143499
927,constant_mortality,5yearly,2060,0.854955853530245
927,high_variant,5yearly,2060,1.10311427892216
927,instant_replacement,5yearly,2060,1
927,low_variant,5yearly,2060,0.618064853709886
927,medium_variant,5yearly,2060,0.86009320329163
927,momentum,5yearly,2060,1
927,no_change,5yearly,2060,0.91796468255363
927,zero_migration,5yearly,2060,0.860378738467336
927,constant_fertility,5yearly,2065,0.924191243368834
927,constant_mortality,5yearly,2065,0.856807112248886
927,high_variant,5yearly,2065,1.10496561576628
927,instant_replacement,5yearly,2065,1
927,low_variant,5yearly,2065,0.619910519263346
927,medium_variant,5yearly,2065,0.862942549783131
927,momentum,5yearly,2065,1
927,no_change,5yearly,2065,0.91790234726629
927,zero_migration,5yearly,2065,0.863212643371717
927,constant_fertility,5yearly,2070,0.924144155310772
927,constant_mortality,5yearly,2070,0.859530580767593
927,high_variant,5yearly,2070,1.10868346677714
927,instant_replacement,5yearly,2070,1
927,low_variant,5yearly,2070,0.6227640291698
927,medium_variant,5yearly,2070,0.86566405464726
927,momentum,5yearly,2070,1
927,no_change,5yearly,2070,0.917853865336818
927,zero_migration,5yearly,2070,0.865870070919879
927,constant_fertility,5yearly,2075,0.925090523955926
927,constant_mortality,5yearly,2075,0.861261359472779
927,high_variant,5yearly,2075,1.11040596316918
927,instant_replacement,5yearly,2075,1
927,low_variant,5yearly,2075,0.624498376268683
927,medium_variant,5yearly,2075,0.867523519951822
927,momentum,5yearly,2075,1
927,no_change,5yearly,2075,0.917798994145187
927,zero_migration,5yearly,2075,0.867697309378769
927,constant_fertility,5yearly,2080,0.925039879977596
927,constant_mortality,5yearly,2080,0.863128745530231
927,high_variant,5yearly,2080,1.11326794820471
927,instant_replacement,5yearly,2080,1
927,low_variant,5yearly,2080,0.627243812323675
927,medium_variant,5yearly,2080,0.87025795853866
927,momentum,5yearly,2080,1
927,no_change,5yearly,2080,0.917747057596232
927,zero_migration,5yearly,2080,0.870348420520557
927,constant_fertility,5yearly,2085,0.925140557386581
927,constant_mortality,5yearly,2085,0.865
927,high_variant,5yearly,2085,1.11513280570421
927,instant_replacement,5yearly,2085,1
927,low_variant,5yearly,2085,0.629238631562999
927,medium_variant,5yearly,2085,0.872254470733822
927,momentum,5yearly,2085,1
927,no_change,5yearly,2085,0.917708925840745
927,zero_migration,5yearly,2085,0.872347916145636
927,constant_fertility,5yearly,2090,0.925123696486313
927,constant_mortality,5yearly,2090,0.867
927,high_variant,5yearly,2090,1.11726369905182
927,instant_replacement,5yearly,2090,1
927,low_variant,5yearly,2090,0.631233841835089
927,medium_variant,5yearly,2090,0.8742514192273
927,momentum,5yearly,2090,1
927,no_change,5yearly,2090,0.917689724114184
927,zero_migration,5yearly,2090,0.87434771500471
927,constant_fertility,5yearly,2095,0.925988882124029
927,constant_mortality,5yearly,2095,0.86887592685957
927,high_variant,5yearly,2095,1.12
927,instant_replacement,5yearly,2095,1
927,low_variant,5yearly,2095,0.634
927,medium_variant,5yearly,2095,0.877
927,momentum,5yearly,2095,1
927,no_change,5yearly,2095,0.917688346130722
927,zero_migration,5yearly,2095,0.877
