region,variant,freq,year,netreporductionrate
911,estimates,5yearly,1950,1.71114187133958
911,estimates,5yearly,1955,1.78399718786092
911,estimates,5yearly,1960,1.88406114727138
911,estimates,5yearly,1965,1.98786046738042
911,estimates,5yearly,1970,2.11323560800669
911,estimates,5yearly,1975,2.21889170510218
911,estimates,5yearly,1980,2.30426714461298
911,estimates,5yearly,1985,2.34808943217072
911,estimates,5yearly,1990,2.34404252185181
911,estimates,5yearly,1995,2.28544598148421
911,estimates,5yearly,2000,2.34610155815325
911,estimates,5yearly,2005,2.41806360871526
911,estimates,5yearly,2010,2.40407095848299
911,constant_fertility,5yearly,2015,2.47278544489438
911,constant_mortality,5yearly,2015,2.24463623271646
911,high_variant,5yearly,2015,2.40872005608458
911,instant_replacement,5yearly,2015,1
911,low_variant,5yearly,2015,2.2003108594734
911,medium_variant,5yearly,2015,2.3045184568552
911,momentum,5yearly,2015,1
911,no_change,5yearly,2015,2.4079578838192
911,zero_migration,5yearly,2015,2.30416593053697
911,constant_fertility,5yearly,2020,2.53342777541675
911,constant_mortality,5yearly,2020,2.07645562300701
911,high_variant,5yearly,2020,2.3516227602258
911,instant_replacement,5yearly,2020,1
911,low_variant,5yearly,2020,2.0106266942639
911,medium_variant,5yearly,2020,2.18075478043888
911,momentum,5yearly,2020,1
911,no_change,5yearly,2020,2.41140048762368
911,zero_migration,5yearly,2020,2.18024584765511
911,constant_fertility,5yearly,2025,2.58982780502918
911,constant_mortality,5yearly,2025,1.91391751741891
911,high_variant,5yearly,2025,2.26859579526729
911,instant_replacement,5yearly,2025,1
911,low_variant,5yearly,2025,1.83428211020411
911,medium_variant,5yearly,2025,2.05096988922056
911,momentum,5yearly,2025,1
911,no_change,5yearly,2025,2.41500050791646
911,zero_migration,5yearly,2025,2.05065824492348
911,constant_fertility,5yearly,2030,2.64174950426713
911,constant_mortality,5yearly,2030,1.76071433470485
911,high_variant,5yearly,2030,2.1418564468628
911,instant_replacement,5yearly,2030,1
911,low_variant,5yearly,2030,1.69959922233992
911,medium_variant,5yearly,2030,1.92076124676225
911,momentum,5yearly,2030,1
911,no_change,5yearly,2030,2.41895381325008
911,zero_migration,5yearly,2030,1.92061658186264
911,constant_fertility,5yearly,2035,2.68726657229346
911,constant_mortality,5yearly,2035,1.62119136477388
911,high_variant,5yearly,2035,2.02016459114766
911,instant_replacement,5yearly,2035,1
911,low_variant,5yearly,2035,1.57110636899692
911,medium_variant,5yearly,2035,1.79550828302516
911,momentum,5yearly,2035,1
911,no_change,5yearly,2035,2.42298580074542
911,zero_migration,5yearly,2035,1.79545385771784
911,constant_fertility,5yearly,2040,2.72622064691818
911,constant_mortality,5yearly,2040,1.49621186337752
911,high_variant,5yearly,2040,1.90463242692561
911,instant_replacement,5yearly,2040,1
911,low_variant,5yearly,2040,1.44992789361634
911,medium_variant,5yearly,2040,1.67728402571705
911,momentum,5yearly,2040,1
911,no_change,5yearly,2040,2.42688143912845
911,zero_migration,5yearly,2040,1.6772831054638
911,constant_fertility,5yearly,2045,2.7603734860736
911,constant_mortality,5yearly,2045,1.38715310507326
911,high_variant,5yearly,2045,1.800803537788
911,instant_replacement,5yearly,2045,1
911,low_variant,5yearly,2045,1.3413756952679
911,medium_variant,5yearly,2045,1.57129129104082
911,momentum,5yearly,2045,1
911,no_change,5yearly,2045,2.4306798132788
911,zero_migration,5yearly,2045,1.57131043257889
911,constant_fertility,5yearly,2050,2.78801964166977
911,constant_mortality,5yearly,2050,1.29530781394379
911,high_variant,5yearly,2050,1.70996989519722
911,instant_replacement,5yearly,2050,1
911,low_variant,5yearly,2050,1.24651340623423
911,medium_variant,5yearly,2050,1.47787174537493
911,momentum,5yearly,2050,1
911,no_change,5yearly,2050,2.4344378132917
911,zero_migration,5yearly,2050,1.47788500380839
911,constant_fertility,5yearly,2055,2.81086984250949
911,constant_mortality,5yearly,2055,1.215952447753
911,high_variant,5yearly,2055,1.62944000146444
911,instant_replacement,5yearly,2055,1
911,low_variant,5yearly,2055,1.16299839293657
911,medium_variant,5yearly,2055,1.39620526070843
911,momentum,5yearly,2055,1
911,no_change,5yearly,2055,2.43809598143498
911,zero_migration,5yearly,2055,1.39621146088019
911,constant_fertility,5yearly,2060,2.82965366045013
911,constant_mortality,5yearly,2060,1.15086320492991
911,high_variant,5yearly,2060,1.56125862236198
911,instant_replacement,5yearly,2060,1
911,low_variant,5yearly,2060,1.09299861648679
911,medium_variant,5yearly,2060,1.32731744482686
911,momentum,5yearly,2060,1
911,no_change,5yearly,2060,2.44160188719182
911,zero_migration,5yearly,2060,1.32732363936092
911,constant_fertility,5yearly,2065,2.84618542335862
911,constant_mortality,5yearly,2065,1.09342129200519
911,high_variant,5yearly,2065,1.50059835643482
911,instant_replacement,5yearly,2065,1
911,low_variant,5yearly,2065,1.02989372935732
911,medium_variant,5yearly,2065,1.26508807246822
911,momentum,5yearly,2065,1
911,no_change,5yearly,2065,2.4449874963327
911,zero_migration,5yearly,2065,1.26509925144337
911,constant_fertility,5yearly,2070,2.85999624996086
911,constant_mortality,5yearly,2070,1.04321992670245
911,high_variant,5yearly,2070,1.44658670076519
911,instant_replacement,5yearly,2070,1
911,low_variant,5yearly,2070,0.974655582238424
911,medium_variant,5yearly,2070,1.21095106946523
911,momentum,5yearly,2070,1
911,no_change,5yearly,2070,2.44830384581807
911,zero_migration,5yearly,2070,1.21096889905857
911,constant_fertility,5yearly,2075,2.8722535962408
911,constant_mortality,5yearly,2075,1.00042062391948
911,high_variant,5yearly,2075,1.40022391830909
911,instant_replacement,5yearly,2075,1
911,low_variant,5yearly,2075,0.927357393847752
911,medium_variant,5yearly,2075,1.16369966454411
911,momentum,5yearly,2075,1
911,no_change,5yearly,2075,2.45154956673806
911,zero_migration,5yearly,2075,1.1637150348993
911,constant_fertility,5yearly,2080,2.88423556210757
911,constant_mortality,5yearly,2080,0.962354764748921
911,high_variant,5yearly,2080,1.35811889810874
911,instant_replacement,5yearly,2080,1
911,low_variant,5yearly,2080,0.884814582558753
911,medium_variant,5yearly,2080,1.12141096168609
911,momentum,5yearly,2080,1
911,no_change,5yearly,2080,2.4547059342207
911,zero_migration,5yearly,2080,1.12142013658383
911,constant_fertility,5yearly,2085,2.89477378978468
911,constant_mortality,5yearly,2085,0.929020706746346
911,high_variant,5yearly,2085,1.32209479227702
911,instant_replacement,5yearly,2085,1
911,low_variant,5yearly,2085,0.847255586340821
911,medium_variant,5yearly,2085,1.08447702560591
911,momentum,5yearly,2085,1
911,no_change,5yearly,2085,2.45776241876507
911,zero_migration,5yearly,2085,1.08448050525498
911,constant_fertility,5yearly,2090,2.90482769456701
911,constant_mortality,5yearly,2090,0.899986674341448
911,high_variant,5yearly,2090,1.28993216809614
911,instant_replacement,5yearly,2090,1
911,low_variant,5yearly,2090,0.815103428983302
911,medium_variant,5yearly,2090,1.05220572251385
911,momentum,5yearly,2090,1
911,no_change,5yearly,2090,2.4607245993522
911,zero_migration,5yearly,2090,1.05220108010603
911,constant_fertility,5yearly,2095,2.9143013110023
911,constant_mortality,5yearly,2095,0.874600693236659
911,high_variant,5yearly,2095,1.26243921444427
911,instant_replacement,5yearly,2095,1
911,low_variant,5yearly,2095,0.786457125562882
911,medium_variant,5yearly,2095,1.02413553902468
911,momentum,5yearly,2095,1
911,no_change,5yearly,2095,2.46360173402868
911,zero_migration,5yearly,2095,1.02412493050252
